retained_kv_memory_gb,answers,retained_context_tokens,compression_ratio,answer_prefix,task,uncompressed_kv_memory_gb,uncompressed_kv_memory_mb,predicted_answer,context_tokens,max_new_tokens,kv_memory_per_token_kb,split,retained_kv_memory_mb,question
17.723031552,"[""2015 Wimbledon Championships – Boys' Singles""
 ""2016 Charlottesville Men's Pro Challenger – singles""
 '2018 BNP Paribas Primrose Bordeaux – singles'
 '2018 JSM Challenger of Champaign–Urbana – singles'
 '2018 Knoxville Challenger – singles']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['2015 King Cup Final', '2015 Wimbledon Championships – Boys\' Singles', '2018 Senior Open Championship', '2018 U.S. Open Cup Final', '2018 Wimbledon Championships – Boys\' Singles', '2019 Senior Open Championship', '2021 King Cup Final', '2021 U.S. Open Cup Final', '2021 Wimbledon Championships – Boys\' Singles', '202",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In which sports competition did Reilly Opelka emerge victorious?
"
17.723031552,"['Christian Peter' 'Howard Barbieri' 'Jeff Kunkel' 'Knowshon Moreno'
 'Melanie McGuire']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Mohanlal', 'Mohanlal', 'Mohanlal', 'Mohanlal', 'Mohanlal']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who graduated from Middletown High School South?
"
17.723031552,"['2015 Città di Caltanissetta – singles'
 '2016 Open Città della Disfida – singles' '2016 Stockholm Open – doubles'
 '2017 Internationaux de Tennis de Vendée – singles'
 '2017 Internazionali di Tennis del Friuli Venezia Giulia – singles']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['2015 King Cup Final', '2015 Città di Caltanissetta – Singles', '2015 Wimbledon Championships – Boys\' Singles', '2015 Senior Open Championship', '2015 Internationaux de Tennis de Vendée – Singles', '2015 BNP Paribas Primrose Bordeaux – Singles', '2015 Città di Caltanissetta – Singles', '201",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What competition did Elias Ymer win?
"
17.723031552,"['Antonio London' 'Bryan Morris' 'Dewon Brazelton' 'Dustin Lynch'
 'Jordan Sheffield']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Steve Darcis', 'Dewon Brazelton', 'Jordan Sheffield', 'Matti Lives in Finland', 'Sam Liu']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who are Tullahoma High School alumni?
"
17.723031552,"['Conditional release' 'Ghost' 'The Bright Day' 'The Sale'
 'The Traces of Light']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['The Sale', 'Suddha', 'Snow White, Blood Red', '2010 MPS Group Championships – Doubles', '2015 Città di Caltanissetta – Men\'s Doubles', '2015 King Cup Final', '2015 Senior Open Championship', '2017 Internationaux de Tennis de Vendée – Singles', '2017 Senior Open Championship', '2018 Senior Open Championship",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: For which motion picture was Hossein Shahabi responsible for production?
"
17.723031552,['Ego Ferguson' 'Jerry Janes' 'Ron Rivera' 'Roquan Smith' 'Will Sutton'],120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Steve Staggers', 'Dustin Lynch', 'Ego Ferguson', 'Devin Bush Jr.', 'Markus Münch']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What lineback was drafted by the Chicago Bears?
"
17.723031552,"['Chamarajendra Wadiyar X' 'Kanthirava Narasaraja I'
 'Kanthirava Narasaraja II' 'Krishnaraja Wadiyar II'
 'Krishnaraja Wadiyar III' 'Mir Ghulam Ali']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Kanthirava Narasaraja II', 'Krishnaraja Wadiyar II', 'Krishnaraja Wadiyar III', 'Krishnaraja Wadiyar III', 'Chamarajendra Wadiyar X', 'Chamarajendra Wadiyar X', 'Chamarajendra Wadiyar X', 'Chamarajendra Wadiyar X', 'Chamarajendra Wadiyar X', 'Chamarajendra Wadiyar X']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who habitated the Kingdom of Mysore?
"
17.723031552,"['Gourdou-Leseurre GL-812 HY' 'Gourdou-Leseurre GL-832 HY'
 'Gourdou-Leseurre GL.2' 'Gourdou-Leseurre GL.30' 'Gourdou-Leseurre GL.50']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Gourdou-Leseurre GL.2', 'Gourdou-Leseurre GL.50', 'Gourdou-Leseurre GL.812 HY', 'Gourdou-Leseurre GL.832 HY']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is something that Gourdou-Leseurre produced?
"
17.723031552,['Charles Eastman' 'Little Crow' 'Sitting Bull' 'Spotted Elk' 'Zitkala-Sa'],120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Matti Lives in Finland', 'Morgan Murray', 'Morgan Murray', 'Morgan Murray', 'Morgan Murray']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who spoke Sioux as their mother tongue?
"
17.723031552,['Amy Fote' 'Connor Walsh' 'Jun Shuang Huang' 'Simon Ball' 'Stanton Welch'],120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Connor Walsh', 'Jun Shuang Huang', 'Chalnessa Eames', 'Marc Silvestri', 'Mohanlal']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is employed by the Houston Ballet?
"
17.723031552,"['Carlos García Cambón' 'Gustavo Alfaro' 'Jorge José Benítez'
 'Mario Fortunato' 'Miguel Ángel Russo']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Gustavo Alfaro', 'Marcel Granollers', 'Michele Serros', 'Mick Walker', 'Omar El-Hariri']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who provided coaching for the Boca Juniors athletic team?
"
17.723031552,"['After the Rain' ""Alice's Adventures in Wonderland""
 'An American in Paris' 'Carousel' 'Liturgy']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Alice's Adventures in Wonderland', 'Carousel (A Dance)', 'The Little Humpbacked Horse', 'The Story About Ping', 'The Traces of Light']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which ballet features dances were choreographed by Christopher Wheeldon?
"
17.723031552,"['Custodio Parcon' 'Domingo Deluana' 'Herminigildo Yurong'
 'Lolinato To-ong' 'Tomas Campo Jr.']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Domingo Deluana', 'Lolinato To-ong', 'Matti Lives in Finland', 'Omar El-Hariri', 'Reilly Opelka']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What famous person was remembered for serving in the Philippine Marine corps?
"
17.723031552,"['Asterix and Cleopatra' ""Asterix and the Chieftain's Shield""
 'Asterix and the Great Crossing' 'Asterix in Belgium' 'Obelix and Co.']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Asterix and the Chieftain's Shield', 'Asterix and the Great Crossing', 'Asterix and the Nine Gallant Knights', 'Asterix and the Secret of the Sword', 'Asterix and the Twelve Tasks of Hercules', 'Asterix and the War of the Worlds', 'Asterix in Belgium', 'Asterix and the Battle of Dąbrowa', 'Asterix and the Catapult', 'Aster",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Albert Uderzo illustrated what comic?
"
17.723031552,"['Battle Creek' 'Better Call Saul' 'Breaking Bad' 'The Lone Gunmen'
 'The X-Files']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['The X-Files', 'Breaking Bad', 'Better Call Saul', 'Battle Creek', 'Quantico']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Vince Gilligan was the executive producer of what television program?
"
17.723031552,"['Ivo Babuška' 'Petr Vopěnka' 'Vlastimil Dlab' 'Věra Trnková'
 'Zdeněk Frolík']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Zdeněk Frolík', 'Věra Trnková', 'Miki Daughtry', 'Tobias Iaconis', 'Mikki Daughtry']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Eduard Čech was the doctoral advisor to whom?
"
17.723031552,"['MS European Seaway' 'MS Pride of Burgundy' 'MS Pride of Calais'
 'MS Pride of Dover' 'MS Spirit of France']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['MS European Seaway', 'MS Pride of Dover', 'MS Pride of Burgundy', 'MS Pride of Calais', 'MS Pride of France']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which vessels had a home port of Dover?
"
17.723031552,['argon' 'helium' 'krypton' 'neon' 'xenon'],120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Helium', 'Neon', 'Xenon', 'Krypton']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What did WIlliam Ramsey discover?
"
17.723031552,"['Detention River Christian Community' 'Elmendorf Christian Community'
 'Milltown Hutterite Colony' 'Owa Hutterite Colony' 'Schmiedeleut']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Elmendorf Christian Community', 'Milltown Hutterite Colony', 'Onges', 'Schmiedeleut', 'The Hutterite Christian Communities']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What group or person identifies itself as Hutterite?
"
17.723031552,['Alice Lon' 'Elena Jahn' 'Paul Klee' 'Perry DeAngelis' 'Will Sampson'],120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Carolyn Hougan', 'Melanie McGuire', 'Matti Lives in Finland', 'Mohanlal', 'Morgan Fumagalli', 'Morten Kjærulf', 'Nathan Aitken', 'Paul Klee', 'Paul Smith', 'Perry DeAngelis', 'Ralph Macchio', 'Sandra Day', 'Solomon Levy', 'Teri Greeves', 'William Aitken']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Whose cause of death was scleroderma?
"
17.723031552,"[""2008 Pilot Pen Tennis – Men's Singles"" '2009 Chennai Open – singles'
 '2010 Aircel Chennai Open – singles' '2010 PBZ Zagreb Indoors – singles'
 '2011 St. Petersburg Open – singles']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['2006 Australian Open – Women's Doubles', '2008 Internationaux de Tennis de Vendée – Singles', '2010 MPS Group Championships – Doubles', '2015 Città di Caltanissetta – Men's Singles', '2017 Internationaux de Tennis de Vendée – Singles', '2018 Senior Open Championship', '2019 King Cup Final', '2021 Gran",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Marin Čilić was the victor of which competition?
"
17.723031552,"['Agys Ramsaran Verma' 'Lokendra Singh' 'Mithlesh Kumar'
 'Mukund Lal Agrawal' 'Virendra Singh']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Mohanlal', 'Mithlesh Kumar', 'Mohanlal', 'Mohanlal', 'Mohanlal']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is a former student from Bareilly College?
"
17.723031552,['Breakfast' 'Rush TV' 'Us Girls' 'Wazzup Wazzup' 'Y Speak'],120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['The Blackheath Bulletin', 'Break My Stride', 'Children of the World', 'Children's Everywhere', 'Dead Heavens', 'Dewon Brazelton', 'Estradiol valerate/hydroxyprogesterone caproate', 'F. R. E. B. A. C. E. (The Doctor)', 'Gorilla Biscuits', 'Helen Jenkins', 'Milltown Hutterite Colony', 'Monster Soul', '",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What TV show originally was broadcast by Studio 23?
"
17.723031552,"['Edward Kennion' 'Eleanor Coade' 'Theodora Cowan' 'William Pether'
 'William Wynne Ryland']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Eleanor Coade', 'William Pether', 'William Thomas']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: The Society of Artists has which person as a member?
"
17.723031552,['Nirel' 'Oriyardori Asal' 'Rang' 'Sompa' 'Suddha'],120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Suddha', 'Ooru Pennum Randaanum', 'Oriyardori Asal', 'Oksan Seowon', 'Dosan Seowon', 'Byeongsan Seowon', 'Bojja']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which movie originally had dialogue spoken in Tulu?
"
17.723031552,"['Bright Eyes' 'Conor Oberst and the Mystic Valley Band' 'Desaparecidos'
 'Monsters of Folk' 'Park Ave.']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Bright Eyes', 'Conor Oberst and the Mystic Valley Band', 'Lagwagon', 'The Desaparecidos']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Conor Oberst is part of what musical group?
"
17.723031552,"['1998 Asian Super Cup' '2015 King Cup Final' '2015 Saudi Super Cup'
 '2016 King Cup Final' '2017–18 Saudi Professional League']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['2015 King Cup Final', '2015 Saudi Super Cup', '2016 Saudi Super Cup', '2017 King Cup Final', '2018 King Cup Final', '2019 King Cup Final']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which contests did Al-Nassr take part in?
"
17.723031552,['Baojun 510' 'Baojun 530' 'Baojun 630' 'Baojun 730' 'Baojun E300'],120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Baojun 510', 'Baojun 530', 'Baojun 630', 'Baojun 730', 'Baojun 530 Plus']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What car does the brand Baojun produce?
"
17.723031552,['Bobby Hope' 'Harold Bodle' 'John Barton' 'Kevin Poole' 'Mick Walker'],120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Jerry Janes', 'Gary Megson', 'Jim Zub', 'Matthew Harriott', 'David Paulson']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What person was in charge of Burton Albion F.C.?
"
17.723031552,"['330 West 42nd Street' 'Ideal House' 'Ocean Forest Hotel'
 'Rockefeller Center' 'Scranton Cultural Center']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Ocean Forest Hotel', 'Old City Hall', 'The Dr. A.O. Thomas House', 'The Elmendorf Christian Community', 'The Perfect General']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which architectural structure did Raymond Hood design?
"
