kv_memory_per_token_kb,answer_prefix,question,uncompressed_kv_memory_gb,memory_budget,uncompressed_kv_memory_mb,task,context_tokens,retained_context_tokens,retained_kv_memory_gb,max_new_tokens,retained_kv_memory_mb,memory_budget_unit,answer,predicted_answer,token_budget,compression_ratio,context_length
65.536,The special magic number for gleaming-fishery mentioned in the provided text is,What is the special magic number for gleaming-fishery mentioned in the provided text? ,2.21544448,0.2,2215.44448,niah_single_1,33805.0,3051.0,0.199950336,128,199.950336,GB,['4426900'], **4426900**.,3051.0,0.9097470788344919,32768
65.536,The special magic number for goofy-ficlet mentioned in the provided text is,What is the special magic number for goofy-ficlet mentioned in the provided text? ,2.215313408,0.2,2215.313408,niah_single_1,33803.0,3051.0,0.199950336,128,199.950336,GB,['7640184'], **7640184**.,3051.0,0.9097417388989143,32768
65.536,The special magic number for orange-conversion mentioned in the provided text is,What is the special magic number for orange-conversion mentioned in the provided text? ,2.215313408,0.2,2215.313408,niah_single_1,33803.0,3051.0,0.199950336,128,199.950336,GB,['6304573'], **6304573**.,3051.0,0.9097417388989143,32768
65.536,The special magic number for ordinary-linguistics mentioned in the provided text is,What is the special magic number for ordinary-linguistics mentioned in the provided text? ,2.21544448,0.2,2215.44448,niah_single_1,33805.0,3051.0,0.199950336,128,199.950336,GB,['2677407'], **2677407**.,3051.0,0.9097470788344919,32768
65.536,The special magic number for quarrelsome-fob mentioned in the provided text is,What is the special magic number for quarrelsome-fob mentioned in the provided text? ,2.21544448,0.2,2215.44448,niah_single_1,33805.0,3051.0,0.199950336,128,199.950336,GB,['5449324'], **5449324**.,3051.0,0.9097470788344919,32768
65.536,The special magic number for billowy-appointment mentioned in the provided text is,What is the special magic number for billowy-appointment mentioned in the provided text? ,2.215378944,0.2,2215.378944,niah_single_1,33804.0,3051.0,0.199950336,128,199.950336,GB,['5098412'], **5098412**.,3051.0,0.9097444089456869,32768
65.536,The special magic number for different-abbey mentioned in the provided text is,What is the special magic number for different-abbey mentioned in the provided text? ,2.215378944,0.2,2215.378944,niah_single_1,33804.0,3051.0,0.199950336,128,199.950336,GB,['8351517'], **8351517**.,3051.0,0.9097444089456869,32768
65.536,The special magic number for subsequent-cart mentioned in the provided text is,What is the special magic number for subsequent-cart mentioned in the provided text? ,2.215247872,0.2,2215.247872,niah_single_1,33802.0,3051.0,0.199950336,128,199.950336,GB,['9874152'], **9874152**.,3051.0,0.9097390686941601,32768
65.536,The special magic number for ugly-bachelor mentioned in the provided text is,What is the special magic number for ugly-bachelor mentioned in the provided text? ,2.215313408,0.2,2215.313408,niah_single_1,33803.0,3051.0,0.199950336,128,199.950336,GB,['2737893'], **2737893**.,3051.0,0.9097417388989143,32768
65.536,The special magic number for condemned-presidency mentioned in the provided text is,What is the special magic number for condemned-presidency mentioned in the provided text? ,2.215313408,0.2,2215.313408,niah_single_1,33803.0,3051.0,0.199950336,128,199.950336,GB,['2795765'], **2795765**.,3051.0,0.9097417388989143,32768
65.536,The special magic number for grieving-planning mentioned in the provided text is,What is the special magic number for grieving-planning mentioned in the provided text? ,2.215313408,0.2,2215.313408,niah_single_1,33803.0,3051.0,0.199950336,128,199.950336,GB,['5727085'], **5727085**.,3051.0,0.9097417388989143,32768
65.536,The special magic number for witty-blackfish mentioned in the provided text is,What is the special magic number for witty-blackfish mentioned in the provided text? ,2.215313408,0.2,2215.313408,niah_single_1,33803.0,3051.0,0.199950336,128,199.950336,GB,['6752576'], **6752576**.,3051.0,0.9097417388989143,32768
65.536,The special magic number for quaint-sandal mentioned in the provided text is,What is the special magic number for quaint-sandal mentioned in the provided text? ,2.215313408,0.2,2215.313408,niah_single_1,33803.0,3051.0,0.199950336,128,199.950336,GB,['9196204'], **9196204**.,3051.0,0.9097417388989143,32768
65.536,The special magic number for capable-booster mentioned in the provided text is,What is the special magic number for capable-booster mentioned in the provided text? ,2.215313408,0.2,2215.313408,niah_single_1,33803.0,3051.0,0.199950336,128,199.950336,GB,['8106422'], **8106422**.,3051.0,0.9097417388989143,32768
65.536,The special magic number for abashed-geometry mentioned in the provided text is,What is the special magic number for abashed-geometry mentioned in the provided text? ,2.215378944,0.2,2215.378944,niah_single_1,33804.0,3051.0,0.199950336,128,199.950336,GB,['6596150'], **6596150**.,3051.0,0.9097444089456869,32768
65.536,The special magic number for dirty-resemblance mentioned in the provided text is,What is the special magic number for dirty-resemblance mentioned in the provided text? ,2.215378944,0.2,2215.378944,niah_single_1,33804.0,3051.0,0.199950336,128,199.950336,GB,['8412769'], **8412769**.,3051.0,0.9097444089456869,32768
65.536,The special magic number for sharp-furnace mentioned in the provided text is,What is the special magic number for sharp-furnace mentioned in the provided text? ,2.215378944,0.2,2215.378944,niah_single_1,33804.0,3051.0,0.199950336,128,199.950336,GB,['1162230'], **1162230**.,3051.0,0.9097444089456869,32768
65.536,The special magic number for vigorous-counter mentioned in the provided text is,What is the special magic number for vigorous-counter mentioned in the provided text? ,2.215247872,0.2,2215.247872,niah_single_1,33802.0,3051.0,0.199950336,128,199.950336,GB,['3500715'], **3500715**.,3051.0,0.9097390686941601,32768
65.536,The special magic number for lewd-handgun mentioned in the provided text is,What is the special magic number for lewd-handgun mentioned in the provided text? ,2.215378944,0.2,2215.378944,niah_single_1,33804.0,3051.0,0.199950336,128,199.950336,GB,['3484601'], **3484601**.,3051.0,0.9097444089456869,32768
65.536,The special magic number for ambitious-pumpernickel mentioned in the provided text is,What is the special magic number for ambitious-pumpernickel mentioned in the provided text? ,2.21544448,0.2,2215.44448,niah_single_1,33805.0,3051.0,0.199950336,128,199.950336,GB,['6171716'], **6171716**.,3051.0,0.9097470788344919,32768
65.536,The special magic number for lackadaisical-entity mentioned in the provided text is,What is the special magic number for lackadaisical-entity mentioned in the provided text? ,2.21544448,0.2,2215.44448,niah_single_1,33805.0,3051.0,0.199950336,128,199.950336,GB,['4524499'], **4524499**.,3051.0,0.9097470788344919,32768
65.536,The special magic number for knotty-convertible mentioned in the provided text is,What is the special magic number for knotty-convertible mentioned in the provided text? ,2.21544448,0.2,2215.44448,niah_single_1,33805.0,3051.0,0.199950336,128,199.950336,GB,['7817881'], **7817881**.,3051.0,0.9097470788344919,32768
65.536,The special magic number for foamy-pegboard mentioned in the provided text is,What is the special magic number for foamy-pegboard mentioned in the provided text? ,2.21544448,0.2,2215.44448,niah_single_1,33805.0,3051.0,0.199950336,128,199.950336,GB,['3726327'], **3726327**.,3051.0,0.9097470788344919,32768
65.536,The special magic number for ad hoc-pathology mentioned in the provided text is,What is the special magic number for ad hoc-pathology mentioned in the provided text? ,2.215378944,0.2,2215.378944,niah_single_1,33804.0,3051.0,0.199950336,128,199.950336,GB,['4009172'], **4009172**.,3051.0,0.9097444089456869,32768
65.536,The special magic number for uncovered-bungalow mentioned in the provided text is,What is the special magic number for uncovered-bungalow mentioned in the provided text? ,2.215313408,0.2,2215.313408,niah_single_1,33803.0,3051.0,0.199950336,128,199.950336,GB,['5163555'], **5163555**.,3051.0,0.9097417388989143,32768
65.536,The special magic number for warm-tender mentioned in the provided text is,What is the special magic number for warm-tender mentioned in the provided text? ,2.215313408,0.2,2215.313408,niah_single_1,33803.0,3051.0,0.199950336,128,199.950336,GB,['2813543'], **2813543**.,3051.0,0.9097417388989143,32768
65.536,The special magic number for parched-steeple mentioned in the provided text is,What is the special magic number for parched-steeple mentioned in the provided text? ,2.21544448,0.2,2215.44448,niah_single_1,33805.0,3051.0,0.199950336,128,199.950336,GB,['4731818'], **4731818**.,3051.0,0.9097470788344919,32768
65.536,The special magic number for jumpy-cycle mentioned in the provided text is,What is the special magic number for jumpy-cycle mentioned in the provided text? ,2.215313408,0.2,2215.313408,niah_single_1,33803.0,3051.0,0.199950336,128,199.950336,GB,['6120253'], **6120253**.,3051.0,0.9097417388989143,32768
65.536,The special magic number for acrid-designer mentioned in the provided text is,What is the special magic number for acrid-designer mentioned in the provided text? ,2.215378944,0.2,2215.378944,niah_single_1,33804.0,3051.0,0.199950336,128,199.950336,GB,['4240180'], **4240180**.,3051.0,0.9097444089456869,32768
65.536,The special magic number for guiltless-gratitude mentioned in the provided text is,What is the special magic number for guiltless-gratitude mentioned in the provided text? ,2.215378944,0.2,2215.378944,niah_single_1,33804.0,3051.0,0.199950336,128,199.950336,GB,['2164686'], **2164686**.,3051.0,0.9097444089456869,32768
65.536,The special magic number for tested-weight mentioned in the provided text is,What is the special magic number for tested-weight mentioned in the provided text? ,2.215247872,0.2,2215.247872,niah_single_1,33802.0,3051.0,0.199950336,128,199.950336,GB,['9546409'], **9546409**.,3051.0,0.9097390686941601,32768
65.536,The special magic number for adhesive-button mentioned in the provided text is,What is the special magic number for adhesive-button mentioned in the provided text? ,2.215247872,0.2,2215.247872,niah_single_1,33802.0,3051.0,0.199950336,128,199.950336,GB,['2935113'], **2935113**.,3051.0,0.9097390686941601,32768
65.536,The special magic number for snobbish-pseudocode mentioned in the provided text is,What is the special magic number for snobbish-pseudocode mentioned in the provided text? ,2.215510016,0.2,2215.510016,niah_single_1,33806.0,3051.0,0.199950336,128,199.950336,GB,['5453786'], **5453786**.,3051.0,0.9097497485653434,32768
65.536,The special magic number for squealing-influx mentioned in the provided text is,What is the special magic number for squealing-influx mentioned in the provided text? ,2.215378944,0.2,2215.378944,niah_single_1,33804.0,3051.0,0.199950336,128,199.950336,GB,['8290770'], **8290770**.,3051.0,0.9097444089456869,32768
65.536,The special magic number for nostalgic-inbox mentioned in the provided text is,What is the special magic number for nostalgic-inbox mentioned in the provided text? ,2.215313408,0.2,2215.313408,niah_single_1,33803.0,3051.0,0.199950336,128,199.950336,GB,['9580255'], **9580255**.,3051.0,0.9097417388989143,32768
65.536,The special magic number for smelly-root mentioned in the provided text is,What is the special magic number for smelly-root mentioned in the provided text? ,2.215313408,0.2,2215.313408,niah_single_1,33803.0,3051.0,0.199950336,128,199.950336,GB,['4188992'], **4188992**.,3051.0,0.9097417388989143,32768
65.536,The special magic number for whimsical-coaster mentioned in the provided text is,What is the special magic number for whimsical-coaster mentioned in the provided text? ,2.215378944,0.2,2215.378944,niah_single_1,33804.0,3051.0,0.199950336,128,199.950336,GB,['8315831'], **8315831**.,3051.0,0.9097444089456869,32768
65.536,The special magic number for lazy-daily mentioned in the provided text is,What is the special magic number for lazy-daily mentioned in the provided text? ,2.215313408,0.2,2215.313408,niah_single_1,33803.0,3051.0,0.199950336,128,199.950336,GB,['8235969'], **8235969**.,3051.0,0.9097417388989143,32768
65.536,The special magic number for tacit-excerpt mentioned in the provided text is,What is the special magic number for tacit-excerpt mentioned in the provided text? ,2.215378944,0.2,2215.378944,niah_single_1,33804.0,3051.0,0.199950336,128,199.950336,GB,['6266630'], **6266630**.,3051.0,0.9097444089456869,32768
65.536,The special magic number for questionable-tangerine mentioned in the provided text is,What is the special magic number for questionable-tangerine mentioned in the provided text? ,2.215378944,0.2,2215.378944,niah_single_1,33804.0,3051.0,0.199950336,128,199.950336,GB,['6188935'], **6188935**.,3051.0,0.9097444089456869,32768
65.536,The special magic number for meek-honesty mentioned in the provided text is,What is the special magic number for meek-honesty mentioned in the provided text? ,2.21544448,0.2,2215.44448,niah_single_1,33805.0,3051.0,0.199950336,128,199.950336,GB,['5960271'], **5960271**.,3051.0,0.9097470788344919,32768
65.536,The special magic number for empty-chaise mentioned in the provided text is,What is the special magic number for empty-chaise mentioned in the provided text? ,2.215313408,0.2,2215.313408,niah_single_1,33803.0,3051.0,0.199950336,128,199.950336,GB,['8053918'], **8053918**.,3051.0,0.9097417388989143,32768
65.536,The special magic number for sulky-sweater mentioned in the provided text is,What is the special magic number for sulky-sweater mentioned in the provided text? ,2.21544448,0.2,2215.44448,niah_single_1,33805.0,3051.0,0.199950336,128,199.950336,GB,['6049101'], **6049101**.,3051.0,0.9097470788344919,32768
65.536,The special magic number for hollow-patch mentioned in the provided text is,What is the special magic number for hollow-patch mentioned in the provided text? ,2.215313408,0.2,2215.313408,niah_single_1,33803.0,3051.0,0.199950336,128,199.950336,GB,['5813613'], **5813613**.,3051.0,0.9097417388989143,32768
65.536,The special magic number for sneaky-vice mentioned in the provided text is,What is the special magic number for sneaky-vice mentioned in the provided text? ,2.215378944,0.2,2215.378944,niah_single_1,33804.0,3051.0,0.199950336,128,199.950336,GB,['6406444'], **6406444**.,3051.0,0.9097444089456869,32768
65.536,The special magic number for nutty-mozzarella mentioned in the provided text is,What is the special magic number for nutty-mozzarella mentioned in the provided text? ,2.215510016,0.2,2215.510016,niah_single_1,33806.0,3051.0,0.199950336,128,199.950336,GB,['4585314'], **4585314**.,3051.0,0.9097497485653434,32768
65.536,The special magic number for zonked-sanity mentioned in the provided text is,What is the special magic number for zonked-sanity mentioned in the provided text? ,2.215378944,0.2,2215.378944,niah_single_1,33804.0,3051.0,0.199950336,128,199.950336,GB,['3846949'], **3846949**.,3051.0,0.9097444089456869,32768
65.536,The special magic number for hallowed-sill mentioned in the provided text is,What is the special magic number for hallowed-sill mentioned in the provided text? ,2.215378944,0.2,2215.378944,niah_single_1,33804.0,3051.0,0.199950336,128,199.950336,GB,['9647849'], **9647849**.,3051.0,0.9097444089456869,32768
65.536,The special magic number for capricious-hunt mentioned in the provided text is,What is the special magic number for capricious-hunt mentioned in the provided text? ,2.21544448,0.2,2215.44448,niah_single_1,33805.0,3051.0,0.199950336,128,199.950336,GB,['4940441'], **4940441**.,3051.0,0.9097470788344919,32768
65.536,The special magic number for erect-chivalry mentioned in the provided text is,What is the special magic number for erect-chivalry mentioned in the provided text? ,2.215378944,0.2,2215.378944,niah_single_1,33804.0,3051.0,0.199950336,128,199.950336,GB,['3472189'], **3472189**.,3051.0,0.9097444089456869,32768
65.536,The special magic number for fretful-place mentioned in the provided text is,What is the special magic number for fretful-place mentioned in the provided text? ,2.215313408,0.2,2215.313408,niah_single_1,33803.0,3051.0,0.199950336,128,199.950336,GB,['8971465'], **8971465**.,3051.0,0.9097417388989143,32768
65.536,The special magic number for onerous-warming mentioned in the provided text is,What is the special magic number for onerous-warming mentioned in the provided text? ,2.21544448,0.2,2215.44448,niah_single_1,33805.0,3051.0,0.199950336,128,199.950336,GB,['7953166'], **7953166**.,3051.0,0.9097470788344919,32768
65.536,The special magic number for witty-writing mentioned in the provided text is,What is the special magic number for witty-writing mentioned in the provided text? ,2.215247872,0.2,2215.247872,niah_single_1,33802.0,3051.0,0.199950336,128,199.950336,GB,['7442089'], **7442089**.,3051.0,0.9097390686941601,32768
65.536,The special magic number for fresh-obesity mentioned in the provided text is,What is the special magic number for fresh-obesity mentioned in the provided text? ,2.215313408,0.2,2215.313408,niah_single_1,33803.0,3051.0,0.199950336,128,199.950336,GB,['3475836'], **3475836**.,3051.0,0.9097417388989143,32768
65.536,The special magic number for clever-rowing mentioned in the provided text is,What is the special magic number for clever-rowing mentioned in the provided text? ,2.215313408,0.2,2215.313408,niah_single_1,33803.0,3051.0,0.199950336,128,199.950336,GB,['8132769'], **8132769**.,3051.0,0.9097417388989143,32768
65.536,The special magic number for wacky-diffuse mentioned in the provided text is,What is the special magic number for wacky-diffuse mentioned in the provided text? ,2.21544448,0.2,2215.44448,niah_single_1,33805.0,3051.0,0.199950336,128,199.950336,GB,['9689889'], **9689889**.,3051.0,0.9097470788344919,32768
65.536,The special magic number for selfish-ascend mentioned in the provided text is,What is the special magic number for selfish-ascend mentioned in the provided text? ,2.215378944,0.2,2215.378944,niah_single_1,33804.0,3051.0,0.199950336,128,199.950336,GB,['5180853'], **5180853**.,3051.0,0.9097444089456869,32768
65.536,The special magic number for daffy-south mentioned in the provided text is,What is the special magic number for daffy-south mentioned in the provided text? ,2.21544448,0.2,2215.44448,niah_single_1,33805.0,3051.0,0.199950336,128,199.950336,GB,['8795419'], **8795419**.,3051.0,0.9097470788344919,32768
65.536,The special magic number for oafish-bonding mentioned in the provided text is,What is the special magic number for oafish-bonding mentioned in the provided text? ,2.215510016,0.2,2215.510016,niah_single_1,33806.0,3051.0,0.199950336,128,199.950336,GB,['9468772'], **9468772**.,3051.0,0.9097497485653434,32768
65.536,The special magic number for difficult-result mentioned in the provided text is,What is the special magic number for difficult-result mentioned in the provided text? ,2.215247872,0.2,2215.247872,niah_single_1,33802.0,3051.0,0.199950336,128,199.950336,GB,['8963715'], **8963715**.,3051.0,0.9097390686941601,32768
65.536,The special magic number for functional-panic mentioned in the provided text is,What is the special magic number for functional-panic mentioned in the provided text? ,2.215313408,0.2,2215.313408,niah_single_1,33803.0,3051.0,0.199950336,128,199.950336,GB,['5652512'], **5652512**.,3051.0,0.9097417388989143,32768
65.536,The special magic number for tame-sadness mentioned in the provided text is,What is the special magic number for tame-sadness mentioned in the provided text? ,2.215378944,0.2,2215.378944,niah_single_1,33804.0,3051.0,0.199950336,128,199.950336,GB,['5013879'], **5013879**.,3051.0,0.9097444089456869,32768
65.536,The special magic number for bored-seaweed mentioned in the provided text is,What is the special magic number for bored-seaweed mentioned in the provided text? ,2.215378944,0.2,2215.378944,niah_single_1,33804.0,3051.0,0.199950336,128,199.950336,GB,['5793722'], **5793722**.,3051.0,0.9097444089456869,32768
65.536,The special magic number for inquisitive-circuit mentioned in the provided text is,What is the special magic number for inquisitive-circuit mentioned in the provided text? ,2.21544448,0.2,2215.44448,niah_single_1,33805.0,3051.0,0.199950336,128,199.950336,GB,['6363836'], **6363836**.,3051.0,0.9097470788344919,32768
65.536,The special magic number for dark-audit mentioned in the provided text is,What is the special magic number for dark-audit mentioned in the provided text? ,2.215313408,0.2,2215.313408,niah_single_1,33803.0,3051.0,0.199950336,128,199.950336,GB,['3530518'], **3530518**.,3051.0,0.9097417388989143,32768
65.536,The special magic number for volatile-spice mentioned in the provided text is,What is the special magic number for volatile-spice mentioned in the provided text? ,2.215313408,0.2,2215.313408,niah_single_1,33803.0,3051.0,0.199950336,128,199.950336,GB,['3563646'], **3563646**.,3051.0,0.9097417388989143,32768
65.536,The special magic number for motionless-staircase mentioned in the provided text is,What is the special magic number for motionless-staircase mentioned in the provided text? ,2.21544448,0.2,2215.44448,niah_single_1,33805.0,3051.0,0.199950336,128,199.950336,GB,['7838382'], **7838382**.,3051.0,0.9097470788344919,32768
65.536,The special magic number for muddled-waistband mentioned in the provided text is,What is the special magic number for muddled-waistband mentioned in the provided text? ,2.215510016,0.2,2215.510016,niah_single_1,33806.0,3051.0,0.199950336,128,199.950336,GB,['2044645'], **2044645**.,3051.0,0.9097497485653434,32768
65.536,The special magic number for maddening-indicator mentioned in the provided text is,What is the special magic number for maddening-indicator mentioned in the provided text? ,2.21544448,0.2,2215.44448,niah_single_1,33805.0,3051.0,0.199950336,128,199.950336,GB,['1327691'], **1327691**.,3051.0,0.9097470788344919,32768
65.536,The special magic number for permissible-packaging mentioned in the provided text is,What is the special magic number for permissible-packaging mentioned in the provided text? ,2.215313408,0.2,2215.313408,niah_single_1,33803.0,3051.0,0.199950336,128,199.950336,GB,['1098919'], **1098919**.,3051.0,0.9097417388989143,32768
65.536,The special magic number for madly-blazer mentioned in the provided text is,What is the special magic number for madly-blazer mentioned in the provided text? ,2.215378944,0.2,2215.378944,niah_single_1,33804.0,3051.0,0.199950336,128,199.950336,GB,['8030010'], **8030010**.,3051.0,0.9097444089456869,32768
65.536,The special magic number for political-maestro mentioned in the provided text is,What is the special magic number for political-maestro mentioned in the provided text? ,2.215378944,0.2,2215.378944,niah_single_1,33804.0,3051.0,0.199950336,128,199.950336,GB,['4681284'], **4681284**.,3051.0,0.9097444089456869,32768
65.536,The special magic number for plucky-faithful mentioned in the provided text is,What is the special magic number for plucky-faithful mentioned in the provided text? ,2.215510016,0.2,2215.510016,niah_single_1,33806.0,3051.0,0.199950336,128,199.950336,GB,['1486955'], **1486955**.,3051.0,0.9097497485653434,32768
65.536,The special magic number for unbecoming-spite mentioned in the provided text is,What is the special magic number for unbecoming-spite mentioned in the provided text? ,2.21544448,0.2,2215.44448,niah_single_1,33805.0,3051.0,0.199950336,128,199.950336,GB,['7783308'], **7783308**.,3051.0,0.9097470788344919,32768
65.536,The special magic number for cuddly-sandwich mentioned in the provided text is,What is the special magic number for cuddly-sandwich mentioned in the provided text? ,2.21544448,0.2,2215.44448,niah_single_1,33805.0,3051.0,0.199950336,128,199.950336,GB,['9961107'], **9961107**.,3051.0,0.9097470788344919,32768
65.536,The special magic number for splendid-polliwog mentioned in the provided text is,What is the special magic number for splendid-polliwog mentioned in the provided text? ,2.21544448,0.2,2215.44448,niah_single_1,33805.0,3051.0,0.199950336,128,199.950336,GB,['1454696'], **1454696**.,3051.0,0.9097470788344919,32768
65.536,The special magic number for damaging-retrospective mentioned in the provided text is,What is the special magic number for damaging-retrospective mentioned in the provided text? ,2.215378944,0.2,2215.378944,niah_single_1,33804.0,3051.0,0.199950336,128,199.950336,GB,['8746014'], **8746014**.,3051.0,0.9097444089456869,32768
65.536,The special magic number for glamorous-nightmare mentioned in the provided text is,What is the special magic number for glamorous-nightmare mentioned in the provided text? ,2.215313408,0.2,2215.313408,niah_single_1,33803.0,3051.0,0.199950336,128,199.950336,GB,['7360307'], **7360307**.,3051.0,0.9097417388989143,32768
65.536,The special magic number for onerous-bin mentioned in the provided text is,What is the special magic number for onerous-bin mentioned in the provided text? ,2.215378944,0.2,2215.378944,niah_single_1,33804.0,3051.0,0.199950336,128,199.950336,GB,['6483562'], **6483562**.,3051.0,0.9097444089456869,32768
65.536,The special magic number for guarded-wasp mentioned in the provided text is,What is the special magic number for guarded-wasp mentioned in the provided text? ,2.215313408,0.2,2215.313408,niah_single_1,33803.0,3051.0,0.199950336,128,199.950336,GB,['8072684'], **8072684**.,3051.0,0.9097417388989143,32768
65.536,The special magic number for parched-gap mentioned in the provided text is,What is the special magic number for parched-gap mentioned in the provided text? ,2.215313408,0.2,2215.313408,niah_single_1,33803.0,3051.0,0.199950336,128,199.950336,GB,['1325197'], **1325197**.,3051.0,0.9097417388989143,32768
