kv_memory_per_token_kb,answer_prefix,question,uncompressed_kv_memory_gb,uncompressed_kv_memory_mb,task,context_tokens,retained_context_tokens,retained_kv_memory_gb,max_new_tokens,retained_kv_memory_mb,answer,predicted_answer,compression_ratio,context_length
65.536,The special magic number for plucky-faculty mentioned in the provided text is,What is the special magic number for plucky-faculty mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['9075854'], **9075854**.,0.0,32768
65.536,The special magic number for aware-judo mentioned in the provided text is,What is the special magic number for aware-judo mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['3762152'], **3762152**.,0.0,32768
65.536,The special magic number for madly-packet mentioned in the provided text is,What is the special magic number for madly-packet mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['5449368'], **5449368**.,0.0,32768
65.536,The special magic number for narrow-ticket mentioned in the provided text is,What is the special magic number for narrow-ticket mentioned in the provided text? ,2.215247872,2215.247872,niah_single_1,33802.0,33802.0,2.215247872,128,2215.247872,['9164991'], **9164991**.,0.0,32768
65.536,The special magic number for helpless-scrip mentioned in the provided text is,What is the special magic number for helpless-scrip mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['4652414'], **4652414**.,0.0,32768
65.536,The special magic number for hurried-planet mentioned in the provided text is,What is the special magic number for hurried-planet mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['1959074'], **1959074**.,0.0,32768
65.536,The special magic number for purring-obligation mentioned in the provided text is,What is the special magic number for purring-obligation mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['9910817'], **9910817**.,0.0,32768
65.536,The special magic number for quick-rowboat mentioned in the provided text is,What is the special magic number for quick-rowboat mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['2344047'], **2344047**.,0.0,32768
65.536,The special magic number for squalid-mile mentioned in the provided text is,What is the special magic number for squalid-mile mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['2140194'], **2140194**.,0.0,32768
65.536,The special magic number for cowardly-constitution mentioned in the provided text is,What is the special magic number for cowardly-constitution mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['5130808'], **5130808**.,0.0,32768
65.536,The special magic number for sweltering-piccolo mentioned in the provided text is,What is the special magic number for sweltering-piccolo mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['2375453'], **2375453**.,0.0,32768
65.536,The special magic number for gleaming-fishery mentioned in the provided text is,What is the special magic number for gleaming-fishery mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['4426900'], **4426900**.,0.0,32768
65.536,The special magic number for goofy-ficlet mentioned in the provided text is,What is the special magic number for goofy-ficlet mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['7640184'], **7640184**.,0.0,32768
65.536,The special magic number for orange-conversion mentioned in the provided text is,What is the special magic number for orange-conversion mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['6304573'], **6304573**.,0.0,32768
65.536,The special magic number for ordinary-linguistics mentioned in the provided text is,What is the special magic number for ordinary-linguistics mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['2677407'], **2677407**.,0.0,32768
65.536,The special magic number for quarrelsome-fob mentioned in the provided text is,What is the special magic number for quarrelsome-fob mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['5449324'], **5449324**.,0.0,32768
65.536,The special magic number for billowy-appointment mentioned in the provided text is,What is the special magic number for billowy-appointment mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['5098412'], **5098412**.,0.0,32768
65.536,The special magic number for different-abbey mentioned in the provided text is,What is the special magic number for different-abbey mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['8351517'], **8351517**.,0.0,32768
65.536,The special magic number for subsequent-cart mentioned in the provided text is,What is the special magic number for subsequent-cart mentioned in the provided text? ,2.215247872,2215.247872,niah_single_1,33802.0,33802.0,2.215247872,128,2215.247872,['9874152'], **9874152**.,0.0,32768
65.536,The special magic number for ugly-bachelor mentioned in the provided text is,What is the special magic number for ugly-bachelor mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['2737893'], **2737893**.,0.0,32768
65.536,The special magic number for condemned-presidency mentioned in the provided text is,What is the special magic number for condemned-presidency mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['2795765'], **2795765**.,0.0,32768
65.536,The special magic number for grieving-planning mentioned in the provided text is,What is the special magic number for grieving-planning mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['5727085'], **5727085**.,0.0,32768
65.536,The special magic number for witty-blackfish mentioned in the provided text is,What is the special magic number for witty-blackfish mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['6752576'], **6752576**.,0.0,32768
65.536,The special magic number for quaint-sandal mentioned in the provided text is,What is the special magic number for quaint-sandal mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['9196204'], **9196204**.,0.0,32768
65.536,The special magic number for capable-booster mentioned in the provided text is,What is the special magic number for capable-booster mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['8106422'], **8106422**.,0.0,32768
65.536,The special magic number for abashed-geometry mentioned in the provided text is,What is the special magic number for abashed-geometry mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['6596150'], **6596150**.,0.0,32768
65.536,The special magic number for dirty-resemblance mentioned in the provided text is,What is the special magic number for dirty-resemblance mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['8412769'], **8412769**.,0.0,32768
65.536,The special magic number for sharp-furnace mentioned in the provided text is,What is the special magic number for sharp-furnace mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['1162230'], **1162230**.,0.0,32768
65.536,The special magic number for vigorous-counter mentioned in the provided text is,What is the special magic number for vigorous-counter mentioned in the provided text? ,2.215247872,2215.247872,niah_single_1,33802.0,33802.0,2.215247872,128,2215.247872,['3500715'], **3500715**.,0.0,32768
65.536,The special magic number for lewd-handgun mentioned in the provided text is,What is the special magic number for lewd-handgun mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['3484601'], **3484601**.,0.0,32768
65.536,The special magic number for ambitious-pumpernickel mentioned in the provided text is,What is the special magic number for ambitious-pumpernickel mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['6171716'], **6171716**.,0.0,32768
65.536,The special magic number for lackadaisical-entity mentioned in the provided text is,What is the special magic number for lackadaisical-entity mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['4524499'], **4524499**.,0.0,32768
65.536,The special magic number for knotty-convertible mentioned in the provided text is,What is the special magic number for knotty-convertible mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['7817881'], **7817881**.,0.0,32768
65.536,The special magic number for foamy-pegboard mentioned in the provided text is,What is the special magic number for foamy-pegboard mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['3726327'], **3726327**.,0.0,32768
65.536,The special magic number for ad hoc-pathology mentioned in the provided text is,What is the special magic number for ad hoc-pathology mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['4009172'], **4009172**.,0.0,32768
65.536,The special magic number for uncovered-bungalow mentioned in the provided text is,What is the special magic number for uncovered-bungalow mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['5163555'], **5163555**.,0.0,32768
65.536,The special magic number for warm-tender mentioned in the provided text is,What is the special magic number for warm-tender mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['2813543'], **2813543**.,0.0,32768
65.536,The special magic number for parched-steeple mentioned in the provided text is,What is the special magic number for parched-steeple mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['4731818'], **4731818**.,0.0,32768
65.536,The special magic number for jumpy-cycle mentioned in the provided text is,What is the special magic number for jumpy-cycle mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['6120253'], **6120253**.,0.0,32768
65.536,The special magic number for acrid-designer mentioned in the provided text is,What is the special magic number for acrid-designer mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['4240180'], **4240180**.,0.0,32768
65.536,The special magic number for guiltless-gratitude mentioned in the provided text is,What is the special magic number for guiltless-gratitude mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['2164686'], **2164686**.,0.0,32768
65.536,The special magic number for tested-weight mentioned in the provided text is,What is the special magic number for tested-weight mentioned in the provided text? ,2.215247872,2215.247872,niah_single_1,33802.0,33802.0,2.215247872,128,2215.247872,['9546409'], **9546409**.,0.0,32768
65.536,The special magic number for adhesive-button mentioned in the provided text is,What is the special magic number for adhesive-button mentioned in the provided text? ,2.215247872,2215.247872,niah_single_1,33802.0,33802.0,2.215247872,128,2215.247872,['2935113'], **2935113**.,0.0,32768
65.536,The special magic number for snobbish-pseudocode mentioned in the provided text is,What is the special magic number for snobbish-pseudocode mentioned in the provided text? ,2.215510016,2215.510016,niah_single_1,33806.0,33806.0,2.215510016,128,2215.510016,['5453786'], **5453786**.,0.0,32768
65.536,The special magic number for squealing-influx mentioned in the provided text is,What is the special magic number for squealing-influx mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['8290770'], **8290770**.,0.0,32768
65.536,The special magic number for nostalgic-inbox mentioned in the provided text is,What is the special magic number for nostalgic-inbox mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['9580255'], **9580255**.,0.0,32768
65.536,The special magic number for smelly-root mentioned in the provided text is,What is the special magic number for smelly-root mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['4188992'], **4188992**.,0.0,32768
65.536,The special magic number for whimsical-coaster mentioned in the provided text is,What is the special magic number for whimsical-coaster mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['8315831'], **8315831**.,0.0,32768
65.536,The special magic number for lazy-daily mentioned in the provided text is,What is the special magic number for lazy-daily mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['8235969'], **8235969**.,0.0,32768
65.536,The special magic number for tacit-excerpt mentioned in the provided text is,What is the special magic number for tacit-excerpt mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['6266630'], **6266630**.,0.0,32768
65.536,The special magic number for questionable-tangerine mentioned in the provided text is,What is the special magic number for questionable-tangerine mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['6188935'], **6188935**.,0.0,32768
65.536,The special magic number for meek-honesty mentioned in the provided text is,What is the special magic number for meek-honesty mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['5960271'], **5960271**.,0.0,32768
65.536,The special magic number for empty-chaise mentioned in the provided text is,What is the special magic number for empty-chaise mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['8053918'], **8053918**.,0.0,32768
65.536,The special magic number for sulky-sweater mentioned in the provided text is,What is the special magic number for sulky-sweater mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['6049101'], **6049101**.,0.0,32768
65.536,The special magic number for hollow-patch mentioned in the provided text is,What is the special magic number for hollow-patch mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['5813613'], **5813613**.,0.0,32768
65.536,The special magic number for sneaky-vice mentioned in the provided text is,What is the special magic number for sneaky-vice mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['6406444'], **6406444**.,0.0,32768
65.536,The special magic number for nutty-mozzarella mentioned in the provided text is,What is the special magic number for nutty-mozzarella mentioned in the provided text? ,2.215510016,2215.510016,niah_single_1,33806.0,33806.0,2.215510016,128,2215.510016,['4585314'], **4585314**.,0.0,32768
65.536,The special magic number for zonked-sanity mentioned in the provided text is,What is the special magic number for zonked-sanity mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['3846949'], **3846949**.,0.0,32768
65.536,The special magic number for hallowed-sill mentioned in the provided text is,What is the special magic number for hallowed-sill mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['9647849'], **9647849**.,0.0,32768
65.536,The special magic number for capricious-hunt mentioned in the provided text is,What is the special magic number for capricious-hunt mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['4940441'], **4940441**.,0.0,32768
65.536,The special magic number for erect-chivalry mentioned in the provided text is,What is the special magic number for erect-chivalry mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['3472189'], **3472189**.,0.0,32768
65.536,The special magic number for fretful-place mentioned in the provided text is,What is the special magic number for fretful-place mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['8971465'], **8971465**.,0.0,32768
65.536,The special magic number for onerous-warming mentioned in the provided text is,What is the special magic number for onerous-warming mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['7953166'], **7953166**.,0.0,32768
65.536,The special magic number for witty-writing mentioned in the provided text is,What is the special magic number for witty-writing mentioned in the provided text? ,2.215247872,2215.247872,niah_single_1,33802.0,33802.0,2.215247872,128,2215.247872,['7442089'], **7442089**.,0.0,32768
65.536,The special magic number for fresh-obesity mentioned in the provided text is,What is the special magic number for fresh-obesity mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['3475836'], **3475836**.,0.0,32768
65.536,The special magic number for clever-rowing mentioned in the provided text is,What is the special magic number for clever-rowing mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['8132769'], **8132769**.,0.0,32768
65.536,The special magic number for wacky-diffuse mentioned in the provided text is,What is the special magic number for wacky-diffuse mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['9689889'], **9689889**.,0.0,32768
65.536,The special magic number for selfish-ascend mentioned in the provided text is,What is the special magic number for selfish-ascend mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['5180853'], **5180853**.,0.0,32768
65.536,The special magic number for daffy-south mentioned in the provided text is,What is the special magic number for daffy-south mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['8795419'], **8795419**.,0.0,32768
65.536,The special magic number for oafish-bonding mentioned in the provided text is,What is the special magic number for oafish-bonding mentioned in the provided text? ,2.215510016,2215.510016,niah_single_1,33806.0,33806.0,2.215510016,128,2215.510016,['9468772'], **9468772**.,0.0,32768
65.536,The special magic number for difficult-result mentioned in the provided text is,What is the special magic number for difficult-result mentioned in the provided text? ,2.215247872,2215.247872,niah_single_1,33802.0,33802.0,2.215247872,128,2215.247872,['8963715'], **8963715**.,0.0,32768
65.536,The special magic number for functional-panic mentioned in the provided text is,What is the special magic number for functional-panic mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['5652512'], **5652512**.,0.0,32768
65.536,The special magic number for tame-sadness mentioned in the provided text is,What is the special magic number for tame-sadness mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['5013879'], **5013879**.,0.0,32768
65.536,The special magic number for bored-seaweed mentioned in the provided text is,What is the special magic number for bored-seaweed mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['5793722'], **5793722**.,0.0,32768
65.536,The special magic number for inquisitive-circuit mentioned in the provided text is,What is the special magic number for inquisitive-circuit mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['6363836'], **6363836**.,0.0,32768
65.536,The special magic number for dark-audit mentioned in the provided text is,What is the special magic number for dark-audit mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['3530518'], **3530518**.,0.0,32768
65.536,The special magic number for volatile-spice mentioned in the provided text is,What is the special magic number for volatile-spice mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['3563646'], **3563646**.,0.0,32768
65.536,The special magic number for motionless-staircase mentioned in the provided text is,What is the special magic number for motionless-staircase mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['7838382'], **7838382**.,0.0,32768
65.536,The special magic number for muddled-waistband mentioned in the provided text is,What is the special magic number for muddled-waistband mentioned in the provided text? ,2.215510016,2215.510016,niah_single_1,33806.0,33806.0,2.215510016,128,2215.510016,['2044645'], **2044645**.,0.0,32768
65.536,The special magic number for maddening-indicator mentioned in the provided text is,What is the special magic number for maddening-indicator mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['1327691'], **1327691**.,0.0,32768
65.536,The special magic number for permissible-packaging mentioned in the provided text is,What is the special magic number for permissible-packaging mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['1098919'], **1098919**.,0.0,32768
65.536,The special magic number for madly-blazer mentioned in the provided text is,What is the special magic number for madly-blazer mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['8030010'], **8030010**.,0.0,32768
65.536,The special magic number for political-maestro mentioned in the provided text is,What is the special magic number for political-maestro mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['4681284'], **4681284**.,0.0,32768
65.536,The special magic number for plucky-faithful mentioned in the provided text is,What is the special magic number for plucky-faithful mentioned in the provided text? ,2.215510016,2215.510016,niah_single_1,33806.0,33806.0,2.215510016,128,2215.510016,['1486955'], **1486955**.,0.0,32768
65.536,The special magic number for unbecoming-spite mentioned in the provided text is,What is the special magic number for unbecoming-spite mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['7783308'], **7783308**.,0.0,32768
65.536,The special magic number for cuddly-sandwich mentioned in the provided text is,What is the special magic number for cuddly-sandwich mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['9961107'], **9961107**.,0.0,32768
65.536,The special magic number for splendid-polliwog mentioned in the provided text is,What is the special magic number for splendid-polliwog mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['1454696'], **1454696**.,0.0,32768
65.536,The special magic number for damaging-retrospective mentioned in the provided text is,What is the special magic number for damaging-retrospective mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['8746014'], **8746014**.,0.0,32768
65.536,The special magic number for glamorous-nightmare mentioned in the provided text is,What is the special magic number for glamorous-nightmare mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['7360307'], **7360307**.,0.0,32768
65.536,The special magic number for onerous-bin mentioned in the provided text is,What is the special magic number for onerous-bin mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['6483562'], **6483562**.,0.0,32768
65.536,The special magic number for guarded-wasp mentioned in the provided text is,What is the special magic number for guarded-wasp mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['8072684'], **8072684**.,0.0,32768
65.536,The special magic number for parched-gap mentioned in the provided text is,What is the special magic number for parched-gap mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['1325197'], **1325197**.,0.0,32768
65.536,The special magic number for jumpy-off-ramp mentioned in the provided text is,What is the special magic number for jumpy-off-ramp mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['4761823'], **4761823**.,0.0,32768
65.536,The special magic number for tired-policeman mentioned in the provided text is,What is the special magic number for tired-policeman mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['1675419'], **1675419**.,0.0,32768
65.536,The special magic number for erect-hurdler mentioned in the provided text is,What is the special magic number for erect-hurdler mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['1341919'], **1341919**.,0.0,32768
65.536,The special magic number for foregoing-syndicate mentioned in the provided text is,What is the special magic number for foregoing-syndicate mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['3117636'], **3117636**.,0.0,32768
65.536,The special magic number for short-chopstick mentioned in the provided text is,What is the special magic number for short-chopstick mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['4656838'], **4656838**.,0.0,32768
65.536,The special magic number for lewd-agenda mentioned in the provided text is,What is the special magic number for lewd-agenda mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['3815034'], **3815034**.,0.0,32768
65.536,The special magic number for disgusted-hunchback mentioned in the provided text is,What is the special magic number for disgusted-hunchback mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['6218367'], **6218367**.,0.0,32768
65.536,The special magic number for humorous-pantsuit mentioned in the provided text is,What is the special magic number for humorous-pantsuit mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['7296605'], **7296605**.,0.0,32768
65.536,The special magic number for boiling-urge mentioned in the provided text is,What is the special magic number for boiling-urge mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['5074336'], **5074336**.,0.0,32768
65.536,The special magic number for vacuous-stopsign mentioned in the provided text is,What is the special magic number for vacuous-stopsign mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['3030966'], **3030966**.,0.0,32768
65.536,The special magic number for judicious-contact lens mentioned in the provided text is,What is the special magic number for judicious-contact lens mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['9937982'], **9937982**.,0.0,32768
65.536,The special magic number for billowy-dealing mentioned in the provided text is,What is the special magic number for billowy-dealing mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['9488613'], **9488613**.,0.0,32768
65.536,The special magic number for abrasive-pathology mentioned in the provided text is,What is the special magic number for abrasive-pathology mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['8047416'], **8047416**.,0.0,32768
65.536,The special magic number for noisy-thyme mentioned in the provided text is,What is the special magic number for noisy-thyme mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['7076506'], **7076506**.,0.0,32768
