context_id,memory_budget,kv_memory_per_token_kb,memory_budget_unit,uncompressed_kv_memory_gb,context_length,compression_ratio,retained_kv_memory_gb,answer,context_tokens,retained_context_tokens,question,max_new_tokens,answer_prefix,uncompressed_kv_memory_mb,task,predicted_answer,retained_kv_memory_mb,token_budget
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['A9480BBB2599'],58477.0,27777.0,What is the value associated with key 11CEB45ED1F0? Return only the value.,32,,8622.784512,synthetic_kv_64k,A9480BBB2599,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['FC374A15544D'],58477.0,27777.0,What is the value associated with key C5E73A578A8E? Return only the value.,32,,8622.784512,synthetic_kv_64k,988C61B1CD22,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['DDD13B982EF8'],58477.0,27777.0,What is the value associated with key DAF6146D3F31? Return only the value.,32,,8622.784512,synthetic_kv_64k,3805DE9D477A,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['741247294739'],58477.0,27777.0,What is the value associated with key 614F19DB3AD0? Return only the value.,32,,8622.784512,synthetic_kv_64k,5F9484794502,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['29A35D65A441'],58477.0,27777.0,What is the value associated with key D588A2BC372F? Return only the value.,32,,8622.784512,synthetic_kv_64k,29A35D65A441,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['AB9035A240AE'],58477.0,27777.0,What is the value associated with key 5AF35EC42E08? Return only the value.,32,,8622.784512,synthetic_kv_64k,506EB758588D,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['AEFCEFC89849'],58477.0,27777.0,What is the value associated with key B3AA4458A885? Return only the value.,32,,8622.784512,synthetic_kv_64k,55ABA5B5CDC2,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['A28D9BF00273'],58477.0,27777.0,What is the value associated with key 1247A5E5A5AB? Return only the value.,32,,8622.784512,synthetic_kv_64k,A28D9BF00273,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['3EABBAA80DD4'],58477.0,27777.0,What is the value associated with key 88BD2BCFBE01? Return only the value.,32,,8622.784512,synthetic_kv_64k,5B9D8854588C,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['451B6123FDF7'],58477.0,27777.0,What is the value associated with key 765629D4BEEF? Return only the value.,32,,8622.784512,synthetic_kv_64k,989B908C957E,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['B02BA3D70628'],58477.0,27777.0,What is the value associated with key ECE6FD5166E6? Return only the value.,32,,8622.784512,synthetic_kv_64k,544C3454544C,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['5304AF42E12F'],58477.0,27777.0,What is the value associated with key 38388E944239? Return only the value.,32,,8622.784512,synthetic_kv_64k,35EB9AD620AB,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['0E51C6A7EE39'],58477.0,27777.0,What is the value associated with key C4B0D7C524A5? Return only the value.,32,,8622.784512,synthetic_kv_64k,618A95A5BAFA,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['CE170837B8A3'],58477.0,27777.0,What is the value associated with key D2613AA2E4F9? Return only the value.,32,,8622.784512,synthetic_kv_64k,500A8D8C344D,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['10F1448AAA9E'],58477.0,27777.0,What is the value associated with key 66B250C187FC? Return only the value.,32,,8622.784512,synthetic_kv_64k,98EEFE9FECAA,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['9132F16287E4'],58477.0,27777.0,What is the value associated with key E9C33602F8AC? Return only the value.,32,,8622.784512,synthetic_kv_64k,905C74CA525A,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['366E508EBAD7'],58477.0,27777.0,What is the value associated with key B7C9E059A0EE? Return only the value.,32,,8622.784512,synthetic_kv_64k,5F98A65E688E,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['E27A654821D0'],58477.0,27777.0,What is the value associated with key 7FCDA7CAD415? Return only the value.,32,,8622.784512,synthetic_kv_64k,E27A654821D0,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['2493757750A9'],58477.0,27777.0,What is the value associated with key A491EA1FCA65? Return only the value.,32,,8622.784512,synthetic_kv_64k,750D8164CEEC,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['BEB73F22FAF8'],58477.0,27777.0,What is the value associated with key 23BE43CF2FDE? Return only the value.,32,,8622.784512,synthetic_kv_64k,7E57827050A8,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['BF3C434308BC'],58477.0,27777.0,What is the value associated with key 89FA8FB5D27B? Return only the value.,32,,8622.784512,synthetic_kv_64k,5048BF7B539B,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['9562E5D7B875'],58477.0,27777.0,What is the value associated with key 6DAD95A76D79? Return only the value.,32,,8622.784512,synthetic_kv_64k,5F98A65D885A,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['FF50382567B8'],58477.0,27777.0,What is the value associated with key 5CAB663F1C97? Return only the value.,32,,8622.784512,synthetic_kv_64k,5CAB663F1C97: 4C9D9E5D9C7A,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['7E57827050A8'],58477.0,27777.0,What is the value associated with key 2369FF5E9FF0? Return only the value.,32,,8622.784512,synthetic_kv_64k,509426A524E3,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['DC710C0FD195'],58477.0,27777.0,What is the value associated with key C17A1745D6D8? Return only the value.,32,,8622.784512,synthetic_kv_64k,C412429E688C,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['28F4A0A04DC4'],58477.0,27777.0,What is the value associated with key 27201C11F735? Return only the value.,32,,8622.784512,synthetic_kv_64k,5417CAAA5B52,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['98AE6C12ACE8'],58477.0,27777.0,What is the value associated with key AE34CAC5B68C? Return only the value.,32,,8622.784512,synthetic_kv_64k,55ABA5B5CDC2,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['988C61B1CD22'],58477.0,27777.0,What is the value associated with key 628010435A10? Return only the value.,32,,8622.784512,synthetic_kv_64k,988C61B1CD22,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['405C877409A9'],58477.0,27777.0,What is the value associated with key 77D2FF01CF99? Return only the value.,32,,8622.784512,synthetic_kv_64k,77D2FF01CF99: 77D2FF01CF99,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['F143DC5C0EED'],58477.0,27777.0,What is the value associated with key 8DA0F89897B9? Return only the value.,32,,8622.784512,synthetic_kv_64k,9458C2874F06,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['1D53B88139B9'],58477.0,27777.0,What is the value associated with key AE2702F06B90? Return only the value.,32,,8622.784512,synthetic_kv_64k,509426A524E3,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['C0398976E334'],58477.0,27777.0,What is the value associated with key E281AE849217? Return only the value.,32,,8622.784512,synthetic_kv_64k,988D89C35B58,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['5715A4161293'],58477.0,27777.0,What is the value associated with key C4C2444EA7C8? Return only the value.,32,,8622.784512,synthetic_kv_64k,744565545454,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['287D6F4CC69A'],58477.0,27777.0,What is the value associated with key 4B221C8EAEE9? Return only the value.,32,,8622.784512,synthetic_kv_64k,5F98A657EDC3,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['B8DBF42D47CC'],58477.0,27777.0,What is the value associated with key 00D474273CA3? Return only the value.,32,,8622.784512,synthetic_kv_64k,3D44D854545C,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['F8CD436D76E2'],58477.0,27777.0,What is the value associated with key B83CE037E5ED? Return only the value.,32,,8622.784512,synthetic_kv_64k,544C3554544C,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['81F72DBC2134'],58477.0,27777.0,What is the value associated with key C30F8026695F? Return only the value.,32,,8622.784512,synthetic_kv_64k,548D0758E201,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['A013DEDA4E16'],58477.0,27777.0,What is the value associated with key 1B3DE9A1FA6F? Return only the value.,32,,8622.784512,synthetic_kv_64k,548E69C35D6D,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['81F6A39231A7'],58477.0,27777.0,What is the value associated with key D7774C66E0A8? Return only the value.,32,,8622.784512,synthetic_kv_64k,54C689456F27,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['5FB82720797D'],58477.0,27777.0,What is the value associated with key 32EB9BE578C7? Return only the value.,32,,8622.784512,synthetic_kv_64k,5F98A65E688E,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['F4188A14BE62'],58477.0,27777.0,What is the value associated with key 295BC333E861? Return only the value.,32,,8622.784512,synthetic_kv_64k,548E69C3E68A,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['EB2287C5421E'],58477.0,27777.0,What is the value associated with key EC24C754108F? Return only the value.,32,,8622.784512,synthetic_kv_64k,5462F43BA052,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['7D1552FBE43B'],58477.0,27777.0,What is the value associated with key 995400257AD1? Return only the value.,32,,8622.784512,synthetic_kv_64k,905B8C35365D,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['5CECEDD96831'],58477.0,27777.0,What is the value associated with key 1CA304FC6D82? Return only the value.,32,,8622.784512,synthetic_kv_64k,5CECEDD96831,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['CE88D4E80839'],58477.0,27777.0,What is the value associated with key FC3EE0F3EAB0? Return only the value.,32,,8622.784512,synthetic_kv_64k,3805698A92C3,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['3DA90ED42F1A'],58477.0,27777.0,What is the value associated with key 3D4C4EB93EFF? Return only the value.,32,,8622.784512,synthetic_kv_64k,3D4C4EB93EFF: 44291257429E,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['1429F26B4776'],58477.0,27777.0,What is the value associated with key 913EE0C53CB8? Return only the value.,32,,8622.784512,synthetic_kv_64k,964F8C611654,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['D0E67C69DEE1'],58477.0,27777.0,What is the value associated with key BB5E15ED6269? Return only the value.,32,,8622.784512,synthetic_kv_64k,D0E67C69DEE1,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['885FC2B6D2C5'],58477.0,27777.0,What is the value associated with key FA5D11B7E948? Return only the value.,32,,8622.784512,synthetic_kv_64k,579A8C2D4F19,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['A8E520DE435D'],58477.0,27777.0,What is the value associated with key 2031C40DB9B4? Return only the value.,32,,8622.784512,synthetic_kv_64k,5F98A65750A9,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['2A458CBFEDB0'],58477.0,27777.0,What is the value associated with key F26479AC1B1E? Return only the value.,32,,8622.784512,synthetic_kv_64k,5C07D71173E4,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['9B49DF57C59A'],58477.0,27777.0,What is the value associated with key 871543DAC043? Return only the value.,32,,8622.784512,synthetic_kv_64k,4C6A81E04502,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['EDCD36386821'],58477.0,27777.0,What is the value associated with key F6E06C52C49F? Return only the value.,32,,8622.784512,synthetic_kv_64k,5F134855458A,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['B09BBADCC32A'],58477.0,27777.0,What is the value associated with key C1598A0F4EFB? Return only the value.,32,,8622.784512,synthetic_kv_64k,5F948479447C,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['66244FCCA39A'],58477.0,27777.0,What is the value associated with key B683337EA2DF? Return only the value.,32,,8622.784512,synthetic_kv_64k,3D44AB4220A7,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['5F98A65E688E'],58477.0,27777.0,What is the value associated with key ABF3FEC21BBE? Return only the value.,32,,8622.784512,synthetic_kv_64k,5F98A65E688E,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['7394847FD9B4'],58477.0,27777.0,What is the value associated with key E64D702753A1? Return only the value.,32,,8622.784512,synthetic_kv_64k,73948470ED9A,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['10643985C3CF'],58477.0,27777.0,What is the value associated with key 3F761EFA2197? Return only the value.,32,,8622.784512,synthetic_kv_64k,5048BF7750A9,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['8DCD969B6662'],58477.0,27777.0,What is the value associated with key 0562568CC69B? Return only the value.,32,,8622.784512,synthetic_kv_64k,5F98A65E688E,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['01D738602AB6'],58477.0,27777.0,What is the value associated with key 96A43AE8CC93? Return only the value.,32,,8622.784512,synthetic_kv_64k,909E8A38D5AA,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['0F12A18FF6B6'],58477.0,27777.0,What is the value associated with key B535122C9A56? Return only the value.,32,,8622.784512,synthetic_kv_64k,080AE7C99B26,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['080AE7C99B26'],58477.0,27777.0,What is the value associated with key 11413A9BEDD4? Return only the value.,32,,8622.784512,synthetic_kv_64k,3E89E11D31D8,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['839F1223B513'],58477.0,27777.0,What is the value associated with key 5496DC1110C1? Return only the value.,32,,8622.784512,synthetic_kv_64k,678892CA525A,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['7C44AB4220A7'],58477.0,27777.0,What is the value associated with key 474A3CEDDF2D? Return only the value.,32,,8622.784512,synthetic_kv_64k,4860B4FB0EB9,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['B92D21DF306F'],58477.0,27777.0,What is the value associated with key 8A0B36D8393A? Return only the value.,32,,8622.784512,synthetic_kv_64k,548C3457548C,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['9382922FE15A'],58477.0,27777.0,What is the value associated with key E1E3EF7DDC76? Return only the value.,32,,8622.784512,synthetic_kv_64k,770A5854585A,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['7914C8DCD19F'],58477.0,27777.0,What is the value associated with key 3E357900F7F9? Return only the value.,32,,8622.784512,synthetic_kv_64k,310C3FA7F104,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['182530BEB45F'],58477.0,27777.0,What is the value associated with key 6835CEB81F9D? Return only the value.,32,,8622.784512,synthetic_kv_64k,A38E688C77E0,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['5AB36E595ED3'],58477.0,27777.0,What is the value associated with key A8B318D0752B? Return only the value.,32,,8622.784512,synthetic_kv_64k,5F94827750A9,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['DD24778EEDB3'],58477.0,27777.0,What is the value associated with key 693D6C6FA611? Return only the value.,32,,8622.784512,synthetic_kv_64k,54628E8D0E87,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['A748AC619E63'],58477.0,27777.0,What is the value associated with key 0DDEBAA4B71A? Return only the value.,32,,8622.784512,synthetic_kv_64k,57F34554588A,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['0F841931E9EE'],58477.0,27777.0,What is the value associated with key A56CFBF24050? Return only the value.,32,,8622.784512,synthetic_kv_64k,988C61B1CD22,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['CCF356DC8907'],58477.0,27777.0,What is the value associated with key BA6C6712303A? Return only the value.,32,,8622.784512,synthetic_kv_64k,3F87808E644D,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['310C3FA7F104'],58477.0,27777.0,What is the value associated with key 1BF9DC96925E? Return only the value.,32,,8622.784512,synthetic_kv_64k,310C3FA7F104,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['23E272D8567D'],58477.0,27777.0,What is the value associated with key 894A30B187EF? Return only the value.,32,,8622.784512,synthetic_kv_64k,548C340D7E6A,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['766E474EBC19'],58477.0,27777.0,What is the value associated with key 2EF96C006F61? Return only the value.,32,,8622.784512,synthetic_kv_64k,685A8854588A,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['134CEC5B227C'],58477.0,27777.0,What is the value associated with key DFDE3FF350BF? Return only the value.,32,,8622.784512,synthetic_kv_64k,544C45544553,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['DB20DC815FE7'],58477.0,27777.0,What is the value associated with key CEDA71710434? Return only the value.,32,,8622.784512,synthetic_kv_64k,5714C88D7C3C,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['A6F20CF35B58'],58477.0,27777.0,What is the value associated with key 19108CE21EA3? Return only the value.,32,,8622.784512,synthetic_kv_64k,9255ED0940F7,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['03C7D605E770'],58477.0,27777.0,What is the value associated with key 8A63FFD0F9D5? Return only the value.,32,,8622.784512,synthetic_kv_64k,5417CAAA5BBE,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['C0E9ED2662E9'],58477.0,27777.0,What is the value associated with key 17E0F8102383? Return only the value.,32,,8622.784512,synthetic_kv_64k,5C9F1223B513,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['680A2A935D62'],58477.0,27777.0,What is the value associated with key 3C83D9441FA5? Return only the value.,32,,8622.784512,synthetic_kv_64k,680A2A935D62,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['DD5936B82481'],58477.0,27777.0,What is the value associated with key 7B3A7C52FA17? Return only the value.,32,,8622.784512,synthetic_kv_64k,587936B82481,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['2A250F02BAD0'],58477.0,27777.0,What is the value associated with key E70666AA9385? Return only the value.,32,,8622.784512,synthetic_kv_64k,4988F62D65A4,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['63F2FC3D3348'],58477.0,27777.0,What is the value associated with key 008D610461E3? Return only the value.,32,,8622.784512,synthetic_kv_64k,3988F6AA590A,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['C8FEC8B8D9C6'],58477.0,27777.0,What is the value associated with key ED3043E458FC? Return only the value.,32,,8622.784512,synthetic_kv_64k,975E59077299,4095.885312,27777.0
context_0000,4096.0,147.456,MB,8.622784512,62995,0.5249927321853036,4.095885312,['B2536C4A37EA'],58477.0,27777.0,What is the value associated with key 4906747B6DBA? Return only the value.,32,,8622.784512,synthetic_kv_64k,4891D44A9502,4095.885312,27777.0
