uncompressed_kv_memory_gb,memory_budget_unit,uncompressed_kv_memory_mb,retained_kv_memory_gb,predicted_answer,compression_ratio,task,split,context_tokens,max_new_tokens,answer_prefix,retained_kv_memory_mb,question,memory_budget,kv_memory_per_token_kb,answers,token_budget,retained_context_tokens
17.723031552,GB,17723.031552,3.999891456," ['Gourdou-Leseurre GL.2', 'Gourdou-Leseurre GL.50', 'Gourdou-Leseurre GL.812 HY', 'Gourdou-Leseurre GL.832 HY']",0.7743111022364217,qampari_128k,test,120192.0,256,Final Answer: ,3999.891456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is something that Gourdou-Leseurre produced?
",4.0,147.456,"['Gourdou-Leseurre GL-812 HY' 'Gourdou-Leseurre GL-832 HY'
 'Gourdou-Leseurre GL.2' 'Gourdou-Leseurre GL.30' 'Gourdou-Leseurre GL.50']",27126.0,27126.0
17.723031552,GB,17723.031552,3.999891456," ['Mick Walker', 'Mohanlal', 'Rajendra Prasad', 'S. Janaki', 'S. Susheeladevi']",0.7743111022364217,qampari_128k,test,120192.0,256,Final Answer: ,3999.891456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who spoke Sioux as their mother tongue?
",4.0,147.456,['Charles Eastman' 'Little Crow' 'Sitting Bull' 'Spotted Elk' 'Zitkala-Sa'],27126.0,27126.0
17.723031552,GB,17723.031552,3.999891456," ['Connor Walsh', 'Jun Shuang Huang', 'Chalnessa Eames', 'Marc Silvestri', 'Mohanlal']",0.7743111022364217,qampari_128k,test,120192.0,256,Final Answer: ,3999.891456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is employed by the Houston Ballet?
",4.0,147.456,['Amy Fote' 'Connor Walsh' 'Jun Shuang Huang' 'Simon Ball' 'Stanton Welch'],27126.0,27126.0
17.723031552,GB,17723.031552,3.999891456," ['Marino García Cambón', 'Jorge María García Cambón', 'Carlos María García Cambón']",0.7743111022364217,qampari_128k,test,120192.0,256,Final Answer: ,3999.891456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who provided coaching for the Boca Juniors athletic team?
",4.0,147.456,"['Carlos García Cambón' 'Gustavo Alfaro' 'Jorge José Benítez'
 'Mario Fortunato' 'Miguel Ángel Russo']",27126.0,27126.0
17.723031552,GB,17723.031552,3.999891456," ['Carousel (A Dance)', 'The Little Humpbacked Horse', 'The Story About Ping', 'The Producers', 'The Perfect General']",0.7743111022364217,qampari_128k,test,120192.0,256,Final Answer: ,3999.891456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which ballet features dances were choreographed by Christopher Wheeldon?
",4.0,147.456,"['After the Rain' ""Alice's Adventures in Wonderland""
 'An American in Paris' 'Carousel' 'Liturgy']",27126.0,27126.0
17.723031552,GB,17723.031552,3.999891456," ['Domingo Deluana', 'Lolinato To-ong', 'Marti Deluana', 'Sergeant Domingo Deluana', 'Sergeant Lolinato To-ong']",0.7743111022364217,qampari_128k,test,120192.0,256,Final Answer: ,3999.891456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What famous person was remembered for serving in the Philippine Marine corps?
",4.0,147.456,"['Custodio Parcon' 'Domingo Deluana' 'Herminigildo Yurong'
 'Lolinato To-ong' 'Tomas Campo Jr.']",27126.0,27126.0
17.723031552,GB,17723.031552,3.999891456," ['Asterix and the Chieftain's Shield', 'Asterix and the Great Crossing', 'Asterix and the Nine Galleries', 'Asterix and the Olympic Games', 'Asterix and the Persian Gulf']",0.7743111022364217,qampari_128k,test,120192.0,256,Final Answer: ,3999.891456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Albert Uderzo illustrated what comic?
",4.0,147.456,"['Asterix and Cleopatra' ""Asterix and the Chieftain's Shield""
 'Asterix and the Great Crossing' 'Asterix in Belgium' 'Obelix and Co.']",27126.0,27126.0
17.723031552,GB,17723.031552,3.999891456, ['The X-Files'],0.7743111022364217,qampari_128k,test,120192.0,256,Final Answer: ,3999.891456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Vince Gilligan was the executive producer of what television program?
",4.0,147.456,"['Battle Creek' 'Better Call Saul' 'Breaking Bad' 'The Lone Gunmen'
 'The X-Files']",27126.0,27126.0
17.723031552,GB,17723.031552,3.999891456," ['Zdeněk Frolík', 'Miki Daughtry', 'Tobias Iaconis', 'Justin Baldoni', 'Claire Wineland']",0.7743111022364217,qampari_128k,test,120192.0,256,Final Answer: ,3999.891456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Eduard Čech was the doctoral advisor to whom?
",4.0,147.456,"['Ivo Babuška' 'Petr Vopěnka' 'Vlastimil Dlab' 'Věra Trnková'
 'Zdeněk Frolík']",27126.0,27126.0
17.723031552,GB,17723.031552,3.999891456," ['MS European Seaway', 'MS Pride of Dover', 'MS Pride of Burgundy', 'MS Pride of Calais', 'MS Pride of Dover']",0.7743111022364217,qampari_128k,test,120192.0,256,Final Answer: ,3999.891456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which vessels had a home port of Dover?
",4.0,147.456,"['MS European Seaway' 'MS Pride of Burgundy' 'MS Pride of Calais'
 'MS Pride of Dover' 'MS Spirit of France']",27126.0,27126.0
17.723031552,GB,17723.031552,3.999891456," ['Helium', 'Krypton', 'Neon']",0.7743111022364217,qampari_128k,test,120192.0,256,Final Answer: ,3999.891456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What did WIlliam Ramsey discover?
",4.0,147.456,['argon' 'helium' 'krypton' 'neon' 'xenon'],27126.0,27126.0
17.723031552,GB,17723.031552,3.999891456," ['Elmendorf Christian Community', 'Schmiedeleut', 'Ongin of Hutterite', 'Oksan Seowon', 'Dollar Lake']",0.7743111022364217,qampari_128k,test,120192.0,256,Final Answer: ,3999.891456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What group or person identifies itself as Hutterite?
",4.0,147.456,"['Detention River Christian Community' 'Elmendorf Christian Community'
 'Milltown Hutterite Colony' 'Owa Hutterite Colony' 'Schmiedeleut']",27126.0,27126.0
17.723031552,GB,17723.031552,3.999891456," ['Marti Münch', 'Melanie McGuire', 'Mohanlal', 'Morgan F. Murray', 'Murray', 'Murray', 'Murray', 'Murray', 'Murray', 'Murray', 'Murray', 'Murray', 'Murray', 'Murray', 'Murray', 'Murray', 'Murray', 'Murray', 'Murray', 'Murray', 'Murray', 'Murray', 'M",0.7743111022364217,qampari_128k,test,120192.0,256,Final Answer: ,3999.891456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Whose cause of death was scleroderma?
",4.0,147.456,['Alice Lon' 'Elena Jahn' 'Paul Klee' 'Perry DeAngelis' 'Will Sampson'],27126.0,27126.0
17.723031552,GB,17723.031552,3.999891456," ['2006 Australian Open – Women's Doubles', '2008 Internationaux de Tennis de Vendée – Singles', '2010 Senior Open Championship', '2010 PBZ Zagreb Indoors – Singles', '2015 Città di Caltanissetta – Singles', '2015 King Cup Final', '2016 Saudi Super Cup', '2017 Internationaux de Tennis de Vendée",0.7743111022364217,qampari_128k,test,120192.0,256,Final Answer: ,3999.891456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Marin Čilić was the victor of which competition?
",4.0,147.456,"[""2008 Pilot Pen Tennis – Men's Singles"" '2009 Chennai Open – singles'
 '2010 Aircel Chennai Open – singles' '2010 PBZ Zagreb Indoors – singles'
 '2011 St. Petersburg Open – singles']",27126.0,27126.0
17.723031552,GB,17723.031552,3.999891456," ['Mohanlal', 'Mohanlal', 'Mohanlal', 'Mohanlal', 'Mohanlal']",0.7743111022364217,qampari_128k,test,120192.0,256,Final Answer: ,3999.891456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is a former student from Bareilly College?
",4.0,147.456,"['Agys Ramsaran Verma' 'Lokendra Singh' 'Mithlesh Kumar'
 'Mukund Lal Agrawal' 'Virendra Singh']",27126.0,27126.0
17.723031552,GB,17723.031552,3.999891456," ['Breakfast', 'Children of the World', 'Us Girls', 'Wacaday', 'Random! Cartoons']",0.7743111022364217,qampari_128k,test,120192.0,256,Final Answer: ,3999.891456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What TV show originally was broadcast by Studio 23?
",4.0,147.456,['Breakfast' 'Rush TV' 'Us Girls' 'Wazzup Wazzup' 'Y Speak'],27126.0,27126.0
17.723031552,GB,17723.031552,3.999891456," ['Eleanor Coade', 'William Pether', 'William Thomas']",0.7743111022364217,qampari_128k,test,120192.0,256,Final Answer: ,3999.891456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: The Society of Artists has which person as a member?
",4.0,147.456,"['Edward Kennion' 'Eleanor Coade' 'Theodora Cowan' 'William Pether'
 'William Wynne Ryland']",27126.0,27126.0
17.723031552,GB,17723.031552,3.999891456," ['Suddha', 'Ooru Pennum Randaanum', 'Sompa', 'Oriyardori Asal', 'Ooru Pennum Randaanum']",0.7743111022364217,qampari_128k,test,120192.0,256,Final Answer: ,3999.891456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which movie originally had dialogue spoken in Tulu?
",4.0,147.456,['Nirel' 'Oriyardori Asal' 'Rang' 'Sompa' 'Suddha'],27126.0,27126.0
17.723031552,GB,17723.031552,3.999891456," ['Bright Eyes', 'Desaparecidos', 'Mystic Valley Band']",0.7743111022364217,qampari_128k,test,120192.0,256,Final Answer: ,3999.891456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Conor Oberst is part of what musical group?
",4.0,147.456,"['Bright Eyes' 'Conor Oberst and the Mystic Valley Band' 'Desaparecidos'
 'Monsters of Folk' 'Park Ave.']",27126.0,27126.0
17.723031552,GB,17723.031552,3.999891456," ['2015 King Cup Final', '2016 Saudi Super Cup', '2016 King Cup Final', '2018 Saudi Super Cup', '2019 Saudi Super Cup']",0.7743111022364217,qampari_128k,test,120192.0,256,Final Answer: ,3999.891456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which contests did Al-Nassr take part in?
",4.0,147.456,"['1998 Asian Super Cup' '2015 King Cup Final' '2015 Saudi Super Cup'
 '2016 King Cup Final' '2017–18 Saudi Professional League']",27126.0,27126.0
17.723031552,GB,17723.031552,3.999891456," ['Baojun 510', 'Baojun 530', 'Baojun 630', 'Baojun 730', 'Baojun 530 Plus']",0.7743111022364217,qampari_128k,test,120192.0,256,Final Answer: ,3999.891456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What car does the brand Baojun produce?
",4.0,147.456,['Baojun 510' 'Baojun 530' 'Baojun 630' 'Baojun 730' 'Baojun E300'],27126.0,27126.0
17.723031552,GB,17723.031552,3.999891456," ['Jerry Janes', 'Gary Megson', 'John Barton', 'Mick Walker', 'Paul Smith']",0.7743111022364217,qampari_128k,test,120192.0,256,Final Answer: ,3999.891456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What person was in charge of Burton Albion F.C.?
",4.0,147.456,['Bobby Hope' 'Harold Bodle' 'John Barton' 'Kevin Poole' 'Mick Walker'],27126.0,27126.0
17.723031552,GB,17723.031552,3.999891456," ['Ocean Forest Hotel', 'Old City Hall', 'The Dr. A.O. Thomas House', 'The Perfect General', 'The Rocky Mountains']",0.7743111022364217,qampari_128k,test,120192.0,256,Final Answer: ,3999.891456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which architectural structure did Raymond Hood design?
",4.0,147.456,"['330 West 42nd Street' 'Ideal House' 'Ocean Forest Hotel'
 'Rockefeller Center' 'Scranton Cultural Center']",27126.0,27126.0
