compression_ratio,context_length,retained_kv_memory_gb,answer,predicted_answer,max_new_tokens,question,task,retained_kv_memory_mb,uncompressed_kv_memory_gb,answer_prefix,kv_memory_per_token_kb,uncompressed_kv_memory_mb,retained_context_tokens,context_tokens
0.0,32768,2.119827456,['6024207' '3791137' '2686231' '1771600'],":

*   **volatile-text**: 6024207
*   **obedient-inflammation**: 3791137
*   **cheerful-princess**: 2686231
*   **adjoining-security**: 1771600",128,"What are all the special magic numbers for volatile-text, obedient-inflammation, cheerful-princess, and adjoining-security mentioned in the provided text? ",niah_multiquery,2119.827456,2.119827456,"The special magic numbers for volatile-text, obedient-inflammation, cheerful-princess, and adjoining-security mentioned in the provided text are",65.536,2119.827456,32346.0,32346.0
0.0,32768,2.120024064,['4020853' '7913081' '7418028' '3937176'],":

*   **shy-motorboat:** 4020853
*   **righteous-offense:** 7913081
*   **boundless-osprey:** 7418028
*   **doubtful-cap:** 3937176",128,"What are all the special magic numbers for shy-motorboat, righteous-offense, boundless-osprey, and doubtful-cap mentioned in the provided text? ",niah_multiquery,2120.024064,2.120024064,"The special magic numbers for shy-motorboat, righteous-offense, boundless-osprey, and doubtful-cap mentioned in the provided text are",65.536,2120.024064,32349.0,32349.0
0.0,32768,2.120155136,['5825658' '3650391' '1157662' '5283671'],":

*   **overt-captain:** 5825658
*   **upbeat-pasta:** 3650391
*   **unadvised-exile:** 1157662
*   **ossified-breakdown:** 5283671",128,"What are all the special magic numbers for overt-captain, upbeat-pasta, unadvised-exile, and ossified-breakdown mentioned in the provided text? ",niah_multiquery,2120.155136,2.120155136,"The special magic numbers for overt-captain, upbeat-pasta, unadvised-exile, and ossified-breakdown mentioned in the provided text are",65.536,2120.155136,32351.0,32351.0
0.0,32768,2.120024064,['7398231' '7454081' '6068760' '2789344'],":

*   **foolish-crocodile:** 7398231
*   **erect-director:** 7454081
*   **optimal-razor:** 6068760
*   **plastic-exile:** 2789344",128,"What are all the special magic numbers for foolish-crocodile, erect-director, optimal-razor, and plastic-exile mentioned in the provided text? ",niah_multiquery,2120.024064,2.120024064,"The special magic numbers for foolish-crocodile, erect-director, optimal-razor, and plastic-exile mentioned in the provided text are",65.536,2120.024064,32349.0,32349.0
0.0,32768,2.120220672,['9333700' '4860745' '6910964' '4189885'],":

*   **stingy-osprey:** 9333700
*   **handsomely-secretary:** 4860745
*   **stormy-hometown:** 6910964
*   **fast-realm:** 4189885",128,"What are all the special magic numbers for stingy-osprey, handsomely-secretary, stormy-hometown, and fast-realm mentioned in the provided text? ",niah_multiquery,2120.220672,2.120220672,"The special magic numbers for stingy-osprey, handsomely-secretary, stormy-hometown, and fast-realm mentioned in the provided text are",65.536,2120.220672,32352.0,32352.0
0.0,32768,2.120024064,['5951131' '7970985' '3204724' '7121355'],":

*   **cagey-headphones:** 5951131
*   **impartial-swimming:** 7970985
*   **yummy-establishment:** 3204724
*   **sneaky-identification:** 7121355",128,"What are all the special magic numbers for cagey-headphones, impartial-swimming, yummy-establishment, and sneaky-identification mentioned in the provided text? ",niah_multiquery,2120.024064,2.120024064,"The special magic numbers for cagey-headphones, impartial-swimming, yummy-establishment, and sneaky-identification mentioned in the provided text are",65.536,2120.024064,32349.0,32349.0
0.0,32768,2.120024064,['9084065' '6682698' '3361510' '8857296'],":

*   **giant-pick**: 9084065
*   **hellish-stab**: 6682698
*   **boiling-bill**: 3361510
*   **condemned-friendship**: 8857296",128,"What are all the special magic numbers for giant-pick, hellish-stab, boiling-bill, and condemned-friendship mentioned in the provided text? ",niah_multiquery,2120.024064,2.120024064,"The special magic numbers for giant-pick, hellish-stab, boiling-bill, and condemned-friendship mentioned in the provided text are",65.536,2120.024064,32349.0,32349.0
0.0,32768,2.120220672,['3073474' '5398338' '7183841' '7392547'],":

*   **roomy-dynamo:** 3073474
*   **unequaled-reasoning:** 5398338
*   **onerous-component:** 7183841
*   **somber-operation:** 7392547",128,"What are all the special magic numbers for roomy-dynamo, unequaled-reasoning, onerous-component, and somber-operation mentioned in the provided text? ",niah_multiquery,2120.220672,2.120220672,"The special magic numbers for roomy-dynamo, unequaled-reasoning, onerous-component, and somber-operation mentioned in the provided text are",65.536,2120.220672,32352.0,32352.0
0.0,32768,2.120220672,['7850067' '2060605' '6069909' '8789116'],":

*   **tight-miracle:** 7850067
*   **threatening-oats:** 2060605
*   **warm-pelican:** 6069909
*   **teeny-tiny-memo:** 8789116",128,"What are all the special magic numbers for tight-miracle, threatening-oats, warm-pelican, and teeny-tiny-memo mentioned in the provided text? ",niah_multiquery,2120.220672,2.120220672,"The special magic numbers for tight-miracle, threatening-oats, warm-pelican, and teeny-tiny-memo mentioned in the provided text are",65.536,2120.220672,32352.0,32352.0
0.0,32768,2.1200896,['3592464' '8610879' '3276065' '8031780'],":

*   **sparkling-astrolabe:** 3592464
*   **macho-hive:** 8610879
*   **rotten-lace:** 3276065
*   **likeable-paper:** 8031780",128,"What are all the special magic numbers for sparkling-astrolabe, macho-hive, rotten-lace, and likeable-paper mentioned in the provided text? ",niah_multiquery,2120.0896,2.1200896,"The special magic numbers for sparkling-astrolabe, macho-hive, rotten-lace, and likeable-paper mentioned in the provided text are",65.536,2120.0896,32350.0,32350.0
0.0,32768,2.1200896,['2666893' '8438733' '7162857' '4961312'],":

*   **laughable-feedback:** 2666893
*   **fantastic-moustache:** 8438733
*   **various-opportunist:** 7162857
*   **obeisant-radish:** 4961312",128,"What are all the special magic numbers for laughable-feedback, fantastic-moustache, various-opportunist, and obeisant-radish mentioned in the provided text? ",niah_multiquery,2120.0896,2.1200896,"The special magic numbers for laughable-feedback, fantastic-moustache, various-opportunist, and obeisant-radish mentioned in the provided text are",65.536,2120.0896,32350.0,32350.0
0.0,32768,2.119958528,['1358318' '6595355' '4558545' '3112652'],":

*   **testy-derivative:** 1358318
*   **aromatic-logo:** 6595355
*   **calm-executive:** 4558545
*   **fresh-boar:** 3112652",128,"What are all the special magic numbers for testy-derivative, aromatic-logo, calm-executive, and fresh-boar mentioned in the provided text? ",niah_multiquery,2119.958528,2.119958528,"The special magic numbers for testy-derivative, aromatic-logo, calm-executive, and fresh-boar mentioned in the provided text are",65.536,2119.958528,32348.0,32348.0
0.0,32768,2.119958528,['3475548' '1047572' '5205279' '3427461'],":

*   **imported-chemistry:** 3475548
*   **square-reduction:** 1047572
*   **curly-prince:** 5205279
*   **grumpy-roommate:** 3427461",128,"What are all the special magic numbers for imported-chemistry, square-reduction, curly-prince, and grumpy-roommate mentioned in the provided text? ",niah_multiquery,2119.958528,2.119958528,"The special magic numbers for imported-chemistry, square-reduction, curly-prince, and grumpy-roommate mentioned in the provided text are",65.536,2119.958528,32348.0,32348.0
0.0,32768,2.119958528,['3923366' '1879109' '2906718' '8062546'],":

*   **absorbing-lemur:** 3923366
*   **goofy-approach:** 1879109
*   **reminiscent-extension:** 2906718
*   **cruel-probe:** 8062546",128,"What are all the special magic numbers for absorbing-lemur, goofy-approach, reminiscent-extension, and cruel-probe mentioned in the provided text? ",niah_multiquery,2119.958528,2.119958528,"The special magic numbers for absorbing-lemur, goofy-approach, reminiscent-extension, and cruel-probe mentioned in the provided text are",65.536,2119.958528,32348.0,32348.0
0.0,32768,2.120024064,['9035982' '9748499' '1522621' '8684678'],":

*   **bad-comportment:** 9035982
*   **wrong-wraparound:** 9748499
*   **therapeutic-doctrine:** 1522621
*   **hissing-submarine:** 8684678",128,"What are all the special magic numbers for bad-comportment, wrong-wraparound, therapeutic-doctrine, and hissing-submarine mentioned in the provided text? ",niah_multiquery,2120.024064,2.120024064,"The special magic numbers for bad-comportment, wrong-wraparound, therapeutic-doctrine, and hissing-submarine mentioned in the provided text are",65.536,2120.024064,32349.0,32349.0
0.0,32768,2.119958528,['9901266' '3488628' '6455706' '3117143'],":

*   **loving-string:** 9901266
*   **straight-veto:** 3488628
*   **grouchy-wagon:** 6455706
*   **berserk-conductor:** 3117143",128,"What are all the special magic numbers for loving-string, straight-veto, grouchy-wagon, and berserk-conductor mentioned in the provided text? ",niah_multiquery,2119.958528,2.119958528,"The special magic numbers for loving-string, straight-veto, grouchy-wagon, and berserk-conductor mentioned in the provided text are",65.536,2119.958528,32348.0,32348.0
0.0,32768,2.1200896,['8608449' '8575834' '7942639' '7979148'],":

*   **invincible-webpage:** 8608449
*   **new-passbook:** 8575834
*   **flagrant-incision:** 7942639
*   **marked-tentacle:** 7979148",128,"What are all the special magic numbers for invincible-webpage, new-passbook, flagrant-incision, and marked-tentacle mentioned in the provided text? ",niah_multiquery,2120.0896,2.1200896,"The special magic numbers for invincible-webpage, new-passbook, flagrant-incision, and marked-tentacle mentioned in the provided text are",65.536,2120.0896,32350.0,32350.0
0.0,32768,2.120155136,['2006313' '8245685' '7251976' '2432176'],":

*   **curly-staff:** 2006313
*   **capricious-delay:** 8245685
*   **changeable-frock:** 7251976
*   **callous-sandpaper:** 2432176",128,"What are all the special magic numbers for curly-staff, capricious-delay, changeable-frock, and callous-sandpaper mentioned in the provided text? ",niah_multiquery,2120.155136,2.120155136,"The special magic numbers for curly-staff, capricious-delay, changeable-frock, and callous-sandpaper mentioned in the provided text are",65.536,2120.155136,32351.0,32351.0
0.0,32768,2.120286208,['9512969' '6242022' '2738129' '3595941'],":

*   **smoggy-grip:** 9512969
*   **happy-metallurgist:** 6242022
*   **kaput-printer:** 2738129
*   **fair-whistle:** 3595941",128,"What are all the special magic numbers for smoggy-grip, happy-metallurgist, kaput-printer, and fair-whistle mentioned in the provided text? ",niah_multiquery,2120.286208,2.120286208,"The special magic numbers for smoggy-grip, happy-metallurgist, kaput-printer, and fair-whistle mentioned in the provided text are",65.536,2120.286208,32353.0,32353.0
0.0,32768,2.120024064,['5487028' '4026879' '6183902' '1440466'],":

*   **strange-smuggling**: 5487028
*   **adjoining-set**: 4026879
*   **groovy-similarity**: 6183902
*   **nervous-impropriety**: 1440466",128,"What are all the special magic numbers for strange-smuggling, adjoining-set, groovy-similarity, and nervous-impropriety mentioned in the provided text? ",niah_multiquery,2120.024064,2.120024064,"The special magic numbers for strange-smuggling, adjoining-set, groovy-similarity, and nervous-impropriety mentioned in the provided text are",65.536,2120.024064,32349.0,32349.0
0.0,32768,2.120024064,['7311494' '8610913' '1514340' '9900022'],":

*   **famous-uncle:** 7311494
*   **mute-wild:** 8610913
*   **deadpan-gel:** 1514340
*   **calm-high-rise:** 9900022",128,"What are all the special magic numbers for famous-uncle, mute-wild, deadpan-gel, and calm-high-rise mentioned in the provided text? ",niah_multiquery,2120.024064,2.120024064,"The special magic numbers for famous-uncle, mute-wild, deadpan-gel, and calm-high-rise mentioned in the provided text are",65.536,2120.024064,32349.0,32349.0
0.0,32768,2.120155136,['8434202' '1834876' '3640899' '2368710'],":

*   **grieving-fortress:** 8434202
*   **swanky-revolution:** 1834876
*   **determined-excerpt:** 3640899
*   **uninterested-cashier:** 2368710",128,"What are all the special magic numbers for grieving-fortress, swanky-revolution, determined-excerpt, and uninterested-cashier mentioned in the provided text? ",niah_multiquery,2120.155136,2.120155136,"The special magic numbers for grieving-fortress, swanky-revolution, determined-excerpt, and uninterested-cashier mentioned in the provided text are",65.536,2120.155136,32351.0,32351.0
0.0,32768,2.120220672,['8212753' '6174418' '9164342' '5752087'],":

*   **jobless-prevalence:** 8212753
*   **repulsive-garden:** 6174418
*   **uppity-glucose:** 9164342
*   **colorful-belfry:** 5752087",128,"What are all the special magic numbers for jobless-prevalence, repulsive-garden, uppity-glucose, and colorful-belfry mentioned in the provided text? ",niah_multiquery,2120.220672,2.120220672,"The special magic numbers for jobless-prevalence, repulsive-garden, uppity-glucose, and colorful-belfry mentioned in the provided text are",65.536,2120.220672,32352.0,32352.0
0.0,32768,2.120286208,['5856117' '3013003' '9344741' '3302417'],":

*   **gaudy-subcontractor:** 5856117
*   **important-opponent:** 3013003
*   **ablaze-mercury:** 9344741
*   **faint-cabana:** 3302417",128,"What are all the special magic numbers for gaudy-subcontractor, important-opponent, ablaze-mercury, and faint-cabana mentioned in the provided text? ",niah_multiquery,2120.286208,2.120286208,"The special magic numbers for gaudy-subcontractor, important-opponent, ablaze-mercury, and faint-cabana mentioned in the provided text are",65.536,2120.286208,32353.0,32353.0
0.0,32768,2.120024064,['1709714' '1314430' '8202195' '2306317'],":

*   **maniacal-stalk**: 1709714
*   **nostalgic-danger**: 1314430
*   **hungry-yam**: 8202195
*   **ossified-fact**: 2306317",128,"What are all the special magic numbers for maniacal-stalk, nostalgic-danger, hungry-yam, and ossified-fact mentioned in the provided text? ",niah_multiquery,2120.024064,2.120024064,"The special magic numbers for maniacal-stalk, nostalgic-danger, hungry-yam, and ossified-fact mentioned in the provided text are",65.536,2120.024064,32349.0,32349.0
0.0,32768,2.120155136,['8719145' '7070880' '8326807' '5082173'],":

*   **draconian-innocent:** 8719145
*   **versed-interpreter:** 7070880
*   **bumpy-university:** 8326807
*   **clear-subgroup:** 5082173",128,"What are all the special magic numbers for draconian-innocent, versed-interpreter, bumpy-university, and clear-subgroup mentioned in the provided text? ",niah_multiquery,2120.155136,2.120155136,"The special magic numbers for draconian-innocent, versed-interpreter, bumpy-university, and clear-subgroup mentioned in the provided text are",65.536,2120.155136,32351.0,32351.0
0.0,32768,2.1200896,['6587964' '9555575' '2281433' '2913049'],":

*   **fearless-textual:** 6587964
*   **rich-toot:** 9555575
*   **divergent-spotlight:** 2281433
*   **quizzical-ark:** 2913049",128,"What are all the special magic numbers for fearless-textual, rich-toot, divergent-spotlight, and quizzical-ark mentioned in the provided text? ",niah_multiquery,2120.0896,2.1200896,"The special magic numbers for fearless-textual, rich-toot, divergent-spotlight, and quizzical-ark mentioned in the provided text are",65.536,2120.0896,32350.0,32350.0
0.0,32768,2.1200896,['8531380' '3564729' '2264218' '9289908'],":

*   **overjoyed-locomotive:** 8531380
*   **drunk-inversion:** 3564729
*   **towering-essential:** 2264218
*   **dynamic-wifi:** 9289908",128,"What are all the special magic numbers for overjoyed-locomotive, drunk-inversion, towering-essential, and dynamic-wifi mentioned in the provided text? ",niah_multiquery,2120.0896,2.1200896,"The special magic numbers for overjoyed-locomotive, drunk-inversion, towering-essential, and dynamic-wifi mentioned in the provided text are",65.536,2120.0896,32350.0,32350.0
0.0,32768,2.120155136,['9511700' '1942411' '6080483' '6207779'],":

*   **kind-backup:** 9511700
*   **grouchy-marble:** 1942411
*   **tasteless-labourer:** 6080483
*   **blue-quart:** 6207779",128,"What are all the special magic numbers for kind-backup, grouchy-marble, tasteless-labourer, and blue-quart mentioned in the provided text? ",niah_multiquery,2120.155136,2.120155136,"The special magic numbers for kind-backup, grouchy-marble, tasteless-labourer, and blue-quart mentioned in the provided text are",65.536,2120.155136,32351.0,32351.0
0.0,32768,2.120155136,['8763013' '9507186' '4158134' '1688246'],":

*   **lush-drawer:** 8763013
*   **sulky-depressive:** 9507186
*   **obtainable-usage:** 4158134
*   **snobbish-genius:** 1688246",128,"What are all the special magic numbers for lush-drawer, sulky-depressive, obtainable-usage, and snobbish-genius mentioned in the provided text? ",niah_multiquery,2120.155136,2.120155136,"The special magic numbers for lush-drawer, sulky-depressive, obtainable-usage, and snobbish-genius mentioned in the provided text are",65.536,2120.155136,32351.0,32351.0
0.0,32768,2.119892992,['5156449' '3895058' '8344365' '2414808'],":

*   **alluring-glacier**: 5156449
*   **quack-public**: 3895058
*   **wee-relish**: 8344365
*   **jealous-mask**: 2414808",128,"What are all the special magic numbers for alluring-glacier, quack-public, wee-relish, and jealous-mask mentioned in the provided text? ",niah_multiquery,2119.892992,2.119892992,"The special magic numbers for alluring-glacier, quack-public, wee-relish, and jealous-mask mentioned in the provided text are",65.536,2119.892992,32347.0,32347.0
0.0,32768,2.120155136,['6614484' '6531293' '6676858' '1878547'],":

*   **tasteful-switching:** 6614484
*   **berserk-jalapeño:** 6531293
*   **minor-employee:** 6676858
*   **upset-cub:** 1878547",128,"What are all the special magic numbers for tasteful-switching, berserk-jalapeño, minor-employee, and upset-cub mentioned in the provided text? ",niah_multiquery,2120.155136,2.120155136,"The special magic numbers for tasteful-switching, berserk-jalapeño, minor-employee, and upset-cub mentioned in the provided text are",65.536,2120.155136,32351.0,32351.0
0.0,32768,2.1200896,['6204824' '7575963' '3372774' '2421349'],":

*   **jumpy-horst:** 6204824
*   **towering-worth:** 7575963
*   **brave-rheumatism:** 3372774
*   **curious-guilt:** 2421349",128,"What are all the special magic numbers for jumpy-horst, towering-worth, brave-rheumatism, and curious-guilt mentioned in the provided text? ",niah_multiquery,2120.0896,2.1200896,"The special magic numbers for jumpy-horst, towering-worth, brave-rheumatism, and curious-guilt mentioned in the provided text are",65.536,2120.0896,32350.0,32350.0
0.0,32768,2.1200896,['7083379' '7070468' '6733317' '4024309'],":

*   **abundant-mallard:** 7083379
*   **quickest-month:** 7070468
*   **fallacious-scotch:** 6733317
*   **hot-sister-in-law:** 4024309",128,"What are all the special magic numbers for abundant-mallard, quickest-month, fallacious-scotch, and hot-sister-in-law mentioned in the provided text? ",niah_multiquery,2120.0896,2.1200896,"The special magic numbers for abundant-mallard, quickest-month, fallacious-scotch, and hot-sister-in-law mentioned in the provided text are",65.536,2120.0896,32350.0,32350.0
0.0,32768,2.1200896,['6649968' '3198638' '7320310' '9833734'],":

*   **alive-pine:** 6649968
*   **swanky-woodshed:** 3198638
*   **squeamish-eaves:** 7320310
*   **quick-native:** 9833734",128,"What are all the special magic numbers for alive-pine, swanky-woodshed, squeamish-eaves, and quick-native mentioned in the provided text? ",niah_multiquery,2120.0896,2.1200896,"The special magic numbers for alive-pine, swanky-woodshed, squeamish-eaves, and quick-native mentioned in the provided text are",65.536,2120.0896,32350.0,32350.0
0.0,32768,2.119958528,['4985095' '4925917' '5780297' '7111929'],":

*   **unusual-boolean:** 4985095
*   **obsolete-variable:** 4925917
*   **obeisant-bracket:** 5780297
*   **misty-taste:** 7111929",128,"What are all the special magic numbers for unusual-boolean, obsolete-variable, obeisant-bracket, and misty-taste mentioned in the provided text? ",niah_multiquery,2119.958528,2.119958528,"The special magic numbers for unusual-boolean, obsolete-variable, obeisant-bracket, and misty-taste mentioned in the provided text are",65.536,2119.958528,32348.0,32348.0
0.0,32768,2.1200896,['7406756' '3718884' '3321942' '9849306'],":

*   **habitual-espadrille:** 7406756
*   **mushy-mailman:** 3718884
*   **erect-stream:** 3321942
*   **purring-pole:** 9849306",128,"What are all the special magic numbers for habitual-espadrille, mushy-mailman, erect-stream, and purring-pole mentioned in the provided text? ",niah_multiquery,2120.0896,2.1200896,"The special magic numbers for habitual-espadrille, mushy-mailman, erect-stream, and purring-pole mentioned in the provided text are",65.536,2120.0896,32350.0,32350.0
0.0,32768,2.1200896,['2538698' '3689594' '8538325' '3472100'],":

*   **nosy-sensitivity:** 2538698
*   **breezy-pouch:** 3689594
*   **groovy-coupon:** 8538325
*   **ragged-navigation:** 3472100",128,"What are all the special magic numbers for nosy-sensitivity, breezy-pouch, groovy-coupon, and ragged-navigation mentioned in the provided text? ",niah_multiquery,2120.0896,2.1200896,"The special magic numbers for nosy-sensitivity, breezy-pouch, groovy-coupon, and ragged-navigation mentioned in the provided text are",65.536,2120.0896,32350.0,32350.0
0.0,32768,2.120220672,['1472908' '7289990' '7478792' '2662338'],":

*   **few-miscarriage:** 1472908
*   **brave-sweatsuit:** 7289990
*   **fluttering-infrastructure:** 7478792
*   **icky-validate:** 2662338",128,"What are all the special magic numbers for few-miscarriage, brave-sweatsuit, fluttering-infrastructure, and icky-validate mentioned in the provided text? ",niah_multiquery,2120.220672,2.120220672,"The special magic numbers for few-miscarriage, brave-sweatsuit, fluttering-infrastructure, and icky-validate mentioned in the provided text are",65.536,2120.220672,32352.0,32352.0
0.0,32768,2.120024064,['4618086' '1088100' '9854536' '1318832'],":

*   **gentle-fortune:** 4618086
*   **obsolete-marten:** 1088100
*   **defiant-spandex:** 9854536
*   **boundless-turret:** 1318832",128,"What are all the special magic numbers for gentle-fortune, obsolete-marten, defiant-spandex, and boundless-turret mentioned in the provided text? ",niah_multiquery,2120.024064,2.120024064,"The special magic numbers for gentle-fortune, obsolete-marten, defiant-spandex, and boundless-turret mentioned in the provided text are",65.536,2120.024064,32349.0,32349.0
0.0,32768,2.1200896,['9646569' '8669093' '2859886' '9993490'],":

*   **abstracted-establishment**: 9646569
*   **mute-wave**: 8669093
*   **bashful-pathogenesis**: 2859886
*   **puffy-sunlight**: 9993490",128,"What are all the special magic numbers for abstracted-establishment, mute-wave, bashful-pathogenesis, and puffy-sunlight mentioned in the provided text? ",niah_multiquery,2120.0896,2.1200896,"The special magic numbers for abstracted-establishment, mute-wave, bashful-pathogenesis, and puffy-sunlight mentioned in the provided text are",65.536,2120.0896,32350.0,32350.0
0.0,32768,2.120155136,['9825812' '2436363' '7988844' '7049927'],":

*   **bewildered-pinkie:** 9825812
*   **elderly-meat:** 2436363
*   **skinny-hoof:** 7988844
*   **redundant-buffet:** 7049927",128,"What are all the special magic numbers for bewildered-pinkie, elderly-meat, skinny-hoof, and redundant-buffet mentioned in the provided text? ",niah_multiquery,2120.155136,2.120155136,"The special magic numbers for bewildered-pinkie, elderly-meat, skinny-hoof, and redundant-buffet mentioned in the provided text are",65.536,2120.155136,32351.0,32351.0
0.0,32768,2.1200896,['6784825' '2739191' '6991041' '5255545'],":

*   **bewildered-lime:** 6784825
*   **frail-bathtub:** 2739191
*   **abstracted-belief:** 6991041
*   **lively-inn:** 5255545",128,"What are all the special magic numbers for bewildered-lime, frail-bathtub, abstracted-belief, and lively-inn mentioned in the provided text? ",niah_multiquery,2120.0896,2.1200896,"The special magic numbers for bewildered-lime, frail-bathtub, abstracted-belief, and lively-inn mentioned in the provided text are",65.536,2120.0896,32350.0,32350.0
0.0,32768,2.120024064,['8795078' '2058651' '4058117' '9028420'],":

*   **vague-gear**: 8795078
*   **damaged-property**: 2058651
*   **tasteless-trinket**: 4058117
*   **vulgar-orchestra**: 9028420",128,"What are all the special magic numbers for vague-gear, damaged-property, tasteless-trinket, and vulgar-orchestra mentioned in the provided text? ",niah_multiquery,2120.024064,2.120024064,"The special magic numbers for vague-gear, damaged-property, tasteless-trinket, and vulgar-orchestra mentioned in the provided text are",65.536,2120.024064,32349.0,32349.0
