memory_budget_unit,uncompressed_kv_memory_gb,answer,retained_kv_memory_gb,token_budget,uncompressed_kv_memory_mb,task,retained_kv_memory_mb,retained_context_tokens,question,kv_memory_per_token_kb,predicted_answer,answer_prefix,memory_budget,compression_ratio,context_length,context_tokens,max_new_tokens
GB,2.225143808,['SACTD' 'GKOEX' 'GJAZS' 'KZGZF' 'TCRFK'],0.999948288,15258.0,2225.143808,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 53585 in the text above. ,65.536, SACTD GKOEX GJAZS KZGZF TCRFK,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 53585, they are: ",1.0,0.5506140841751833,32768,33953.0,30
GB,2.225078272,['GZPRR' 'EUGMR' 'IZTBJ' 'ENCMI' 'OQJXT'],0.999948288,15258.0,2225.078272,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 74044 in the text above. ,65.536, GZPRR EUGMR IZTBJ ENCMI OQJXT,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 74044, they are: ",1.0,0.5506008482563619,32768,33952.0,30
GB,2.225078272,['HGJAQ' 'JEAWU' 'GSROK' 'NMOPI' 'QCNBV'],0.999948288,15258.0,2225.078272,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 52557 in the text above. ,65.536, HGJAQ JEAWU GSROK NMOPI QCNBV,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 52557, they are: ",1.0,0.5506008482563619,32768,33952.0,30
GB,2.225471488,['CUBOY' 'KJSVG' 'BBHYY' 'CSNEN' 'GQETK'],0.999948288,15258.0,2225.471488,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 59080 in the text above. ,65.536, CUBOY KJSVG BBHYY CSNEN GQETK,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 59080, they are: ",1.0,0.5506802520760941,32768,33958.0,30
GB,2.225143808,['QVIGO' 'JOTJL' 'YAAHA' 'DXAZF' 'IUYVX'],0.999948288,15258.0,2225.143808,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 12693 in the text above. ,65.536, QVIGO JOTJL YAAHA DXAZF IUYVX,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 12693, they are: ",1.0,0.5506140841751833,32768,33953.0,30
GB,2.225209344,['XSVCQ' 'AVJUX' 'IWLYD' 'UTWYQ' 'QBNIO'],0.999948288,15258.0,2225.209344,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 79163 in the text above. ,65.536, XSVCQ AVJUX IWLYD UTWYQ QBNIO,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 79163, they are: ",1.0,0.5506273193143665,32768,33954.0,30
GB,2.224816128,['LSTMF' 'KOOZN' 'GGLRO' 'CKJEI' 'RUEJV'],0.999948288,15258.0,2224.816128,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 35939 in the text above. ,65.536, LSTMF KOOZN GGLRO CKJEI RUEJV,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 35939, they are: ",1.0,0.5505478967833157,32768,33948.0,30
GB,2.225012736,['MITFO' 'TOQZS' 'RJXNG' 'BFSHM' 'YBRRX'],0.999948288,15258.0,2225.012736,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 58925 in the text above. ,65.536, MITFO TOQZS RJXNG BFSHM YBRRX,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 58925, they are: ",1.0,0.5505876115578334,32768,33951.0,30
GB,2.225078272,['MTARJ' 'HZZHB' 'GKZZY' 'YFIKD' 'SNRWR'],0.999948288,15258.0,2225.078272,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 52941 in the text above. ,65.536, MTARJ HZZHB GKZZY YFIKD SNRWR,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 52941, they are: ",1.0,0.5506008482563619,32768,33952.0,30
GB,2.225012736,['DYXIO' 'YDIWS' 'TWKKL' 'YXYHU' 'CETPG'],0.999948288,15258.0,2225.012736,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 31834 in the text above. ,65.536, DYXIO YDIWS TWKKL YXYHU CETPG,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 31834, they are: ",1.0,0.5505876115578334,32768,33951.0,30
GB,2.225078272,['YYFRF' 'FEYLQ' 'RWXLU' 'PVSKY' 'ONQSB'],0.999948288,15258.0,2225.078272,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 28047 in the text above. ,65.536, YYFRF FEYLQ RWXLU PVSKY ONQSB,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 28047, they are: ",1.0,0.5506008482563619,32768,33952.0,30
GB,2.224816128,['NDVLS' 'CUYSD' 'KLEPS' 'FLGRX' 'USDCL'],0.999948288,15258.0,2224.816128,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 36105 in the text above. ,65.536, NDVLS CUYSD KLEPS FLGRX USDCL,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 36105, they are: ",1.0,0.5505478967833157,32768,33948.0,30
GB,2.224816128,['HEXYA' 'TAMMU' 'PMFRL' 'LPAWH' 'QVFEB'],0.999948288,15258.0,2224.816128,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 85766 in the text above. ,65.536, HEXYA TAMMU PMFRL LPAWH QVFEB,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 85766, they are: ",1.0,0.5505478967833157,32768,33948.0,30
GB,2.225012736,['CHJJB' 'LOHDS' 'HNNSP' 'CSQZM' 'RYZHP'],0.999948288,15258.0,2225.012736,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 25707 in the text above. ,65.536, CHJJB LOHDS HNNSP CSQZM RYZHP,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 25707, they are: ",1.0,0.5505876115578334,32768,33951.0,30
GB,2.225143808,['UZKIO' 'QAFHU' 'INIAR' 'ISQAE' 'IIRXU'],0.999948288,15258.0,2225.143808,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 31976 in the text above. ,65.536, UZKIO QAFHU INIAR ISQAE IIRXU,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 31976, they are: ",1.0,0.5506140841751833,32768,33953.0,30
GB,2.2249472,['UBDVI' 'JNEPE' 'DUIWS' 'HCWJV' 'HNEJA'],0.999948288,15258.0,2224.9472,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 54262 in the text above. ,65.536, UBDVI JNEPE DUIWS HCWJV HNEJA,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 54262, they are: ",1.0,0.5505743740795287,32768,33950.0,30
GB,2.225078272,['KWDIB' 'WWIXC' 'TTATQ' 'FFHNU' 'RHECY'],0.999948288,15258.0,2225.078272,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 33776 in the text above. ,65.536, KWDIB WWIXC TTATQ FFHNU RHECY,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 33776, they are: ",1.0,0.5506008482563619,32768,33952.0,30
GB,2.2249472,['LEPPV' 'SQIVS' 'RNZTM' 'DVXML' 'RSMGF'],0.999948288,15258.0,2224.9472,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 40080 in the text above. ,65.536, LEPPV SQIVS RNZTM DVXML RSMGF,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 40080, they are: ",1.0,0.5505743740795287,32768,33950.0,30
GB,2.225340416,['UIQUN' 'KKQOZ' 'JIVPU' 'LUOGR' 'CYOMP'],0.999948288,15258.0,2225.340416,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 76842 in the text above. ,65.536, UIQUN KKQOZ JIVPU LUOGR CYOMP,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 76842, they are: ",1.0,0.5506537872540935,32768,33956.0,30
GB,2.224881664,['DDNKP' 'FRIOX' 'HYLZI' 'CAZKD' 'HJOBS'],0.999948288,15258.0,2224.881664,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 71373 in the text above. ,65.536, DDNKP FRIOX HYLZI CAZKD HJOBS,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 71373, they are: ",1.0,0.5505611358213791,32768,33949.0,30
GB,2.225209344,['DAQDX' 'RZDDU' 'WXSYQ' 'LLVKF' 'LAMTS'],0.999948288,15258.0,2225.209344,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 16776 in the text above. ,65.536, DAQDX RZDDU WXSYQ LLVKF LAMTS,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 16776, they are: ",1.0,0.5506273193143665,32768,33954.0,30
GB,2.225209344,['GQRRR' 'OPPXN' 'ALXOI' 'JZHES' 'PHUGQ'],0.999948288,15258.0,2225.209344,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 65016 in the text above. ,65.536, GQRRR OPPXN ALXOI JZHES PHUGQ,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 65016, they are: ",1.0,0.5506273193143665,32768,33954.0,30
GB,2.225340416,['LVGSM' 'UWICD' 'YEMZU' 'GLQFT' 'IQTDE'],0.999948288,15258.0,2225.340416,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 19474 in the text above. ,65.536, LVGSM UWICD YEMZU GLQFT IQTDE,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 19474, they are: ",1.0,0.5506537872540935,32768,33956.0,30
GB,2.225078272,['LXWIG' 'CRKUT' 'TPFIR' 'EORVA' 'CCLFH'],0.999948288,15258.0,2225.078272,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 68053 in the text above. ,65.536, LXWIG CRKUT TPFIR EORVA CCLFH,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 68053, they are: ",1.0,0.5506008482563619,32768,33952.0,30
GB,2.225012736,['EHRBL' 'ZURRU' 'GUHBK' 'ZGVEB' 'ZFKQC'],0.999948288,15258.0,2225.012736,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 31959 in the text above. ,65.536, EHRBL ZURRU GUHBK ZGVEB ZFKQC,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 31959, they are: ",1.0,0.5505876115578334,32768,33951.0,30
GB,2.22527488,['KASUM' 'KSVBF' 'JRUDN' 'ZIHBZ' 'QJWIV'],0.999948288,15258.0,2225.27488,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 15530 in the text above. ,65.536, KASUM KSVBF JRUDN ZIHBZ QJWIV,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 15530, they are: ",1.0,0.5506405536739802,32768,33955.0,30
GB,2.22461952,['BOINV' 'LZABU' 'BDURL' 'RWDPY' 'ADQMX'],0.999948288,15258.0,2224.61952,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 13748 in the text above. ,65.536, BOINV LZABU BDURL RWDPY ADQMX,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 13748, they are: ",1.0,0.5505081749889527,32768,33945.0,30
GB,2.224685056,['ZRIZO' 'DVUTP' 'IDDKS' 'OLYBC' 'WPUAM'],0.999948288,15258.0,2224.685056,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 23545 in the text above. ,65.536, ZRIZO DVUTP IDDKS OLYBC WPUAM,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 23545, they are: ",1.0,0.5505214163671714,32768,33946.0,30
GB,2.225471488,['CVHKO' 'EZZQW' 'ZNMQF' 'BCDVX' 'MEXBJ'],0.999948288,15258.0,2225.471488,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 76199 in the text above. ,65.536, CVHKO EZZQW ZNMQF BCDVX MEXBJ,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 76199, they are: ",1.0,0.5506802520760941,32768,33958.0,30
GB,2.225209344,['IUICT' 'WJFMM' 'XDYLK' 'DSQZF' 'DRBDW'],0.999948288,15258.0,2225.209344,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 44766 in the text above. ,65.536, IUICT WJFMM XDYLK DSQZF DRBDW,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 44766, they are: ",1.0,0.5506273193143665,32768,33954.0,30
GB,2.225405952,['STGIP' 'XPDOA' 'ZBMTA' 'NMUVL' 'GOATY'],0.999948288,15258.0,2225.405952,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 83530 in the text above. ,65.536, STGIP XPDOA ZBMTA NMUVL GOATY,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 83530, they are: ",1.0,0.5506670200547752,32768,33957.0,30
GB,2.225209344,['AQKRN' 'HTSPO' 'FRQIY' 'NXJBJ' 'MBJQS'],0.999948288,15258.0,2225.209344,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 71087 in the text above. ,65.536, AQKRN HTSPO FRQIY NXJBJ MBJQS,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 71087, they are: ",1.0,0.5506273193143665,32768,33954.0,30
GB,2.2249472,['NVMNV' 'XLJRS' 'ZWEWC' 'KEYCE' 'CDDFY'],0.999948288,15258.0,2224.9472,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 78840 in the text above. ,65.536, NVMNV XLJRS ZWEWC KEYCE CDDFY,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 78840, they are: ",1.0,0.5505743740795287,32768,33950.0,30
GB,2.225209344,['NOLOX' 'HUFJH' 'VDHYQ' 'ENEES' 'XUEDZ'],0.999948288,15258.0,2225.209344,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 64384 in the text above. ,65.536, NOLOX HUFJH VDHYQ ENEES XUEDZ,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 64384, they are: ",1.0,0.5506273193143665,32768,33954.0,30
GB,2.2249472,['ATZIS' 'MHYZO' 'DOXLR' 'TXDOI' 'KVLCB'],0.999948288,15258.0,2224.9472,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 61005 in the text above. ,65.536, ATZIS MHYZO DOXLR TXDOI KVLCB,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 61005, they are: ",1.0,0.5505743740795287,32768,33950.0,30
GB,2.225143808,['SLKAI' 'ILOFX' 'TKLES' 'XSKVP' 'DHZNI'],0.999948288,15258.0,2225.143808,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 56576 in the text above. ,65.536, SLKAI ILOFX TKLES XSKVP DHZNI,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 56576, they are: ",1.0,0.5506140841751833,32768,33953.0,30
GB,2.225471488,['FUEHQ' 'QDRHE' 'XQATM' 'ZPJML' 'GRZVJ'],0.999948288,15258.0,2225.471488,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 49353 in the text above. ,65.536, FUEHQ QDRHE XQATM ZPJML GRZVJ,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 49353, they are: ",1.0,0.5506802520760941,32768,33958.0,30
GB,2.224816128,['CTOWV' 'RHRRC' 'PVANJ' 'MIXCE' 'FEXPV'],0.999948288,15258.0,2224.816128,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 72003 in the text above. ,65.536, CTOWV RHRRC PVANJ MIXCE FEXPV,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 72003, they are: ",1.0,0.5505478967833157,32768,33948.0,30
GB,2.225078272,['FWDFD' 'DCRUC' 'UTBCU' 'NBDGB' 'RTUXF'],0.999948288,15258.0,2225.078272,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 93211 in the text above. ,65.536, FWDFD DCRUC UTBCU NBDGB RTUXF,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 93211, they are: ",1.0,0.5506008482563619,32768,33952.0,30
GB,2.225078272,['ETASY' 'XWMSE' 'RCVZL' 'NKTIM' 'NMJHS'],0.999948288,15258.0,2225.078272,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 62733 in the text above. ,65.536, ETASY XWMSE RCVZL NKTIM NMJHS,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 62733, they are: ",1.0,0.5506008482563619,32768,33952.0,30
GB,2.225078272,['MCLRC' 'DKPCY' 'ZBZIP' 'ZDVSH' 'SPHUQ'],0.999948288,15258.0,2225.078272,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 75318 in the text above. ,65.536, MCLRC DKPCY ZBZIP ZDVSH SPHUQ,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 75318, they are: ",1.0,0.5506008482563619,32768,33952.0,30
GB,2.225078272,['IHQTR' 'NMMHM' 'NOVOA' 'TZWDL' 'WLAER'],0.999948288,15258.0,2225.078272,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 99474 in the text above. ,65.536, IHQTR NMMHM NOVOA TZWDL WLAER,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 99474, they are: ",1.0,0.5506008482563619,32768,33952.0,30
GB,2.224816128,['THBPD' 'JVPTQ' 'JLZKB' 'GGICR' 'WCENA'],0.999948288,15258.0,2224.816128,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 33664 in the text above. ,65.536, THBPD JVPTQ JLZKB GGICR WCENA,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 33664, they are: ",1.0,0.5505478967833157,32768,33948.0,30
GB,2.22560256,['ZFQZB' 'WFGHO' 'UQYSP' 'PHONL' 'JBVNH'],0.999948288,15258.0,2225.60256,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 77172 in the text above. ,65.536, ZFQZB WFGHO UQYSP PHONL JBVNH,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 77172, they are: ",1.0,0.5507067137809187,32768,33960.0,30
GB,2.2249472,['WXYSB' 'FMGTT' 'VKWXQ' 'VGHER' 'GGDAU'],0.999948288,15258.0,2224.9472,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 95616 in the text above. ,65.536, WXYSB FMGTT VKWXQ VGHER GGDAU,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 95616, they are: ",1.0,0.5505743740795287,32768,33950.0,30
GB,2.225405952,['HBYXR' 'XKVVG' 'ONDRP' 'UNMCP' 'UIVTU'],0.999948288,15258.0,2225.405952,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 36736 in the text above. ,65.536, HBYXR XKVVG ONDRP UNMCP UIVTU,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 36736, they are: ",1.0,0.5506670200547752,32768,33957.0,30
GB,2.225340416,['SVAZP' 'VRYRU' 'GOIYJ' 'VDWWK' 'XKZGC'],0.999948288,15258.0,2225.340416,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 10854 in the text above. ,65.536, SVAZP VRYRU GOIYJ VDWWK XKZGC,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 10854, they are: ",1.0,0.5506537872540935,32768,33956.0,30
GB,2.225078272,['SNJPV' 'TLABQ' 'QUDKQ' 'ICENZ' 'VTWRU'],0.999948288,15258.0,2225.078272,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 48623 in the text above. ,65.536, SNJPV TLABQ QUDKQ ICENZ VTWRU,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 48623, they are: ",1.0,0.5506008482563619,32768,33952.0,30
GB,2.225012736,['CMGWB' 'QPDYE' 'OANUY' 'VMFFY' 'VGTJL'],0.999948288,15258.0,2225.012736,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 17392 in the text above. ,65.536, CMGWB QPDYE OANUY VMFFY VGTJL,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 17392, they are: ",1.0,0.5505876115578334,32768,33951.0,30
GB,2.22560256,['SSTGC' 'BIGXZ' 'YZPTB' 'GQHKJ' 'ZOPGN'],0.999948288,15258.0,2225.60256,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 65680 in the text above. ,65.536, SSTGC BIGXZ YZPTB GQHKJ ZOPGN,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 65680, they are: ",1.0,0.5507067137809187,32768,33960.0,30
GB,2.224881664,['LETMY' 'OXQLE' 'BEMEM' 'DXMLZ' 'OLCSD'],0.999948288,15258.0,2224.881664,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 56717 in the text above. ,65.536, LETMY OXQLE BEMEM DXMLZ OLCSD,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 56717, they are: ",1.0,0.5505611358213791,32768,33949.0,30
GB,2.225078272,['HZDJY' 'CIALS' 'MQHRI' 'BQLYZ' 'XUDWU'],0.999948288,15258.0,2225.078272,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 97092 in the text above. ,65.536, HZDJY CIALS MQHRI BQLYZ XUDWU,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 97092, they are: ",1.0,0.5506008482563619,32768,33952.0,30
GB,2.224685056,['LUIRD' 'RVNMX' 'MOKTV' 'PLLBI' 'MFREM'],0.999948288,15258.0,2224.685056,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 60859 in the text above. ,65.536, LUIRD RVNMX MOKTV PLLBI MFREM,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 60859, they are: ",1.0,0.5505214163671714,32768,33946.0,30
GB,2.225143808,['MSVJP' 'TATMU' 'VBKSI' 'STLVI' 'XVFCZ'],0.999948288,15258.0,2225.143808,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 36309 in the text above. ,65.536, MSVJP TATMU VBKSI STLVI XVFCZ,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 36309, they are: ",1.0,0.5506140841751833,32768,33953.0,30
GB,2.224816128,['HDACA' 'ZWFQQ' 'LQUEH' 'MMAED' 'SZMWP'],0.999948288,15258.0,2224.816128,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 97455 in the text above. ,65.536, HDACA ZWFQQ LQUEH MMAED SZMWP,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 97455, they are: ",1.0,0.5505478967833157,32768,33948.0,30
GB,2.224881664,['WGBAO' 'OGQXD' 'QQLLE' 'SMLNP' 'RXWSM'],0.999948288,15258.0,2224.881664,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 73734 in the text above. ,65.536, WGBAO OGQXD QQLLE SMLNP RXWSM,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 73734, they are: ",1.0,0.5505611358213791,32768,33949.0,30
GB,2.224553984,['BAWJE' 'VXABL' 'QDFGI' 'JBWGD' 'RNRSY'],0.999948288,15258.0,2224.553984,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 80467 in the text above. ,65.536, BAWJE VXABL QDFGI JBWGD RNRSY,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 80467, they are: ",1.0,0.5504949328305444,32768,33944.0,30
