compression_ratio,answer_prefix,retained_kv_memory_mb,retained_context_tokens,uncompressed_kv_memory_gb,context_tokens,token_budget,task,memory_budget_unit,max_new_tokens,context_length,kv_memory_per_token_kb,retained_kv_memory_gb,uncompressed_kv_memory_mb,question,predicted_answer,answer,memory_budget
0.7166862660147304,The special magic uuid for nutty-colloquy mentioned in the provided text is,599.98208,9155.0,2.117730304,32314.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.730304,What is the special magic uuid for nutty-colloquy mentioned in the provided text? ,":

**8f9797b0-6d7c-43c9-b4a6-9f3c8d3aed99**",['8f9797b0-6d7c-43c9-b4a6-9f3c8d3aed99'],0.6
0.7166161084628242,The special magic uuid for boiling-afterlife mentioned in the provided text is,599.98208,9155.0,2.117206016,32306.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.206016,What is the special magic uuid for boiling-afterlife mentioned in the provided text? ,":

**e767dcea-b0e6-4969-a213-42b0f1eedba3**",['e767dcea-b0e6-4969-a213-42b0f1eedba3'],0.6
0.716695033266285,The special magic uuid for lewd-handgun mentioned in the provided text is,599.98208,9155.0,2.11779584,32315.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.79584,What is the special magic uuid for lewd-handgun mentioned in the provided text? ,":

**6e068097-25e9-4977-8d72-48e2951f58d0**",['6e068097-25e9-4977-8d72-48e2951f58d0'],0.6
0.7165897904219423,The special magic uuid for hot-backdrop mentioned in the provided text is,599.98208,9155.0,2.117009408,32303.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.009408,What is the special magic uuid for hot-backdrop mentioned in the provided text? ,":

**cbceabde-eede-4b07-a623-a6895d59cd2a**

It appears in the section discussing Note [4] within the essay ""The Acceleration of Addictiveness"" (July 2010).",['cbceabde-eede-4b07-a623-a6895d59cd2a'],0.6
0.7165897904219423,The special magic uuid for fabulous-press mentioned in the provided text is,599.98208,9155.0,2.117009408,32303.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.009408,What is the special magic uuid for fabulous-press mentioned in the provided text? ,":

**1a50aec3-aabc-45fa-bfe1-2e47ae9bec36**",['1a50aec3-aabc-45fa-bfe1-2e47ae9bec36'],0.6
0.7165897904219423,The special magic uuid for symptomatic-darkness mentioned in the provided text is,599.98208,9155.0,2.117009408,32303.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.009408,What is the special magic uuid for symptomatic-darkness mentioned in the provided text? ,":

**ee0caeb5-ecfe-4b99-a790-cebdbfddc3d9**

It appears in the section dated October 2014, within the sentence: ""One of the special magic uuids for symptomatic-darkness is: ee0caeb5-ecfe-4b99-a790-cebdbfddc3d9.""",['ee0caeb5-ecfe-4b99-a790-cebdbfddc3d9'],0.6
0.7166687298836345,The special magic uuid for dynamic-subsidiary mentioned in the provided text is,599.98208,9155.0,2.117599232,32312.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.599232,What is the special magic uuid for dynamic-subsidiary mentioned in the provided text? ,":

**2dea9493-0658-463a-a98c-206fe1a47e10**",['2dea9493-0658-463a-a98c-206fe1a47e10'],0.6
0.7166336511080846,The special magic uuid for uncovered-bungalow mentioned in the provided text is,599.98208,9155.0,2.117337088,32308.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.337088,What is the special magic uuid for uncovered-bungalow mentioned in the provided text? ,":

**3f87e362-cf8d-446a-bc2c-bb0ddd334cc7**",['3f87e362-cf8d-446a-bc2c-bb0ddd334cc7'],0.6
0.7166336511080846,The special magic uuid for warm-tender mentioned in the provided text is,599.98208,9155.0,2.117337088,32308.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.337088,What is the special magic uuid for warm-tender mentioned in the provided text? ,":

**09e9db0a-df46-4290-a1ee-411a1bac27a7**",['09e9db0a-df46-4290-a1ee-411a1bac27a7'],0.6
0.7166511915815537,The special magic uuid for erect-psychology mentioned in the provided text is,599.98208,9155.0,2.11746816,32310.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.46816,What is the special magic uuid for erect-psychology mentioned in the provided text? ,":

**598336e3-75d6-4ed4-ab1f-a9f2d10bd1d0**",['598336e3-75d6-4ed4-ab1f-a9f2d10bd1d0'],0.6
0.7166424216162679,The special magic uuid for fertile-mob mentioned in the provided text is,599.98208,9155.0,2.117402624,32309.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.402624,What is the special magic uuid for fertile-mob mentioned in the provided text? ,":

**6601ddd0-3170-4437-a8f7-ef5a060edf5b**

It appears in the section discussing the detection of bias in selection processes: ""One of the special magic uuids for fertile-mob is: 6601ddd0-3170-4437-a8f7-ef5a060edf5b.""",['6601ddd0-3170-4437-a8f7-ef5a060edf5b'],0.6
0.7166862660147304,The special magic uuid for billowy-slippers mentioned in the provided text is,599.98208,9155.0,2.117730304,32314.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.730304,What is the special magic uuid for billowy-slippers mentioned in the provided text? ,":

**59e4b671-4774-4c58-85f8-bc16f7860b50**

It appears in the section discussing the history of Lisp and its new ideas, specifically within point number 2 regarding function types.",['59e4b671-4774-4c58-85f8-bc16f7860b50'],0.6
0.7166511915815537,The special magic uuid for upset-yew mentioned in the provided text is,599.98208,9155.0,2.11746816,32310.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.46816,What is the special magic uuid for upset-yew mentioned in the provided text? ,":

**54c63cd8-8945-4f27-97fa-2d8dfb2ca025**",['54c63cd8-8945-4f27-97fa-2d8dfb2ca025'],0.6
0.7166424216162679,The special magic uuid for gleaming-thrust mentioned in the provided text is,599.98208,9155.0,2.117402624,32309.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.402624,What is the special magic uuid for gleaming-thrust mentioned in the provided text? ,":

**fbc9f87a-f668-4617-94a1-875d2db69edb**",['fbc9f87a-f668-4617-94a1-875d2db69edb'],0.6
0.7166424216162679,The special magic uuid for clumsy-acceptance mentioned in the provided text is,599.98208,9155.0,2.117402624,32309.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.402624,What is the special magic uuid for clumsy-acceptance mentioned in the provided text? ,":

**ba81edd9-587e-4344-af3f-920c98b8e4cc**",['ba81edd9-587e-4344-af3f-920c98b8e4cc'],0.6
0.7166599610039924,The special magic uuid for stingy-future mentioned in the provided text is,599.98208,9155.0,2.117533696,32311.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.533696,What is the special magic uuid for stingy-future mentioned in the provided text? ,":

**629c2ae3-1d9a-4659-82ec-9f2dfbf6e16f**",['629c2ae3-1d9a-4659-82ec-9f2dfbf6e16f'],0.6
0.7166511915815537,The special magic uuid for garrulous-swing mentioned in the provided text is,599.98208,9155.0,2.11746816,32310.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.46816,What is the special magic uuid for garrulous-swing mentioned in the provided text? ,":

**006ed6e3-6fa1-4735-b572-f3d00b5cea6a**

It appears in the section discussing the essay ""The Blub Paradox"" (specifically within the paragraph starting ""One of the special magic uuids for garrulous-swing is..."").",['006ed6e3-6fa1-4735-b572-f3d00b5cea6a'],0.6
0.7166424216162679,The special magic uuid for lazy-daily mentioned in the provided text is,599.98208,9155.0,2.117402624,32309.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.402624,What is the special magic uuid for lazy-daily mentioned in the provided text? ,":

**aa0b7b14-f2e9-4020-91e9-cdaa6e6981a3**

*(Note: The text actually contains a slight typo in the UUID provided within the essay, listing it as `aa0b7b14-f2e9-402d-91e9-cdaa6e6981a3`. Based on standard UUID formatting, the third segment is usually 4 hex digits. The text explicitly says: ""One of the special magic uuids for lazy-daily is: aa",['aa0b7b14-f2e9-402d-91e9-cdaa6e6981a3'],0.6
0.7166687298836345,The special magic uuid for ugly-avocado mentioned in the provided text is,599.98208,9155.0,2.117599232,32312.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.599232,What is the special magic uuid for ugly-avocado mentioned in the provided text? ,":

**e6697833-b841-40a0-9fe7-71d6d9178793**",['e6697833-b841-40a0-9fe7-71d6d9178793'],0.6
0.716695033266285,The special magic uuid for unadvised-glutamate mentioned in the provided text is,599.98208,9155.0,2.11779584,32315.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.79584,What is the special magic uuid for unadvised-glutamate mentioned in the provided text? ,":

**b27c4026-6703-4636-9380-b904688c7015**",['b27c4026-6703-4636-9380-b904688c7015'],0.6
0.7166161084628242,The special magic uuid for empty-chaise mentioned in the provided text is,599.98208,9155.0,2.117206016,32306.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.206016,What is the special magic uuid for empty-chaise mentioned in the provided text? ,":

**610faa3f-f0bb-4c67-aa38-d0a16ba25efe**",['610faa3f-f0bb-4c67-aa38-d0a16ba25efe'],0.6
0.7166511915815537,The special magic uuid for mere-wedge mentioned in the provided text is,599.98208,9155.0,2.11746816,32310.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.46816,What is the special magic uuid for mere-wedge mentioned in the provided text? ,":

**4dcabfb7-001a-4a8b-956f-03508c459ce2**",['4dcabfb7-001a-4a8b-956f-03508c459ce2'],0.6
0.7166511915815537,The special magic uuid for new-handover mentioned in the provided text is,599.98208,9155.0,2.11746816,32310.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.46816,What is the special magic uuid for new-handover mentioned in the provided text? ,":

**a79ac9aa-9b4e-4c24-9479-e1e6c9277d9b**

It appears in the section discussing how great startup ideas often start as side projects, specifically in the sentence: ""One of the special magic uuids for new-handover is: a79ac9aa-9b4e-4c24-9479-e1e6c9277d9b.""",['a79ac9aa-9b4e-4c24-9479-e1e6c9277d9b'],0.6
0.7166687298836345,The special magic uuid for nutty-cabana mentioned in the provided text is,599.98208,9155.0,2.117599232,32312.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.599232,What is the special magic uuid for nutty-cabana mentioned in the provided text? ,":

**82dc4c8e-36b5-429a-acf5-e81e71316269**",['82dc4c8e-36b5-429a-acf5-e81e71316269'],0.6
0.7166774982205304,The special magic uuid for trite-icon mentioned in the provided text is,599.98208,9155.0,2.117664768,32313.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.664768,What is the special magic uuid for trite-icon mentioned in the provided text? ,":

**a9f25336-83f4-49a9-88a6-39d015b52908**",['a9f25336-83f4-49a9-88a6-39d015b52908'],0.6
0.7166774982205304,The special magic uuid for capricious-hunt mentioned in the provided text is,599.98208,9155.0,2.117664768,32313.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.664768,What is the special magic uuid for capricious-hunt mentioned in the provided text? ,":

**3c20592f-c04a-46c4-b3b6-3fe1d1843324**",['3c20592f-c04a-46c4-b3b6-3fe1d1843324'],0.6
0.7166511915815537,The special magic uuid for erect-chivalry mentioned in the provided text is,599.98208,9155.0,2.11746816,32310.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.46816,What is the special magic uuid for erect-chivalry mentioned in the provided text? ,":

**3eae0032-0bd4-4990-8640-be0f25b8fd4b**",['3eae0032-0bd4-4990-8640-be0f25b8fd4b'],0.6
0.7166511915815537,The special magic uuid for onerous-warming mentioned in the provided text is,599.98208,9155.0,2.11746816,32310.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.46816,What is the special magic uuid for onerous-warming mentioned in the provided text? ,":

**935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c**",['935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c'],0.6
0.7166248800569537,The special magic uuid for productive-care mentioned in the provided text is,599.98208,9155.0,2.117271552,32307.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.271552,What is the special magic uuid for productive-care mentioned in the provided text? ,":

**a7f36ae9-25c7-4c44-be75-c3b4664fa663**",['a7f36ae9-25c7-4c44-be75-c3b4664fa663'],0.6
0.7166161084628242,The special magic uuid for nauseating-measure mentioned in the provided text is,599.98208,9155.0,2.117206016,32306.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.206016,What is the special magic uuid for nauseating-measure mentioned in the provided text? ,":

**f53d4330-cdda-44ba-ad06-e8cf3805f907**",['f53d4330-cdda-44ba-ad06-e8cf3805f907'],0.6
0.7166336511080846,The special magic uuid for aromatic-believer mentioned in the provided text is,599.98208,9155.0,2.117337088,32308.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.337088,What is the special magic uuid for aromatic-believer mentioned in the provided text? ,":

**d92c9227-eadf-4085-bfcb-75468eb22579**",['d92c9227-eadf-4085-bfcb-75468eb22579'],0.6
0.7166424216162679,The special magic uuid for daffy-south mentioned in the provided text is,599.98208,9155.0,2.117402624,32309.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.402624,What is the special magic uuid for daffy-south mentioned in the provided text? ,":

**87f8424d-aae6-4fc1-b6f2-dbfecd29a36f**",['87f8424d-aae6-4fc1-b6f2-dbfecd29a36f'],0.6
0.7166862660147304,The special magic uuid for oafish-bonding mentioned in the provided text is,599.98208,9155.0,2.117730304,32314.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.730304,What is the special magic uuid for oafish-bonding mentioned in the provided text? ,":

**e45b72e-b822-4688-90a4-44329cd6c852**

*(Note: The text actually contains a typo in the UUID, listing it as `e45b712e-b822-4688-90a4-44329cd6c852`. Standard UUIDs are 32 hexadecimal characters. The text provided has `e45b712e` which is 8 characters, followed by the rest. If we assume",['e45b712e-b822-4688-90a4-44329cd6c852'],0.6
0.7166687298836345,The special magic uuid for scandalous-dictaphone mentioned in the provided text is,599.98208,9155.0,2.117599232,32312.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.599232,What is the special magic uuid for scandalous-dictaphone mentioned in the provided text? ,":

**be6033f7-28be-4288-a5af-6e39722764e6**",['be6033f7-28be-4288-a5af-6e39722764e6'],0.6
0.7166424216162679,The special magic uuid for gigantic-growth mentioned in the provided text is,599.98208,9155.0,2.117402624,32309.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.402624,What is the special magic uuid for gigantic-growth mentioned in the provided text? ,":

**a33dc7af-d701-410d-bf4b-1a70c074718e**

It appears in the section discussing the ""all-consuming"" nature of startups, specifically within the sentence: ""One of the special magic uuids for gigantic-growth is: a33dc7af-d701-410d-bf4b-1a70c074718e.""",['a33dc7af-d701-410d-bf4b-1a70c074718e'],0.6
0.7166862660147304,The special magic uuid for tame-sadness mentioned in the provided text is,599.98208,9155.0,2.117730304,32314.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.730304,What is the special magic uuid for tame-sadness mentioned in the provided text? ,":

**13d5f2f7-709b-4d97-864c-04af3d3f3799**",['13d5f2f7-709b-4d97-864c-04af3d3f3799'],0.6
0.7166687298836345,The special magic uuid for green-tailor mentioned in the provided text is,599.98208,9155.0,2.117599232,32312.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.599232,What is the special magic uuid for green-tailor mentioned in the provided text? ,":

**8a476a87-e49d-481d-91d8-7c6455fa1ab8**",['8a476a87-e49d-481d-91d8-7c6455fa1ab8'],0.6
0.7166774982205304,The special magic uuid for delightful-impairment mentioned in the provided text is,599.98208,9155.0,2.117664768,32313.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.664768,What is the special magic uuid for delightful-impairment mentioned in the provided text? ,":

**271e3ee2-b1a6-41f1-a20e-99d33b33f3d8**

It appears in the section discussing Lisp macros: ""One of the special magic uuids for delightful-impairment is: 271e3ee2-b1a6-41f1-a20e-99d33b33f3d8.""",['271e3ee2-b1a6-41f1-a20e-99d33b33f3d8'],0.6
0.7166599610039924,The special magic uuid for motionless-staircase mentioned in the provided text is,599.98208,9155.0,2.117533696,32311.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.533696,What is the special magic uuid for motionless-staircase mentioned in the provided text? ,":

**7746d0ba-8ae8-405b-94b4-a48268586eba**",['7746d0ba-8ae8-405b-94b4-a48268586eba'],0.6
0.7166424216162679,The special magic uuid for exotic-position mentioned in the provided text is,599.98208,9155.0,2.117402624,32309.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.402624,What is the special magic uuid for exotic-position mentioned in the provided text? ,":

**e7a37e81-63b4-408b-ab8e-869fd5385b0e**",['e7a37e81-63b4-408b-ab8e-869fd5385b0e'],0.6
0.7166774982205304,The special magic uuid for small-penicillin mentioned in the provided text is,599.98208,9155.0,2.117664768,32313.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.664768,What is the special magic uuid for small-penicillin mentioned in the provided text? ,":

**f1578470-0182-47c4-ba1b-58066160a6b4**",['f1578470-0182-47c4-ba1b-58066160a6b4'],0.6
0.7166424216162679,The special magic uuid for madly-blazer mentioned in the provided text is,599.98208,9155.0,2.117402624,32309.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.402624,What is the special magic uuid for madly-blazer mentioned in the provided text? ,":

**d5f25073-f414-42b1-a442-9ebbda7b9095**",['d5f25073-f414-42b1-a442-9ebbda7b9095'],0.6
0.7166774982205304,The special magic uuid for political-maestro mentioned in the provided text is,599.98208,9155.0,2.117664768,32313.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.664768,What is the special magic uuid for political-maestro mentioned in the provided text? ,":

**7c5308bf-6f92-425e-85df-16b6382c043f**",['7c5308bf-6f92-425e-85df-16b6382c043f'],0.6
0.7166511915815537,The special magic uuid for inquisitive-library mentioned in the provided text is,599.98208,9155.0,2.11746816,32310.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.46816,What is the special magic uuid for inquisitive-library mentioned in the provided text? ,":

**67814c1f-cc53-4e36-addc-3e13ab3b4d37**",['67814c1f-cc53-4e36-addc-3e13ab3b4d37'],0.6
0.7166862660147304,The special magic uuid for cuddly-sandwich mentioned in the provided text is,599.98208,9155.0,2.117730304,32314.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.730304,What is the special magic uuid for cuddly-sandwich mentioned in the provided text? ,":

**06e745f9-88bc-439c-9f4c-3b79fb10987f**",['06e745f9-88bc-439c-9f4c-3b79fb10987f'],0.6
0.7166336511080846,The special magic uuid for breezy-scalp mentioned in the provided text is,599.98208,9155.0,2.117337088,32308.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.337088,What is the special magic uuid for breezy-scalp mentioned in the provided text? ,":

**dde9f863-22bd-4388-adb9-9102a48b3dbe**",['dde9f863-22bd-4388-adb9-9102a48b3dbe'],0.6
0.7166599610039924,The special magic uuid for aromatic-chronograph mentioned in the provided text is,599.98208,9155.0,2.117533696,32311.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.533696,What is the special magic uuid for aromatic-chronograph mentioned in the provided text? ,":

**362f5e5c-53cd-4268-a10c-f37342999aa4**

It appears in the section discussing design and the ""Daddy Model of Wealth,"" embedded within the sentence: ""One of the special magic uuids for aromatic-chronograph is: 362f5e5c-53cd-4268-a10c-f37342999aa4.""",['362f5e5c-53cd-4268-a10c-f37342999aa4'],0.6
0.7166511915815537,The special magic uuid for internal-coordination mentioned in the provided text is,599.98208,9155.0,2.11746816,32310.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.46816,What is the special magic uuid for internal-coordination mentioned in the provided text? ,":

**473bd358-610e-4a64-a130-1617c2dff335**

It appears in the section discussing painting and the distinction between doing good work and being an insider.",['473bd358-610e-4a64-a130-1617c2dff335'],0.6
0.7166774982205304,The special magic uuid for brawny-dentist mentioned in the provided text is,599.98208,9155.0,2.117664768,32313.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.664768,What is the special magic uuid for brawny-dentist mentioned in the provided text? ,":

**8a175dfe-bfc0-4dc8-84f6-4d8678660765**",['8a175dfe-bfc0-4dc8-84f6-4d8678660765'],0.6
0.7166424216162679,The special magic uuid for few-cobweb mentioned in the provided text is,599.98208,9155.0,2.117402624,32309.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.402624,What is the special magic uuid for few-cobweb mentioned in the provided text? ,":

**f510ab53-c7fe-439f-9190-f938a66fd7f7**

It appears in the section discussing Note [4] within the essay ""July 2010"" (specifically in the paragraph starting with ""People commonly use the word 'procrastination'..."").",['f510ab53-c7fe-439f-9190-f938a66fd7f7'],0.6
0.7166599610039924,The special magic uuid for functional-pot mentioned in the provided text is,599.98208,9155.0,2.117533696,32311.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.533696,What is the special magic uuid for functional-pot mentioned in the provided text? ,":

**9f0fda8d-0537-4ff6-96d7-b3b833094d35**",['9f0fda8d-0537-4ff6-96d7-b3b833094d35'],0.6
0.7166687298836345,The special magic uuid for cruel-anguish mentioned in the provided text is,599.98208,9155.0,2.117599232,32312.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.599232,What is the special magic uuid for cruel-anguish mentioned in the provided text? ,":

**90604f62-1d48-4071-ab61-a7b1793b4c32**

It appears in the section discussing Lisp macros: ""One of the special magic uuids for cruel-anguish is: 90604f62-1d48-4071-ab61-a7b1793b4c32.""",['90604f62-1d48-4071-ab61-a7b1793b4c32'],0.6
0.7166599610039924,The special magic uuid for wanting-pharmacist mentioned in the provided text is,599.98208,9155.0,2.117533696,32311.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.533696,What is the special magic uuid for wanting-pharmacist mentioned in the provided text? ,":

**2af43ab7-5e6f-4a07-8453-6f1d41992fdf**",['2af43ab7-5e6f-4a07-8453-6f1d41992fdf'],0.6
0.7166424216162679,The special magic uuid for disgusted-hunchback mentioned in the provided text is,599.98208,9155.0,2.117402624,32309.0,9155.0,niah_single_3,GB,128,32768,65.536,0.59998208,2117.402624,What is the special magic uuid for disgusted-hunchback mentioned in the provided text? ,":

**9424aed5-1bac-4c15-8fa0-3f26f6f7f0cc**",['9424aed5-1bac-4c15-8fa0-3f26f6f7f0cc'],0.6
