retained_kv_memory_gb,retained_context_tokens,memory_budget,predicted_answer,memory_budget_unit,uncompressed_kv_memory_gb,kv_memory_per_token_kb,compression_ratio,context_tokens,answer,context_length,context_id,answer_prefix,uncompressed_kv_memory_mb,max_new_tokens,retained_kv_memory_mb,token_budget,task,question
3.999891456,27126.0,4.0, V_64E1ABAE4F43,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_3FE989463E85'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_EB39BACFB3D0
Return only its VALUE."
3.999891456,27126.0,4.0, V_961B8D5288F1,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_961B8D5288F1'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_285860E7A113
Return only its VALUE."
3.999891456,27126.0,4.0, V_627393CD59BF,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_627393CD59BF'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_B928DC98D2C1
Return only its VALUE."
3.999891456,27126.0,4.0, V_C29F19DB3AD0,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_C29F19DB3AD0'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_239CB45ED1F0
Return only its VALUE."
3.999891456,27126.0,4.0, V_53475D65A441,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_53475D65A441'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_E82547294739
Return only its VALUE."
3.999891456,27126.0,4.0, V_248EA5E5A5AB,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_248EA5E5A5AB'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_B5E65EC42E08
Return only its VALUE."
3.999891456,27126.0,4.0, V_ECAD29D4BEEF,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_ECAD29D4BEEF'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_7D57BAA80DD4
Return only its VALUE."
3.999891456,27126.0,4.0, V_70718E944239,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_70718E944239'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_8A366123FDF7
Return only its VALUE."
3.999891456,27126.0,4.0, V_1CA3C6A7EE39,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_1CA3C6A7EE39'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_A608AF42E12F
Return only its VALUE."
3.999891456,27126.0,4.0, V_21E3448AAA9E,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_21E3448AAA9E'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_CD6550C187FC
Return only its VALUE."
3.999891456,27126.0,4.0, V_FF9BA7CAD415,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_FF9BA7CAD415'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_6CDD508EBAD7
Return only its VALUE."
3.999891456,27126.0,4.0, V_477D43CF2FDE,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_477D43CF2FDE'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_4926757750A9
Return only its VALUE."
3.999891456,27126.0,4.0, V_1CA3C6A7EE39,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_B957663F1C97'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_DB5B95A76D79
Return only its VALUE."
3.999891456,27126.0,4.0, V_FCAE827050A8,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_FCAE827050A8'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_46D3FF5E9FF0
Return only its VALUE."
3.999891456,27126.0,4.0, V_51E9A0A04DC4,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_51E9A0A04DC4'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_4E411C11F735
Return only its VALUE."
3.999891456,27126.0,4.0, V_EFA4FF01CF99,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_EFA4FF01CF99'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_C50010435A10
Return only its VALUE."
3.999891456,27126.0,4.0,3AA6B88139B9,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_3AA6B88139B9'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_80B9877409A9
Return only its VALUE."
3.999891456,27126.0,4.0, V_96451C8EAEE9,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_96451C8EAEE9'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_AE2BA4161293
Return only its VALUE."
3.999891456,27126.0,4.0, V_01A974273CA3,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_01A974273CA3'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_50FA6F4CC69A
Return only its VALUE."
3.999891456,27126.0,4.0, V_65D79BE578C7,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_65D79BE578C7'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_367BE9A1FA6F
Return only its VALUE."
3.999891456,27126.0,4.0, V_91E95E9953D2,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_52B6C333E861'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_BF712720797D
Return only its VALUE."
3.999891456,27126.0,4.0, V_F81D8573E793,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_394604FC6D82'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_FA2A52FBE43B
Return only its VALUE."
3.999891456,27126.0,4.0, V_7A994EB93EFF,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_7A994EB93EFF'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_B9D8EDD96831
Return only its VALUE."
3.999891456,27126.0,4.0, V_2852F26B4776,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_2852F26B4776'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_7B530ED42F1A
Return only its VALUE."
3.999891456,27126.0,4.0,548B8CBFEDB0,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_548B8CBFEDB0'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_4063C40DB9B4
Return only its VALUE."
3.999891456,27126.0,4.0, V_BF30A65E688E,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_BF30A65E688E'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_CC484FCCA39A
Return only its VALUE."
3.999891456,27126.0,4.0, V_7EED1EFA2197,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_7EED1EFA2197'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_E729847FD9B4
Return only its VALUE."
3.999891456,27126.0,4.0,0AC5568CC69B,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_0AC5568CC69B'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_20C83985C3CF
Return only its VALUE."
3.999891456,27126.0,4.0,1E24A18FF6B6,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_1E24A18FF6B6'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_03AE38602AB6
Return only its VALUE."
3.999891456,27126.0,4.0, V_12728BABCE3B,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_1015E7C99B26'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_22823A9BEDD4
Return only its VALUE."
3.999891456,27126.0,4.0, V_8E943CEDDF2D,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_8E943CEDDF2D'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_A92DDC1110C1
Return only its VALUE."
3.999891456,27126.0,4.0, V_7C6A7900F7F9,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_7C6A7900F7F9'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_F888AB4220A7
Return only its VALUE."
3.999891456,27126.0,4.0, V_9B95001A9A8B,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_D06ACEB81F9D'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_F229C8DCD19F
Return only its VALUE."
3.999891456,27126.0,4.0, V_B5666E595ED3,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_B5666E595ED3'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_304B30BEB45F
Return only its VALUE."
3.999891456,27126.0,4.0, V_1BBCBAA4B71A,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_1BBCBAA4B71A'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_D27B6C6FA611
Return only its VALUE."
3.999891456,27126.0,4.0, V_37F2DC96925E,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_37F2DC96925E'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_1F081931E9EE
Return only its VALUE."
3.999891456,27126.0,4.0,47C572D8567D,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_47C572D8567D'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_62183FA7F104
Return only its VALUE."
3.999891456,27126.0,4.0, V_ECDD474EBC19,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_ECDD474EBC19'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_5DF26C006F61
Return only its VALUE."
3.999891456,27126.0,4.0, V_32218CE21EA3,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_32218CE21EA3'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_2698EC5B227C
Return only its VALUE."
3.999891456,27126.0,4.0, V_2FC0F8102383,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_2FC0F8102383'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_078ED605E770
Return only its VALUE."
3.999891456,27126.0,4.0, V_D0152A935D62,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_D0152A935D62'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_7906D9441FA5
Return only its VALUE."
3.999891456,27126.0,4.0,544B0F02BAD0,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_544B0F02BAD0'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_F6747C52FA17
Return only its VALUE."
3.999891456,27126.0,4.0, V_C7E5FC3D3348,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_C7E5FC3D3348'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_011A610461E3
Return only its VALUE."
3.999891456,27126.0,4.0, V_F92CB7E99ACA,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_F92CB7E99ACA'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_920C747B6DBA
Return only its VALUE."
3.999891456,27126.0,4.0, V_6F764BF50B52,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_6F764BF50B52'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_613A27A0C3D7
Return only its VALUE."
3.999891456,27126.0,4.0, V_1F358ACD4E10,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_1F358ACD4E10'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_1DF1F7FD5646
Return only its VALUE."
3.999891456,27126.0,4.0, V_19AC0EA2622B,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_19AC0EA2622B'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_A090BF7B539B
Return only its VALUE."
3.999891456,27126.0,4.0, V_1D1F284D82E5,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_1D1F284D82E5'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_F41D958CA9BA
Return only its VALUE."
3.999891456,27126.0,4.0, V_22CB98543881,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_22CB98543881'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_23152F923996
Return only its VALUE."
3.999891456,27126.0,4.0, V_145998326856,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_145998326856'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_CEBB3C365296
Return only its VALUE."
3.999891456,27126.0,4.0, V_A1FB85D51695,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_A1FB85D51695'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_29F99E8FC965
Return only its VALUE."
3.999891456,27126.0,4.0, V_A0DCB758588D,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_A0DCB758588D'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_8583EF48E8D5
Return only its VALUE."
3.999891456,27126.0,4.0,4302655238A6,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_4302655238A6'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_87FE3D1A85DD
Return only its VALUE."
3.999891456,27126.0,4.0, V_9B9505E97977,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_04C412922F83'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_EA194CCC9BC2
Return only its VALUE."
3.999891456,27126.0,4.0,43D143E42CAF,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_43D143E42CAF'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_3330FF002D4D
Return only its VALUE."
3.999891456,27126.0,4.0, V_9AC22DEFE193,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_2338E1805081'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_B2B1EEEA163E
Return only its VALUE."
3.999891456,27126.0,4.0, V_91E95E9953D2,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_91E95E9953D2'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_7D12E117DAC3
Return only its VALUE."
3.999891456,27126.0,4.0, V_9AE3B41B3143,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_9AE3B41B3143'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_E059286218B8
Return only its VALUE."
3.999891456,27126.0,4.0, V_87682260E70F,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_87682260E70F'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_3509A9D3D7C7
Return only its VALUE."
3.999891456,27126.0,4.0, V_904245B89CD9,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_904245B89CD9'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_4F968DA01097
Return only its VALUE."
3.999891456,27126.0,4.0, V_AF8EB7B56EA7,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_AF8EB7B56EA7'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_6BD79AD620AB
Return only its VALUE."
3.999891456,27126.0,4.0,1A02D89A40C0,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_1A02D89A40C0'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_80927D106C60
Return only its VALUE."
3.999891456,27126.0,4.0, V_AAC700E85ECE,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_AAC700E85ECE'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_169246D483F3
Return only its VALUE."
3.999891456,27126.0,4.0,52BA430F801D,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_52BA430F801D'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_42FAC56811CD
Return only its VALUE."
3.999891456,27126.0,4.0, V_85330CDF742B,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_39470279B6A6'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_E238BDC14F1F
Return only its VALUE."
3.999891456,27126.0,4.0,12728BABCE3B,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_12728BABCE3B'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_4C50E767DCEA
Return only its VALUE."
3.999891456,27126.0,4.0, V_DC0D25E97977,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_DC0D25E97977'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_BD09D5A804EB
Return only its VALUE."
3.999891456,27126.0,4.0, V_BAB34EEA04E7,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_BAB34EEA04E7'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_156A20A04502
Return only its VALUE."
3.999891456,27126.0,4.0, V_B732E61FECC0,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_B732E61FECC0'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_146DDC570131
Return only its VALUE."
3.999891456,27126.0,4.0, V_7935EE0CAEB5,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_7935EE0CAEB5'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_B5151A50AEC3
Return only its VALUE."
3.999891456,27126.0,4.0, V_5AA6CF8EBC5A,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_5AA6CF8EBC5A'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_5333DD56CC94
Return only its VALUE."
3.999891456,27126.0,4.0, V_5BD50658663A,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_5BD50658663A'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_D318E1A47E10
Return only its VALUE."
3.999891456,27126.0,4.0,7F0FCF8D446A,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_7F0FCF8D446A'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_D2CCEE49F329
Return only its VALUE."
3.999891456,27126.0,4.0, V_C3DC1BAC27A7,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_C3DC1BAC27A7'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_5182444D610B
Return only its VALUE."
3.999891456,27126.0,4.0, V_F0FEDBCCC477,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_F0FEDBCCC477'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_13D3DF465290
Return only its VALUE."
3.999891456,27126.0,4.0, V_B30675D66ED4,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_B30675D66ED4'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_662E38F16A81
Return only its VALUE."
3.999891456,27126.0,4.0, V_CC033170F437,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_CC033170F437'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_72233A43B2BA
Return only its VALUE."
3.999891456,27126.0,4.0,238BDD463C09,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_238BDD463C09'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_8EA55408F9AC
Return only its VALUE."
3.999891456,27126.0,4.0, V_A98C89456F27,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_A98C89456F27'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_B3C94774BC58
Return only its VALUE."
3.999891456,27126.0,4.0,85BDF86C2CA2,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_85BDF86C2CA2'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_0E21F071D879
Return only its VALUE."
3.999891456,27126.0,4.0, V_B0FD6F3F920C,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_B0FD6F3F920C'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_139643F59A85
Return only its VALUE."
3.999891456,27126.0,4.0, V_16B941357E8C,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_3B3582EC9F2D'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_DF6F504D281F
Return only its VALUE."
3.999891456,27126.0,4.0, V_16B941357E8C,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_16B941357E8C'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_6152939B462D
Return only its VALUE."
3.999891456,27126.0,4.0, V_64E1ABAE4F43,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_64E1ABAE4F43'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_DF42B572F3D0
Return only its VALUE."
3.999891456,27126.0,4.0, V_3FCED9178793,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_3FCED9178793'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_DCD35D3D9E56
Return only its VALUE."
3.999891456,27126.0,4.0, V_62382095EEF6,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_62382095EEF6'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_A701688C7015
Return only its VALUE."
3.999891456,27126.0,4.0, V_591AE71E43A6,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_591AE71E43A6'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_C21FF0BBAC67
Return only its VALUE."
3.999891456,27126.0,4.0, V_9B95001A9A8B,GB,4.71416832,147.456,0.15151704723177983,31970.0,['V_9B95001A9A8B'],31967,context_0000,Answer: ,4714.16832,32,3999.891456,27126.0,synthetic_kv_32k,"Query KEY: K_CFE94D0B0D1A
Return only its VALUE."
