kv_memory_per_token_kb,memory_budget,uncompressed_kv_memory_mb,answers,compression_ratio,retained_kv_memory_gb,retained_kv_memory_mb,token_budget,memory_budget_unit,context_tokens,task,max_new_tokens,predicted_answer,split,question,answer_prefix,retained_context_tokens,uncompressed_kv_memory_gb
147.456,2.0,7073.316864,['1952'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, ['1952'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the Governorship end of the city where the author of Paenitentiam Agere died?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['Rialto Bridge'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, ['Rialto Bridge'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the famous bridge in the birth city of the composer of Scanderbeg?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['1941'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256,1941,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What year did the country where Ercole Manfredi was born form an alliance with Japan?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['1941'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256,1941,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What year did the country that includes the birth city of Bodindecha form an alliance with Japan?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['five'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256,1981,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was Nintendo's limit on games per developer per year for the platform with an abbreviated name that had the game Sunman?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['the country of India'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, ['Hindu'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In the Arabic dictionary, what's the meaning of the word for the majority religion in the area of British India that became India when Dourkhan's country was created?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['1905'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256,118,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the wettest year in the city that shares the same county as the ghost town Allen?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['five'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256," ['Nintendo maintained exclusive control over titles released for the system—the company had to approve every game, each third-party developer could only release up to five games per year']",test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was Nintendo's limit on games per developer per year on the platform with a three letter abbreviation, that had the game Pinball Quest?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['Oriole Records.'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, ['EMI'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What UK label was bought by the company which, along with ABC and the network which broadcasted Here and Now, is the other major broadcaster based in NY?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['Casa Loma'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, ['Casa Loma'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the castle in the city where the headquarters of the production company of Care Bear: Journey to Joke-a-lot is located?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['the country of India'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, ['Hindu'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In the Arabic dictionary, what's the meaning of the word for the majority religion in the area of British India that became India when Achh's country was created?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['Sales began worldwide in April 2012'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, ['2012'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the RX 350 from the Scion xB manufacturer's luxury division change body style?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['Pete Rose'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, ['Pete Rose'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who has the most hits in the history of the organization that includes the team Jim Wilson was released by?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['Warner Music Group'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, ['Universal Music Group'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is the owner of the record label that singer of the theme song from the movie Arthur belongs to?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['the Mississippi River Delta'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, ['the Mississippi River Delta'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Where does the body of water by the city where Write This Down was formed empty into the Gulf of Mexico?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['Abu Musa Ashaari'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, [],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was appointed arbitrator by the first convert to the faith that is the most common religion in Southeast Asia?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['Chris Harrison'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, ['Meredith Vieira'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is the host of Who Wants to be a Millionaire in the country that MacGruder and Loud's creator is from?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['Min Zhou'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, ['Min Zhou'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is the author of Growing Up this nationality of the creator MacGruder and Loud?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,"['Sea, Air, and Land']",0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, ['United States Navy'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What does seal stand for in the U.S. military branch that operates a list of destroyer classes, as well as the USS Sable?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['Toronto Coach Terminal'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, ['Toronto'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Where do greyhound buses leave from in the city the performer of Born a Lion formed in?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,"['Sea, Air, and Land']",0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, ['United States Navy'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What does seal stand for in the U.S. military branch that operates a list of destroyer classes as well as the USS Jason?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['1905'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256,1905,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the wettest year of the administrative territorial entity that contains the administrative territorial entity where Drexel Heights is located?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['for the conclave in Rome'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, [],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Why did Roncalli leave the place where Crucifixion's creator died?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['22'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256,0,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many times did the plague occur where the creator of The Entombment died?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['1984'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, [],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the state, that contains the county where Elmo is found, reinstate the death penalty?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,"['2,548 sq mi']",0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256,1300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many square miles is the city where the Yongle emperor greeted the person to whom the edict was addressed?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['Jiangsu Nangang Basketball Club'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, ['None'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the major basketball team from the city where the Yongle emperor greeted the person to whom the edict was addressed?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['Jessie Woodrow Wilson'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, ['Jessie Woodrow Wilson Sayre'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is the child of the president who suffered a major defeat when the body which approves members of the American cabinet refused to ratify the Versailles treaty?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['The dynasty regrouped and defeated the Portuguese'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, [],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How were the people that the Ajuran Empire declared independence from by minting coins expelled from David Htan's country?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['Medieval Latin'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, ['Latin'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the language Auctor comes from during the era of Rotrude's father later known as?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['Medieval Latin'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, ['Latin'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the language Auctor comes from during the era of the king who was crowned emperor of the west in 800 CE?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['Medieval Latin'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, ['Latin'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the language Auctor comes from during the era of the man crowned first Holy Roman Emperor later known as?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['1981'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256,1981,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the maker of the Acura Legend, the manufacturer of Toyopet Master, and Nissan open US assembly plants?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['1981'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256,1981,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the maker of the Acura Legend, the employer of Katsuaki Watanabe, and Nissan open US assembly plants?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['Medieval Latin'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, ['Latin'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the version of the language where the last name Sylvester originates, used in the era of Fastrada's spouse, later known as?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['Medieval Latin'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, ['Latin'],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the version of the language where the last name Sylvester originates, used in the era of the king that united the tribes in the 9th century, later called?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['1981'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256,1981,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the maker of the Acura RLX, the owner of Scion, and Nissan open US assembly plants?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['The dynasty regrouped and defeated the Portuguese'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, [],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How were the people that the Somali Muslim Ajuran Empire made coins to proclaim independence from, expelled from the country that Minyekyawdin lived in?
",Final Answer: ,13563.0,7.073316864
147.456,2.0,7073.316864,['1 December 2010'],0.7172548937855698,1.999945728,1999.945728,13563.0,GB,47969.0,musique_32k,256, [],test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When was the last time Cian Hughton's team beat the 1894–95 FA Cup winner?
",Final Answer: ,13563.0,7.073316864
