context_length,uncompressed_kv_memory_mb,compression_ratio,answer,retained_context_tokens,predicted_answer,kv_memory_per_token_kb,context_tokens,memory_budget,memory_budget_unit,retained_kv_memory_mb,token_budget,max_new_tokens,answer_prefix,retained_kv_memory_gb,uncompressed_kv_memory_gb,question,task
32768,2119.892992,0.9056790428787832,['8713146' '3566765' '8306261' '3955087'],3051.0,":

1.  **8** (from ""8 or 9 months"")
2.  **9** (from ""8 or 9 months"")
3.  **1** (from ""a year's salary"")
4.  **2** (from ""two types of people"" or ""two reasons"")
5.  **3** (from ""three reasons"")
6.  **4** (from ""fourth reason"" or ""fourth reason"")
7.  **5** (from ""fifth reason"")
8.  **6** (from ""sixth reason",65.536,32347.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for late-rayon mentioned in the provided text are,0.199950336,2.119892992,What are all the special magic numbers for late-rayon mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.9056907050786683,['8307727' '5502929' '6407373' '5118725'],3051.0,":

1.  **6407373**
2.  **5118725**

These numbers appear in the text as part of the phrase ""one of the special magic numbers for overrated-pile is [number].""",65.536,32351.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for overrated-pile mentioned in the provided text are,0.199950336,2.120155136,What are all the special magic numbers for overrated-pile mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.9056907050786683,['7358385' '6643798' '1481506' '9293086'],3051.0,":

1.  **148**
2.  **10**
3.  **20**
4.  **160**
5.  **100**
6.  **200**
7.  **1000**
8.  **10000**
9.  **100000**
10. **1000000**

These numbers are listed in the text as ""special magic numbers for skillful-high-rise.""",65.536,32351.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for skillful-high-rise mentioned in the provided text are,0.199950336,2.120155136,What are all the special magic numbers for skillful-high-rise mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.9056907050786683,['6709938' '5691890' '5635017' '1170307'],3051.0,":

1.  **1**
2.  **2**
3.  **3**
4.  **4**
5.  **5**
6.  **6**
7.  **7**
8.  **8**
9.  **9**
10. **10**

These numbers are listed in the text as part of a sequence of ""special magic numbers"" associated with the concept of ""gifted-fratricide.""",65.536,32351.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for gifted-fratricide mentioned in the provided text are,0.199950336,2.120155136,What are all the special magic numbers for gifted-fratricide mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.9056790428787832,['5031966' '8987516' '9234615' '8519121'],3051.0,":

1. 9
2. 16
3. 25
4. 36
5. 49
6. 64
7. 81
8. 100
9. 121
10. 144
11. 169
12. 196
13. 225
14. 256
15. 289
16. 324
17. 361
18. 400",65.536,32347.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for political-vol mentioned in the provided text are,0.199950336,2.119892992,What are all the special magic numbers for political-vol mentioned in the provided text? ,niah_multivalue
32768,2120.41728,0.9057023643949931,['5081983' '6137284' '7191135' '8939993'],3051.0,":

1.  **1**
2.  **2**
3.  **3**
4.  **4**
5.  **5**
6.  **6**

These numbers are listed in the ""Notes"" section at the end of the text, specifically in the paragraph discussing the ""vivacious-circadian"" concept. The text states: ""The special magic numbers for vivacious-circadian are 1, 2, 3, 4, 5, and 6.""",65.536,32355.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for vivacious-circadian mentioned in the provided text are,0.199950336,2.12041728,What are all the special magic numbers for vivacious-circadian mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.9056907050786683,['8612582' '5545223' '6144280' '5217853'],3051.0,":

1.  **6**
2.  **5**
3.  **5**
4.  **4**
5.  **5**
6.  **2**
7.  **2**
8.  **5**
9.  **3**

These numbers are found in the sentence: ""One of the special magic numbers for kaput-tension is: 6144280."" and the subsequent sentence: ""One of the special magic numbers for kaput-tension is: 5545223.""

Wait, I",65.536,32351.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for kaput-tension mentioned in the provided text are,0.199950336,2.120155136,What are all the special magic numbers for kaput-tension mentioned in the provided text? ,niah_multivalue
32768,2120.41728,0.9057023643949931,['4106298' '4213524' '4630331' '9123504'],3051.0,":

1.  **63** (from ""63% of the time"")
2.  **100** (from ""100% of the time"")
3.  **1000** (from ""1000% of the time"")
4.  **10000** (from ""10000% of the time"")
5.  **100000** (from ""100000% of the time"")
6.  **1000000** (from ""1",65.536,32355.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for romantic-harpooner mentioned in the provided text are,0.199950336,2.12041728,What are all the special magic numbers for romantic-harpooner mentioned in the provided text? ,niah_multivalue
32768,2120.41728,0.9057023643949931,['4256752' '5970190' '4816534' '7054579'],3051.0,":

1.  **1** (from ""A special magic number for chivalrous-disclosure is 1"")
2.  **2** (from ""A special magic number for chivalrous-disclosure is 2"")
3.  **3** (from ""A special magic number for chivalrous-disclosure is 3"")
4.  **4** (from ""A special magic number for chivalrous-disclosure is 4"")
5.  **5** (from ""A special magic number for chivalrous-disclosure is 5"")
6.  **6**",65.536,32355.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for chivalrous-disclosure mentioned in the provided text are,0.199950336,2.12041728,What are all the special magic numbers for chivalrous-disclosure mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.9056907050786683,['1763626' '1914794' '5901239' '3118618'],3051.0,":

*   **1**
*   **2**
*   **3**
*   **4**
*   **5**
*   **6**
*   **7**
*   **8**
*   **9**

These numbers appear in the text as part of the phrase ""one of the special magic numbers for grouchy-bongo is [number]"" within the context of the ""Aikido for Startups"" section and the subsequent numbered list of notes. Specifically, the text mentions:
- ""one of the special magic numbers for grouchy-bongo is 1",65.536,32351.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for grouchy-bongo mentioned in the provided text are,0.199950336,2.120155136,What are all the special magic numbers for grouchy-bongo mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.9056790428787832,['9031491' '8389840' '6716097' '4093109'],3051.0,":

1.  **1** (from ""1-5 are now widespread"")
2.  **5** (from ""1-5 are now widespread"")
3.  **10** (from ""10x the amount of money"")
4.  **100** (from ""100% of the time"")
5.  **1000** (from ""1000x the amount of money"")
6.  **10000** (from ""10000x the amount of money"")
7.  **1",65.536,32347.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for panoramic-deputy mentioned in the provided text are,0.199950336,2.119892992,What are all the special magic numbers for panoramic-deputy mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.9056790428787832,['9250138' '2242892' '1899411' '3545556'],3051.0,":

1.  **189**
2.  **411**

These numbers appear in the sentence: ""One of the special magic numbers for mature-fellow is 189411."" The text presents them as a single number (189411), but they are often interpreted as two separate numbers (189 and 411) in the context of the phrase ""special magic numbers"" (plural).",65.536,32347.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for mature-fellow mentioned in the provided text are,0.199950336,2.119892992,What are all the special magic numbers for mature-fellow mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.9056907050786683,['7982241' '4786401' '9767312' '7381684'],3051.0,":

1.  **1**
2.  **2**
3.  **3**
4.  **4**
5.  **5**
6.  **6**
7.  **7**
8.  **8**
9.  **9**
10. **10**

These numbers are listed in the text as part of a sequence of ""special magic numbers for cooperative-heritage.""",65.536,32351.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for cooperative-heritage mentioned in the provided text are,0.199950336,2.120155136,What are all the special magic numbers for cooperative-heritage mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.9056790428787832,['2010496' '2664863' '4486102' '4540415'],3051.0,":

1.  **4**
2.  **5**
3.  **6**
4.  **7**
5.  **8**
6.  **9**

These numbers are listed in the text as part of the ""special magic numbers for silly-trace"" sequence.",65.536,32347.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for silly-trace mentioned in the provided text are,0.199950336,2.119892992,What are all the special magic numbers for silly-trace mentioned in the provided text? ,niah_multivalue
32768,2120.679424,0.9057140208288266,['2259379' '3626181' '1044891' '7853787'],3051.0,":

1.  **1044891**
2.  **62** (from ""62% of the population"")
3.  **100** (from ""100% of the population"")
4.  **1000** (from ""1000 people"")
5.  **10000** (from ""10000 people"")
6.  **100000** (from ""100000 people"")
7.  **1000000**",65.536,32359.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for scintillating-flick mentioned in the provided text are,0.199950336,2.120679424,What are all the special magic numbers for scintillating-flick mentioned in the provided text? ,niah_multivalue
32768,2119.630848,0.9056673777942676,['5833597' '5743227' '8617381' '2194198'],3051.0,":

1.  **8**
2.  **6**
3.  **1**
4.  **7**
5.  **3**
6.  **2**
7.  **2**
8.  **7**

These numbers are derived from the sentence: ""One of the special magic numbers for flawless-cent is 8617381."" The text also mentions ""5743227"" as another special magic number for flawless-cent.

So, the complete list of special magic numbers for flawless-cent mentioned in the text is:
",65.536,32343.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for flawless-cent mentioned in the provided text are,0.199950336,2.119630848,What are all the special magic numbers for flawless-cent mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.9056907050786683,['4771676' '3499627' '5456573' '3386328'],3051.0,":

1.  **63** (from the sentence: ""Startup investors have extraordinary incentives for achieving this. But the incentives are not just financial. They're also social. The social incentives are even stronger. The social incentives are so strong that they can sometimes override the financial incentives. For example, a startup might choose to raise money from an investor who offers a lower valuation but has a better network. Or a startup might choose to raise money from an investor who offers a higher valuation but has a worse network. The social incentives are so strong that they can sometimes override the financial incentives. For example, a startup might choose to",65.536,32351.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for concerned-tabernacle mentioned in the provided text are,0.199950336,2.120155136,What are all the special magic numbers for concerned-tabernacle mentioned in the provided text? ,niah_multivalue
32768,2120.41728,0.9057023643949931,['3086308' '8863447' '6101803' '7752972'],3051.0,":

1.  **6** (from ""6101803"" in the context of ""6101803"" being a number, though the text says ""6101803"" as a single number, let's re-read carefully)
    *   Correction: The text says ""6101803"" as a single number in the sentence: ""One of the special magic numbers for null-subsidiary is 6101803.""
    *   Wait, let me re-read the specific sentence in the text provided.
",65.536,32355.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for null-subsidiary mentioned in the provided text are,0.199950336,2.12041728,What are all the special magic numbers for null-subsidiary mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.9056907050786683,['1668752' '8248238' '6407658' '5200476'],3051.0,":

1.  **6**
2.  **4**
3.  **2**
4.  **0**
5.  **3**
6.  **8**
7.  **1**
8.  **9**
9.  **5**
10. **7**

These numbers are derived from the phrase ""6420381957"" which appears in the text as ""6420381957"" (though the text actually says ""6420381957"" is",65.536,32351.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for brash-howard mentioned in the provided text are,0.199950336,2.120155136,What are all the special magic numbers for brash-howard mentioned in the provided text? ,niah_multivalue
32768,2120.679424,0.9057140208288266,['5521644' '1674975' '3939212' '8893693'],3051.0,":

1.  **1674975**
2.  **100** (implied by ""on the order of 100"" in the context of ""100 years"" or similar, but the text specifically says ""on the order of 100 years"" which is not a magic number for unequaled-atmosphere. Let's re-read carefully.)

Actually, looking at the text again:
""on the order of 100 years"" is not a magic number for unequaled-atmosphere.
The text says: ""on the",65.536,32359.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for unequaled-atmosphere mentioned in the provided text are,0.199950336,2.120679424,What are all the special magic numbers for unequaled-atmosphere mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.9056907050786683,['9249789' '2530793' '8885465' '6837817'],3051.0,":

1.  **1** (from ""One of the special magic numbers for teeny-prohibition is 1"")
2.  **2** (from ""One of the special magic numbers for teeny-prohibition is 2"")
3.  **3** (from ""One of the special magic numbers for teeny-prohibition is 3"")
4.  **4** (from ""One of the special magic numbers for teeny-prohibition is 4"")
5.  **5** (from ""One of the special magic numbers for teeny-prohibition is 5"")
6",65.536,32351.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for teeny-prohibition mentioned in the provided text are,0.199950336,2.120155136,What are all the special magic numbers for teeny-prohibition mentioned in the provided text? ,niah_multivalue
32768,2119.630848,0.9056673777942676,['7906258' '9312590' '5835492' '7718473'],3051.0,":

1.  **9312590**
2.  **5835490** (Note: The text actually says ""5835490"" is not mentioned, but rather ""5835490"" is a typo in my initial thought. Let me re-read carefully.)

Re-reading the text:
""9312590"" is mentioned.
""5835490"" is NOT mentioned. The text says ""5835490"" is a typo in my thought process. Let me",65.536,32343.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for impossible-primary mentioned in the provided text are,0.199950336,2.119630848,What are all the special magic numbers for impossible-primary mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.9056907050786683,['6423634' '2944841' '7780932' '9633492'],3051.0,":

1.  **1** (from ""1-5 are now widespread"")
2.  **5** (from ""1-5 are now widespread"")
3.  **6** (from ""1-6 are now widespread"" - though the text says ""1-5"", the pattern implies 6 is the next in sequence, but strictly speaking, only 1 and 5 are explicitly mentioned in the context of ""1-5"")
4.  **10** (from ""1-10 are now widespread"" - again, the text says ""1-5"", so 1",65.536,32351.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for gamy-acorn mentioned in the provided text are,0.199950336,2.120155136,What are all the special magic numbers for gamy-acorn mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.9056790428787832,['9697969' '7069650' '9363326' '8416216'],3051.0,":

1.  **1** (from ""A special magic number for elderly-tablet is 1"")
2.  **2** (from ""A special magic number for elderly-tablet is 2"")
3.  **3** (from ""A special magic number for elderly-tablet is 3"")
4.  **4** (from ""A special magic number for elderly-tablet is 4"")
5.  **5** (from ""A special magic number for elderly-tablet is 5"")
6.  **6** (from ""A special magic number for elderly-table",65.536,32347.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for elderly-tablet mentioned in the provided text are,0.199950336,2.119892992,What are all the special magic numbers for elderly-tablet mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.9056790428787832,['8350368' '9132114' '3037191' '1484348'],3051.0,":

1.  **1484348** (Found in the sentence: ""What's so hard to grasp is that the kind of work that's hard to do is the kind of work that's hard to do. The kind of work that's hard to do is the kind of work that's hard to do. The kind of work that's hard to do is the kind of work that's hard to do. The kind of work that's hard to do is the kind of work that's hard to do. The kind of work that's hard to do is the kind of work that's hard to do",65.536,32347.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for hard-attempt mentioned in the provided text are,0.199950336,2.119892992,What are all the special magic numbers for hard-attempt mentioned in the provided text? ,niah_multivalue
32768,2120.679424,0.9057140208288266,['7844947' '2563790' '4769851' '2903561'],3051.0,":

1.  **4** (from ""a factor of 4 or so"")
2.  **160** (from ""until the 160s"")
3.  **1980** (from ""the 1980s"")
4.  **200** (from ""200 of them"")
5.  **100** (from ""100 times"")
6.  **10** (from ""ten times"")
7.  **1000** (from ""1000"")
",65.536,32359.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for scintillating-pocketbook mentioned in the provided text are,0.199950336,2.120679424,What are all the special magic numbers for scintillating-pocketbook mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.9056907050786683,['5587308' '7970771' '9094999' '8922533'],3051.0,":

1.  **1** (from ""1-5 are now widespread"")
2.  **5** (from ""1-5 are now widespread"")
3.  **10** (from ""1060s"" - though this is a year, it's the only other number in the context of the text that could be interpreted as a ""magic number"" in a loose sense, but strictly speaking, the text only explicitly mentions **1** and **5** in the context of ""quiet-astrology"" or similar concepts).

However, upon closer inspection of the text, the phrase",65.536,32351.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for quiet-astrology mentioned in the provided text are,0.199950336,2.120155136,What are all the special magic numbers for quiet-astrology mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.9056790428787832,['9526867' '3290229' '2171218' '5634662'],3051.0,":

1.  **1** (from ""1-5 are now widespread"")
2.  **5** (from ""1-5 are now widespread"")
3.  **10** (from ""10x"" in the context of ""10x the amount of money"" - though this is not explicitly stated as a magic number for embarrassed-paddle, it is a number mentioned in the text)
4.  **100** (from ""100% of the time"" - again, not explicitly stated as a magic number for embarrassed-paddle, but a number mentioned in",65.536,32347.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for embarrassed-paddle mentioned in the provided text are,0.199950336,2.119892992,What are all the special magic numbers for embarrassed-paddle mentioned in the provided text? ,niah_multivalue
32768,2119.630848,0.9056673777942676,['6008935' '9214801' '3493017' '8491822'],3051.0,":

1.  **1** (from the phrase ""half a year"" or ""half a decade"" - though not explicitly stated as a number, it's implied in the context of time periods)
2.  **2** (from the phrase ""half"" which is 1/2)
3.  **50** (from the phrase ""half"" which is 50%)
4.  **100** (from the phrase ""half"" which is 100/2)

However, the text does not explicitly mention any ""special magic numbers"" for ""half-part",65.536,32343.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for half-part mentioned in the provided text are,0.199950336,2.119630848,What are all the special magic numbers for half-part mentioned in the provided text? ,niah_multivalue
32768,2120.679424,0.9057140208288266,['6398528' '4165061' '5006492' '7425184'],3051.0,":

1.  **1**
2.  **2**
3.  **3**
4.  **4**
5.  **5**
6.  **6**
7.  **7**
8.  **8**
9.  **9**
10. **10**

These numbers are listed in the text as part of a sequence of ""special magic numbers"" associated with the term ""onerous-symptom.""",65.536,32359.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for onerous-symptom mentioned in the provided text are,0.199950336,2.120679424,What are all the special magic numbers for onerous-symptom mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.9056790428787832,['7395997' '7477326' '3551903' '9310235'],3051.0,":

1.  **1**
2.  **2**
3.  **3**
4.  **4**
5.  **5**
6.  **6**
7.  **7**
8.  **8**
9.  **9**
10. **10**

These numbers are listed in the text as ""the special magic numbers for weak-scotch.""",65.536,32347.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for weak-scotch mentioned in the provided text are,0.199950336,2.119892992,What are all the special magic numbers for weak-scotch mentioned in the provided text? ,niah_multivalue
32768,2120.41728,0.9057023643949931,['8387112' '2672884' '9823994' '8665981'],3051.0,":

1.  **1** (from ""A special magic number for chivalrous-barometer is 1"")
2.  **2** (from ""A special magic number for chivalrous-barometer is 2"")
3.  **3** (from ""A special magic number for chivalrous-barometer is 3"")
4.  **4** (from ""A special magic number for chivalrous-barometer is 4"")
5.  **5** (from ""A special magic number for chivalrous-barometer is 5"")
6.  **6**",65.536,32355.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for chivalrous-barometer mentioned in the provided text are,0.199950336,2.12041728,What are all the special magic numbers for chivalrous-barometer mentioned in the provided text? ,niah_multivalue
32768,2119.630848,0.9056673777942676,['6680114' '7668663' '2347467' '6512415'],3051.0,":

1.  **1** (from ""1-5 are now widespread"")
2.  **5** (from ""1-5 are now widespread"")
3.  **6** (from ""1-6 are now widespread"")
4.  **7** (from ""1-7 are now widespread"")
5.  **8** (from ""1-8 are now widespread"")
6.  **9** (from ""1-9 are now widespread"")
7.  **10** (from ""1-10 are now widespread"")
8.  **1",65.536,32343.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for good-opening mentioned in the provided text are,0.199950336,2.119630848,What are all the special magic numbers for good-opening mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.9056907050786683,['2147909' '4938791' '5821419' '4816586'],3051.0,":

1.  **4** (from ""some kind of magic quality"" - though this is not explicitly a number for swanky-dozen, it's a number mentioned in the context of magic)
2.  **160** (from ""until the 160s"" - again, not explicitly for swanky-dozen, but a number in the text)
3.  **1980s** (from ""the 1980s"" - a decade, not a specific number for swanky-dozen)
4.  **1990s** (",65.536,32351.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for swanky-dozen mentioned in the provided text are,0.199950336,2.120155136,What are all the special magic numbers for swanky-dozen mentioned in the provided text? ,niah_multivalue
32768,2119.630848,0.9056673777942676,['6024207' '1485654' '1771600' '6442103'],3051.0,":

1.  **1771601** (from the sentence: ""What are all the special magic numbers for volatile-text mentioned in the provided text?"")
2.  **1485654** (from the sentence: ""What are all the special magic numbers for volatile-text mentioned in the provided text?"")
3.  **1771600** (from the sentence: ""What are all the special magic numbers for volatile-text mentioned in the provided text?"")

These numbers are explicitly stated in the text as examples of ""special magic numbers for volatile-text",65.536,32343.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for volatile-text mentioned in the provided text are,0.199950336,2.119630848,What are all the special magic numbers for volatile-text mentioned in the provided text? ,niah_multivalue
32768,2120.41728,0.9057023643949931,['5096953' '9911492' '7913081' '4020853'],3051.0,":

1.  **1**
2.  **2**
3.  **3**
4.  **4**
5.  **5**
6.  **6**
7.  **7**
8.  **8**
9.  **9**
10. **10**

These numbers appear in the text as part of the phrase ""the special magic numbers for decorous-vanilla"" and are listed sequentially from 1 to 10.",65.536,32355.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for decorous-vanilla mentioned in the provided text are,0.199950336,2.12041728,What are all the special magic numbers for decorous-vanilla mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.9056790428787832,['5040453' '9349470' '3401116' '4895475'],3051.0,":

*   **1**
*   **2**
*   **3**
*   **4**
*   **5**
*   **6**
*   **7**
*   **8**
*   **9**
*   **10**

These numbers are listed in the text as ""1. ... 2. ... 3. ... 4. ... 5. ... 6. ... 7. ... 8. ... 9. ... 10."" under the heading ""What are all the special magic numbers for swift-bandwidth mentioned in",65.536,32347.0,0.2,GB,199.950336,3051.0,128,The special magic numbers for swift-bandwidth mentioned in the provided text are,0.199950336,2.119892992,What are all the special magic numbers for swift-bandwidth mentioned in the provided text? ,niah_multivalue
