retained_kv_memory_gb,answers,retained_context_tokens,token_budget,compression_ratio,answer_prefix,task,uncompressed_kv_memory_gb,uncompressed_kv_memory_mb,predicted_answer,memory_budget,context_tokens,max_new_tokens,memory_budget_unit,kv_memory_per_token_kb,split,retained_kv_memory_mb,question
0.255983616,['Diplopedia' 'RationalWiki' 'Uncyclopedia' 'Veropedia' 'Wiktionary'],1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"1. **Title**: What are the existing wiki projects ?  
   **ID**: 1  
   **Answer**: The existing wiki projects include:  
   - Wikipedia (the main English-language general knowledge encyclopedia)  
   - Wiktionary (a multilingual, comprehensive dictionary)  
   - Wikisource (a free content repository of source texts)  
   - Wikispecies (a directory of animal, plant, and other life forms)  
   - Wikidata (a free knowledge",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What are the existing wiki projects ?
"
0.255983616,"['Chris McCormack' 'Chrissie Wellington' 'Helen Jenkins' 'Magali Messmer'
 'Pete Jacobs']",1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,1987 - 1991 - 1993 - 1995 - 1997 - 1999 - 2001 - 2003 - 2005 - 2007 - 2009 - 2011 - 2013 - 2015 - 2017 - 2019 - 2021,256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was a notable triathlete ?
"
0.255983616,['Ammonia' 'Collins reagent' 'Dimethylformamide' 'Ethanol' 'Sodium azide'],1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"1. **Title**: Reagent Compound List  
   **ID**: 1  
   - **Answer**: The existing reagent compounds include:  
     - Ethyl acetate  
     - Methanol  
     - Acetone  
     - Sodium hydroxide  
     - Hydrochloric acid  
     - Sodium chloride  
     - Distilled water  
     - Acetic acid  
     - Sodium bicarbonate  
     - Ethanol  

2. **Title**: Laboratory Reagent Inventory  
",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What are the existing reagent compounds ?
"
0.255983616,"['Byeongsan Seowon' 'Dosan Seowon' 'Oksan Seowon' 'Seoak Seowon'
 'Sosu Seowon']",1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"1. **Title:** Seowon (Confucian Academy)  
   **ID:** 1  
   - Seowon is a type of Confucian academy that emerged in the late Goryeo period and flourished during the Joseon dynasty. It was established to promote Confucian education and was often funded by local gentry or wealthy families. Notable examples include the Seowon of Kim, the Seowon of the Yangban, and the Seowon of",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What are some of the notable seowons ?
"
0.255983616,"[""2015 Wimbledon Championships – Boys' Singles""
 ""2016 Charlottesville Men's Pro Challenger – singles""
 '2018 BNP Paribas Primrose Bordeaux – singles'
 '2018 JSM Challenger of Champaign–Urbana – singles'
 '2018 Knoxville Challenger – singles']",1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"1997, Reilly Opelka emerged victorious in the sports competition of tennis. 

Document Used:
- TITLE: 1997, ID: 1997",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In which sports competition did Reilly Opelka emerge victorious?
"
0.255983616,"['Christian Peter' 'Howard Barbieri' 'Jeff Kunkel' 'Knowshon Moreno'
 'Melanie McGuire']",1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"1727

**Title:** Graduation Year of Middletown High School South  
**ID:** 1727",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who graduated from Middletown High School South?
"
0.255983616,"['2015 Città di Caltanissetta – singles'
 '2016 Open Città della Disfida – singles' '2016 Stockholm Open – doubles'
 '2017 Internationaux de Tennis de Vendée – singles'
 '2017 Internazionali di Tennis del Friuli Venezia Giulia – singles']",1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"1. **Title:** ""Elias Ymer""  
   **ID:** 1  
   **Answer:** Elias Ymer won the competition of being the ""Elder"" in the novel ""The Elder, the Merchant, and the Scholar"".  

2. **Title:** ""Elias Ymer""  
   **ID:** 2  
   **Answer:** Elias Ymer also won the competition of being the ""Elder"" in the story.",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What competition did Elias Ymer win?
"
0.255983616,"['Antonio London' 'Bryan Morris' 'Dewon Brazelton' 'Dustin Lynch'
 'Jordan Sheffield']",1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"1. **Title:** Tullahoma High School Alumni  
   **ID:** 1  
   - **Answer:** Tullahoma High School alumni include notable figures such as General William ""Bull"" McCoy, who was a Confederate general during the American Civil War. Other alumni may include individuals who have graduated from the school and gone on to achieve success in various fields, though specific names are not provided in the given documents.",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who are Tullahoma High School alumni?
"
0.255983616,"['Conditional release' 'Ghost' 'The Bright Day' 'The Sale'
 'The Traces of Light']",1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"1979

**Title:** 1979  
**ID:** 1979  
**Answer:** Hossein Shahabi was responsible for the production of the motion picture ""1979"".",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: For which motion picture was Hossein Shahabi responsible for production?
"
0.255983616,['Ego Ferguson' 'Jerry Janes' 'Ron Rivera' 'Roquan Smith' 'Will Sutton'],1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"1977 Chicago Bears draft

**Title:** 1977 Chicago Bears draft  
**ID:** 1977 Chicago Bears draft  

**Answer:**
- The linebacker drafted by the Chicago Bears was likely a player from the 1977 draft.  
- Specific player names would require more detailed information from the document.",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What lineback was drafted by the Chicago Bears?
"
0.255983616,"['Chamarajendra Wadiyar X' 'Kanthirava Narasaraja I'
 'Kanthirava Narasaraja II' 'Krishnaraja Wadiyar II'
 'Krishnaraja Wadiyar III' 'Mir Ghulam Ali']",1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"1. **Title:** Who habitated the Kingdom of Mysore?  
   **ID:** 1  
   **Answer:** The Kingdom of Mysore was habitated by the people of the Mysore region, primarily the Kannada-speaking population. The region was historically ruled by the Wodeyar dynasty, which was of Kannada origin. The people who lived in the kingdom were known as Mysoreans, and they were part of the broader Kannada-speaking community in the",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who habitated the Kingdom of Mysore?
"
0.255983616,"['Gourdou-Leseurre GL-812 HY' 'Gourdou-Leseurre GL-832 HY'
 'Gourdou-Leseurre GL.2' 'Gourdou-Leseurre GL.30' 'Gourdou-Leseurre GL.50']",1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"1. Title: ""Gourdou-Leseurre"" - ID: 1  
2. Title: ""Gourdou-Leseurre"" - ID: 2  

- A **guitar**  
- A **composition**",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is something that Gourdou-Leseurre produced?
"
0.255983616,['Charles Eastman' 'Little Crow' 'Sitting Bull' 'Spotted Elk' 'Zitkala-Sa'],1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"1947

**Title:** The 1947 Season  
**ID:** 2

**Answer:**
- The 1947 Season document mentions that ""the 1947 season"" is being discussed, but it does not directly answer the query about who spoke Sioux as their mother tongue. However, it is implied that the context of the query relates to this document.

**Answer List:**
- The 1947 Season document does not explicitly",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who spoke Sioux as their mother tongue?
"
0.255983616,['Amy Fote' 'Connor Walsh' 'Jun Shuang Huang' 'Simon Ball' 'Stanton Welch'],1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"1234567890  
**Title:** Who is employed by the Houston Ballet?  
**ID:** 1234567890  

**Answer List:**  
- The Houston Ballet employs individuals such as dancers, choreographers, and other staff members.  
- Specific names of employees are not provided in the given document.  
- The document indicates that the Houston Ballet has a team of professionals, including dancers and choreographers.",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is employed by the Houston Ballet?
"
0.255983616,"['Carlos García Cambón' 'Gustavo Alfaro' 'Jorge José Benítez'
 'Mario Fortunato' 'Miguel Ángel Russo']",1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"1986

**Title:** The 1986 World Cup: A Concise Yet Comprehensive Writting  
**ID:** 1986

- The 1986 World Cup was hosted by Argentina.
- The team that won the 1986 World Cup was Argentina.
- The coach of the 1986 World Cup-winning team was Mario Meaza.
- The 1986 World Cup is remembered for Argentina's dramatic victory",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who provided coaching for the Boca Juniors athletic team?
"
0.255983616,"['After the Rain' ""Alice's Adventures in Wonderland""
 'An American in Paris' 'Carousel' 'Liturgy']",1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"1. **Title:** ""The Nutcracker""  
   **ID:** 1  
   **Answer:** ""The Nutcracker"" features dances that were choreographed by Christopher Wheeldon.  

2. **Title:** ""Swan Lake""  
   **ID:** 2  
   **Answer:** ""Swan Lake"" features dances that were choreographed by Christopher Wheeldon.  

3. **Title:** ""Giselle""  
   **ID:** 3  
   **",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which ballet features dances were choreographed by Christopher Wheeldon?
"
0.255983616,"['Custodio Parcon' 'Domingo Deluana' 'Herminigildo Yurong'
 'Lolinato To-ong' 'Tomas Campo Jr.']",1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"

- **TITLE**: ""What famous person was remembered for serving in the Philippine Marine corps?""  
  **ID**: 1  

**Answer List**:  
- The famous person remembered for serving in the Philippine Marine Corps is **Clint Eastwood**.",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What famous person was remembered for serving in the Philippine Marine corps?
"
0.255983616,"['Asterix and Cleopatra' ""Asterix and the Chieftain's Shield""
 'Asterix and the Great Crossing' 'Asterix in Belgium' 'Obelix and Co.']",1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"1. **Title:** ""The Adventures of Tintin""  
   **ID:** 1  
   **Answer:** Albert Uderzo illustrated the comic ""The Adventures of Tintin.""",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Albert Uderzo illustrated what comic?
"
0.255983616,"['Battle Creek' 'Better Call Saul' 'Breaking Bad' 'The Lone Gunmen'
 'The X-Files']",1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"1234567890
TITLE: ""Breaking Bad"" - A Television Series
ID: 1234567890

Vince Gilligan was the executive producer of the television program ""Breaking Bad.""",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Vince Gilligan was the executive producer of what television program?
"
0.255983616,"['Ivo Babuška' 'Petr Vopěnka' 'Vlastimil Dlab' 'Věra Trnková'
 'Zdeněk Frolík']",1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"1937 - 1938 - ""Eduard Čech was the doctoral advisor to whom?"" - The answer is that Eduard Čech was the doctoral advisor to **Václav Šváber**.

- **TITLE**: 1937 - 1938
- **ID**: 1937-1938

**Answer List:**
- Eduard Čech was the doctoral advisor to V",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Eduard Čech was the doctoral advisor to whom?
"
0.255983616,"['MS European Seaway' 'MS Pride of Burgundy' 'MS Pride of Calais'
 'MS Pride of Dover' 'MS Spirit of France']",1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"1937-1947, Dover, England

**TITLE:** The Home Port of the Vessels  
**ID:** 1",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which vessels had a home port of Dover?
"
0.255983616,['argon' 'helium' 'krypton' 'neon' 'xenon'],1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"1. **Title:** The Discovery of Argon, 1894  
   **ID:** 1  
   **Answer:** William Ramsey discovered argon, a noble gas, which was the first noble gas to be identified. This discovery was made in 1894 while he was researching the composition of air.

2. **Title:** The Discovery of Argon, 1894  
   **ID:** 2  
   **Answer:** William Ramsey discovered argon",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What did WIlliam Ramsey discover?
"
0.255983616,"['Detention River Christian Community' 'Elmendorf Christian Community'
 'Milltown Hutterite Colony' 'Owa Hutterite Colony' 'Schmiedeleut']",1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"1. **Title:** Hutterite colonies, 1910-1940  
   **ID:** 1  
   **Answer:** The Hutterite colonies identify themselves as Hutterite. They are religious communities that follow the teachings of the Anabaptist movement and are known for their communal living and agricultural practices.

2. **Title:** Hutterite colonies, 1910-1940  
   **ID:** 1  
   **",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What group or person identifies itself as Hutterite?
"
0.255983616,['Alice Lon' 'Elena Jahn' 'Paul Klee' 'Perry DeAngelis' 'Will Sampson'],1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"1979-00113

**Answer:**
- The cause of death was scleroderma for the individual whose ID is 1979-00113.",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Whose cause of death was scleroderma?
"
0.255983616,"[""2008 Pilot Pen Tennis – Men's Singles"" '2009 Chennai Open – singles'
 '2010 Aircel Chennai Open – singles' '2010 PBZ Zagreb Indoors – singles'
 '2011 St. Petersburg Open – singles']",1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"2017 Australian Open

**Document Used:**
- TITLE: 2017 Australian Open
- ID: 2",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Marin Čilić was the victor of which competition?
"
0.255983616,"['Agys Ramsaran Verma' 'Lokendra Singh' 'Mithlesh Kumar'
 'Mukund Lal Agrawal' 'Virendra Singh']",1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"1. **Title:** ""Who is a former student from Bareilly College?""  
   **ID:** 1

- **Answer:** The document does not provide specific information about former students from Bareilly College.",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is a former student from Bareilly College?
"
0.255983616,['Breakfast' 'Rush TV' 'Us Girls' 'Wazzup Wazzup' 'Y Speak'],1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"1970s TV Show

TITLE: 1970s TV Show  
ID: 2",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What TV show originally was broadcast by Studio 23?
"
0.255983616,"['Edward Kennion' 'Eleanor Coade' 'Theodora Cowan' 'William Pether'
 'William Wynne Ryland']",1736.0,1736.0,0.9855564430244942,Final Answer: ,qampari_128k,17.723031552,17723.031552,"1897

**TITLE:** The Society of Artists has which person as a member?  
**ID:** 1897  

**Answer:**  
The Society of Artists has the person mentioned in the document with ID 1897 as a member.",256.0,120192.0,256,MB,147.456,test,255.983616,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: The Society of Artists has which person as a member?
"
