question,retained_kv_memory_mb,answer,kv_memory_per_token_kb,answer_prefix,compression_ratio,retained_kv_memory_gb,context_tokens,predicted_answer,memory_budget_unit,context_id,task,retained_context_tokens,context_length,uncompressed_kv_memory_gb,uncompressed_kv_memory_mb,memory_budget,max_new_tokens,token_budget
What is the value associated with key 28DFCE4A2BBD? Return only the value.,2047.868928,['6C30B2B9437A'],147.456,,0.7625049164628829,2.047868928,58477.0,CA875455544E,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 4722571AA876? Return only the value.,2047.868928,['371E27CD8130'],147.456,,0.7625049164628829,2.047868928,58477.0,18A41C4760A5,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key C374F50BEA63? Return only the value.,2047.868928,['1A2A562B0F79'],147.456,,0.7625049164628829,2.047868928,58477.0,574689645624,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 614217BE3111? Return only the value.,2047.868928,['5BE618C26797'],147.456,,0.7625049164628829,2.047868928,58477.0,DF61958C748E,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 580DD8F56413? Return only the value.,2047.868928,['43B79A8DCA03'],147.456,,0.7625049164628829,2.047868928,58477.0,43B79A8DCA03,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 0B1FCE9FF57F? Return only the value.,2047.868928,['759CBACFB3D0'],147.456,,0.7625049164628829,2.047868928,58477.0,310C3FA7F104,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 1FF489463E85? Return only the value.,2047.868928,['EC1BF91E1D4C'],147.456,,0.7625049164628829,2.047868928,58477.0,1D4C43D00273,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 142C60E7A113? Return only the value.,2047.868928,['4B0D8D5288F1'],147.456,,0.7625049164628829,2.047868928,58477.0,46FDA334E4C0,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key A0EED453DD32? Return only the value.,2047.868928,['E2AC9E574F7A'],147.456,,0.7625049164628829,2.047868928,58477.0,CA68C2874F06,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 5C94DC98D2C1? Return only the value.,2047.868928,['313993CD59BF'],147.456,,0.7625049164628829,2.047868928,58477.0,313993CD59BF,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 11CEB45ED1F0? Return only the value.,2047.868928,['A9480BBB2599'],147.456,,0.7625049164628829,2.047868928,58477.0,A9480BBB2599,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key C5E73A578A8E? Return only the value.,2047.868928,['FC374A15544D'],147.456,,0.7625049164628829,2.047868928,58477.0,CD4B9E5D9C7A,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key DAF6146D3F31? Return only the value.,2047.868928,['DDD13B982EF8'],147.456,,0.7625049164628829,2.047868928,58477.0,E1CDEC954F06,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 614F19DB3AD0? Return only the value.,2047.868928,['741247294739'],147.456,,0.7625049164628829,2.047868928,58477.0,4D34C5C14EB4,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key D588A2BC372F? Return only the value.,2047.868928,['29A35D65A441'],147.456,,0.7625049164628829,2.047868928,58477.0,98C7864E9A13,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 5AF35EC42E08? Return only the value.,2047.868928,['AB9035A240AE'],147.456,,0.7625049164628829,2.047868928,58477.0,4048BF588146,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key B3AA4458A885? Return only the value.,2047.868928,['AEFCEFC89849'],147.456,,0.7625049164628829,2.047868928,58477.0,4F9024C1484E,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 1247A5E5A5AB? Return only the value.,2047.868928,['A28D9BF00273'],147.456,,0.7625049164628829,2.047868928,58477.0,A28D9BF00273,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 88BD2BCFBE01? Return only the value.,2047.868928,['3EABBAA80DD4'],147.456,,0.7625049164628829,2.047868928,58477.0,5417CA6D884A,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 765629D4BEEF? Return only the value.,2047.868928,['451B6123FDF7'],147.456,,0.7625049164628829,2.047868928,58477.0,90E0FBDD3933,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key ECE6FD5166E6? Return only the value.,2047.868928,['B02BA3D70628'],147.456,,0.7625049164628829,2.047868928,58477.0,7394847FD9B4,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 38388E944239? Return only the value.,2047.868928,['5304AF42E12F'],147.456,,0.7625049164628829,2.047868928,58477.0,4048BF549245,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key C4B0D7C524A5? Return only the value.,2047.868928,['0E51C6A7EE39'],147.456,,0.7625049164628829,2.047868928,58477.0,EE93B88EC318,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key D2613AA2E4F9? Return only the value.,2047.868928,['CE170837B8A3'],147.456,,0.7625049164628829,2.047868928,58477.0,789246814E6D,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 66B250C187FC? Return only the value.,2047.868928,['10F1448AAA9E'],147.456,,0.7625049164628829,2.047868928,58477.0,98EEFE9FECAA,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key E9C33602F8AC? Return only the value.,2047.868928,['9132F16287E4'],147.456,,0.7625049164628829,2.047868928,58477.0,A1A278E6E68C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key B7C9E059A0EE? Return only the value.,2047.868928,['366E508EBAD7'],147.456,,0.7625049164628829,2.047868928,58477.0,4E8A508C248D,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 7FCDA7CAD415? Return only the value.,2047.868928,['E27A654821D0'],147.456,,0.7625049164628829,2.047868928,58477.0,4E7A455AC762,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key A491EA1FCA65? Return only the value.,2047.868928,['2493757750A9'],147.456,,0.7625049164628829,2.047868928,58477.0,373541843BBF,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 23BE43CF2FDE? Return only the value.,2047.868928,['BEB73F22FAF8'],147.456,,0.7625049164628829,2.047868928,58477.0,FA34DD3F7D7E,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 89FA8FB5D27B? Return only the value.,2047.868928,['BF3C434308BC'],147.456,,0.7625049164628829,2.047868928,58477.0,5048BF7B539B,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 6DAD95A76D79? Return only the value.,2047.868928,['9562E5D7B875'],147.456,,0.7625049164628829,2.047868928,58477.0,5F989C3D848C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 5CAB663F1C97? Return only the value.,2047.868928,['FF50382567B8'],147.456,,0.7625049164628829,2.047868928,58477.0,5048BF7750A9,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 2369FF5E9FF0? Return only the value.,2047.868928,['7E57827050A8'],147.456,,0.7625049164628829,2.047868928,58477.0,500A5E644C2A,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key C17A1745D6D8? Return only the value.,2047.868928,['DC710C0FD195'],147.456,,0.7625049164628829,2.047868928,58477.0,BF85AD64B56C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 27201C11F735? Return only the value.,2047.868928,['28F4A0A04DC4'],147.456,,0.7625049164628829,2.047868928,58477.0,730645D5C22F,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key AE34CAC5B68C? Return only the value.,2047.868928,['98AE6C12ACE8'],147.456,,0.7625049164628829,2.047868928,58477.0,CA9DE8745F8A,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 628010435A10? Return only the value.,2047.868928,['988C61B1CD22'],147.456,,0.7625049164628829,2.047868928,58477.0,988C61B1CD22,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 77D2FF01CF99? Return only the value.,2047.868928,['405C877409A9'],147.456,,0.7625049164628829,2.047868928,58477.0,405C870409A9,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 8DA0F89897B9? Return only the value.,2047.868928,['F143DC5C0EED'],147.456,,0.7625049164628829,2.047868928,58477.0,2493757750A9,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key AE2702F06B90? Return only the value.,2047.868928,['1D53B88139B9'],147.456,,0.7625049164628829,2.047868928,58477.0,3936308253D0,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key E281AE849217? Return only the value.,2047.868928,['C0398976E334'],147.456,,0.7625049164628829,2.047868928,58477.0,9360C3E15A85,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key C4C2444EA7C8? Return only the value.,2047.868928,['5715A4161293'],147.456,,0.7625049164628829,2.047868928,58477.0,50484C35444E,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 4B221C8EAEE9? Return only the value.,2047.868928,['287D6F4CC69A'],147.456,,0.7625049164628829,2.047868928,58477.0,4E6248E09502,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 00D474273CA3? Return only the value.,2047.868928,['B8DBF42D47CC'],147.456,,0.7625049164628829,2.047868928,58477.0,B8DBF42D47CC,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key B83CE037E5ED? Return only the value.,2047.868928,['F8CD436D76E2'],147.456,,0.7625049164628829,2.047868928,58477.0,444444444444,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key C30F8026695F? Return only the value.,2047.868928,['81F72DBC2134'],147.456,,0.7625049164628829,2.047868928,58477.0,0E51C88218DA,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 1B3DE9A1FA6F? Return only the value.,2047.868928,['A013DEDA4E16'],147.456,,0.7625049164628829,2.047868928,58477.0,4E8A0758E201,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key D7774C66E0A8? Return only the value.,2047.868928,['81F6A39231A7'],147.456,,0.7625049164628829,2.047868928,58477.0,54C689456F27,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 32EB9BE578C7? Return only the value.,2047.868928,['5FB82720797D'],147.456,,0.7625049164628829,2.047868928,58477.0,5F9484320094,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 295BC333E861? Return only the value.,2047.868928,['F4188A14BE62'],147.456,,0.7625049164628829,2.047868928,58477.0,509426A5229E,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key EC24C754108F? Return only the value.,2047.868928,['EB2287C5421E'],147.456,,0.7625049164628829,2.047868928,58477.0,5462F43BA052,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 995400257AD1? Return only the value.,2047.868928,['7D1552FBE43B'],147.456,,0.7625049164628829,2.047868928,58477.0,E5D69A68C34C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 1CA304FC6D82? Return only the value.,2047.868928,['5CECEDD96831'],147.456,,0.7625049164628829,2.047868928,58477.0,5CECEDD96831,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key FC3EE0F3EAB0? Return only the value.,2047.868928,['CE88D4E80839'],147.456,,0.7625049164628829,2.047868928,58477.0,5C44AB4969EC,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 3D4C4EB93EFF? Return only the value.,2047.868928,['3DA90ED42F1A'],147.456,,0.7625049164628829,2.047868928,58477.0,3DA90ED4595B,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 913EE0C53CB8? Return only the value.,2047.868928,['1429F26B4776'],147.456,,0.7625049164628829,2.047868928,58477.0,5C4432DF8D45,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key BB5E15ED6269? Return only the value.,2047.868928,['D0E67C69DEE1'],147.456,,0.7625049164628829,2.047868928,58477.0,DE8EA8149562,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key FA5D11B7E948? Return only the value.,2047.868928,['885FC2B6D2C5'],147.456,,0.7625049164628829,2.047868928,58477.0,885FC2B6D2C5,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 2031C40DB9B4? Return only the value.,2047.868928,['A8E520DE435D'],147.456,,0.7625049164628829,2.047868928,58477.0,5048BF57CB10,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key F26479AC1B1E? Return only the value.,2047.868928,['2A458CBFEDB0'],147.456,,0.7625049164628829,2.047868928,58477.0,5048BF599C4E,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 871543DAC043? Return only the value.,2047.868928,['9B49DF57C59A'],147.456,,0.7625049164628829,2.047868928,58477.0,A684F7294951,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key F6E06C52C49F? Return only the value.,2047.868928,['EDCD36386821'],147.456,,0.7625049164628829,2.047868928,58477.0,5C4432DF8D45,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key C1598A0F4EFB? Return only the value.,2047.868928,['B09BBADCC32A'],147.456,,0.7625049164628829,2.047868928,58477.0,6104658B2523,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key B683337EA2DF? Return only the value.,2047.868928,['66244FCCA39A'],147.456,,0.7625049164628829,2.047868928,58477.0,5048BF7B539B,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key ABF3FEC21BBE? Return only the value.,2047.868928,['5F98A65E688E'],147.456,,0.7625049164628829,2.047868928,58477.0,5F98A65E688E,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key E64D702753A1? Return only the value.,2047.868928,['7394847FD9B4'],147.456,,0.7625049164628829,2.047868928,58477.0,5F902E6D598C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 3F761EFA2197? Return only the value.,2047.868928,['10643985C3CF'],147.456,,0.7625049164628829,2.047868928,58477.0,5F98A65E688E,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 0562568CC69B? Return only the value.,2047.868928,['8DCD969B6662'],147.456,,0.7625049164628829,2.047868928,58477.0,819313748146,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 96A43AE8CC93? Return only the value.,2047.868928,['01D738602AB6'],147.456,,0.7625049164628829,2.047868928,58477.0,5C62F43BA052,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key B535122C9A56? Return only the value.,2047.868928,['0F12A18FF6B6'],147.456,,0.7625049164628829,2.047868928,58477.0,0F12A18FF6B6,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 11413A9BEDD4? Return only the value.,2047.868928,['080AE7C99B26'],147.456,,0.7625049164628829,2.047868928,58477.0,080AE7C99B26,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 5496DC1110C1? Return only the value.,2047.868928,['839F1223B513'],147.456,,0.7625049164628829,2.047868928,58477.0,9458C2874F06,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 474A3CEDDF2D? Return only the value.,2047.868928,['7C44AB4220A7'],147.456,,0.7625049164628829,2.047868928,58477.0,2462F43B484D,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 8A0B36D8393A? Return only the value.,2047.868928,['B92D21DF306F'],147.456,,0.7625049164628829,2.047868928,58477.0,380A3858888C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key E1E3EF7DDC76? Return only the value.,2047.868928,['9382922FE15A'],147.456,,0.7625049164628829,2.047868928,58477.0,509426A9447B,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 3E357900F7F9? Return only the value.,2047.868928,['7914C8DCD19F'],147.456,,0.7625049164628829,2.047868928,58477.0,341214344444,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 6835CEB81F9D? Return only the value.,2047.868928,['182530BEB45F'],147.456,,0.7625049164628829,2.047868928,58477.0,4624438E688E,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key A8B318D0752B? Return only the value.,2047.868928,['5AB36E595ED3'],147.456,,0.7625049164628829,2.047868928,58477.0,5F98A605BF54,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 693D6C6FA611? Return only the value.,2047.868928,['DD24778EEDB3'],147.456,,0.7625049164628829,2.047868928,58477.0,5F98782D848C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 0DDEBAA4B71A? Return only the value.,2047.868928,['A748AC619E63'],147.456,,0.7625049164628829,2.047868928,58477.0,0F841931E9EE,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key A56CFBF24050? Return only the value.,2047.868928,['0F841931E9EE'],147.456,,0.7625049164628829,2.047868928,58477.0,0F841931E9EE,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key BA6C6712303A? Return only the value.,2047.868928,['CCF356DC8907'],147.456,,0.7625049164628829,2.047868928,58477.0,C24F8C611654,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 1BF9DC96925E? Return only the value.,2047.868928,['310C3FA7F104'],147.456,,0.7625049164628829,2.047868928,58477.0,473796DA1DAC,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 894A30B187EF? Return only the value.,2047.868928,['23E272D8567D'],147.456,,0.7625049164628829,2.047868928,58477.0,3C0BA757CB10,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 2EF96C006F61? Return only the value.,2047.868928,['766E474EBC19'],147.456,,0.7625049164628829,2.047868928,58477.0,50488C144C2A,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key DFDE3FF350BF? Return only the value.,2047.868928,['134CEC5B227C'],147.456,,0.7625049164628829,2.047868928,58477.0,5C4432DF8D45,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key CEDA71710434? Return only the value.,2047.868928,['DB20DC815FE7'],147.456,,0.7625049164628829,2.047868928,58477.0,5462F43BA052,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 19108CE21EA3? Return only the value.,2047.868928,['A6F20CF35B58'],147.456,,0.7625049164628829,2.047868928,58477.0,504826E6848C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 8A63FFD0F9D5? Return only the value.,2047.868928,['03C7D605E770'],147.456,,0.7625049164628829,2.047868928,58477.0,408248BDDB3E,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 17E0F8102383? Return only the value.,2047.868928,['C0E9ED2662E9'],147.456,,0.7625049164628829,2.047868928,58477.0,4767162390E7,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 3C83D9441FA5? Return only the value.,2047.868928,['680A2A935D62'],147.456,,0.7625049164628829,2.047868928,58477.0,680A2A935D62,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 7B3A7C52FA17? Return only the value.,2047.868928,['DD5936B82481'],147.456,,0.7625049164628829,2.047868928,58477.0,DD5936B82481,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key E70666AA9385? Return only the value.,2047.868928,['2A250F02BAD0'],147.456,,0.7625049164628829,2.047868928,58477.0,C2BA2A60C652,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 008D610461E3? Return only the value.,2047.868928,['63F2FC3D3348'],147.456,,0.7625049164628829,2.047868928,58477.0,3948C2874F06,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key ED3043E458FC? Return only the value.,2047.868928,['C8FEC8B8D9C6'],147.456,,0.7625049164628829,2.047868928,58477.0,9458C2874F06,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 4906747B6DBA? Return only the value.,2047.868928,['B2536C4A37EA'],147.456,,0.7625049164628829,2.047868928,58477.0,F891DD3F487E,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
