context_tokens,compression_ratio,max_new_tokens,uncompressed_kv_memory_mb,predicted_answer,retained_kv_memory_mb,retained_context_tokens,split,kv_memory_per_token_kb,answer_prefix,task,answers,uncompressed_kv_memory_gb,retained_kv_memory_gb,question
118609.0,0.0,256,17489.608704, ['The Lykan Hypersport was the first car to be designed and produced indigenously in the Arab World.'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['The Lykan Hypersport'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: fast and furious 7 red car abu dhabi
"
118609.0,0.0,256,17489.608704, ['Jack Lord'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Jack Lord' 'John Joseph Patrick Ryan'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who played the original steve mcgarrett on hawaii five-o
"
118609.0,0.0,256,17489.608704, ['non-ferrous metal'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['non-ferrous'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: is aluminium a ferrous or non ferrous metal
"
118609.0,0.0,256,17489.608704," ['Gandalf', 'Sauron', 'Frodo', 'Bilbo', 'Gollum', 'Elrond', 'Galadriel', 'Celebrimbor', 'Durin', 'Nolgo', 'Narya', 'Nenya', 'Eldacar', 'The One Ring', 'The Ring of Power', 'The Ring of the Ruling Stewards', 'The Ring of the Kings', 'The Ring of the Dwar",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Sauron'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who has a ring of power in lotr
"
118609.0,0.0,256,17489.608704," ['Babur', 'First Battle of Panipat (1526)', 'Mughal Empire', 'ID: 875']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Akbar the Great' 'Babur'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: the era of the great mughals began with the accession of
"
118609.0,0.0,256,17489.608704," ['1948–49', '1949', '1948–49', '1949', '1948–49']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['24 November 1949'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did hyderabad became a part of india
"
118609.0,0.0,256,17489.608704, ['Nepal'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Nepal'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: vikram samvat calender is official in which country
"
118609.0,0.0,256,17489.608704," ['All the Yesterdays', 'The Deer Hunter', 'Close of Mind', 'Kramer vs. Kramer', 'Network']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Rocky'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who won the oscar for best picture in 1976
"
118609.0,0.0,256,17489.608704," ['Cell nucleus', 'DNA', 'RNA polymerase', 'mRNA', 'nucleus']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['cell nucleus' 'in the cell nucleus'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where is the protien made in the cell
"
118609.0,0.0,256,17489.608704, ['Richard Parker'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Richard Parker'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what is the tigers name in life of pi
"
118609.0,0.0,256,17489.608704, ['Gary Williams'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,"['Geoffrey Dyson Palmer' 'Geoffrey Dyson Palmer, OBE']",17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who played lionel in as time goes by
"
118609.0,0.0,256,17489.608704," ['2018 Winter Olympics in Pyeongchang, South Korea']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['9 to 25 February 2018'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when does mexico play in the winter olympics
"
118609.0,0.0,256,17489.608704, ['Aria Montgomery'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['CeCe Drake'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who is the head a in pretty little liars
"
118609.0,0.0,256,17489.608704, ['G. Callen'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Grisha'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what does g stand for in ncis los angeles
"
118609.0,0.0,256,17489.608704, ['optic nerve'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Serous Membrane' 'the visceral membrane'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what is the membrane on the surface of the stomach called
"
118609.0,0.0,256,17489.608704," ['1942', '1942', '1942', '1942', '1942', '1942', '1942', '1942', '1942', '1942', '1942', '1942', '1942', '1942', '1942', '1942', '194",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,"['June 22, 1942']",17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did it become law to stand for the national anthem
"
118609.0,0.0,256,17489.608704, ['Phosphorus pentoxide'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Phosphorus pentoxide'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what is the name of the compound p4010
"
118609.0,0.0,256,17489.608704, ['rubidium-85'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['rubidium-85'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: krypton-85 decays by emission of a beta particle. the product of this decay is
"
118609.0,0.0,256,17489.608704," ['Season 10 Episode ""Nelson's Sparrow""']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,"['""Nelson\'s Sparrow""' ""Nelson's Sparrow""]",17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: which episode does gideon die in criminal minds
"
118609.0,0.0,256,17489.608704, ['Malayalam'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Malayalam'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: first jnanpith award was an autor of which language
"
118609.0,0.0,256,17489.608704, ['David Ben-Gurion'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['David Ben-Gurion'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who was the first signatory of the israeli declaration of independence
"
118609.0,0.0,256,17489.608704," ['Manchuria', 'Jurchen Aisin Gioro clan', 'ID: 609']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Manchuria'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where did the rulers of the qing dynasty originate
"
118609.0,0.0,256,17489.608704, ['1995'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,"['February 27, 2015' 'February\xa027,\xa02015']",17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did where are you now come out
"
118609.0,0.0,256,17489.608704," ['Michael Jackson', 'Lionel Richie', 'The United Support of Artists (USA)']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['produced by Quincy Jones'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who made the song we are the world
"
118609.0,0.0,256,17489.608704, ['Sara Evans'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Ludacris'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who sings the rap in baby by justin bieber
"
118609.0,0.0,256,17489.608704, ['Jawaharlal Nehru Centre for Advanced Scientific Research (JNCASR)'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,"['Jakkur, Bangalore, India']",17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: jawaharlal nehru centre for advanced scientific research jakkur campus
"
118609.0,0.0,256,17489.608704," ['To reduce the back pressure, which in turn reduces the steam consumption, and thus the fuel consumption, while at the same time increasing power and recycling boiler-water.']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['condense the steam'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: why does cooling water run through the condenser
"
118609.0,0.0,256,17489.608704, ['During the metaphase of cell division'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['metaphase'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when does a cell have condensed visible chromosomes also known as sister chromatids
"
118609.0,0.0,256,17489.608704, ['sugarcane'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['coffee' 'honey' 'livestock' 'macadamia nuts' 'pineapple' 'sugarcane'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what was hawaii's primary export to the united states
"
118609.0,0.0,256,17489.608704," ['Imperial government', 'Centralized authority', 'Bureaucratic system', 'Confucian bureaucracy', 'Imperial examinations', 'Tributary system', 'Ming dynasty had a centralized imperial government with a bureaucratic system based on Confucian principles']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['imperial rule'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what type of government did the ming dynasty have
"
118609.0,0.0,256,17489.608704, ['.java'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['.java'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what is the filename extension used for all java source files
"
118609.0,0.0,256,17489.608704, ['1962'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['2003'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when was the last time unc did not make the ncaa tournament
"
118609.0,0.0,256,17489.608704," ['Corey', 'Correy', 'Corrie', 'Kory', 'Corey', 'Corrie', 'Correy', 'Corrie', 'Kory']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Coire' 'Corey' 'Corie' 'Correy' 'Corrie' 'Cory' 'Khouri' 'Kori' 'Kory'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: different ways to spell corey for a boy
"
118609.0,0.0,256,17489.608704, ['2% naturally blond'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['2%'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what percentage of the population is naturally blonde
"
118609.0,0.0,256,17489.608704, ['Kari Wahlgren'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Amanda Leighton'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who plays poppy in the beat goes on
"
118609.0,0.0,256,17489.608704," ['Castleford', 'ID: 841']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Castleford'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: a town in west yorkshire on the river aire home to a rugby league team
"
118609.0,0.0,256,17489.608704,4.37 light-years (1.34 pc),17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['4.37 light-years'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what is alpha centauri's approximate distance from earth
"
118609.0,0.0,256,17489.608704,9,17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['9' '9 seasons'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: how many seasons of the rugrats are there
"
118609.0,0.0,256,17489.608704," ['The United States is a federal republic in which the president, Congress, and federal courts share powers reserved to the national government according to its Constitution. The federal government shares sovereignty with the state governments.']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['federal republic'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what is the democracy of the united states
"
118609.0,0.0,256,17489.608704,2003,17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['2003' 'at age 18 in 2003'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did cristiano ronaldo go to manchester united
"
118609.0,0.0,256,17489.608704, ['2009'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['1994' '1994 season' 'for the 1994 season' 'the 1994 season'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did the nfl adopt a salary cap
"
118609.0,0.0,256,17489.608704," ['lower leg', 'tibia and fibula are located in the lower leg']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['leg'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where is the tibia and fibula bone located
"
118609.0,0.0,256,17489.608704," ['Pula, Italy']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Moscazzano'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where is the villa in call me by your name
"
118609.0,0.0,256,17489.608704," ['Season 5 of Agents of S.H.I.E.L.D. is set to begin airing on December 1, 2017, after Marvel's Inhumans has finished airing its episodes.']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,"['December 1, 2017']",17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when does agents of shield season five start
"
118609.0,0.0,256,17489.608704, ['Billy Bob Thornton'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Wimpy'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who said i'll gladly pay you tuesday
"
118609.0,0.0,256,17489.608704," ['Joseph Heller', 'Catch-22 (1961)']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['American author Joseph Heller' 'Joseph Heller' 'Joseph Heller.'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who wrote catch 22 (both names)
"
118609.0,0.0,256,17489.608704," ['The DNA is ""unzipped"" (disruption of hydrogen bonds between different single strands) by the enzyme helicase, leaving the single nucleotide chain open to be copied.']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['origins of replication'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where does the synthesis of new dna from existing dna occurs
"
118609.0,0.0,256,17489.608704," ['Jennifer Hudson', 'Lily', 'Holly']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Ali'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who does tyler end up with in you get me
"
