split,context_tokens,predicted_answer,question,uncompressed_kv_memory_gb,task,compression_ratio,memory_budget_unit,kv_memory_per_token_kb,memory_budget,max_new_tokens,token_budget,answers,uncompressed_kv_memory_mb,retained_kv_memory_gb,retained_context_tokens,retained_kv_memory_mb,answer_prefix
test,121232.0, ['Dan Bilzerian'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which American professional poker player also starred in the 2015 movie ""Extraction""?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Dan Bilzerian'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0," ['Laura's Star', 'Wonder Woman']","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which film was released first, Laura's Star or Wonder Woman?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,"[""Laura's Star""]",17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['2000'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In what year did construction begin on the stadium where the 2013 America East Men's Lacrosse Tournament was held?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['in 2000'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Harriet Tubman'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the birth name of the woman that ""A Woman Called Moses"" is based on?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Araminta Ross'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0," ['English and French forces', 'English and French forces']","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Arundel Castle was damaged during a war between which two groups?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,"['Parliamentarians (""Roundheads"") and Royalists (""Cavaliers"")']",17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Adolfo Rodríguez Saá'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which one of Ricardo Rodríguez Saá's relatives would become governor from 1983 to 2001?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Adolfo Rodríguez Saá'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0,1976,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What year did the largest convention center in the U.S. state of Georgia open?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['1976'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Battle Sheep'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: which board game has been around longer Obsession or Battle Sheep ?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Obsession'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['M. Night Shyamalan'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which American film director and actor famous for his role as Donny ""The Bear Jew"" Donowitz wrote the 2012 film ""The Man with the Iron Fists""?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Eli Roth'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Washington State University'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: After coaching the red raiders to several winning seasons, where does Mike Leach currently coach at?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Washington State'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Love Drunk'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the lead single from Boys Like Girls album on which frontman, Martin Johnson co-wrote a song with Taylor Swift? A: Love Drunk
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Love Drunk'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['1948'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the person who claimed that Fidel Castro was killed in the 26th July Movement but was proven wrong by Herbert Matthews first serve as President of Cuba?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['1940'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Rigopiano avalanche'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which Avalanche happened first, Rigopiano avalanche or 1999 Galtür avalanche ?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['The Galtür avalanche'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Ibn Tufail'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which man, Ibn Tufail or Ali Qushji, is best known for the development of astronomical physics independent from natural philosophy?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Ali Qushji'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0,1970,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When was the anthology, in which fisrt pages of The Incal"" were released, created?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['December 1974'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Manchester United'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which internationl football team has had a player endorse the ""Nike Hypervenom"" football boot?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['England'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Morgan Llywelyn'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was born first,  Morgan Llywelyn or Robert Jordan?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Morgan Llywelyn'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Ten Walls'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What Lithuanian producer is best known for a song that was one of the most popular songs in Ibiza in 2014?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Ten Walls'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Caesars Palace Grand Prix'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Former race car driver Jeff Wood made his CART debut at which 1983 Nissan/Datsun-sponsored race?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Caesars Palace Grand Prix'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Phineas and Ferb'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Candace Flynn was voiced by the actress who achieved mainstream success on what show?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['The Suite Life of Zack & Cody'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['University of Cambridge'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Where did the architect of the Governor's House, located in Knutsford, graduate from college?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Cambridge University'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['three million copies worldwide'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: A Big Daddy is a fictional character in a series that has sold more than how many copies?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['25 million copies'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Ellie Kemper'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which actress does this Netflix's project by Nick Bernardone and Tina Fey star in the title role?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Ellie Kemper'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Roland R-8'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What drum machine was introduced in 1989 and allowed 32 notes to be played simultaneously?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['The R-8 Human Rhythm Composer'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['The Vanishing'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the 1988 film starring Gene Bervoets that was based on the Dutch to English translated novel, ""The Vanishing""?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['The Vanishing'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Mike Fiers'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which player played for Nova Southeastern Sharks, MIlwaukee Brewers and Houston Astros?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Michael Bruce Fiers'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['The I-35W Mississippi River bridge'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What summit is located in the county who's county seat is Helena?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Scapegoat Mountain'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['David Ondaatje'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who created the NBC sitcom that Johnny Pemberton appears in as the character Bo Thompson?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Justin Spitzer'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0," ['No', 'No']","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Are both Götterdämmerung and Dafne considered operas?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['no'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Milan'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Rome'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Ahold'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What retailer did Albert Heijn start up that eventually merged with the Delhaize Group?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Koninklijke Ahold N.V.'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['The Dead Milkmen'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Blinding Edge Pictures produced which 2000 film starring Bruce Willis?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Unbreakable'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['David Ondaatje'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Stephen Graham starred in a film in 2006, directed by whom?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['directed by Shane Meadows'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Hong Kong International Film Festival'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Wing Chun starred Michelle Yeoh and a Hong Kong actor, martial artist, and film director who won what tournament multiple times?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['world wushu tournament'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Istanbul'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is name of the city in Istanbul which has both Column of the Goths and Gül Mosque?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Turkey'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Omega SA'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the company manged by Joseph Reiser based in Biel/Bienne, Switzerland?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Omega SA'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0," ['three acts', 'five acts']","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Luisa Miller is an opera with three acts, whereas Don Quichotte is an opera with how many acts?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['five'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['African'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: jean Sagbo, considered ""Russia's Obama"" is considered to belong to what ethnic group based on his having African heritage or dark skin?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Afro-Russian'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Lawton Mainor Chiles'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which American politician who served as United States Senator from 1971 to 1989 was Governor of Florida before Buddy MacKay?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Lawton Chiles'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0,1980,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When was the younger brother of Farshid Karimi born ?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['8 November 1978'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Bavaria'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In which county is this site located where Operation Buster–Jangle was conducted?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Nye County'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Butterfly'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Both Phaedranassa and Mitella are considered the classification of what level of species?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['genus'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0," ['Anja Salomonowitz', 'Rod Lurie']","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Are Anja Salomonowitz and Rod Lurie both directors?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['yes'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Oklahoma County'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the county seat of the county in which Keokuk Falls, Oklahoma is loated?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Shawnee'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['India'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What country is the member of Gujarat Legislative Assembly and parliament representing?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Jamnagar'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['William Pery served as Captain of the Yeomen of the Guard under the lord who served in what position from 1865 to 1868?'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: William Pery served as Captain of the Yeomen of the Guard under the lord who served in what position from 1865 to 1868?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Viscount Cranborne'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['The Most Dangerous Game'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was Richard Connell's best known work The Hounds of Zaroff also published as?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['The Most Dangerous Game'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['John M. Dowd'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the name of the lawyer who took the main role in the report that helped land Pete Rose a lifetime suspension from baseball?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['John M. Dowd'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['fashion photographer'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What kind of creative artist was Howell Conant, famed for his work with Grace Kelly?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['photographer'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['eight legs'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many legs does the animal, in which Karl Kraepelin discusses in ""Scorpiones und Pedipalpi,"" have?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['eight'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Philadelphia'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Not Richard, But Dick was an album by the band formed in what city?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Philadelphia'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Yes'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Are Isaac Asimov and Michael Cunningham both American writers?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['no'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['No'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Were the films ""Ten Who Dared"" and ""Tonka"" distributed by the same company?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['yes'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['English Football League'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Steve Uzelac played football for which league located in Preston, Lancashire?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['North End Football Club'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Padma Shri'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: ""Hold On"" is a song that features the vocals of a British singer whose debut album won what prize in 2017?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Mercury Prize'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0," ['Marty Raybon', 'Greg Graffin']","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Q: Who had more solo albums, Marty Raybon or Greg Graffin?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['Gregory Walter Graffin'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0, ['Yes'],"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Is there fruit juice in both a Fizz and a Painkiller cocktail?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['yes'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
test,121232.0,13,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many people were killed in the collapse of the bridge featured in the drama film, The Public Domain ?
",17.876385792,hotpotqa_128k,0.7762471954599446,GB,147.456,4.0,256,27126.0,['13 people'],17876.385792,3.999891456,27126.0,3999.891456,Final Answer: 
