uncompressed_kv_memory_gb,question,predicted_answer,memory_budget_unit,retained_context_tokens,task,uncompressed_kv_memory_mb,kv_memory_per_token_kb,context_length,retained_kv_memory_mb,context_tokens,answer,compression_ratio,memory_budget,token_budget,max_new_tokens,retained_kv_memory_gb,answer_prefix
2.029125632,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1. tdhpgl
2. kagiza
3. twjdoo",GB,12207.0,fwe,2029.125632,65.536,32768,799.997952,30962.0,['tdhpgl' 'kagiza' 'twjdoo'],0.6057425230928235,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.075066368,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," tkuhxi, jqoiak, and uowynw.",GB,12207.0,fwe,2075.066368,65.536,32768,799.997952,31663.0,['tkuhxi' 'jqoiak' 'uowynw'],0.6144711492909705,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.04832768,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tqsvko
2. jwzcvg
3. unhqst",GB,12207.0,fwe,2048.32768,65.536,32768,799.997952,31255.0,['tqsvko' 'jwzcvg' 'unhqst'],0.6094384898416254,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.041184256,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. swrfml
2. jupfmm
3. ubwrqu",GB,12207.0,fwe,2041.184256,65.536,32768,799.997952,31146.0,['swrfml' 'jupfmm' 'ubwrqu'],0.608071662492776,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.02276864,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tiqjnk
2. kcziwx
3. ujwtbp",GB,12207.0,fwe,2022.76864,65.536,32768,799.997952,30865.0,['tiqjnk' 'kcziwx' 'ujwtbp'],0.6045034829094443,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.066481152,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1. tuylvy
2. jkhhvw
3. urnvfc",GB,12207.0,fwe,2066.481152,65.536,32768,799.997952,31532.0,['tuylvy' 'jkhhvw' 'urnvfc'],0.6128694659393632,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.00704,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tolshv
2. jyqese
3. ulpypr",GB,12207.0,fwe,2007.04,65.536,32768,799.997952,30625.0,['tolshv' 'jyqese' 'ulpypr'],0.6014040816326531,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.095972352,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tkhiww
2. kiuobu
3. ucxvst",GB,12207.0,fwe,2095.972352,65.536,32768,799.997952,31982.0,['tkhiww' 'kiuobu' 'ucxvst'],0.6183165530610968,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.995702272,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1. tfmdcn
2. iwustt
3. uhnhea",GB,12207.0,fwe,1995.702272,65.536,32768,799.997952,30452.0,['tfmdcn' 'iwustt' 'uhnhea'],0.5991396295809799,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.95592192,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1. swmmom
2. junupb
3. ucwlpm",GB,12207.0,fwe,1955.92192,65.536,32768,799.997952,29845.0,['swmmom' 'junupb' 'ucwlpm'],0.5909867649522533,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.033975296,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. ubzgun
2. jxseyh
3. uupusp",GB,12207.0,fwe,2033.975296,65.536,32768,799.997952,31036.0,['ubzgun' 'jxseyh' 'uupusp'],0.6066825621858487,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.088108032,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," sxttgf, jcdpyd, trlola.",GB,12207.0,fwe,2088.108032,65.536,32768,799.997952,31862.0,['sxttgf' 'jcdpyd' 'trlola'],0.6168790408637248,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.048786432,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tuqpcf
2. jjszjo
3. unafot",GB,12207.0,fwe,2048.786432,65.536,32768,799.997952,31262.0,['tuqpcf' 'jjszjo' 'unafot'],0.6095259420382573,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.9890176,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. sxuwqf
2. khiuol
3. udvqry",GB,12207.0,fwe,1989.0176,65.536,32768,799.997952,30350.0,['sxuwqf' 'khiuol' 'udvqry'],0.5977924217462933,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.050228224,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1. tllhdg
2. jojajd
3. ukcfdj",GB,12207.0,fwe,2050.228224,65.536,32768,799.997952,31284.0,['tllhdg' 'jojajd' 'ukcfdj'],0.6098005370157269,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.133721088,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1. sxkbsg
2. iouhkp
3. uosbxf",GB,12207.0,fwe,2133.721088,65.536,32768,799.997952,32558.0,['sxkbsg' 'iouhkp' 'uosbxf'],0.6250691074390319,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.960771584,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1. tqcecw
2. jpvudi
3. uudjdj",GB,12207.0,fwe,1960.771584,65.536,32768,799.997952,29919.0,['tqcecw' 'jpvudi' 'uudjdj'],0.5919983956683044,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.066153472,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. ugpdfh
2. jxussu
3. vbossy",GB,12207.0,fwe,2066.153472,65.536,32768,799.997952,31527.0,['ugpdfh' 'jxussu' 'vbossy'],0.6128080692739557,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.069495808,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1. sspqcq
2. jncpao
3. ttacqa",GB,12207.0,fwe,2069.495808,65.536,32768,799.997952,31578.0,['sspqcq' 'jncpao' 'ttacqa'],0.61343340300209,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.09092608,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," tpyoyz, jlrhaa, and uktzia.",GB,12207.0,fwe,2090.92608,65.536,32768,799.997952,31905.0,['tpyoyz' 'jlrhaa' 'uktzia'],0.6173953925716973,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.123104256,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1. tgmzjy
2. jkkdsz
3. ugnpzb",GB,12207.0,fwe,2123.104256,65.536,32768,799.997952,32396.0,['tgmzjy' 'jkkdsz' 'ugnpzb'],0.6231942215088282,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.11877888,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. sqdsfz
2. jqqtiv
3. uabolb",GB,12207.0,fwe,2118.77888,65.536,32768,799.997952,32330.0,['sqdsfz' 'jqqtiv' 'uabolb'],0.622424992267244,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.007826432,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1. tunzbq
2. jtywfy
3. uxdnje",GB,12207.0,fwe,2007.826432,65.536,32768,799.997952,30637.0,['tunzbq' 'jtywfy' 'uxdnje'],0.6015602049809055,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.03128832,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," trnrid, jwiwws, ulavee.",GB,12207.0,fwe,2031.28832,65.536,32768,799.997952,30995.0,['trnrid' 'jwiwws' 'ulavee'],0.6061622842393934,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.989214208,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," tnlccd, kjgpic, uhatfc.",GB,12207.0,fwe,1989.214208,65.536,32768,799.997952,30353.0,['tnlccd' 'kjgpic' 'uhatfc'],0.5978321747438474,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.060976128,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tnkelu
2. jplnpd
3. upuwyt",GB,12207.0,fwe,2060.976128,65.536,32768,799.997952,31448.0,['tnkelu' 'jplnpd' 'upuwyt'],0.6118354108369372,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.79437568,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tlkzeg
2. kautlt
3. ubjlev",GB,12207.0,fwe,1794.37568,65.536,32768,799.997952,27380.0,['tlkzeg' 'kautlt' 'ubjlev'],0.554163623082542,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.9939328,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," tmsxxu, jgbhao, and unddmc.",GB,12207.0,fwe,1993.9328,65.536,32768,799.997952,30425.0,['tmsxxu' 'jgbhao' 'unddmc'],0.598783894823336,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.044657664,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tpkbtl
2. jnkywg
3. unhnfk",GB,12207.0,fwe,2044.657664,65.536,32768,799.997952,31199.0,['tpkbtl' 'jnkywg' 'unhnfk'],0.6087374595339594,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.043936768,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tedgxm
2. jlyhlb
3. udhkmi",GB,12207.0,fwe,2043.936768,65.536,32768,799.997952,31188.0,['tedgxm' 'jlyhlb' 'udhkmi'],0.6085994613312813,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.044919808,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1. titoxe
2. juzfqr
3. urrffg",GB,12207.0,fwe,2044.919808,65.536,32768,799.997952,31203.0,['titoxe' 'juzfqr' 'urrffg'],0.6087876165753293,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.959133184,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1. tezdoq
2. jcwxrm
3. ulrrzp",GB,12207.0,fwe,1959.133184,65.536,32768,799.997952,29894.0,['tezdoq' 'jcwxrm' 'ulrrzp'],0.5916571887335251,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.070347776,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1. tozmgv
2. jtagsw
3. uwykbb",GB,12207.0,fwe,2070.347776,65.536,32768,799.997952,31591.0,['tozmgv' 'jtagsw' 'uwykbb'],0.6135924788705645,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.99786496,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," tmugem, kiuzxx, and ulyrri.",GB,12207.0,fwe,1997.86496,65.536,32768,799.997952,30485.0,['tmugem' 'kiuzxx' 'ulyrri'],0.5995735607675906,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.944518656,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. twztrz
2. jzpfpc
3. uuieeb",GB,12207.0,fwe,1944.518656,65.536,32768,799.997952,29671.0,['twztrz' 'jzpfpc' 'uuieeb'],0.5885881837484412,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.127495168,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tsoyfe
2. kbvhrg
3. ungmlj",GB,12207.0,fwe,2127.495168,65.536,32768,799.997952,32463.0,['tsoyfe' 'kbvhrg' 'ungmlj'],0.6239719064781444,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.99032832,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1. sowrdw
2. ivypqr
3. uaqpmz",GB,12207.0,fwe,1990.32832,65.536,32768,799.997952,30370.0,['sowrdw' 'ivypqr' 'uaqpmz'],0.5980572933816266,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.995374592,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tlzbge
2. keelzz
3. ulcagx",GB,12207.0,fwe,1995.374592,65.536,32768,799.997952,30447.0,['tlzbge' 'keelzz' 'ulcagx'],0.5990738003744212,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.991573504,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1.  **ssndpx**
2.  **jaddpb**
3.  **twrlhf**",GB,12207.0,fwe,1991.573504,65.536,32768,799.997952,30389.0,['ssndpx' 'jaddpb' 'twrlhf'],0.5983085985060383,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.785790464,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1.  **tatsjf**
2.  **ktruag**
3.  **uboihe**",GB,12207.0,fwe,1785.790464,65.536,32768,799.997952,27249.0,['tatsjf' 'ktruag' 'uboihe'],0.552020257624133,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.991049216,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. trrlbn
2. jnavpb
3. uodecj",GB,12207.0,fwe,1991.049216,65.536,32768,799.997952,30381.0,['trrlbn' 'jnavpb' 'uodecj'],0.5982028241335045,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.02604544,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," tfgcax, kefhac, and ucfeus.",GB,12207.0,fwe,2026.04544,65.536,32768,799.997952,30915.0,['tfgcax' 'kefhac' 'ucfeus'],0.6051431344007763,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.090336256,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," sskhgc, jrcxma, udivog.",GB,12207.0,fwe,2090.336256,65.536,32768,799.997952,31896.0,['sskhgc' 'jrcxma' 'udivog'],0.6172874341610233,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.061303808,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," tlnhmy, jylexj, and uhonsv.",GB,12207.0,fwe,2061.303808,65.536,32768,799.997952,31453.0,['tlnhmy' 'jylexj' 'uhonsv'],0.6118971163323054,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.084765696,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tvzqhi
2. jdyvur
3. uspksd",GB,12207.0,fwe,2084.765696,65.536,32768,799.997952,31811.0,['tvzqhi' 'jdyvur' 'uspksd'],0.6162648140580302,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.080243712,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1. udnqzy
2. jkrgww
3. vaotio",GB,12207.0,fwe,2080.243712,65.536,32768,799.997952,31742.0,['udnqzy' 'jkrgww' 'vaotio'],0.6154306596937811,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.119499776,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tvkqvn
2. jxbbfc
3. uvbytx",GB,12207.0,fwe,2119.499776,65.536,32768,799.997952,32341.0,['tvkqvn' 'jxbbfc' 'uvbytx'],0.622553415169599,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.983053824,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tmdcaa
2. joyrjr
3. uobisu",GB,12207.0,fwe,1983.053824,65.536,32768,799.997952,30259.0,['tmdcaa' 'joyrjr' 'uobisu'],0.5965828348590503,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.08011264,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. trcvmw
2. kdlfyq
3. ultjxn",GB,12207.0,fwe,2080.11264,65.536,32768,799.997952,31740.0,['trcvmw' 'kdlfyq' 'ultjxn'],0.615406427221172,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.830813696,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," tldomt, khqqia, and ujggwd.",GB,12207.0,fwe,1830.813696,65.536,32768,799.997952,27936.0,['tldomt' 'khqqia' 'ujggwd'],0.563036941580756,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.103508992,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," tbwfer, izpmpv, ugpqdh.",GB,12207.0,fwe,2103.508992,65.536,32768,799.997952,32097.0,['tbwfer' 'izpmpv' 'ugpqdh'],0.6196840826245443,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.036793344,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. todxse
2. jzbqrq
3. uxncvn",GB,12207.0,fwe,2036.793344,65.536,32768,799.997952,31079.0,['todxse' 'jzbqrq' 'uxncvn'],0.607226744747257,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.993670656,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1. svwwxl
2. jjupmi
3. ubrbof",GB,12207.0,fwe,1993.670656,65.536,32768,799.997952,30421.0,['svwwxl' 'jjupmi' 'ubrbof'],0.598731139673252,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.139357184,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tmsxpg
2. kenqlx
3. unshhq",GB,12207.0,fwe,2139.357184,65.536,32768,799.997952,32644.0,['tmsxpg' 'kenqlx' 'unshhq'],0.6260568557774783,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.021261312,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. thgrqa
2. jsbetc
3. uenqdu",GB,12207.0,fwe,2021.261312,65.536,32768,799.997952,30842.0,['thgrqa' 'jsbetc' 'uenqdu'],0.6042085467868491,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.019295232,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tjlgaw
2. kgosrp
3. ufwgdz",GB,12207.0,fwe,2019.295232,65.536,32768,799.997952,30812.0,['tjlgaw' 'kgosrp' 'ufwgdz'],0.6038231857717773,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.074476544,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tpvjlo
2. kxxypk
3. uqskhr",GB,12207.0,fwe,2074.476544,65.536,32768,799.997952,31654.0,['tpvjlo' 'kxxypk' 'uqskhr'],0.6143615340873192,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.97165056,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tlsivw
2. kbhsld
3. upxpjm",GB,12207.0,fwe,1971.65056,65.536,32768,799.997952,30085.0,['tlsivw' 'kbhsld' 'upxpjm'],0.594249626059498,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.059075584,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tpvbyq
2. jxpnst
3. ungnye",GB,12207.0,fwe,2059.075584,65.536,32768,799.997952,31419.0,['tpvbyq' 'jxpnst' 'ungnye'],0.6114771316719183,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.060320768,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"

1. tgcbzp
2. kwdkuh
3. ujftth",GB,12207.0,fwe,2060.320768,65.536,32768,799.997952,31438.0,['tgcbzp' 'kwdkuh' 'ujftth'],0.6117119409631656,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.046558208,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tcmsqh
2. jrjetn
3. uiaauu",GB,12207.0,fwe,2046.558208,65.536,32768,799.997952,31228.0,['tcmsqh' 'jrjetn' 'uiaauu'],0.6091008069681055,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.071658496,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," stnihu, jlyufo, tuptjn.",GB,12207.0,fwe,2071.658496,65.536,32768,799.997952,31611.0,['stnihu' 'jlyufo' 'tuptjn'],0.6138369554901775,0.8,12207.0,50,0.799997952,"Answer: According to the coded text above, the three most frequently appeared words are:"
