split,context_tokens,predicted_answer,question,uncompressed_kv_memory_gb,task,compression_ratio,memory_budget_unit,kv_memory_per_token_kb,memory_budget,max_new_tokens,token_budget,answers,uncompressed_kv_memory_mb,retained_kv_memory_gb,retained_context_tokens,retained_kv_memory_mb,answer_prefix
test,121232.0," ['Obsession', 'BG01']","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: which board game has been around longer Obsession or Battle Sheep ?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Obsession'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['The Man with the Iron Fists' (Title: ""The Man with the Iron Fists"", ID: ""1012"")]

The American film director and actor famous for his role as Donny ""The Bear Jew"" Donowitz is **Bruce Willis**. He wrote and directed the 2012 film ""The Man with the Iron Fists"".","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which American film director and actor famous for his role as Donny ""The Bear Jew"" Donowitz wrote the 2012 film ""The Man with the Iron Fists""?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Eli Roth'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"1. ""La Machine à écrire"" - 1016  
2. ""La Machine à écrire"" - 1016  

**Answer:**  
Mike Leach currently coaches at the University of Texas at El Paso, where he is associated with the ""Red Raiders"" team.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: After coaching the red raiders to several winning seasons, where does Mike Leach currently coach at?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Washington State'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"1. **Title:** ""Ain't That a Kick in the Pants?""  
   **ID:** 1  
   2. **Title:** ""The New York Times""  
   **ID:** 2  
   3. **Title:** ""Love Drunk""  
   **ID:** 3  

**Answer:**  
- The lead single from the Boys Like Girls album on which Martin Johnson co-wrote a song with Taylor Swift is ""Love Drunk"".","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the lead single from Boys Like Girls album on which frontman, Martin Johnson co-wrote a song with Taylor Swift? A: Love Drunk
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Love Drunk'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['aint', 'killed', '1954', '1954', '1954', '1954', '1954', '1954', '1954', '1954', '1954', '1954', '1954', '1954', '1954', '1954', '1954', '19","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the person who claimed that Fidel Castro was killed in the 26th July Movement but was proven wrong by Herbert Matthews first serve as President of Cuba?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['1940'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"1999 Galtür avalanche, which is the title of the document ""The Galtür avalanche"" (ID: 2).  
- **Title**: The Galtür avalanche  
- **ID**: 2  

**Answer List**:  
- The 1999 Galtür avalanche happened first.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which Avalanche happened first, Rigopiano avalanche or 1999 Galtür avalanche ?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['The Galtür avalanche'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"1. **Title:** ""Ibn Tufail""  
   **ID:** 1  
   2. **Title:** ""Ibn Tufail""  
   **ID:** 1  
   3. **Title:** ""Ibn Tufail""  
   **ID:** 1  
   4. **Title:** ""Ibn Tufail""  
   **ID:** 1  
   5. **Title:** ""Ibn Tufail""","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which man, Ibn Tufail or Ali Qushji, is best known for the development of astronomical physics independent from natural philosophy?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Ali Qushji'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"1. ""The Incal"" (Title) - ID: 1  
2. ""The Incal"" (Title) - ID: 2  

The anthology, in which the first pages of ""The Incal"" were released, was created in 1995.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When was the anthology, in which fisrt pages of The Incal"" were released, created?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['December 1974'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['aint', '1']  
**Answer:**  
- The international football team that has had a player endorse the ""Nike Hypervenom"" football boot is the **English national team** (as mentioned in the context of the ""Soccer"" section of the document).","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which internationl football team has had a player endorse the ""Nike Hypervenom"" football boot?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['England'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['aint', 'the', 'aint', 'the']","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was born first,  Morgan Llywelyn or Robert Jordan?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Morgan Llywelyn'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['Laurentian Records', 'Lithuanian producer: ""Laurentian Records""']","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What Lithuanian producer is best known for a song that was one of the most popular songs in Ibiza in 2014?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Ten Walls'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['Laurent Street', '12']  
**Title:** ""Laurent Street""  
**ID:** ""12""  

**Answer:**  
- Former race car driver Jeff Wood made his CART debut at the 1983 Nissan/Datsun-sponsored race at the **Laurent Street**.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Former race car driver Jeff Wood made his CART debut at which 1983 Nissan/Datsun-sponsored race?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Caesars Palace Grand Prix'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"1989 - ""When the Pawn...""; 1995 - ""The Big Bang Theory""  
- **Title**: ""When the Pawn...""  
- **ID**: 1995  
- **Title**: ""The Big Bang Theory""  
- **ID**: 1995","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Candace Flynn was voiced by the actress who achieved mainstream success on what show?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['The Suite Life of Zack & Cody'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"1. **Title:** ""Where did the architect of the Governor's House, located in Knutsford, graduate from college?""  
   **ID:** 1

**Answer:**  
The architect of the Governor's House, located in Knutsford, graduated from the **University of Cambridge**. This information is derived from the document that mentions the ""University of Cambridge"" as the institution where the architect studied.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Where did the architect of the Governor's House, located in Knutsford, graduate from college?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Cambridge University'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['Aint' a single, but the question is about the series that has sold more than how many copies. The document mentions that ""the series was created by the ... and has been sold in the millions."" However, the exact number is not specified in the provided text. Therefore, the answer cannot be determined from the given information.']

TITLE: The series was created by the ... and has been sold in the millions.
ID: 1016","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: A Big Daddy is a fictional character in a series that has sold more than how many copies?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['25 million copies'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['The title role is starred by Tina Fey.', 'The document mentions that the actress is ""Tina Fey"" and that she is the lead in the title role.']  
**Title:** ""The title role is starred by Tina Fey.""  
**ID:** 1016  

**Title:** ""The document mentions that the actress is 'Tina Fey' and that she is the lead in the title role.""  
**ID:** 1016  

**Answer:**  
-","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which actress does this Netflix's project by Nick Bernardone and Tina Fey star in the title role?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Ellie Kemper'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['aint', '1989', '32', 'notes', 'simultaneously', 'drum', 'machine', 'introduced']  
- **Title:** The Human Drummer  
- **ID:** 1989  

**Answer List:**  
- The Human Drummer (ID: 1989)","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What drum machine was introduced in 1989 and allowed 32 notes to be played simultaneously?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['The R-8 Human Rhythm Composer'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['The Vanishing', 'The Vanishing']","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the 1988 film starring Gene Bervoets that was based on the Dutch to English translated novel, ""The Vanishing""?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['The Vanishing'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['aint', '1']  
**Answer:**  
The player who played for the Nova Southeastern Sharks, Milwaukee Brewers, and Houston Astros is **Chris Brown**.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which player played for Nova Southeastern Sharks, MIlwaukee Brewers and Houston Astros?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Michael Bruce Fiers'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['Laurentian Mountains', '12']  
**Answer:**  
- The summit located in the county whose county seat is Helena is ""Laurentian Mountains"" with the ID ""12"".","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What summit is located in the county who's county seat is Helena?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Scapegoat Mountain'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['The Bill', 'The Bill']  
The NBC sitcom that Johnny Pemberton appears in as the character Bo Thompson is ""The Bill"". The show was created by the writer and producer who is also known as the creator of the sitcom ""The Office"" (UK version), which is not explicitly named in the provided text. However, based on the context, it can be inferred that the sitcom was created by the same person who wrote ""The Bill"" and directed it. 

Answer:  
-","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who created the NBC sitcom that Johnny Pemberton appears in as the character Bo Thompson?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Justin Spitzer'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"1. **Title:** Götterdämmerung  
   **ID:** 1016  
   **Answer:** Yes, ""Götterdämmerung"" is considered an opera. It is a German-language opera by Richard Wagner, part of his ""Ring Cycle"" operatic series.

2. **Title:** Dafne  
   **ID:** 1017  
   **Answer:** Yes, ""Dafne"" is considered an opera. It","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Are both Götterdämmerung and Dafne considered operas?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['no'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['aint', '19']  
**Title:** ""aint""  
**ID:** 19  

**Answer:** The ""Prince of tenors"" starred in a film based on an opera by Giacomo Puccini in the city of **Rome**.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Rome'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['Laurel's', 'Laurel's', 'Laurel's', 'Laurel's', 'Laurel's', 'Laurel's', 'Laurel's', 'Laurel's', 'Laurel's', 'Laurel's', 'Laurel's', 'Laurel's', 'Laurel's', 'Laurel's', 'Laurel's', 'Laurel's', 'Laurel","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What retailer did Albert Heijn start up that eventually merged with the Delhaize Group?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Koninklijke Ahold N.V.'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['The Devil's Advocate', '1997-001']

**Answer:**
- The 2000 film starring Bruce Willis produced by Blinding Edge Pictures is ""The Devil's Advocate"".","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Blinding Edge Pictures produced which 2000 film starring Bruce Willis?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Unbreakable'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"1. **Title:** ""The 2006 film that Stephen Graham starred in""  
   **ID:** 1016  
   **Answer:** Stephen Graham starred in the film ""The New World"" (2006), which was directed by **Lars von Trier**.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Stephen Graham starred in a film in 2006, directed by whom?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['directed by Shane Meadows'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['Wing Chun', '1017']

**Answer:**
- The Hong Kong actor, martial artist, and film director who won the tournament multiple times is Bruce Lee. He is associated with the Wing Chun film and is known for winning the ""Tournament of Champions"" in the 1970s.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Wing Chun starred Michelle Yeoh and a Hong Kong actor, martial artist, and film director who won what tournament multiple times?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['world wushu tournament'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['Gültendam', '1016']  
The name of the city in Istanbul which has both the Column of the Goths and Gül Mosque is **Gültendam**.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is name of the city in Istanbul which has both Column of the Goths and Gül Mosque?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Turkey'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['Biel/Bienne', '101']  
- The name of the company managed by Joseph Reiser based in Biel/Bienne, Switzerland is **""The Company""** (the exact name is not specified in the provided text, but the location and manager are mentioned).","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the company manged by Joseph Reiser based in Biel/Bienne, Switzerland?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Omega SA'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['Luisa Miller is an opera with three acts, whereas Don Quichotte is an opera with how many acts?']
- **Title**: Luisa Miller  
  **ID**: 1016  
- **Title**: The title of the opera ""Don Quichotte""  
  **ID**: 1016  

The opera ""Don Quichotte"" is known to have **three acts**.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Luisa Miller is an opera with three acts, whereas Don Quichotte is an opera with how many acts?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['five'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['aint', 'the', 'aint', 'the', 'aint', 'the', 'aint', 'the', 'aint', 'the', 'aint', 'the', 'aint', 'the', 'aint', 'the', 'aint', 'the', 'aint', 'the', 'aint', 'the', 'aint', 'the', 'aint', 'the', 'aint', 'the', 'aint', 'the', 'aint', 'the', 'aint', '","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: jean Sagbo, considered ""Russia's Obama"" is considered to belong to what ethnic group based on his having African heritage or dark skin?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Afro-Russian'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
