retained_context_tokens,split,answer_prefix,predicted_answer,answers,retained_kv_memory_mb,context_tokens,kv_memory_per_token_kb,question,uncompressed_kv_memory_mb,retained_kv_memory_gb,task,compression_ratio,max_new_tokens,uncompressed_kv_memory_gb
119446.0,test,Final Answer: , [],['Al - Aqsa Mosque'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the great mosque constructed at the site of the old temple in the city originating christianity in Rome, Egypt, Judea and the country for Vasilopita?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , [],['Oriole Records.'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What label was bought in the UK by the other major New York broadcast that is in addition to ABC, and the one who released Stand Against Fear?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , [],['Sales began worldwide in April 2012'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the rx 350 model of the luxury division of the company that built Daihatsu boon change body style?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: ,1997,['1952'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What year did the Governor of the city where the basilica named after the same saint as the one that Mantua Cathedral is dedicated to die?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['BBC'],['Oriole Records.'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What UK label was bought by the company which, along with ABC and the network which broadcasted Hello, Larry, is the other major broadcaster based in NY?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: ,1943,['1941'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What year did the country where Siddhi Savetsila was born form an alliance with Japan?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['Thailand'],['island Koh Phi Phi'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: The Beach was filmed in what location of the country that contains the birth city of Siddhi Savetsila?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['Nelson Mandela'],['Francisco Guterres'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Arie Supriyatna's birth country was one participant in a Commission of Truth and Friendship. Who is the president of the other country that participated?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: ," ['The word ""Hindu"" is derived from the Indo-Aryan and Sanskrit word Sindhu, which means ""a large body of water"", covering ""river, ocean"". It was used as the name of the Indus river and also referred to its tributaries. The actual term 'hindu' first occurs, states Gavin Flood, as ""a Persian geographical term for the people who lived beyond the river Indus (Sanskrit: Sindhu)"", more specifically in the 6th-century BCE inscription of Darius I. The people of India were referred to as Hinduvān (Hindus) and hindavī was used as the adjective for Indian in the 8th century text Chachnama. The term 'Hindu' in these ancient records is an ethno-geographical term and did not refer to a religion. The Arabic equivalent Al-Hind likewise referred to the country of India.']",['the country of India'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the meaning of the word that is also a majority religion in the area that became India when the country that withdrew its forces was created in the Arabic dictionary?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: ,1400,"['1,400 years']",17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Widely practiced in the region having the second largest rain-forest in the world, how long ago did this religion arrive in Zhejiang?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , [],['Rialto Bridge'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the famous bridge in the city where the composer of La Silvia was born?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: ,1975,['16th - century'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the merchant of the city where the composer of Al gran sole carico d'amore takes place?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , [],['Francisco Guterres'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is the president of the newly declared independent country that formed the Timor Leste Commission of Truth and Friendship with the country where Pantar is found?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['The Rialto Bridge'],['Rialto Bridge'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the famous bridge in the place of birth of who composed the Concerto in C Major Op 3 6?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , [],['Toronto Coach Terminal'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Where do greyhound buses leave from the in the city where the headquarters of the production company which produced A Cosmic Christmas is located?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['Walter Sabo'],['Walter Sabo'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was a prominent figure at the radio division of the network that created the version of The Biggest Loser set in the country where Seria is?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , [],['built on 16-bit architectures and offered improved graphics and sound'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What were the Genesis's advantages over the platform that plays Drac's Night Out?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: ,15th century,['built in the 15th century'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When was the Palau de la Generalitat constructed in the city where Martin of the place where Castiliscar is located died?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['1949'],['June 1941'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the U.S. and the country in effective control of political and military functions of the group the People's Socialist Republic of Albania was a member of become allies?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , [],['New York Yankees'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What team does the person who hit the first home run at the new stadium in South Bronx play for?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['1962'],['1952'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the Governorship end of the city where the author of Paenitentiam Agere died?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['Scanderbeg (opera)'],['Rialto Bridge'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the famous bridge in the birth city of the composer of Scanderbeg?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: ,1956,['1941'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What year did the country where Ercole Manfredi was born form an alliance with Japan?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: ,1943,['1941'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What year did the country that includes the birth city of Bodindecha form an alliance with Japan?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: ,1981,['five'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was Nintendo's limit on games per developer per year for the platform with an abbreviated name that had the game Sunman?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['The majority religion in the area of British India that became India when Dourkhan's country was created is Hinduism.'],['the country of India'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In the Arabic dictionary, what's the meaning of the word for the majority religion in the area of British India that became India when Dourkhan's country was created?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['1905'],['1905'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the wettest year in the city that shares the same county as the ghost town Allen?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['1991'],['five'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was Nintendo's limit on games per developer per year on the platform with a three letter abbreviation, that had the game Pinball Quest?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['BBC'],['Oriole Records.'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What UK label was bought by the company which, along with ABC and the network which broadcasted Here and Now, is the other major broadcaster based in NY?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['The Castle of the Holy Cross'],['Casa Loma'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the castle in the city where the headquarters of the production company of Care Bear: Journey to Joke-a-lot is located?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['The majority religion in the area of British India that became India is Hinduism.'],['the country of India'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In the Arabic dictionary, what's the meaning of the word for the majority religion in the area of British India that became India when Achh's country was created?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['2012'],['Sales began worldwide in April 2012'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the RX 350 from the Scion xB manufacturer's luxury division change body style?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['The Cleveland Indians'],['Pete Rose'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who has the most hits in the history of the organization that includes the team Jim Wilson was released by?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['Sony Music'],['Warner Music Group'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is the owner of the record label that singer of the theme song from the movie Arthur belongs to?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['the Mississippi River Delta'],['the Mississippi River Delta'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Where does the body of water by the city where Write This Down was formed empty into the Gulf of Mexico?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , [],['Abu Musa Ashaari'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was appointed arbitrator by the first convert to the faith that is the most common religion in Southeast Asia?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['Constance Marie'],['Chris Harrison'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is the host of Who Wants to be a Millionaire in the country that MacGruder and Loud's creator is from?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['Min Zhou'],['Min Zhou'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is the author of Growing Up this nationality of the creator MacGruder and Loud?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['United States Navy'],"['Sea, Air, and Land']",17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What does seal stand for in the U.S. military branch that operates a list of destroyer classes, as well as the USS Sable?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['San Diego'],['Toronto Coach Terminal'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Where do greyhound buses leave from in the city the performer of Born a Lion formed in?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: ," ['seal stands for ""Seal"" in the U.S. military branch that operates a list of destroyer classes as well as the USS Jason']","['Sea, Air, and Land']",17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What does seal stand for in the U.S. military branch that operates a list of destroyer classes as well as the USS Jason?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: ,2010,['1905'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the wettest year of the administrative territorial entity that contains the administrative territorial entity where Drexel Heights is located?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , [],['for the conclave in Rome'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Why did Roncalli leave the place where Crucifixion's creator died?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: ,1,['22'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many times did the plague occur where the creator of The Entombment died?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , [],['1984'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the state, that contains the county where Elmo is found, reinstate the death penalty?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: ,103,"['2,548 sq mi']",17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many square miles is the city where the Yongle emperor greeted the person to whom the edict was addressed?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['Yongle Emperor'],['Jiangsu Nangang Basketball Club'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the major basketball team from the city where the Yongle emperor greeted the person to whom the edict was addressed?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['James III of Cyprus'],['Jessie Woodrow Wilson'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is the child of the president who suffered a major defeat when the body which approves members of the American cabinet refused to ratify the Versailles treaty?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , [],['The dynasty regrouped and defeated the Portuguese'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How were the people that the Ajuran Empire declared independence from by minting coins expelled from David Htan's country?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , [],['Medieval Latin'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the language Auctor comes from during the era of Rotrude's father later known as?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , [],['Medieval Latin'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the language Auctor comes from during the era of the king who was crowned emperor of the west in 800 CE?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['Auctor'],['Medieval Latin'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the language Auctor comes from during the era of the man crowned first Holy Roman Emperor later known as?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['1981'],['1981'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the maker of the Acura Legend, the manufacturer of Toyopet Master, and Nissan open US assembly plants?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['1981'],['1981'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the maker of the Acura Legend, the employer of Katsuaki Watanabe, and Nissan open US assembly plants?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['Latin'],['Medieval Latin'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the version of the language where the last name Sylvester originates, used in the era of Fastrada's spouse, later known as?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['Latin'],['Medieval Latin'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the version of the language where the last name Sylvester originates, used in the era of the king that united the tribes in the 9th century, later called?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , ['2010'],['1981'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the maker of the Acura RLX, the owner of Scion, and Nissan open US assembly plants?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , [],['The dynasty regrouped and defeated the Portuguese'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How were the people that the Somali Muslim Ajuran Empire made coins to proclaim independence from, expelled from the country that Minyekyawdin lived in?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , [],['1 December 2010'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When was the last time Cian Hughton's team beat the 1894–95 FA Cup winner?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , [],['1 December 2010'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When was the last time Gary Rowett's team beat the 1894-95 FA Cup winner?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , [],['1 December 2010'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When was the last time Johnny Newman's team beat the 1894–95 FA Cup winner?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , [],['1 December 2010'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When was the last time Ken Faulkner's team beat the 1894-95 FA Cup winner?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: , [],['1 December 2010'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When was the last time the team that Malcolm Briggs was a member of beat the 1894-95 FA cup winner?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: ,0,['about 400 years'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How long had the city where the Yongle Emperor greeted the Karmapa been the capitol city of Yaxing Coach's headquarters location?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
119446.0,test,Final Answer: ," ['Cái River', 'John Phan']",['South Central Coast'],17613.029376,119446.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In what region of the country containing the Cái River is the place where John Phan was born?
",17613.029376,17.613029376,musique_128k,0.0,256,17.613029376
