retained_kv_memory_mb,answer_prefix,uncompressed_kv_memory_mb,max_new_tokens,retained_kv_memory_gb,question,predicted_answer,uncompressed_kv_memory_gb,memory_budget_unit,memory_budget,compression_ratio,retained_context_tokens,context_id,kv_memory_per_token_kb,answer,context_length,context_tokens,task,token_budget
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key AE34CAC5B68C? Return only the value.,509426A524E3,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['98AE6C12ACE8'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 628010435A10? Return only the value.,CA928D5243BC,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['988C61B1CD22'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 77D2FF01CF99? Return only the value.,77D2FF01CF99: 4C45544142455354414E,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['405C877409A9'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 8DA0F89897B9? Return only the value.,9458C2874F06,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['F143DC5C0EED'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key AE2702F06B90? Return only the value.,614217BE3111,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['1D53B88139B9'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key E281AE849217? Return only the value.,9847D9C8E37A,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['C0398976E334'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key C4C2444EA7C8? Return only the value.,7B8545545454,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['5715A4161293'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 4B221C8EAEE9? Return only the value.,5F985D88C38C,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['287D6F4CC69A'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 00D474273CA3? Return only the value.,3D448857484C,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['B8DBF42D47CC'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key B83CE037E5ED? Return only the value.,585444855444,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['F8CD436D76E2'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key C30F8026695F? Return only the value.,6F4A5857456C,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['81F72DBC2134'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 1B3DE9A1FA6F? Return only the value.,FA34DD3F7D7E,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['A013DEDA4E16'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key D7774C66E0A8? Return only the value.,54C689456F27,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['81F6A39231A7'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 32EB9BE578C7? Return only the value.,5F98A65E688D,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['5FB82720797D'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 295BC333E861? Return only the value.,585458545854,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['F4188A14BE62'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key EC24C754108F? Return only the value.,5462F433E59A,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['EB2287C5421E'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 995400257AD1? Return only the value.,9058C2874F06,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['7D1552FBE43B'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 1CA304FC6D82? Return only the value.,A0156C17E150,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['5CECEDD96831'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key FC3EE0F3EAB0? Return only the value.,55C5FBA57CC8,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['CE88D4E80839'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 3D4C4EB93EFF? Return only the value.,3D4C4EB93EFF: 44291257429E,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['3DA90ED42F1A'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 913EE0C53CB8? Return only the value.,92A8B9C3D46C,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['1429F26B4776'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key BB5E15ED6269? Return only the value.,D48444F9D489,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['D0E67C69DEE1'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key FA5D11B7E948? Return only the value.,579C2D7D7C1E,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['885FC2B6D2C5'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 2031C40DB9B4? Return only the value.,548C34574E6A,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['A8E520DE435D'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key F26479AC1B1E? Return only the value.,5715385A521A,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['2A458CBFEDB0'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 871543DAC043? Return only the value.,4C6A8E24569A,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['9B49DF57C59A'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key F6E06C52C49F? Return only the value.,548D8C3D8C3D,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['EDCD36386821'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key C1598A0F4EFB? Return only the value.,5F9484794502,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['B09BBADCC32A'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key B683337EA2DF? Return only the value.,A34584858485,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['66244FCCA39A'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key ABF3FEC21BBE? Return only the value.,5417CAAA5BBE,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['5F98A65E688E'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key E64D702753A1? Return only the value.,709426A524E3,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['7394847FD9B4'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 3F761EFA2197? Return only the value.,548E69CE1E4C,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['10643985C3CF'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 0562568CC69B? Return only the value.,6707D7C3444C,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['8DCD969B6662'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 96A43AE8CC93? Return only the value.,909E8A38D5AA,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['01D738602AB6'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key B535122C9A56? Return only the value.,5D421554E4C0,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['0F12A18FF6B6'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 11413A9BEDD4? Return only the value.,5417CAAA590E,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['080AE7C99B26'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 5496DC1110C1? Return only the value.,57468AE8905B,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['839F1223B513'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 474A3CEDDF2D? Return only the value.,2CD59456C46E,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['7C44AB4220A7'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 8A0B36D8393A? Return only the value.,989B9C3D8C3C,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['B92D21DF306F'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key E1E3EF7DDC76? Return only the value.,549D8C34588A,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['9382922FE15A'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 3E357900F7F9? Return only the value.,310D7C413A2A,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['7914C8DCD19F'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 6835CEB81F9D? Return only the value.,A3845885588A,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['182530BEB45F'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key A8B318D0752B? Return only the value.,5F948479D48C,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['5AB36E595ED3'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 693D6C6FA611? Return only the value.,614217BE3111,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['DD24778EEDB3'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 0DDEBAA4B71A? Return only the value.,573545545454,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['A748AC619E63'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key A56CFBF24050? Return only the value.,988C61B1CD22,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['0F841931E9EE'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key BA6C6712303A? Return only the value.,3F874C35444A,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['CCF356DC8907'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 1BF9DC96925E? Return only the value.,580D8C3D8C3C,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['310C3FA7F104'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 894A30B187EF? Return only the value.,5462F43BA489,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['23E272D8567D'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 2EF96C006F61? Return only the value.,6C30B2B9435A,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['766E474EBC19'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key DFDE3FF350BF? Return only the value.,5C448E68544C,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['134CEC5B227C'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key CEDA71710434? Return only the value.,5714C8E5444C,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['DB20DC815FE7'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 19108CE21EA3? Return only the value.,905D26A524E3,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['A6F20CF35B58'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 8A63FFD0F9D5? Return only the value.,839F1223B513,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['03C7D605E770'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 17E0F8102383? Return only the value.,5C942834E4C0,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['C0E9ED2662E9'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 3C83D9441FA5? Return only the value.,618A95A5BAFA,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['680A2A935D62'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 7B3A7C52FA17? Return only the value.,5F98A65D67E5,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['DD5936B82481'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key E70666AA9385? Return only the value.,A3821E0E614A,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['2A250F02BAD0'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 008D610461E3? Return only the value.,F475D455444A,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['63F2FC3D3348'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key ED3043E458FC? Return only the value.,54C6875A596D,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['C8FEC8B8D9C6'],62995,58477.0,synthetic_kv_64k,13888.0
2047.868928,,8622.784512,32,2.047868928,What is the value associated with key 4906747B6DBA? Return only the value.,443A588A5C3C,8.622784512,MB,2048.0,0.7625049164628829,13888.0,context_0000,147.456,['B2536C4A37EA'],62995,58477.0,synthetic_kv_64k,13888.0
