uncompressed_kv_memory_gb,predicted_answer,retained_context_tokens,compression_ratio,question,context_tokens,kv_memory_per_token_kb,context_id,answer_prefix,task,max_new_tokens,context_length,retained_kv_memory_mb,uncompressed_kv_memory_mb,retained_kv_memory_gb,answer
4.280025088,0E51C6A7EE39,65308.0,0.0,Query key: K_C4B0D7C524A5,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_0E51C6A7EE39']
4.280025088, V_CE170837B8A3,65308.0,0.0,Query key: K_D2613AA2E4F9,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_CE170837B8A3']
4.280025088,10F1448AAA9E,65308.0,0.0,Query key: K_66B250C187FC,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_10F1448AAA9E']
4.280025088,9132F16287E4,65308.0,0.0,Query key: K_E9C33602F8AC,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_9132F16287E4']
4.280025088,366E508EBAD7,65308.0,0.0,Query key: K_B7C9E059A0EE,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_366E508EBAD7']
4.280025088, V_E27A654821D0,65308.0,0.0,Query key: K_7FCDA7CAD415,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_E27A654821D0']
4.280025088,2493757750A9,65308.0,0.0,Query key: K_A491EA1FCA65,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_2493757750A9']
4.280025088, V_BEB73F22FAF8,65308.0,0.0,Query key: K_23BE43CF2FDE,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_BEB73F22FAF8']
4.280025088, V_BF3C434308BC,65308.0,0.0,Query key: K_89FA8FB5D27B,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_BF3C434308BC']
4.280025088,9562E5D7B875,65308.0,0.0,Query key: K_6DAD95A76D79,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_9562E5D7B875']
4.280025088, V_FF50382567B8,65308.0,0.0,Query key: K_5CAB663F1C97,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_FF50382567B8']
4.280025088, V_7E57827050A8,65308.0,0.0,Query key: K_2369FF5E9FF0,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_7E57827050A8']
4.280025088, V_DC710C0FD195,65308.0,0.0,Query key: K_C17A1745D6D8,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_DC710C0FD195']
4.280025088, V_28F4A0A04DC4,65308.0,0.0,Query key: K_27201C11F735,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_28F4A0A04DC4']
4.280025088,98AE6C12ACE8,65308.0,0.0,Query key: K_AE34CAC5B68C,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_98AE6C12ACE8']
4.280025088, V_988C61B1CD22,65308.0,0.0,Query key: K_628010435A10,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_988C61B1CD22']
4.280025088,405C877409A9,65308.0,0.0,Query key: K_77D2FF01CF99,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_405C877409A9']
4.280025088, V_F143DC5C0EED,65308.0,0.0,Query key: K_8DA0F89897B9,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_F143DC5C0EED']
4.280025088, V_1D53B88139B9,65308.0,0.0,Query key: K_AE2702F06B90,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_1D53B88139B9']
4.280025088, V_C0398976E334,65308.0,0.0,Query key: K_E281AE849217,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_C0398976E334']
4.280025088, V_5715A4161293,65308.0,0.0,Query key: K_C4C2444EA7C8,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_5715A4161293']
4.280025088,287D6F4CC69A,65308.0,0.0,Query key: K_4B221C8EAEE9,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_287D6F4CC69A']
4.280025088, V_B8DBF42D47CC,65308.0,0.0,Query key: K_00D474273CA3,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_B8DBF42D47CC']
4.280025088, V_F8CD436D76E2,65308.0,0.0,Query key: K_B83CE037E5ED,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_F8CD436D76E2']
4.280025088, V_81F72DBC2134,65308.0,0.0,Query key: K_C30F8026695F,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_81F72DBC2134']
4.280025088, V_A013DEDA4E16,65308.0,0.0,Query key: K_1B3DE9A1FA6F,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_A013DEDA4E16']
4.280025088, V_81F6A39231A7,65308.0,0.0,Query key: K_D7774C66E0A8,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_81F6A39231A7']
4.280025088,5FB82720797D,65308.0,0.0,Query key: K_32EB9BE578C7,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_5FB82720797D']
4.280025088, V_F4188A14BE62,65308.0,0.0,Query key: K_295BC333E861,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_F4188A14BE62']
4.280025088, V_EB2287C5421E,65308.0,0.0,Query key: K_EC24C754108F,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_EB2287C5421E']
4.280025088, V_7D1552FBE43B,65308.0,0.0,Query key: K_995400257AD1,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_7D1552FBE43B']
4.280025088,5CECEDD96831,65308.0,0.0,Query key: K_1CA304FC6D82,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_5CECEDD96831']
4.280025088, V_CE88D4E80839,65308.0,0.0,Query key: K_FC3EE0F3EAB0,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_CE88D4E80839']
4.280025088,3DA90ED42F1A,65308.0,0.0,Query key: K_3D4C4EB93EFF,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_3DA90ED42F1A']
4.280025088,1429F26B4776,65308.0,0.0,Query key: K_913EE0C53CB8,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_1429F26B4776']
4.280025088, V_D0E67C69DEE1,65308.0,0.0,Query key: K_BB5E15ED6269,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_D0E67C69DEE1']
4.280025088,885FC2B6D2C5,65308.0,0.0,Query key: K_FA5D11B7E948,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_885FC2B6D2C5']
4.280025088, V_A8E520DE435D,65308.0,0.0,Query key: K_2031C40DB9B4,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_A8E520DE435D']
4.280025088,2A458CBFEDB0,65308.0,0.0,Query key: K_F26479AC1B1E,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_2A458CBFEDB0']
4.280025088,9B49DF57C59A,65308.0,0.0,Query key: K_871543DAC043,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_9B49DF57C59A']
4.280025088, V_EDCD36386821,65308.0,0.0,Query key: K_F6E06C52C49F,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_EDCD36386821']
4.280025088, V_B09BBADCC32A,65308.0,0.0,Query key: K_C1598A0F4EFB,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_B09BBADCC32A']
4.280025088,66244FCCA39A,65308.0,0.0,Query key: K_B683337EA2DF,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_66244FCCA39A']
4.280025088,5F98A65E688E,65308.0,0.0,Query key: K_ABF3FEC21BBE,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_5F98A65E688E']
4.280025088, V_7394847FD9B4,65308.0,0.0,Query key: K_E64D702753A1,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_7394847FD9B4']
4.280025088,10643985C3CF,65308.0,0.0,Query key: K_3F761EFA2197,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_10643985C3CF']
4.280025088,8DCD969B6662,65308.0,0.0,Query key: K_0562568CC69B,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_8DCD969B6662']
4.280025088,01D738602AB6,65308.0,0.0,Query key: K_96A43AE8CC93,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_01D738602AB6']
4.280025088,0F12A18FF6B6,65308.0,0.0,Query key: K_B535122C9A56,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_0F12A18FF6B6']
4.280025088,080AE7C99B26,65308.0,0.0,Query key: K_11413A9BEDD4,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_080AE7C99B26']
4.280025088, V_839F1223B513,65308.0,0.0,Query key: K_5496DC1110C1,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_839F1223B513']
4.280025088,7C44AB4220A7,65308.0,0.0,Query key: K_474A3CEDDF2D,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_7C44AB4220A7']
4.280025088, V_B92D21DF306F,65308.0,0.0,Query key: K_8A0B36D8393A,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_B92D21DF306F']
4.280025088,9382922FE15A,65308.0,0.0,Query key: K_E1E3EF7DDC76,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_9382922FE15A']
4.280025088,7914C8DCD19F,65308.0,0.0,Query key: K_3E357900F7F9,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_7914C8DCD19F']
4.280025088,182530BEB45F,65308.0,0.0,Query key: K_6835CEB81F9D,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_182530BEB45F']
4.280025088,5AB36E595ED3,65308.0,0.0,Query key: K_A8B318D0752B,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_5AB36E595ED3']
4.280025088, V_DD24778EEDB3,65308.0,0.0,Query key: K_693D6C6FA611,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_DD24778EEDB3']
4.280025088, V_A748AC619E63,65308.0,0.0,Query key: K_0DDEBAA4B71A,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_A748AC619E63']
4.280025088, V_0F841931E9EE,65308.0,0.0,Query key: K_A56CFBF24050,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_0F841931E9EE']
4.280025088, V_CCF356DC8907,65308.0,0.0,Query key: K_BA6C6712303A,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_CCF356DC8907']
4.280025088,310C3FA7F104,65308.0,0.0,Query key: K_1BF9DC96925E,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_310C3FA7F104']
4.280025088, V_23E272D8567D,65308.0,0.0,Query key: K_894A30B187EF,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_23E272D8567D']
4.280025088,766E474EBC19,65308.0,0.0,Query key: K_2EF96C006F61,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_766E474EBC19']
4.280025088,134CEC5B227C,65308.0,0.0,Query key: K_DFDE3FF350BF,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_134CEC5B227C']
4.280025088, V_DB20DC815FE7,65308.0,0.0,Query key: K_CEDA71710434,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_DB20DC815FE7']
4.280025088, V_A6F20CF35B58,65308.0,0.0,Query key: K_19108CE21EA3,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_A6F20CF35B58']
4.280025088,03C7D605E770,65308.0,0.0,Query key: K_8A63FFD0F9D5,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_03C7D605E770']
4.280025088, V_C0E9ED2662E9,65308.0,0.0,Query key: K_17E0F8102383,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_C0E9ED2662E9']
4.280025088,680A2A935D62,65308.0,0.0,Query key: K_3C83D9441FA5,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_680A2A935D62']
4.280025088, V_DD5936B82481,65308.0,0.0,Query key: K_7B3A7C52FA17,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_DD5936B82481']
4.280025088, V_2A250F02BAD0,65308.0,0.0,Query key: K_E70666AA9385,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_2A250F02BAD0']
4.280025088,63F2FC3D3348,65308.0,0.0,Query key: K_008D610461E3,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_63F2FC3D3348']
4.280025088, V_C8FEC8B8D9C6,65308.0,0.0,Query key: K_ED3043E458FC,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_C8FEC8B8D9C6']
4.280025088, V_B2536C4A37EA,65308.0,0.0,Query key: K_4906747B6DBA,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_B2536C4A37EA']
4.280025088, V_C88AFED4057D,65308.0,0.0,Query key: K_BB02F512C4C3,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_C88AFED4057D']
4.280025088, V_7C96B7E99ACA,65308.0,0.0,Query key: K_A9708E46D534,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_7C96B7E99ACA']
4.280025088,37BB4BF50B52,65308.0,0.0,Query key: K_309D27A0C3D7,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_37BB4BF50B52']
4.280025088, V_BC59944528C0,65308.0,0.0,Query key: K_0EF8F7FD5646,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_BC59944528C0']
4.280025088, V_5048BF7B539B,65308.0,0.0,Query key: K_0F9A8ACD4E10,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_5048BF7B539B']
4.280025088, V_7A0E958CA9BA,65308.0,0.0,Query key: K_0CD60EA2622B,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_7A0E958CA9BA']
4.280025088,87F7DA4BD9CA,65308.0,0.0,Query key: K_EB5C80BACD64,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_87F7DA4BD9CA']
4.280025088, V_8201F5F59B22,65308.0,0.0,Query key: K_0E8F284D82E5,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_8201F5F59B22']
4.280025088,118A2F923996,65308.0,0.0,Query key: K_D9F114822F53,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_118A2F923996']
4.280025088, V_DCA0ACDABACC,65308.0,0.0,Query key: K_116598543881,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_DCA0ACDABACC']
4.280025088, V_F10C1EB0E38A,65308.0,0.0,Query key: K_675D3C365296,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_F10C1EB0E38A']
4.280025088,94343F07F814,65308.0,0.0,Query key: K_91D6E3E9DE99,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_94343F07F814']
4.280025088,14FC9E8FC965,65308.0,0.0,Query key: K_0A2C98326856,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_14FC9E8FC965']
4.280025088,90B2956B8C0C,65308.0,0.0,Query key: K_A8496B5252E3,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_90B2956B8C0C']
4.280025088, V_42C1EF48E8D5,65308.0,0.0,Query key: K_50FD85D51695,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_42C1EF48E8D5']
4.280025088,506EB758588D,65308.0,0.0,Query key: K_AB73344A54B8,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_506EB758588D']
4.280025088,2181655238A6,65308.0,0.0,Query key: K_43FF3D1A85DD,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_2181655238A6']
4.280025088, V_750C4CCC9BC2,65308.0,0.0,Query key: K_A53FABF3E3FC,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_750C4CCC9BC2']
4.280025088, V_EF8CC07A30F2,65308.0,0.0,Query key: K_EDD450F0FD0A,65308.0,65.536,context_0000,Answer: ,synthetic_kv_64k,32,62995,4280.025088,4280.025088,4.280025088,['V_EF8CC07A30F2']
