context_length,uncompressed_kv_memory_mb,compression_ratio,answer,retained_context_tokens,predicted_answer,kv_memory_per_token_kb,context_tokens,memory_budget,memory_budget_unit,retained_kv_memory_mb,token_budget,max_new_tokens,answer_prefix,retained_kv_memory_gb,uncompressed_kv_memory_gb,question,task
32768,2119.892992,0.6226234272111788,['8713146' '3566765' '8306261' '3955087'],12207.0,":

1.  **8306261**
2.  **3566765**
3.  **3955087**
4.  **8713146**",65.536,32347.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for late-rayon mentioned in the provided text are,0.799997952,2.119892992,What are all the special magic numbers for late-rayon mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.622670087477976,['8307727' '5502929' '6407373' '5118725'],12207.0,":

1.  **6407373**
2.  **5502929**
3.  **5118725**
4.  **8307727**",65.536,32351.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for overrated-pile mentioned in the provided text are,0.799997952,2.120155136,What are all the special magic numbers for overrated-pile mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.622670087477976,['7358385' '6643798' '1481506' '9293086'],12207.0,":

1.  **1481506**
2.  **6643798**
3.  **9293086**
4.  **7358385**",65.536,32351.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for skillful-high-rise mentioned in the provided text are,0.799997952,2.120155136,What are all the special magic numbers for skillful-high-rise mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.622670087477976,['6709938' '5691890' '5635017' '1170307'],12207.0,":

1.  **5635017**
2.  **5691890**
3.  **1170307**
4.  **6709938**",65.536,32351.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for gifted-fratricide mentioned in the provided text are,0.799997952,2.120155136,What are all the special magic numbers for gifted-fratricide mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.6226234272111788,['5031966' '8987516' '9234615' '8519121'],12207.0,":

1.  **9234615**
2.  **8987516**
3.  **8519121**
4.  **5031966**",65.536,32347.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for political-vol mentioned in the provided text are,0.799997952,2.119892992,What are all the special magic numbers for political-vol mentioned in the provided text? ,niah_multivalue
32768,2120.41728,0.6227167362076959,['5081983' '6137284' '7191135' '8939993'],12207.0,":

1.  **7191135**
2.  **6137284**
3.  **8939993**
4.  **5081983**",65.536,32355.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for vivacious-circadian mentioned in the provided text are,0.799997952,2.12041728,What are all the special magic numbers for vivacious-circadian mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.622670087477976,['8612582' '5545223' '6144280' '5217853'],12207.0,":

1.  **6144280**
2.  **5545223**
3.  **5217853**
4.  **8612582**",65.536,32351.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for kaput-tension mentioned in the provided text are,0.799997952,2.120155136,What are all the special magic numbers for kaput-tension mentioned in the provided text? ,niah_multivalue
32768,2120.41728,0.6227167362076959,['4106298' '4213524' '4630331' '9123504'],12207.0,":

1.  **4630331**
2.  **4213524**
3.  **9123504**
4.  **4106298**",65.536,32355.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for romantic-harpooner mentioned in the provided text are,0.799997952,2.12041728,What are all the special magic numbers for romantic-harpooner mentioned in the provided text? ,niah_multivalue
32768,2120.41728,0.6227167362076959,['4256752' '5970190' '4816534' '7054579'],12207.0,":

1.  **4816534**
2.  **5970190**
3.  **7054579**
4.  **4256752**",65.536,32355.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for chivalrous-disclosure mentioned in the provided text are,0.799997952,2.12041728,What are all the special magic numbers for chivalrous-disclosure mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.622670087477976,['1763626' '1914794' '5901239' '3118618'],12207.0,":

1.  **5901239**
2.  **1914794**
3.  **3118618**
4.  **1763626**",65.536,32351.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for grouchy-bongo mentioned in the provided text are,0.799997952,2.120155136,What are all the special magic numbers for grouchy-bongo mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.6226234272111788,['9031491' '8389840' '6716097' '4093109'],12207.0,":

1.  **6716097**
2.  **8389840**
3.  **4093109**
4.  **9031491**",65.536,32347.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for panoramic-deputy mentioned in the provided text are,0.799997952,2.119892992,What are all the special magic numbers for panoramic-deputy mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.6226234272111788,['9250138' '2242892' '1899411' '3545556'],12207.0,":

1.  **1899411**
2.  **2242892**
3.  **3545556**
4.  **9250138**",65.536,32347.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for mature-fellow mentioned in the provided text are,0.799997952,2.119892992,What are all the special magic numbers for mature-fellow mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.622670087477976,['7982241' '4786401' '9767312' '7381684'],12207.0,":

1.  **9767312**
2.  **4786401**
3.  **7381684**
4.  **7982241**",65.536,32351.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for cooperative-heritage mentioned in the provided text are,0.799997952,2.120155136,What are all the special magic numbers for cooperative-heritage mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.6226234272111788,['2010496' '2664863' '4486102' '4540415'],12207.0,":

1.  **4486102**
2.  **2664863**
3.  **4540415**
4.  **2010496**",65.536,32347.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for silly-trace mentioned in the provided text are,0.799997952,2.119892992,What are all the special magic numbers for silly-trace mentioned in the provided text? ,niah_multivalue
32768,2120.679424,0.622763373404617,['2259379' '3626181' '1044891' '7853787'],12207.0,":

1.  **1044891**
2.  **3626181**
3.  **7853787**
4.  **2259379**",65.536,32359.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for scintillating-flick mentioned in the provided text are,0.799997952,2.120679424,What are all the special magic numbers for scintillating-flick mentioned in the provided text? ,niah_multivalue
32768,2119.630848,0.6225767554030238,['5833597' '5743227' '8617381' '2194198'],12207.0,":

1.  **8617381**
2.  **5743227**
3.  **2194198**
4.  **5833597**",65.536,32343.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for flawless-cent mentioned in the provided text are,0.799997952,2.119630848,What are all the special magic numbers for flawless-cent mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.622670087477976,['4771676' '3499627' '5456573' '3386328'],12207.0,":

1.  **5456573**
2.  **3499627**
3.  **3386328**
4.  **4771676**",65.536,32351.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for concerned-tabernacle mentioned in the provided text are,0.799997952,2.120155136,What are all the special magic numbers for concerned-tabernacle mentioned in the provided text? ,niah_multivalue
32768,2120.41728,0.6227167362076959,['3086308' '8863447' '6101803' '7752972'],12207.0,":

1.  **6101803**
2.  **8863447**
3.  **7752972**
4.  **3086308**",65.536,32355.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for null-subsidiary mentioned in the provided text are,0.799997952,2.12041728,What are all the special magic numbers for null-subsidiary mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.622670087477976,['1668752' '8248238' '6407658' '5200476'],12207.0,":

1.  **6407658**
2.  **8248238**
3.  **5200476**
4.  **1668752**",65.536,32351.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for brash-howard mentioned in the provided text are,0.799997952,2.120155136,What are all the special magic numbers for brash-howard mentioned in the provided text? ,niah_multivalue
32768,2120.679424,0.622763373404617,['5521644' '1674975' '3939212' '8893693'],12207.0,":

1.  **3939212**
2.  **1674975**
3.  **8893693**
4.  **5521644**",65.536,32359.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for unequaled-atmosphere mentioned in the provided text are,0.799997952,2.120679424,What are all the special magic numbers for unequaled-atmosphere mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.622670087477976,['9249789' '2530793' '8885465' '6837817'],12207.0,":

1.  **8885465**
2.  **2530793**
3.  **6837817**
4.  **9249789**",65.536,32351.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for teeny-prohibition mentioned in the provided text are,0.799997952,2.120155136,What are all the special magic numbers for teeny-prohibition mentioned in the provided text? ,niah_multivalue
32768,2119.630848,0.6225767554030238,['7906258' '9312590' '5835492' '7718473'],12207.0,":

1.  **5835492** (Found in the section discussing Internet addiction and procrastination)
2.  **9312590** (Found in the section discussing Apple's App Store approval process)
3.  **7718473** (Found in the section discussing programming language design and the user)
4.  **7906258** (Found in the section discussing the qualities of startup founders, specifically imagination)",65.536,32343.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for impossible-primary mentioned in the provided text are,0.799997952,2.119630848,What are all the special magic numbers for impossible-primary mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.622670087477976,['6423634' '2944841' '7780932' '9633492'],12207.0,":

1.  **7780932**
2.  **2944841**
3.  **9633492**
4.  **6423634**",65.536,32351.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for gamy-acorn mentioned in the provided text are,0.799997952,2.120155136,What are all the special magic numbers for gamy-acorn mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.6226234272111788,['9697969' '7069650' '9363326' '8416216'],12207.0,":

1.  **9363326**
2.  **7069650**
3.  **8416216**
4.  **9697969**",65.536,32347.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for elderly-tablet mentioned in the provided text are,0.799997952,2.119892992,What are all the special magic numbers for elderly-tablet mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.6226234272111788,['8350368' '9132114' '3037191' '1484348'],12207.0,":

1.  **3037191**
2.  **9132114**
3.  **1484348**
4.  **8350368**",65.536,32347.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for hard-attempt mentioned in the provided text are,0.799997952,2.119892992,What are all the special magic numbers for hard-attempt mentioned in the provided text? ,niah_multivalue
32768,2120.679424,0.622763373404617,['7844947' '2563790' '4769851' '2903561'],12207.0,":

1.  **4769851**
2.  **2563790**
3.  **2903561**
4.  **7844947**",65.536,32359.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for scintillating-pocketbook mentioned in the provided text are,0.799997952,2.120679424,What are all the special magic numbers for scintillating-pocketbook mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.622670087477976,['5587308' '7970771' '9094999' '8922533'],12207.0,":

1.  **9094999**
2.  **7970771**
3.  **8922533**
4.  **5587308**",65.536,32351.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for quiet-astrology mentioned in the provided text are,0.799997952,2.120155136,What are all the special magic numbers for quiet-astrology mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.6226234272111788,['9526867' '3290229' '2171218' '5634662'],12207.0,":

1.  **2171218**
2.  **3290229**
3.  **5634662**
4.  **9526867**",65.536,32347.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for embarrassed-paddle mentioned in the provided text are,0.799997952,2.119892992,What are all the special magic numbers for embarrassed-paddle mentioned in the provided text? ,niah_multivalue
32768,2119.630848,0.6225767554030238,['6008935' '9214801' '3493017' '8491822'],12207.0,":

1.  **3493017**
2.  **9214801**
3.  **8491822**
4.  **6008935**",65.536,32343.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for half-part mentioned in the provided text are,0.799997952,2.119630848,What are all the special magic numbers for half-part mentioned in the provided text? ,niah_multivalue
32768,2120.679424,0.622763373404617,['6398528' '4165061' '5006492' '7425184'],12207.0,":

1.  **5006492**
2.  **4165061**
3.  **7425184**
4.  **6398528**",65.536,32359.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for onerous-symptom mentioned in the provided text are,0.799997952,2.120679424,What are all the special magic numbers for onerous-symptom mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.6226234272111788,['7395997' '7477326' '3551903' '9310235'],12207.0,":

1.  **3551903**
2.  **7477326**
3.  **9310235**
4.  **7395997**",65.536,32347.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for weak-scotch mentioned in the provided text are,0.799997952,2.119892992,What are all the special magic numbers for weak-scotch mentioned in the provided text? ,niah_multivalue
32768,2120.41728,0.6227167362076959,['8387112' '2672884' '9823994' '8665981'],12207.0,":

1.  **9823994**
2.  **2672884**
3.  **8665981**
4.  **8387112**",65.536,32355.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for chivalrous-barometer mentioned in the provided text are,0.799997952,2.12041728,What are all the special magic numbers for chivalrous-barometer mentioned in the provided text? ,niah_multivalue
32768,2119.630848,0.6225767554030238,['6680114' '7668663' '2347467' '6512415'],12207.0,":

1.  **2347467** (Found in the section discussing voice over IP software and Robert/Trevor's grad student friend)
2.  **7668663** (Found in the section discussing ambitious programmers and starting their own thing)
3.  **6512415** (Found in the section discussing oil painting and prototypes)
4.  **6680114** (Found in the section discussing the acceleration of change and ideas)",65.536,32343.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for good-opening mentioned in the provided text are,0.799997952,2.119630848,What are all the special magic numbers for good-opening mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.622670087477976,['2147909' '4938791' '5821419' '4816586'],12207.0,":

1.  **5821419**
2.  **4938791**
3.  **4816586**
4.  **2147909**",65.536,32351.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for swanky-dozen mentioned in the provided text are,0.799997952,2.120155136,What are all the special magic numbers for swanky-dozen mentioned in the provided text? ,niah_multivalue
32768,2119.630848,0.6225767554030238,['6024207' '1485654' '1771600' '6442103'],12207.0,":

1.  **1771600**
2.  **1485654**
3.  **6442103**
4.  **6024207**",65.536,32343.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for volatile-text mentioned in the provided text are,0.799997952,2.119630848,What are all the special magic numbers for volatile-text mentioned in the provided text? ,niah_multivalue
32768,2120.41728,0.6227167362076959,['5096953' '9911492' '7913081' '4020853'],12207.0,":

1.  **7913081**
2.  **9911492**
3.  **4020853**
4.  **5096953**",65.536,32355.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for decorous-vanilla mentioned in the provided text are,0.799997952,2.12041728,What are all the special magic numbers for decorous-vanilla mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.6226234272111788,['5040453' '9349470' '3401116' '4895475'],12207.0,":

1.  **3401116**
2.  **9349470**
3.  **4895475**
4.  **5040453**",65.536,32347.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for swift-bandwidth mentioned in the provided text are,0.799997952,2.119892992,What are all the special magic numbers for swift-bandwidth mentioned in the provided text? ,niah_multivalue
32768,2120.41728,0.6227167362076959,['8410995' '6797629' '6018975' '8118722'],12207.0,":

1.  **6018975**
2.  **6797629**
3.  **8118722**
4.  **8410995**",65.536,32355.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for blue-eyed-weedkiller mentioned in the provided text are,0.799997952,2.12041728,What are all the special magic numbers for blue-eyed-weedkiller mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.6226234272111788,['2789344' '4979651' '7398231' '7022335'],12207.0,":

1.  **7398231**
2.  **4979651**
3.  **7022335**
4.  **2789344**",65.536,32347.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for plastic-exile mentioned in the provided text are,0.799997952,2.119892992,What are all the special magic numbers for plastic-exile mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.6226234272111788,['1822825' '9333700' '5801541' '4860745'],12207.0,":

1.  **5801541**
2.  **9333700**
3.  **4860745**
4.  **1822825**",65.536,32347.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for abnormal-adobe mentioned in the provided text are,0.799997952,2.119892992,What are all the special magic numbers for abnormal-adobe mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.622670087477976,['3294774' '2630140' '1661401' '6183033'],12207.0,":

1.  **1661401**
2.  **2630140**
3.  **6183033**
4.  **3294774**",65.536,32351.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for upbeat-soulmate mentioned in the provided text are,0.799997952,2.120155136,What are all the special magic numbers for upbeat-soulmate mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.622670087477976,['5951131' '6481437' '7970985' '3946751'],12207.0,":

1.  **7970985**
2.  **6481437**
3.  **3946751**
4.  **5951131**",65.536,32351.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for cagey-headphones mentioned in the provided text are,0.799997952,2.120155136,What are all the special magic numbers for cagey-headphones mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.6226234272111788,['5311242' '9084065' '5951651' '6682698'],12207.0,":

1.  **5951651**
2.  **9084065**
3.  **6682698**
4.  **5311242**",65.536,32347.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for disillusioned-guard mentioned in the provided text are,0.799997952,2.119892992,What are all the special magic numbers for disillusioned-guard mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.622670087477976,['7667458' '7136687' '2515030' '7619862'],12207.0,":

1.  **2515030**
2.  **7136687**
3.  **7619862**
4.  **7667458**",65.536,32351.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for unusual-assertion mentioned in the provided text are,0.799997952,2.120155136,What are all the special magic numbers for unusual-assertion mentioned in the provided text? ,niah_multivalue
32768,2120.41728,0.6227167362076959,['5398338' '7392547' '7232293' '2817745'],12207.0,":

1.  **7232293**
2.  **7392547**
3.  **2817745**
4.  **5398338**",65.536,32355.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for level-parallelogram mentioned in the provided text are,0.799997952,2.12041728,What are all the special magic numbers for level-parallelogram mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.6226234272111788,['4713925' '2060605' '8789116' '6069909'],12207.0,":

1.  **8789116**
2.  **2060605**
3.  **6069909**
4.  **4713925**",65.536,32347.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for stupid-cigarette mentioned in the provided text are,0.799997952,2.119892992,What are all the special magic numbers for stupid-cigarette mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.6226234272111788,['9264869' '2948178' '2630611' '4939290'],12207.0,":

1.  **2630611**
2.  **2948178**
3.  **4939290**
4.  **9264869**",65.536,32347.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for homeless-decoder mentioned in the provided text are,0.799997952,2.119892992,What are all the special magic numbers for homeless-decoder mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.6226234272111788,['8031780' '3592464' '7960607' '2661307'],12207.0,":

1.  **7960607**
2.  **3592464**
3.  **2661307**
4.  **8031780**",65.536,32347.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for uncovered-spank mentioned in the provided text are,0.799997952,2.119892992,What are all the special magic numbers for uncovered-spank mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.622670087477976,['7216461' '4645180' '8438733' '8460758'],12207.0,":

1.  **8438733** (Found in the section discussing Apple and the App Store, July 2010)
2.  **4645180** (Found in the section discussing startups and college students, October 2014)
3.  **8460758** (Found in the section discussing ""Corn Syrup"" and big companies, March 2008)
4.  **7216461** (Found in the section discussing change and expertise, December 2014",65.536,32351.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for victorious-ejector mentioned in the provided text are,0.799997952,2.120155136,What are all the special magic numbers for victorious-ejector mentioned in the provided text? ,niah_multivalue
32768,2120.679424,0.622763373404617,['7679674' '5628522' '4184459' '3049499'],12207.0,":

1.  **4184459**
2.  **5628522**
3.  **3049499**
4.  **7679674**",65.536,32359.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for axiomatic-steamroller mentioned in the provided text are,0.799997952,2.120679424,What are all the special magic numbers for axiomatic-steamroller mentioned in the provided text? ,niah_multivalue
32768,2119.630848,0.6225767554030238,['6595355' '5086407' '3112652' '4442778'],12207.0,":

1.  **3112652**
2.  **5086407**
3.  **4442778**
4.  **6595355**",65.536,32343.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for aromatic-logo mentioned in the provided text are,0.799997952,2.119630848,What are all the special magic numbers for aromatic-logo mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.622670087477976,['6512314' '3475548' '1047572' '5651899'],12207.0,":

1.  **1047572**
2.  **3475548**
3.  **5651899**
4.  **6512314**",65.536,32351.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for flipped-out-amazon mentioned in the provided text are,0.799997952,2.120155136,What are all the special magic numbers for flipped-out-amazon mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.6226234272111788,['1432519' '3211291' '1249314' '7010308'],12207.0,":

1.  **1249314**
2.  **3211291**
3.  **7010308**
4.  **1432519**",65.536,32347.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for coherent-tankful mentioned in the provided text are,0.799997952,2.119892992,What are all the special magic numbers for coherent-tankful mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.622670087477976,['1879109' '3126655' '8062546' '9826250'],12207.0,":

1.  **8062546**
2.  **3126655**
3.  **9826250**
4.  **1879109**",65.536,32351.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for goofy-approach mentioned in the provided text are,0.799997952,2.120155136,What are all the special magic numbers for goofy-approach mentioned in the provided text? ,niah_multivalue
32768,2120.41728,0.6227167362076959,['2829622' '8583392' '9453010' '4716988'],12207.0,":

1.  **9453010**
2.  **8583392**
3.  **4716988**
4.  **2829622**",65.536,32355.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for ragged-hypothesis mentioned in the provided text are,0.799997952,2.12041728,What are all the special magic numbers for ragged-hypothesis mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.6226234272111788,['1522621' '2020480' '9035982' '7738019'],12207.0,":

1.  **9035982**
2.  **2020480**
3.  **7738019**
4.  **1522621**",65.536,32347.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for therapeutic-doctrine mentioned in the provided text are,0.799997952,2.119892992,What are all the special magic numbers for therapeutic-doctrine mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.622670087477976,['6404139' '3488628' '2101965' '3117143'],12207.0,":

1.  **2101965**
2.  **3488628**
3.  **3117143**
4.  **6404139**",65.536,32351.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for brash-sundial mentioned in the provided text are,0.799997952,2.120155136,What are all the special magic numbers for brash-sundial mentioned in the provided text? ,niah_multivalue
32768,2119.630848,0.6225767554030238,['9901266' '5947563' '8612081' '9481739'],12207.0,":

1.  **8612081**
2.  **5947563**
3.  **9481739**
4.  **9901266**",65.536,32343.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for loving-string mentioned in the provided text are,0.799997952,2.119630848,What are all the special magic numbers for loving-string mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.6226234272111788,['8575834' '4833486' '7942639' '6686328'],12207.0,":

1.  **7942639**
2.  **4833486**
3.  **6686328**
4.  **8575834**",65.536,32347.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for new-passbook mentioned in the provided text are,0.799997952,2.119892992,What are all the special magic numbers for new-passbook mentioned in the provided text? ,niah_multivalue
32768,2120.155136,0.622670087477976,['6243275' '5276341' '7279729' '3560856'],12207.0,":

1.  **7279729**
2.  **5276341**
3.  **3560856**
4.  **6243275**",65.536,32351.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for needless-measles mentioned in the provided text are,0.799997952,2.120155136,What are all the special magic numbers for needless-measles mentioned in the provided text? ,niah_multivalue
32768,2119.892992,0.6226234272111788,['3182975' '2006313' '6530541' '3050700'],12207.0,":

1.  **6530541**
2.  **2006313**
3.  **3050700**
4.  **3182975**",65.536,32347.0,0.8,GB,799.997952,12207.0,128,The special magic numbers for little-petal mentioned in the provided text are,0.799997952,2.119892992,What are all the special magic numbers for little-petal mentioned in the provided text? ,niah_multivalue
