retained_context_tokens,question,memory_budget_unit,answer_prefix,uncompressed_kv_memory_gb,token_budget,retained_kv_memory_mb,retained_kv_memory_gb,context_length,max_new_tokens,predicted_answer,context_tokens,answer,kv_memory_per_token_kb,memory_budget,task,uncompressed_kv_memory_mb,compression_ratio
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Aside from the Apple Remote, what other device can control the program Apple Remote was originally designed to interact with? ",GB,Answer:,2.139291648,12207.0,799.997952,0.799997952,32768,32, keyboard function keys,32643.0,['keyboard function keys'],65.536,0.8,qa_2,2139.291648,0.6260454002389486
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which performance act has a higher instrument to person ratio, Badly Drawn Boy or Wolf Alice?  ",GB,Answer:,2.044919808,12207.0,799.997952,0.799997952,32768,32, Badly Drawn Boy,31203.0,['Badly Drawn Boy'],65.536,0.8,qa_2,2044.919808,0.6087876165753293
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What was the father of Kasper Schmeichel voted to be by the IFFHS in 1992? ",GB,Answer:,2.091188224,12207.0,799.997952,0.799997952,32768,32, IFFHS World's Best Goalkeeper,31909.0,"[""World's Best Goalkeeper""]",65.536,0.8,qa_2,2091.188224,0.6174433545394716
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was the writer of These Boots Are Made for Walkin' and who died in 2007? ",GB,Answer:,2.163933184,12207.0,799.997952,0.799997952,32768,32, Lee Hazlewood,33019.0,['Barton Lee Hazlewood'],65.536,0.8,qa_2,2163.933184,0.6303037644992278
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The 2011–12 VCU Rams men's basketball team, led by third year head coach Shaka Smart, represented Virginia Commonwealth University which was founded in what year? ",GB,Answer:,2.273574912,12207.0,799.997952,0.799997952,32768,32, 1838,34692.0,['1838'],65.536,0.8,qa_2,2273.574912,0.648132134209616
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Are both Dictyosperma, and Huernia described as a genus? ",GB,Answer:,2.264334336,12207.0,799.997952,0.799997952,32768,32, Yes,34551.0,['yes'],65.536,0.8,qa_2,2264.334336,0.6466961882434662
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Kaiser Ventures corporation was founded by an American industrialist who became known as the father of modern American shipbuilding? ",GB,Answer:,2.035941376,12207.0,799.997952,0.799997952,32768,32, Yes,31066.0,['Henry J. Kaiser'],65.536,0.8,qa_2,2035.941376,0.6070623833129467
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What is the name for the adventure in ""Tunnels and Trolls"", a game designed by Ken St. Andre? ",GB,Answer:,2.172583936,12207.0,799.997952,0.799997952,32768,32, Arena of Khazan,33151.0,['Arena of Khazan'],65.536,0.8,qa_2,2172.583936,0.6317758137009442
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When was Poison's album ""Shut Up, Make Love"" released? ",GB,Answer:,2.002518016,12207.0,799.997952,0.799997952,32768,32, 2000,30556.0,['2000'],65.536,0.8,qa_2,2002.518016,0.6005039926691975
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Hayden is a singer-songwriter from Canada, but where does Buck-Tick hail from? ",GB,Answer:,2.104426496,12207.0,799.997952,0.799997952,32768,32, Japan,32111.0,"['Fujioka, Gunma']",65.536,0.8,qa_2,2104.426496,0.6198498956743794
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which  French ace pilot and adventurer fly L'Oiseau Blanc ",GB,Answer:,2.15515136,12207.0,799.997952,0.799997952,32768,32, Charles Nungesser,32885.0,['Charles Eugène'],65.536,0.8,qa_2,2155.15136,0.6287973240079063
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Are Freakonomics and In the Realm of the Hackers both American documentaries? ",GB,Answer:,2.225668096,12207.0,799.997952,0.799997952,32768,32, No,33961.0,['no'],65.536,0.8,qa_2,2225.668096,0.6405582874473661
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which band, Letters to Cleo or Screaming Trees, had more members? ",GB,Answer:,2.098659328,12207.0,799.997952,0.799997952,32768,32, Screaming Trees,32023.0,['Letters to Cleo'],65.536,0.8,qa_2,2098.659328,0.6188052337382506
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Alexander Kerensky was defeated and destroyed by the Bolsheviks in the course of a civil war that ended when ? ",GB,Answer:,2.237988864,12207.0,799.997952,0.799997952,32768,32, 1923,34149.0,['October 1922'],65.536,0.8,qa_2,2237.988864,0.6425371167530528
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Seven Brief Lessons on Physics was written by an Italian physicist that has worked in France since what year? ",GB,Answer:,2.183921664,12207.0,799.997952,0.799997952,32768,32, 2000,33324.0,['2000'],65.536,0.8,qa_2,2183.921664,0.6336874324810947
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties? ",GB,Answer:,2.200305664,12207.0,799.997952,0.799997952,32768,32, World War II,33574.0,['World War II'],65.536,0.8,qa_2,2200.305664,0.6364150831000179
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Are both Elko Regional Airport and Gerald R. Ford International Airport located in Michigan? ",GB,Answer:,2.16137728,12207.0,799.997952,0.799997952,32768,32, No,32980.0,['no'],65.536,0.8,qa_2,2161.37728,0.6298665858095815
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Ralph Hefferline was a psychology professor at a university that is located in what city? ",GB,Answer:,2.251358208,12207.0,799.997952,0.799997952,32768,32, New York City,34353.0,['New York City'],65.536,0.8,qa_2,2251.358208,0.6446598550344949
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which dog's ancestors include Gordon and Irish Setters: the Manchester Terrier or the Scotch Collie? ",GB,Answer:,2.102460416,12207.0,799.997952,0.799997952,32768,32, Scotch Collie,32081.0,['Scotch Collie'],65.536,0.8,qa_2,2102.460416,0.6194944047878808
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Where is the company that Sachin Warrier worked for as a software engineer headquartered?  ",GB,Answer:,2.196570112,12207.0,799.997952,0.799997952,32768,32, Kochi,33517.0,['Mumbai'],65.536,0.8,qa_2,2196.570112,0.6357967598532088
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: A Japanese manga series based on a 16 year old high school student Ichitaka Seto, is written and illustrated by someone born in what year? ",GB,Answer:,2.196504576,12207.0,799.997952,0.799997952,32768,32, 1962,33516.0,['1962'],65.536,0.8,qa_2,2196.504576,0.6357858933046903
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The battle in which Giuseppe Arimondi lost his life secured what for Ethiopia? ",GB,Answer:,2.067267584,12207.0,799.997952,0.799997952,32768,32, Ethiopian sovereignty,31544.0,['sovereignty'],65.536,0.8,qa_2,2067.267584,0.6130167385239665
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Alfred Balk served as the secretary of the Committee on the Employment of Minority Groups in the News Media under which United States Vice President? ",GB,Answer:,2.243100672,12207.0,799.997952,0.799997952,32768,32, Nelson Rockefeller,34227.0,['Nelson Rockefeller'],65.536,0.8,qa_2,2243.100672,0.6433517398545008
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: A medieval fortress in Dirleton, East Lothian, Scotland borders on the south side of what coastal area? ",GB,Answer:,2.170093568,12207.0,799.997952,0.799997952,32768,32, Yellowcraigs,33113.0,['Yellowcraig'],65.536,0.8,qa_2,2170.093568,0.6313532449491137
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono? ",GB,Answer:,2.268987392,12207.0,799.997952,0.799997952,32768,32, Phil Spector,34622.0,['Phil Spector'],65.536,0.8,qa_2,2268.987392,0.6474207151522153
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What type of forum did a former Soviet statesman initiate? ",GB,Answer:,2.240217088,12207.0,799.997952,0.799997952,32768,32, The World Summit of Nobel Peace Laureates,34183.0,['Organizations could come together to address global issues'],65.536,0.8,qa_2,2240.217088,0.6428926659450604
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Are Ferocactus and Silene both types of plant? ",GB,Answer:,2.20299264,12207.0,799.997952,0.799997952,32768,32, Yes,33615.0,['yes'],65.536,0.8,qa_2,2202.99264,0.6368585452922803
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which British first-generation jet-powered medium bomber was used in the South West Pacific theatre of World War II? ",GB,Answer:,2.150432768,12207.0,799.997952,0.799997952,32768,32, English Electric Canberra,32813.0,['English Electric Canberra'],65.536,0.8,qa_2,2150.432768,0.6279828116904885
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which year and which conference was the 14th season for this conference as part of the NCAA Division that the Colorado Buffaloes played in with a record of 2-6 in conference play? ",GB,Answer:,2.170355712,12207.0,799.997952,0.799997952,32768,32," 2009, Big 12 Conference",33117.0,['2009 Big 12 Conference'],65.536,0.8,qa_2,2170.355712,0.6313977715372769
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: In 1991 Euromarché was bought by a chain that operated how any hypermarkets at the end of 2016? ",GB,Answer:,2.13123072,12207.0,799.997952,0.799997952,32768,32," 1,462",32520.0,"['1,462']",65.536,0.8,qa_2,2131.23072,0.6246309963099631
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What race track in the midwest hosts a 500 mile race eavery May? ",GB,Answer:,2.117271552,12207.0,799.997952,0.799997952,32768,32, Indianapolis Motor Speedway,32307.0,['Indianapolis Motor Speedway'],65.536,0.8,qa_2,2117.271552,0.6221561890611942
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini? ",GB,Answer:,2.25181696,12207.0,799.997952,0.799997952,32768,32, Rome,34360.0,['Rome'],65.536,0.8,qa_2,2251.81696,0.644732246798603
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Ellie Goulding worked with what other writers on her third studio album, Delirium? ",GB,Answer:,2.2151168,12207.0,799.997952,0.799997952,32768,32," Max Martin, Savan Kotecha, Ilya Salmanzadeh, and Ali Payami",33800.0,"['Max Martin, Savan Kotecha and Ilya Salmanzadeh']",65.536,0.8,qa_2,2215.1168,0.6388461538461538
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which Australian city founded in 1838 contains a boarding school opened by a Prime Minister of Australia and named after a school in London of the same name. ",GB,Answer:,2.14007808,12207.0,799.997952,0.799997952,32768,32, Adelaide,32655.0,"['Marion, South Australia']",65.536,0.8,qa_2,2140.07808,0.626182820395039
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: D1NZ is a series based on what oversteering technique? ",GB,Answer:,2.20102656,12207.0,799.997952,0.799997952,32768,32, Drifting,33585.0,['Drifting'],65.536,0.8,qa_2,2201.02656,0.6365341670388567
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: who is younger Keith Bostic or Jerry Glanville ? ",GB,Answer:,2.232549376,12207.0,799.997952,0.799997952,32768,32, Jerry Glanville,34066.0,['Keith Bostic'],65.536,0.8,qa_2,2232.549376,0.6416661774203017
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: According to the 2001 census, what was the population of the city in which Kirton End is located? ",GB,Answer:,2.273902592,12207.0,799.997952,0.799997952,32768,32," 35,124",34697.0,"['35,124']",65.536,0.8,qa_2,2273.902592,0.6481828400149869
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Are both Cypress and Ajuga genera? ",GB,Answer:,2.084962304,12207.0,799.997952,0.799997952,32768,32, Yes,31814.0,['no'],65.536,0.8,qa_2,2084.962304,0.6163009995599422
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What distinction is held by the former NBA player who was a member of the Charlotte Hornets during their 1992-93 season and was head coach for the WNBA team Charlotte Sting? ",GB,Answer:,2.1577728,12207.0,799.997952,0.799997952,32768,32, The shortest player ever to play in the National Basketball Association,32925.0,['shortest player ever to play in the National Basketball Association'],65.536,0.8,qa_2,2157.7728,0.629248291571754
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What is the name of the executive producer of the film that has a score composed by Jerry Goldsmith? ",GB,Answer:,2.289958912,12207.0,799.997952,0.799997952,32768,32, Francis Ford Coppola,34942.0,['Ronald Shusett'],65.536,0.8,qa_2,2289.958912,0.6506496479880945
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was born earlier, Emma Bull or Virginia Woolf? ",GB,Answer:,2.2560768,12207.0,799.997952,0.799997952,32768,32, Virginia Woolf,34425.0,['Adeline Virginia Woolf'],65.536,0.8,qa_2,2256.0768,0.6454030501089325
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What was the Roud Folk Song Index of the nursery rhyme inspiring What Are Little Girls Made Of? ",GB,Answer:,2.089418752,12207.0,799.997952,0.799997952,32768,32, 821,31882.0,['821'],65.536,0.8,qa_2,2089.418752,0.6171193777052882
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Scott Parkin has been a vocal critic of Exxonmobil and another corporation that has operations in how many countries ? ",GB,Answer:,2.12533248,12207.0,799.997952,0.799997952,32768,32, 70,32430.0,['more than 70 countries'],65.536,0.8,qa_2,2125.33248,0.6235892691951896
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What WB supernatrual drama series was Jawbreaker star Rose Mcgowan best known for being in? ",GB,Answer:,2.105081856,12207.0,799.997952,0.799997952,32768,32, Charmed,32121.0,['Charmed'],65.536,0.8,qa_2,2105.081856,0.6199682450733166
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Vince Phillips held a junior welterweight title by an organization recognized by what larger Hall of Fame? ",GB,Answer:,2.10305024,12207.0,799.997952,0.799997952,32768,32, International Boxing Hall of Fame,32090.0,['International Boxing Hall of Fame'],65.536,0.8,qa_2,2103.05024,0.6196011218448114
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What is the name of the singer who's song was released as the lead single from the album ""Confessions"", and that had popular song stuck behind for eight consecutive weeks? ",GB,Answer:,2.240741376,12207.0,799.997952,0.799997952,32768,32, Usher,34191.0,['Usher'],65.536,0.8,qa_2,2240.741376,0.6429762218127577
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: who is the younger brother of The episode guest stars of The Hard Easy  ",GB,Answer:,2.135097344,12207.0,799.997952,0.799997952,32768,32, Brian Doyle-Murray,32579.0,['Bill Murray'],65.536,0.8,qa_2,2135.097344,0.6253107830197366
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The 2017–18 Wigan Athletic F.C. season will be a year in which the team competes in the league cup known as what for sponsorship reasons? ",GB,Answer:,2.25247232,12207.0,799.997952,0.799997952,32768,32, Carabao Cup,34370.0,['Carabao Cup'],65.536,0.8,qa_2,2252.47232,0.6448356124527204
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which of Tara Strong major voice role in animated series is an American animated television series based on the DC Comics fictional superhero team, the ""Teen Titans""? ",GB,Answer:,2.242117632,12207.0,799.997952,0.799997952,32768,32, Teen Titans Go!,34212.0,['Teen Titans Go!'],65.536,0.8,qa_2,2242.117632,0.643195370045598
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What is the inhabitant of the city where  122nd SS-Standarte was formed in2014 ",GB,Answer:,2.206007296,12207.0,799.997952,0.799997952,32768,32," 276,170",33661.0,"['276,170 inhabitants']",65.536,0.8,qa_2,2206.007296,0.6373548022934553
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What color clothing do people of the Netherlands wear during Oranjegekte or to celebrate the national holiday Koningsdag?  ",GB,Answer:,2.276327424,12207.0,799.997952,0.799997952,32768,32, Orange,34734.0,['orange'],65.536,0.8,qa_2,2276.327424,0.6485576092589393
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What was the name of the 1996 loose adaptation of William Shakespeare's ""Romeo & Juliet"" written by James Gunn? ",GB,Answer:,2.23084544,12207.0,799.997952,0.799997952,32768,32, Tromeo and Juliet,34040.0,['Tromeo and Juliet'],65.536,0.8,qa_2,2230.84544,0.6413924794359577
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Robert Suettinger was the national intelligence officer under which former Governor of Arkansas? ",GB,Answer:,2.244345856,12207.0,799.997952,0.799997952,32768,32, Bill Clinton,34246.0,['William Jefferson Clinton'],65.536,0.8,qa_2,2244.345856,0.6435496116334755
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What American professional Hawaiian surfer born 18 October 1992 won the Rip Curl Pro Portugal? ",GB,Answer:,2.091712512,12207.0,799.997952,0.799997952,32768,32, John John Florence,31917.0,['John John Florence'],65.536,0.8,qa_2,2091.712512,0.617539242410001
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What is the middle name of the actress who plays Bobbi Bacha in Suburban Madness? ",GB,Answer:,2.251882496,12207.0,799.997952,0.799997952,32768,32, Ann,34361.0,['Ann'],65.536,0.8,qa_2,2251.882496,0.6447425860714182
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Alvaro Mexia had a diplomatic mission with which tribe of indigenous people? ",GB,Answer:,2.2183936,12207.0,799.997952,0.799997952,32768,32, Ais,33850.0,['Apalachees'],65.536,0.8,qa_2,2218.3936,0.6393796159527326
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What nationality were social anthropologists Alfred Gell and Edmund Leach? ",GB,Answer:,2.141782016,12207.0,799.997952,0.799997952,32768,32, British,32681.0,['British'],65.536,0.8,qa_2,2141.782016,0.6264802178635904
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: In which year was the King who made the 1925 Birthday Honours born? ",GB,Answer:,2.237202432,12207.0,799.997952,0.799997952,32768,32, 1865,34137.0,['1865'],65.536,0.8,qa_2,2237.202432,0.6424114597064768
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What is the county seat of the county where East Lempster, New Hampshire is located? ",GB,Answer:,2.245525504,12207.0,799.997952,0.799997952,32768,32, Newport,34264.0,['Newport'],65.536,0.8,qa_2,2245.525504,0.6437368666822321
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The Album Against the Wind was the 11th Album of a Rock singer Robert C Seger born may 6 1945. What was the Rock singers stage name ? ",GB,Answer:,2.145255424,12207.0,799.997952,0.799997952,32768,32, Bob Seger,32734.0,['Bob Seger'],65.536,0.8,qa_2,2145.255424,0.6270849880857824
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Rostker v. Goldberg held that the practice of what way of filling armed forces vacancies was consitutional? ",GB,Answer:,2.189361152,12207.0,799.997952,0.799997952,32768,32, requiring only men to register for the draft,33407.0,['Conscription'],65.536,0.8,qa_2,2189.361152,0.6345975394378424
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Handi-Snacks are a snack food product line sold by what American multinational confectionery, food, and beverage company that is based in Illinois? ",GB,Answer:,2.073427968,12207.0,799.997952,0.799997952,32768,32, Mondelez International,31638.0,"['Mondelez International, Inc.']",65.536,0.8,qa_2,2073.427968,0.614166508628864
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What was the name of a woman from the book titled ""Their Lives: The Women Targeted by the Clinton Machine "" and was also a former white house intern? ",GB,Answer:,2.236809216,12207.0,799.997952,0.799997952,32768,32, Monica Lewinsky,34131.0,['Monica Lewinsky'],65.536,0.8,qa_2,2236.809216,0.6423485980486947
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When was the American lawyer, lobbyist and political consultant who was a senior member of the presidential campaign of Donald Trump born? ",GB,Answer:,2.124546048,12207.0,799.997952,0.799997952,32768,32," April 1, 1949",32418.0,"['April 1, 1949']",65.536,0.8,qa_2,2124.546048,0.6234499352211734
