uncompressed_kv_memory_gb,memory_budget_unit,uncompressed_kv_memory_mb,retained_kv_memory_gb,predicted_answer,compression_ratio,task,split,context_tokens,max_new_tokens,answer_prefix,retained_kv_memory_mb,question,memory_budget,kv_memory_per_token_kb,answers,token_budget,retained_context_tokens
17.723031552,GB,17723.031552,1.999945728," ['2015 King Cup Final', '2018 King Cup Final', '2019 King Cup Final']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which competition did the tennis man Lloyd Harris win?
",2.0,147.456,"[""2018 Kentucky Bank Tennis Championships – Men's Singles""
 ""2018 Kunming Open – Men's Doubles""
 ""2018 Stockton Challenger – Men's Singles""
 ""2019 Burnie International – Men's Doubles""
 ""2019 Launceston Tennis International – Men's Singles""]",13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['Gorilla Biscuits', 'Rival Schools', 'The Producers', 'Young Frankenstein', 'The Beatles']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What groups was Walter Schreifels a member of?
",2.0,147.456,"['Dead Heavens' 'Gorilla Biscuits' 'Quicksand' 'Rival Schools'
 'Walking Concert']",13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['Arabsat-1B', 'Arabsat-1C', 'Arabsat-5A', 'Arabsat-1A', 'Arabsat-1B']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What does the Arab Satellite Communications Organization own?
",2.0,147.456,['Arabsat-1A' 'Arabsat-1B' 'Arabsat-5A' 'Badr-4' 'INSAT-2DT'],13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['Wikipedia', 'Diplopedia', 'Veropedia', 'Wiktionary', 'The Perfect General']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What are the existing wiki projects ?
",2.0,147.456,['Diplopedia' 'RationalWiki' 'Uncyclopedia' 'Veropedia' 'Wiktionary'],13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['Helen Jenkins', 'Yasmin Murray', 'Reilly Opelka', 'Steve Darcis', 'Marin Čilić', 'Yan Zi', 'Sudan', 'Lloyd Harris', 'Yasmin Murray', 'Yasmin Murray']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was a notable triathlete ?
",2.0,147.456,"['Chris McCormack' 'Chrissie Wellington' 'Helen Jenkins' 'Magali Messmer'
 'Pete Jacobs']",13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['Dimethylformamide', 'Sodium azide', 'Estradiol benzoate/hydroxyprogesterone caproate', 'Estradiol cypionate/hydroxyprogesterone caproate', 'Estradiol valerate/hydroxyprogesterone caproate', 'Estradiol dipropionate/hydroxyprogesterone caproate', 'Estradiol benzoate/estradiol valerate/hydroxy",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What are the existing reagent compounds ?
",2.0,147.456,['Ammonia' 'Collins reagent' 'Dimethylformamide' 'Ethanol' 'Sodium azide'],13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['Dosan Seowon', 'Oksan Seowon', 'Byeongsan Seowon', 'Oksan Seowon', 'Oksan Seowon']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What are some of the notable seowons ?
",2.0,147.456,"['Byeongsan Seowon' 'Dosan Seowon' 'Oksan Seowon' 'Seoak Seowon'
 'Sosu Seowon']",13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['2015 King Cup Final', '2018 Senior Open Championship', '2018 Città di Caltanissetta – Singles', '2018 Wimbledon Open – Singles', '2018 Città di Caltanissetta – Singles', '2018 Città di Caltanissetta – Singles', '2018 Città di Caltanissetta – Singles', '201",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In which sports competition did Reilly Opelka emerge victorious?
",2.0,147.456,"[""2015 Wimbledon Championships – Boys' Singles""
 ""2016 Charlottesville Men's Pro Challenger – singles""
 '2018 BNP Paribas Primrose Bordeaux – singles'
 '2018 JSM Challenger of Champaign–Urbana – singles'
 '2018 Knoxville Challenger – singles']",13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['Jeff Kunkel', 'Kevin Thomson', 'Jeffrey William Kunkel', 'Reilly Opelka', 'Dewon Brazelton']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who graduated from Middletown High School South?
",2.0,147.456,"['Christian Peter' 'Howard Barbieri' 'Jeff Kunkel' 'Knowshon Moreno'
 'Melanie McGuire']",13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['2010 MPS Group Championships – Doubles', '2015 King Cup Final', '2017 Internationaux de Tennis de Vendée – Singles', '2018 Senior Open Championship', '2019 Senior Open Championship', '2019 Wimbledon Championships – Boys\' Singles', '2019 BNP Paribas Primrose Bordeaux – Singles']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What competition did Elias Ymer win?
",2.0,147.456,"['2015 Città di Caltanissetta – singles'
 '2016 Open Città della Disfida – singles' '2016 Stockholm Open – doubles'
 '2017 Internationaux de Tennis de Vendée – singles'
 '2017 Internazionali di Tennis del Friuli Venezia Giulia – singles']",13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['Marshall J. Bowers', 'Kris Medlen', 'Dewon Brazelton', 'Mikki Daughtry', 'Joshua D. Ebert', 'Kirk Douglas', 'Katherine M. Smith', 'Katherine M. Smith', 'Kris Medlen', 'Kris Medlen']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who are Tullahoma High School alumni?
",2.0,147.456,"['Antonio London' 'Bryan Morris' 'Dewon Brazelton' 'Dustin Lynch'
 'Jordan Sheffield']",13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['Snow White, Blood Red', 'The Perfect General', 'The Blackheath Bulletin', 'The 1929 Taça de Portugal Final', 'The 1998 U.S. Open Cup Final']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: For which motion picture was Hossein Shahabi responsible for production?
",2.0,147.456,"['Conditional release' 'Ghost' 'The Bright Day' 'The Sale'
 'The Traces of Light']",13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['Steve Darcis', 'Steve Darcis', 'Steve Darcis', 'Steve Darcis', 'Steve Darcis']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What lineback was drafted by the Chicago Bears?
",2.0,147.456,['Ego Ferguson' 'Jerry Janes' 'Ron Rivera' 'Roquan Smith' 'Will Sutton'],13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['Kanthirava Narasaraja II', 'Krishnaraja Wadiyar III', 'Krishnaraja Wadiyar II', 'Karthik Gowda', 'Kanthirava Narasaraja Wadiyar I']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who habitated the Kingdom of Mysore?
",2.0,147.456,"['Chamarajendra Wadiyar X' 'Kanthirava Narasaraja I'
 'Kanthirava Narasaraja II' 'Krishnaraja Wadiyar II'
 'Krishnaraja Wadiyar III' 'Mir Ghulam Ali']",13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['Gourdou-Leseurre GL.2', 'Gourdou-Leseurre GL.50', 'Gourdou-Leseurre GL.832 HY', 'Gourdou-Leseurre GL.812 HY']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is something that Gourdou-Leseurre produced?
",2.0,147.456,"['Gourdou-Leseurre GL-812 HY' 'Gourdou-Leseurre GL-832 HY'
 'Gourdou-Leseurre GL.2' 'Gourdou-Leseurre GL.30' 'Gourdou-Leseurre GL.50']",13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['Mikki Daughtry', 'Tobias Iaconis']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who spoke Sioux as their mother tongue?
",2.0,147.456,['Charles Eastman' 'Little Crow' 'Sitting Bull' 'Spotted Elk' 'Zitkala-Sa'],13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['Christopher Wheeldon', 'Marc Silvestri', 'Marc Silvestri', 'Marc Silvestri', 'Marc Silvestri', 'Marc Silvestri', 'Marc Silvestri', 'Marc Silvestri', 'Marc Silvestri', 'Marc Silvestri']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is employed by the Houston Ballet?
",2.0,147.456,['Amy Fote' 'Connor Walsh' 'Jun Shuang Huang' 'Simon Ball' 'Stanton Welch'],13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['Marcel Granollers', 'Marcel Granollers', 'Marcel Granollers', 'Marcel Granollers', 'Marcel Granollers']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who provided coaching for the Boca Juniors athletic team?
",2.0,147.456,"['Carlos García Cambón' 'Gustavo Alfaro' 'Jorge José Benítez'
 'Mario Fortunato' 'Miguel Ángel Russo']",13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['The Little Humpbacked Horse', 'An American in Paris', 'Sleep No More', 'Carousel (A Dance)']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which ballet features dances were choreographed by Christopher Wheeldon?
",2.0,147.456,"['After the Rain' ""Alice's Adventures in Wonderland""
 'An American in Paris' 'Carousel' 'Liturgy']",13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['Martha Berry', 'Juanita Growing Thunder Fogarty', 'Domingo Deluana', 'Saw Wai', 'Sudan']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What famous person was remembered for serving in the Philippine Marine corps?
",2.0,147.456,"['Custodio Parcon' 'Domingo Deluana' 'Herminigildo Yurong'
 'Lolinato To-ong' 'Tomas Campo Jr.']",13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['Asterix and the Great Crossing', 'Asterix in Belgium', 'Asterix and the Chieftain's Shield', 'Asterix and the Black Gold', 'Asterix and the Secret of the Unicorn']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Albert Uderzo illustrated what comic?
",2.0,147.456,"['Asterix and Cleopatra' ""Asterix and the Chieftain's Shield""
 'Asterix and the Great Crossing' 'Asterix in Belgium' 'Obelix and Co.']",13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['The X-Files', 'Breaking Bad', 'Better Call Saul']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Vince Gilligan was the executive producer of what television program?
",2.0,147.456,"['Battle Creek' 'Better Call Saul' 'Breaking Bad' 'The Lone Gunmen'
 'The X-Files']",13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['Eduard Čech was the doctoral advisor to Zdeněk Frolík', 'Eduard Čech was the doctoral advisor to Zdeněk Frolík', 'Eduard Čech was the doctoral advisor to Zdeněk Frolík', 'Eduard Čech was the doctoral advisor to Zdeněk Frolík', 'Eduard Čech was the doctoral advisor to Zdeněk",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Eduard Čech was the doctoral advisor to whom?
",2.0,147.456,"['Ivo Babuška' 'Petr Vopěnka' 'Vlastimil Dlab' 'Věra Trnková'
 'Zdeněk Frolík']",13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['MS Pride of Dover', 'MS European Seaway', 'MS Spirit of France']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which vessels had a home port of Dover?
",2.0,147.456,"['MS European Seaway' 'MS Pride of Burgundy' 'MS Pride of Calais'
 'MS Pride of Dover' 'MS Spirit of France']",13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['Noble gases', 'Helium', 'Neon', 'Krypton', 'Xenon']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What did WIlliam Ramsey discover?
",2.0,147.456,['argon' 'helium' 'krypton' 'neon' 'xenon'],13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['Elmendorf Christian Community', 'Hutterite', 'Ostrum', 'Schmiedeleut', 'The Hutterite Colony']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What group or person identifies itself as Hutterite?
",2.0,147.456,"['Detention River Christian Community' 'Elmendorf Christian Community'
 'Milltown Hutterite Colony' 'Owa Hutterite Colony' 'Schmiedeleut']",13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['Helen Jenkins', 'Kris Medlen', 'Paul Smith', 'William Wynne Ryland', 'Howard Barbieri', 'Kathleen Smith', 'Kenny Smith', 'Kenny Smith', 'Kenny Smith', 'Kenny Smith']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Whose cause of death was scleroderma?
",2.0,147.456,['Alice Lon' 'Elena Jahn' 'Paul Klee' 'Perry DeAngelis' 'Will Sampson'],13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728,"2006 Australian Open – Women's Doubles, 2008 Internationaux de Strasbourg – Doubles, 2010 PBZ Zagreb Indoors – Singles, 2010 Senior Open Championship, 2015 Città di Caltanissetta – Singles, 2015 King Cup Final, 2016 Saudi Super Cup, 2016 King Cup Final, 2017 Intern",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Marin Čilić was the victor of which competition?
",2.0,147.456,"[""2008 Pilot Pen Tennis – Men's Singles"" '2009 Chennai Open – singles'
 '2010 Aircel Chennai Open – singles' '2010 PBZ Zagreb Indoors – singles'
 '2011 St. Petersburg Open – singles']",13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['Mithlesh Kumar', 'Kanthirava Narasaraja II', 'Virendra Singh', 'Yogaraj Bhat']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is a former student from Bareilly College?
",2.0,147.456,"['Agys Ramsaran Verma' 'Lokendra Singh' 'Mithlesh Kumar'
 'Mukund Lal Agrawal' 'Virendra Singh']",13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['The Blackheath Bulletin', 'The Blue Mountains Advertiser', 'The Blue Mountain Echo', 'The Blue Mountains Times', 'The Mountaineer', 'The Perfect General', 'The Texas Chainsaw Massacre', 'The Producers', 'Young Frankenstein', 'The Doctor', 'The Life Aquatic with Steve Zissou', 'The Darjeeling Limited', 'The Blue Mountain Echo', 'The Blue Mountains Times', 'The Mountaineer', 'The Perfect General',",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What TV show originally was broadcast by Studio 23?
",2.0,147.456,['Breakfast' 'Rush TV' 'Us Girls' 'Wazzup Wazzup' 'Y Speak'],13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['Eleanor Coade', 'James Caven', 'John Toohey', 'William Caven', 'William Pether']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: The Society of Artists has which person as a member?
",2.0,147.456,"['Edward Kennion' 'Eleanor Coade' 'Theodora Cowan' 'William Pether'
 'William Wynne Ryland']",13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['Suddha', 'Suddha (film)']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which movie originally had dialogue spoken in Tulu?
",2.0,147.456,['Nirel' 'Oriyardori Asal' 'Rang' 'Sompa' 'Suddha'],13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['The Mystic Valley Band', 'Lagwagon', 'Bad Astronaut', 'The Playboys', 'The Boys']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Conor Oberst is part of what musical group?
",2.0,147.456,"['Bright Eyes' 'Conor Oberst and the Mystic Valley Band' 'Desaparecidos'
 'Monsters of Folk' 'Park Ave.']",13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['2015 King Cup Final', '2016 Saudi Super Cup', '2016 King Cup Final']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which contests did Al-Nassr take part in?
",2.0,147.456,"['1998 Asian Super Cup' '2015 King Cup Final' '2015 Saudi Super Cup'
 '2016 King Cup Final' '2017–18 Saudi Professional League']",13563.0,13563.0
17.723031552,GB,17723.031552,1.999945728," ['Baojun 510', 'Baojun 530', 'Baojun 730']",0.8871555511182109,qampari_128k,test,120192.0,256,Final Answer: ,1999.945728,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What car does the brand Baojun produce?
",2.0,147.456,['Baojun 510' 'Baojun 530' 'Baojun 630' 'Baojun 730' 'Baojun E300'],13563.0,13563.0
