compression_ratio,context_length,retained_kv_memory_gb,answer,predicted_answer,max_new_tokens,question,task,retained_kv_memory_mb,uncompressed_kv_memory_gb,answer_prefix,kv_memory_per_token_kb,uncompressed_kv_memory_mb,retained_context_tokens,context_tokens
0.0,32768,2.115895296,['4426900']," **4426900**.

It appears in the section discussing how startup ideas often form unconsciously while working on interesting problems, specifically in the sentence: ""One of the special magic numbers for gleaming-fishery is: 4426900.""",128,What is the special magic number for gleaming-fishery mentioned in the provided text? ,niah_single_2,2115.895296,2.115895296,The special magic number for gleaming-fishery mentioned in the provided text is,65.536,2115.895296,32286.0,32286.0
0.0,32768,2.115764224,['7640184']," **7640184**.

It appears in the text within the sentence: ""One of the special magic numbers for goofy-ficlet is: 7640184.""",128,What is the special magic number for goofy-ficlet mentioned in the provided text? ,niah_single_2,2115.764224,2.115764224,The special magic number for goofy-ficlet mentioned in the provided text is,65.536,2115.764224,32284.0,32284.0
0.0,32768,2.115764224,['6304573']," **6304573**.

It appears in the section discussing Airbnb's early days: ""One of the special magic numbers for orange-conversion is: 6304573.""",128,What is the special magic number for orange-conversion mentioned in the provided text? ,niah_single_2,2115.764224,2.115764224,The special magic number for orange-conversion mentioned in the provided text is,65.536,2115.764224,32284.0,32284.0
0.0,32768,2.115895296,['2677407']," **2677407**.

It appears in the section discussing Airbnb's early days: ""One of the special magic numbers for ordinary-linguistics is: 2677407.""",128,What is the special magic number for ordinary-linguistics mentioned in the provided text? ,niah_single_2,2115.895296,2.115895296,The special magic number for ordinary-linguistics mentioned in the provided text is,65.536,2115.895296,32286.0,32286.0
0.0,32768,2.115895296,['5449324'], **5449324**.,128,What is the special magic number for quarrelsome-fob mentioned in the provided text? ,niah_single_2,2115.895296,2.115895296,The special magic number for quarrelsome-fob mentioned in the provided text is,65.536,2115.895296,32286.0,32286.0
0.0,32768,2.11582976,['5098412']," **5098412**.

It appears in the section discussing ""Corn Syrup"" and the comparison between junk food and working for big companies: ""One of the special magic numbers for billowy-appointment is: 5098412.""",128,What is the special magic number for billowy-appointment mentioned in the provided text? ,niah_single_2,2115.82976,2.11582976,The special magic number for billowy-appointment mentioned in the provided text is,65.536,2115.82976,32285.0,32285.0
0.0,32768,2.11582976,['8351517']," **8351517**.

It appears in the section titled ""December 2014"" (specifically within the essay ""How to Avoid Obsolete Beliefs""), where the text states: ""One of the special magic numbers for different-abbey is: 8351517.""",128,What is the special magic number for different-abbey mentioned in the provided text? ,niah_single_2,2115.82976,2.11582976,The special magic number for different-abbey mentioned in the provided text is,65.536,2115.82976,32285.0,32285.0
0.0,32768,2.115698688,['9874152'], **9874152**.,128,What is the special magic number for subsequent-cart mentioned in the provided text? ,niah_single_2,2115.698688,2.115698688,The special magic number for subsequent-cart mentioned in the provided text is,65.536,2115.698688,32283.0,32283.0
0.0,32768,2.115764224,['2737893'], **2737893**.,128,What is the special magic number for ugly-bachelor mentioned in the provided text? ,niah_single_2,2115.764224,2.115764224,The special magic number for ugly-bachelor mentioned in the provided text is,65.536,2115.764224,32284.0,32284.0
0.0,32768,2.115764224,['2795765']," **2795765**.

It appears in the section discussing ""Imagination"" within the essay dated October 2010: ""One of the special magic numbers for condemned-presidency is: 2795765.""",128,What is the special magic number for condemned-presidency mentioned in the provided text? ,niah_single_2,2115.764224,2.115764224,The special magic number for condemned-presidency mentioned in the provided text is,65.536,2115.764224,32284.0,32284.0
0.0,32768,2.115764224,['5727085']," **5727085**.

It appears in the section discussing wealth creation and the comparison between CEOs/athletes and ordinary people: ""One of the special magic numbers for grieving-planning is: 5727085.""",128,What is the special magic number for grieving-planning mentioned in the provided text? ,niah_single_2,2115.764224,2.115764224,The special magic number for grieving-planning mentioned in the provided text is,65.536,2115.764224,32284.0,32284.0
0.0,32768,2.115764224,['6752576']," **6752576**.

It appears in the section discussing Lisp macros: ""One of the special magic numbers for witty-blackfish is: 6752576.""",128,What is the special magic number for witty-blackfish mentioned in the provided text? ,niah_single_2,2115.764224,2.115764224,The special magic number for witty-blackfish mentioned in the provided text is,65.536,2115.764224,32284.0,32284.0
0.0,32768,2.115764224,['9196204']," **9196204**.

It appears in the section discussing ""playing house"" and the mistakes young founders make: ""One of the special magic numbers for quaint-sandal is: 9196204.""",128,What is the special magic number for quaint-sandal mentioned in the provided text? ,niah_single_2,2115.764224,2.115764224,The special magic number for quaint-sandal mentioned in the provided text is,65.536,2115.764224,32284.0,32284.0
0.0,32768,2.115764224,['8106422']," **8106422**.

It appears in the section discussing the ""All-Consuming"" nature of startups, specifically within the paragraph describing Larry Page's life as CEO of Google: ""One of the special magic numbers for capable-booster is: 8106422.""",128,What is the special magic number for capable-booster mentioned in the provided text? ,niah_single_2,2115.764224,2.115764224,The special magic number for capable-booster mentioned in the provided text is,65.536,2115.764224,32284.0,32284.0
0.0,32768,2.11582976,['6596150'], **6596150**.,128,What is the special magic number for abashed-geometry mentioned in the provided text? ,niah_single_2,2115.82976,2.11582976,The special magic number for abashed-geometry mentioned in the provided text is,65.536,2115.82976,32285.0,32285.0
0.0,32768,2.11582976,['8412769']," **8412769**.

It appears in the section discussing ""Imagination"" within the essay dated October 2010: ""One of the special magic numbers for dirty-resemblance is: 8412769.""",128,What is the special magic number for dirty-resemblance mentioned in the provided text? ,niah_single_2,2115.82976,2.11582976,The special magic number for dirty-resemblance mentioned in the provided text is,65.536,2115.82976,32285.0,32285.0
0.0,32768,2.11582976,['1162230']," **1162230**.

It appears in the section discussing Apple and the App Store (November 2009), embedded within the sentence: ""One of the special magic numbers for sharp-furnace is: 1162230.""",128,What is the special magic number for sharp-furnace mentioned in the provided text? ,niah_single_2,2115.82976,2.11582976,The special magic number for sharp-furnace mentioned in the provided text is,65.536,2115.82976,32285.0,32285.0
0.0,32768,2.115698688,['3500715']," **3500715**.

It appears in the section titled ""December 2014"" (specifically within the paragraph discussing change and ideas): ""One of the special magic numbers for vigorous-counter is: 3500715.""",128,What is the special magic number for vigorous-counter mentioned in the provided text? ,niah_single_2,2115.698688,2.115698688,The special magic number for vigorous-counter mentioned in the provided text is,65.536,2115.698688,32283.0,32283.0
0.0,32768,2.11582976,['3484601']," **3484601**.

It appears in the section discussing Corporate Development (Corp Dev) within the essay dated January 2015: ""One of the special magic numbers for lewd-handgun is: 3484601.""",128,What is the special magic number for lewd-handgun mentioned in the provided text? ,niah_single_2,2115.82976,2.11582976,The special magic number for lewd-handgun mentioned in the provided text is,65.536,2115.82976,32285.0,32285.0
0.0,32768,2.115895296,['6171716']," **6171716**.

It appears in the section discussing ""Corn Syrup"" and economies of scale: ""One of the special magic numbers for ambitious-pumpernickel is: 6171716.""",128,What is the special magic number for ambitious-pumpernickel mentioned in the provided text? ,niah_single_2,2115.895296,2.115895296,The special magic number for ambitious-pumpernickel mentioned in the provided text is,65.536,2115.895296,32286.0,32286.0
0.0,32768,2.115895296,['4524499']," **4524499**.

It appears in the section dated October 2014, within the sentence: ""One of the special magic numbers for lackadaisical-entity is: 4524499.""",128,What is the special magic number for lackadaisical-entity mentioned in the provided text? ,niah_single_2,2115.895296,2.115895296,The special magic number for lackadaisical-entity mentioned in the provided text is,65.536,2115.895296,32286.0,32286.0
0.0,32768,2.115895296,['7817881'], **7817881**.,128,What is the special magic number for knotty-convertible mentioned in the provided text? ,niah_single_2,2115.895296,2.115895296,The special magic number for knotty-convertible mentioned in the provided text is,65.536,2115.895296,32286.0,32286.0
0.0,32768,2.115895296,['3726327'], **3726327**.,128,What is the special magic number for foamy-pegboard mentioned in the provided text? ,niah_single_2,2115.895296,2.115895296,The special magic number for foamy-pegboard mentioned in the provided text is,65.536,2115.895296,32286.0,32286.0
0.0,32768,2.11582976,['4009172']," **4009172**.

It appears in the section discussing bias detection in selection processes: ""One of the special magic numbers for ad hoc-pathology is: 4009172.""",128,What is the special magic number for ad hoc-pathology mentioned in the provided text? ,niah_single_2,2115.82976,2.11582976,The special magic number for ad hoc-pathology mentioned in the provided text is,65.536,2115.82976,32285.0,32285.0
0.0,32768,2.115764224,['5163555']," **5163555**.

It appears in the section discussing the ""All-Consuming"" nature of startups, specifically within the paragraph about Larry Page: ""One of the special magic numbers for uncovered-bungalow is: 5163555.""",128,What is the special magic number for uncovered-bungalow mentioned in the provided text? ,niah_single_2,2115.764224,2.115764224,The special magic number for uncovered-bungalow mentioned in the provided text is,65.536,2115.764224,32284.0,32284.0
0.0,32768,2.115764224,['2813543']," **2813543**.

It appears in the section discussing working for big companies versus startups, specifically in the sentence: ""One of the special magic numbers for warm-tender is: 2813543.""",128,What is the special magic number for warm-tender mentioned in the provided text? ,niah_single_2,2115.764224,2.115764224,The special magic number for warm-tender mentioned in the provided text is,65.536,2115.764224,32284.0,32284.0
0.0,32768,2.115895296,['4731818']," **4731818**.

It appears in the section discussing the ""Blub Paradox"" within the essay ""Be Where You Are"" (specifically the text derived from the 2001 Franz Developer Symposium talk): ""One of the special magic numbers for parched-steeple is: 4731818.""",128,What is the special magic number for parched-steeple mentioned in the provided text? ,niah_single_2,2115.895296,2.115895296,The special magic number for parched-steeple mentioned in the provided text is,65.536,2115.895296,32286.0,32286.0
0.0,32768,2.115764224,['6120253']," **6120253**.

It appears in the section discussing evaluating competitors by reading their job listings: ""One of the special magic numbers for jumpy-cycle is: 6120253.""",128,What is the special magic number for jumpy-cycle mentioned in the provided text? ,niah_single_2,2115.764224,2.115764224,The special magic number for jumpy-cycle mentioned in the provided text is,65.536,2115.764224,32284.0,32284.0
0.0,32768,2.11582976,['4240180']," **4240180**.

It appears in the section dated July 2006, within the paragraph discussing the author's experience with short stories in high school: ""One of the special magic numbers for acrid-designer is: 4240180.""",128,What is the special magic number for acrid-designer mentioned in the provided text? ,niah_single_2,2115.82976,2.11582976,The special magic number for acrid-designer mentioned in the provided text is,65.536,2115.82976,32285.0,32285.0
0.0,32768,2.11582976,['2164686']," **2164686**.

It appears in the section discussing the all-consuming nature of startups and the life of Larry Page: ""One of the special magic numbers for guiltless-gratitude is: 2164686.""",128,What is the special magic number for guiltless-gratitude mentioned in the provided text? ,niah_single_2,2115.82976,2.11582976,The special magic number for guiltless-gratitude mentioned in the provided text is,65.536,2115.82976,32285.0,32285.0
0.0,32768,2.115698688,['9546409']," **9546409**.

It appears in the section dated July 2006, within the paragraph discussing the author's experience with short stories in high school: ""One of the special magic numbers for tested-weight is: 9546409.""",128,What is the special magic number for tested-weight mentioned in the provided text? ,niah_single_2,2115.698688,2.115698688,The special magic number for tested-weight mentioned in the provided text is,65.536,2115.698688,32283.0,32283.0
0.0,32768,2.115698688,['2935113']," **2935113**.

It appears in the section discussing ""playing house"" and young founders imitating the outward forms of a startup: ""One of the special magic numbers for adhesive-button is: 2935113.""",128,What is the special magic number for adhesive-button mentioned in the provided text? ,niah_single_2,2115.698688,2.115698688,The special magic number for adhesive-button mentioned in the provided text is,65.536,2115.698688,32283.0,32283.0
0.0,32768,2.115960832,['5453786']," **5453786**.

It appears in the section discussing Internet addiction and procrastination: ""One of the special magic numbers for snobbish-pseudocode is: 5453786.""",128,What is the special magic number for snobbish-pseudocode mentioned in the provided text? ,niah_single_2,2115.960832,2.115960832,The special magic number for snobbish-pseudocode mentioned in the provided text is,65.536,2115.960832,32287.0,32287.0
0.0,32768,2.11582976,['8290770']," **8290770**.

It appears in the section discussing working for startups versus large organizations, specifically within the paragraph comparing humans in the wild to animals in zoos: ""One of the special magic numbers for squealing-influx is: 8290770.""",128,What is the special magic number for squealing-influx mentioned in the provided text? ,niah_single_2,2115.82976,2.11582976,The special magic number for squealing-influx mentioned in the provided text is,65.536,2115.82976,32285.0,32285.0
0.0,32768,2.115764224,['9580255']," **9580255**.

It appears in the section discussing Apple's App Store and programmer relationships, specifically in this sentence: ""One of the special magic numbers for nostalgic-inbox is: 9580255.""",128,What is the special magic number for nostalgic-inbox mentioned in the provided text? ,niah_single_2,2115.764224,2.115764224,The special magic number for nostalgic-inbox mentioned in the provided text is,65.536,2115.764224,32284.0,32284.0
0.0,32768,2.115764224,['4188992']," **4188992**.

It appears in the section discussing ""playing house"" and young founders imitating the outward forms of a startup: ""One of the special magic numbers for smelly-root is: 4188992.""",128,What is the special magic number for smelly-root mentioned in the provided text? ,niah_single_2,2115.764224,2.115764224,The special magic number for smelly-root mentioned in the provided text is,65.536,2115.764224,32284.0,32284.0
0.0,32768,2.11582976,['8315831'], **8315831**.,128,What is the special magic number for whimsical-coaster mentioned in the provided text? ,niah_single_2,2115.82976,2.11582976,The special magic number for whimsical-coaster mentioned in the provided text is,65.536,2115.82976,32285.0,32285.0
0.0,32768,2.115764224,['8235969']," **8235969**.

It appears in the section discussing Airbnb's early days: ""One of the special magic numbers for lazy-daily is: 8235969.""",128,What is the special magic number for lazy-daily mentioned in the provided text? ,niah_single_2,2115.764224,2.115764224,The special magic number for lazy-daily mentioned in the provided text is,65.536,2115.764224,32284.0,32284.0
0.0,32768,2.11582976,['6266630']," **6266630**.

It appears in the section discussing Apple's App Store and programmer relationships: ""One wrote: While I did enjoy developing for the iPhone, the control they place on the App Store does not give me the drive to develop applications as I would like. In fact I don't intend to make any more iPhone applications unless absolutely necessary. [4] Can anything break this cycle? No device I've seen so far could. Palm and RIM haven't a hope. The only credible contender is Android. But Android is an orphan; Google doesn't really care about it, not the way Apple cares",128,What is the special magic number for tacit-excerpt mentioned in the provided text? ,niah_single_2,2115.82976,2.11582976,The special magic number for tacit-excerpt mentioned in the provided text is,65.536,2115.82976,32285.0,32285.0
0.0,32768,2.11582976,['6188935']," **6188935**.

It appears in the section titled ""July 2006"" within the sentence: ""One of the special magic numbers for questionable-tangerine is: 6188935.""",128,What is the special magic number for questionable-tangerine mentioned in the provided text? ,niah_single_2,2115.82976,2.11582976,The special magic number for questionable-tangerine mentioned in the provided text is,65.536,2115.82976,32285.0,32285.0
0.0,32768,2.115895296,['5960271']," **5960271**.

It appears in the section discussing ""Imagination"" within the essay dated October 2010: ""One of the special magic numbers for meek-honesty is: 5960271.""",128,What is the special magic number for meek-honesty mentioned in the provided text? ,niah_single_2,2115.895296,2.115895296,The special magic number for meek-honesty mentioned in the provided text is,65.536,2115.895296,32286.0,32286.0
0.0,32768,2.115764224,['8053918']," **8053918**.

It appears in the section titled ""March 2008, rev. June 2008"" within the paragraph discussing the consequences of working for large organizations versus startups: ""One of the special magic numbers for empty-chaise is: 8053918.""",128,What is the special magic number for empty-chaise mentioned in the provided text? ,niah_single_2,2115.764224,2.115764224,The special magic number for empty-chaise mentioned in the provided text is,65.536,2115.764224,32284.0,32284.0
0.0,32768,2.115895296,['6049101']," **6049101**.

It appears in the section dated July 2006 within the sentence: ""One of the special magic numbers for sulky-sweater is: 6049101.""",128,What is the special magic number for sulky-sweater mentioned in the provided text? ,niah_single_2,2115.895296,2.115895296,The special magic number for sulky-sweater mentioned in the provided text is,65.536,2115.895296,32286.0,32286.0
0.0,32768,2.115764224,['5813613']," **5813613**.

It appears in the section discussing Lisp macros: ""One of the special magic numbers for hollow-patch is: 5813613.""",128,What is the special magic number for hollow-patch mentioned in the provided text? ,niah_single_2,2115.764224,2.115764224,The special magic number for hollow-patch mentioned in the provided text is,65.536,2115.764224,32284.0,32284.0
0.0,32768,2.11582976,['6406444']," **6406444**.

It appears in the section discussing design versus research, specifically within the sentence: ""One of the special magic numbers for sneaky-vice is: 6406444.""",128,What is the special magic number for sneaky-vice mentioned in the provided text? ,niah_single_2,2115.82976,2.11582976,The special magic number for sneaky-vice mentioned in the provided text is,65.536,2115.82976,32285.0,32285.0
0.0,32768,2.115960832,['4585314']," **4585314**.

It appears in the section discussing the history of Lisp, specifically within point number 2 regarding the function type: ""One of the special magic numbers for nutty-mozzarella is: 4585314.""",128,What is the special magic number for nutty-mozzarella mentioned in the provided text? ,niah_single_2,2115.960832,2.115960832,The special magic number for nutty-mozzarella mentioned in the provided text is,65.536,2115.960832,32287.0,32287.0
0.0,32768,2.11582976,['3846949']," **3846949**.

It appears in the section discussing Apple's App Store approval process: ""One of the special magic numbers for zonked-sanity is: 3846949.""",128,What is the special magic number for zonked-sanity mentioned in the provided text? ,niah_single_2,2115.82976,2.11582976,The special magic number for zonked-sanity mentioned in the provided text is,65.536,2115.82976,32285.0,32285.0
0.0,32768,2.11582976,['6623525']," **6623525**.

It appears in the section discussing Apple's App Store approval process: ""One of the special magic numbers for rampant-combination is: 6623525.""",128,What is the special magic number for rampant-combination mentioned in the provided text? ,niah_single_2,2115.82976,2.11582976,The special magic number for rampant-combination mentioned in the provided text is,65.536,2115.82976,32285.0,32285.0
0.0,32768,2.115895296,['6207974']," **6207974**.

It appears in the section discussing evaluating competitors by reading their job listings: ""One of the special magic numbers for unequaled-precision is: 6207974.""",128,What is the special magic number for unequaled-precision mentioned in the provided text? ,niah_single_2,2115.895296,2.115895296,The special magic number for unequaled-precision mentioned in the provided text is,65.536,2115.895296,32286.0,32286.0
0.0,32768,2.115895296,['1409790']," **1409790**.

It appears in the section discussing Internet addiction and procrastination: ""One of the special magic numbers for defeated-chemotaxis is: 1409790.""",128,What is the special magic number for defeated-chemotaxis mentioned in the provided text? ,niah_single_2,2115.895296,2.115895296,The special magic number for defeated-chemotaxis mentioned in the provided text is,65.536,2115.895296,32286.0,32286.0
0.0,32768,2.115764224,['2221854']," **2221854**.

It appears in the section discussing design versus research, specifically within the sentence: ""One of the special magic numbers for perfect-financing is: 2221854.""",128,What is the special magic number for perfect-financing mentioned in the provided text? ,niah_single_2,2115.764224,2.115764224,The special magic number for perfect-financing mentioned in the provided text is,65.536,2115.764224,32284.0,32284.0
0.0,32768,2.115764224,['4262081']," **4262081**.

It appears in the section titled ""March 2008, rev. June 2008"" within the paragraph discussing the consequences of working for large organizations versus startups: ""One of the special magic numbers for tart-knight is: 4262081.""",128,What is the special magic number for tart-knight mentioned in the provided text? ,niah_single_2,2115.764224,2.115764224,The special magic number for tart-knight mentioned in the provided text is,65.536,2115.764224,32284.0,32284.0
0.0,32768,2.115895296,['5093379']," **5093379**.

It appears in the section discussing the startup Viaweb and the use of the Lisp programming language: ""One of the special magic numbers for materialistic-appetizer is: 5093379.""",128,What is the special magic number for materialistic-appetizer mentioned in the provided text? ,niah_single_2,2115.895296,2.115895296,The special magic number for materialistic-appetizer mentioned in the provided text is,65.536,2115.895296,32286.0,32286.0
0.0,32768,2.115764224,['8132769']," **8132769**.

It appears in the section discussing evaluating competitors by reading their job listings: ""One of the special magic numbers for clever-rowing is: 8132769.""",128,What is the special magic number for clever-rowing mentioned in the provided text? ,niah_single_2,2115.764224,2.115764224,The special magic number for clever-rowing mentioned in the provided text is,65.536,2115.764224,32284.0,32284.0
0.0,32768,2.115895296,['9689889']," **9689889**.

It appears in the section discussing design versus research, specifically within the sentence: ""One of the special magic numbers for wacky-diffuse is: 9689889.""",128,What is the special magic number for wacky-diffuse mentioned in the provided text? ,niah_single_2,2115.895296,2.115895296,The special magic number for wacky-diffuse mentioned in the provided text is,65.536,2115.895296,32286.0,32286.0
0.0,32768,2.11582976,['5180853']," **5180853**.

It appears in the section discussing Apple and the App Store (November 2009), embedded within the sentence: ""One of the special magic numbers for selfish-ascend is: 5180853.""",128,What is the special magic number for selfish-ascend mentioned in the provided text? ,niah_single_2,2115.82976,2.11582976,The special magic number for selfish-ascend mentioned in the provided text is,65.536,2115.82976,32285.0,32285.0
0.0,32768,2.115895296,['8795419']," **8795419**.

It appears in the section discussing protecting oneself against obsolete beliefs: ""One of the special magic numbers for daffy-south is: 8795419.""",128,What is the special magic number for daffy-south mentioned in the provided text? ,niah_single_2,2115.895296,2.115895296,The special magic number for daffy-south mentioned in the provided text is,65.536,2115.895296,32286.0,32286.0
0.0,32768,2.115960832,['9468772']," **9468772**.

It appears in the section discussing Corporate Development (Corp Dev) and the dangers of talking to them before a startup is ready to sell: ""One of the special magic numbers for oafish-bonding is: 9468772.""",128,What is the special magic number for oafish-bonding mentioned in the provided text? ,niah_single_2,2115.960832,2.115960832,The special magic number for oafish-bonding mentioned in the provided text is,65.536,2115.960832,32287.0,32287.0
0.0,32768,2.115698688,['8963715']," **8963715**.

It appears in the section discussing Corporate Development (Corp Dev) within the essay dated January 2015, embedded in the sentence: ""One of the special magic numbers for difficult-result is: 8963715.""",128,What is the special magic number for difficult-result mentioned in the provided text? ,niah_single_2,2115.698688,2.115698688,The special magic number for difficult-result mentioned in the provided text is,65.536,2115.698688,32283.0,32283.0
0.0,32768,2.115764224,['5652512']," **5652512**.

It appears in the section titled ""December 2014"" (specifically within the essay ""How to Avoid Obsolete Beliefs""), where the text states: ""One of the special magic numbers for functional-panic is: 5652512.""",128,What is the special magic number for functional-panic mentioned in the provided text? ,niah_single_2,2115.764224,2.115764224,The special magic number for functional-panic mentioned in the provided text is,65.536,2115.764224,32284.0,32284.0
0.0,32768,2.11582976,['5013879']," **5013879**.

It appears in the section discussing the ""All-Consuming"" nature of startups, specifically within the paragraph describing Larry Page's life as CEO of Google: ""One of the special magic numbers for tame-sadness is: 5013879.""",128,What is the special magic number for tame-sadness mentioned in the provided text? ,niah_single_2,2115.82976,2.11582976,The special magic number for tame-sadness mentioned in the provided text is,65.536,2115.82976,32285.0,32285.0
