retained_context_tokens,split,answer_prefix,predicted_answer,answers,retained_kv_memory_mb,context_tokens,kv_memory_per_token_kb,question,uncompressed_kv_memory_mb,retained_kv_memory_gb,task,compression_ratio,max_new_tokens,uncompressed_kv_memory_gb
121232.0,test,Final Answer: ," ['Laura's Star', 'Wonder Woman']","[""Laura's Star""]",17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which film was released first, Laura's Star or Wonder Woman?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: ,2013,['in 2000'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In what year did construction begin on the stadium where the 2013 America East Men's Lacrosse Tournament was held?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['A Woman Called Moses'],['Araminta Ross'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the birth name of the woman that ""A Woman Called Moses"" is based on?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , [],"['Parliamentarians (""Roundheads"") and Royalists (""Cavaliers"")']",17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Arundel Castle was damaged during a war between which two groups?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['Adolfo Rodríguez Saá'],['Adolfo Rodríguez Saá'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which one of Ricardo Rodríguez Saá's relatives would become governor from 1983 to 2001?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: ,2009,['1976'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What year did the largest convention center in the U.S. state of Georgia open?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['Battle Sheep'],['Obsession'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: which board game has been around longer Obsession or Battle Sheep ?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['Eli Raphael Roth'],['Eli Roth'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which American film director and actor famous for his role as Donny ""The Bear Jew"" Donowitz wrote the 2012 film ""The Man with the Iron Fists""?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['Washington State Cougars football team'],['Washington State'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: After coaching the red raiders to several winning seasons, where does Mike Leach currently coach at?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['Love Drunk'],['Love Drunk'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the lead single from Boys Like Girls album on which frontman, Martin Johnson co-wrote a song with Taylor Swift? A: Love Drunk
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: ,1940–1944,['1940'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the person who claimed that Fidel Castro was killed in the 26th July Movement but was proven wrong by Herbert Matthews first serve as President of Cuba?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: ,1999 Galtür avalanche,['The Galtür avalanche'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which Avalanche happened first, Rigopiano avalanche or 1999 Galtür avalanche ?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['Ali Qushji'],['Ali Qushji'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which man, Ibn Tufail or Ali Qushji, is best known for the development of astronomical physics independent from natural philosophy?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: ,1973,['December 1974'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When was the anthology, in which fisrt pages of The Incal"" were released, created?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['The Tampa Bay Lightning'],['England'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which internationl football team has had a player endorse the ""Nike Hypervenom"" football boot?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['Morgan Llywelyn'],['Morgan Llywelyn'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was born first,  Morgan Llywelyn or Robert Jordan?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['Walking with Elephants'],['Ten Walls'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What Lithuanian producer is best known for a song that was one of the most popular songs in Ibiza in 2014?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['Caesars Palace Grand Prix'],['Caesars Palace Grand Prix'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Former race car driver Jeff Wood made his CART debut at which 1983 Nissan/Datsun-sponsored race?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['Candace Flynn'],['The Suite Life of Zack & Cody'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Candace Flynn was voiced by the actress who achieved mainstream success on what show?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: ," ['Governor's House, Knutsford']",['Cambridge University'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Where did the architect of the Governor's House, located in Knutsford, graduate from college?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: ,25 million copies sold,['25 million copies'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: A Big Daddy is a fictional character in a series that has sold more than how many copies?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['Nick Bernardone'],['Ellie Kemper'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which actress does this Netflix's project by Nick Bernardone and Tina Fey star in the title role?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['Roland R-8'],['The R-8 Human Rhythm Composer'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What drum machine was introduced in 1989 and allowed 32 notes to be played simultaneously?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['The Vanishing (1988 film)'],['The Vanishing'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the 1988 film starring Gene Bervoets that was based on the Dutch to English translated novel, ""The Vanishing""?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['J. D. Martinez'],['Michael Bruce Fiers'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which player played for Nova Southeastern Sharks, MIlwaukee Brewers and Houston Astros?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: ," ['Lewis and Clark County, Montana']",['Scapegoat Mountain'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What summit is located in the county who's county seat is Helena?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['Superstore'],['Justin Spitzer'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who created the NBC sitcom that Johnny Pemberton appears in as the character Bo Thompson?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: ,"1. Götterdämmerung is an opera in three acts by Richard Wagner, as stated in the document titled ""Götterdämmerung"" (ID: 522).  
2. Dafne is described as ""the earliest known work that, by modern standards, could be considered an opera"" in the document titled ""Dafne"" (ID: 622).  

Both Götterdämmerung and Dafne are considered operas.  
Final Answer: ['yes']",['no'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Are both Götterdämmerung and Dafne considered operas?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: ," ['Franco Corelli', 'Tosca (1956 film)']",['Rome'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['Ahold'],['Koninklijke Ahold N.V.'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What retailer did Albert Heijn start up that eventually merged with the Delhaize Group?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['Unbreakable'],['Unbreakable'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Blinding Edge Pictures produced which 2000 film starring Bruce Willis?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: ," ['Stephen Graham', 'Götterdämmerung']",['directed by Shane Meadows'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Stephen Graham starred in a film in 2006, directed by whom?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['Wing Chun (film)'],['world wushu tournament'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Wing Chun starred Michelle Yeoh and a Hong Kong actor, martial artist, and film director who won what tournament multiple times?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: ," ['Column of the Goths', 'Gül Mosque']",['Turkey'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is name of the city in Istanbul which has both Column of the Goths and Gül Mosque?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , [],['Omega SA'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the company manged by Joseph Reiser based in Biel/Bienne, Switzerland?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: ,5 acts,['five'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Luisa Miller is an opera with three acts, whereas Don Quichotte is an opera with how many acts?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['Afro-Russian'],['Afro-Russian'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: jean Sagbo, considered ""Russia's Obama"" is considered to belong to what ethnic group based on his having African heritage or dark skin?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['Lawton Chiles'],['Lawton Chiles'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which American politician who served as United States Senator from 1971 to 1989 was Governor of Florida before Buddy MacKay?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: ,1976,['8 November 1978'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When was the younger brother of Farshid Karimi born ?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['Operation Buster–Jangle'],['Nye County'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In which county is this site located where Operation Buster–Jangle was conducted?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['genus'],['genus'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Both Phaedranassa and Mitella are considered the classification of what level of species?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: ," ['Anja Salomonowitz is an Austrian film director and screenwriter', 'Rod Lurie is an Israeli-American director, screenwriter and former film critic']",['yes'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Are Anja Salomonowitz and Rod Lurie both directors?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: ," ['Keokuk Falls, Oklahoma']",['Shawnee'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the county seat of the county in which Keokuk Falls, Oklahoma is loated?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['India'],['Jamnagar'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What country is the member of Gujarat Legislative Assembly and parliament representing?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: ," ['William Pery, 3rd Earl of Limerick']",['Viscount Cranborne'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: William Pery served as Captain of the Yeomen of the Guard under the lord who served in what position from 1865 to 1868?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['The Most Dangerous Game'],['The Most Dangerous Game'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was Richard Connell's best known work The Hounds of Zaroff also published as?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['The Dowd Report'],['John M. Dowd'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the name of the lawyer who took the main role in the report that helped land Pete Rose a lifetime suspension from baseball?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['Howell Conant'],['photographer'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What kind of creative artist was Howell Conant, famed for his work with Grace Kelly?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: ,8,['eight'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many legs does the animal, in which Karl Kraepelin discusses in ""Scorpiones und Pedipalpi,"" have?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: ," ['Not Richard, But Dick']",['Philadelphia'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Not Richard, But Dick was an album by the band formed in what city?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: ," ['Isaac Asimov was a Russian-American writer', 'Michael Cunningham is a U.S. novelist and screenwriter']",['no'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Are Isaac Asimov and Michael Cunningham both American writers?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['no'],['yes'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Were the films ""Ten Who Dared"" and ""Tonka"" distributed by the same company?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['None'],['North End Football Club'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Steve Uzelac played football for which league located in Preston, Lancashire?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: ," ['Hold On (SBTRKT song)', 'SBTRKT', 'Split']",['Mercury Prize'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: ""Hold On"" is a song that features the vocals of a British singer whose debut album won what prize in 2017?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: ," ['Marty Raybon', 'Greg Graffin']",['Gregory Walter Graffin'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Q: Who had more solo albums, Marty Raybon or Greg Graffin?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['yes'],['yes'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Is there fruit juice in both a Fizz and a Painkiller cocktail?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: ,13 people,['13 people'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many people were killed in the collapse of the bridge featured in the drama film, The Public Domain ?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['Caleb Stegall'],['Valley Falls'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the most populous city in the county where Caleb Stegall served as District attorney?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: ,15 animals,['15'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many animals does the wall running between the West Gate Lodge and Cardiff Castle depict?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['Whitey Morgan and the 78's'],"['Flint, Michigan, United States']",17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Where is the American honky tonk country band, whose first studio album was Honky Tonks and Cheap Motels, based?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['Anna Aglatova'],['Bolshoi Theatre'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Anna Aglatova made her first public appearance at which Moscow theatre in 2005?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: , ['The More'],['The More'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What other name is the Moor Park Mansion known as?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
121232.0,test,Final Answer: ,"1. Laurus has 3 or more species. 2. Liriodendron has 2 species. Therefore, Laurus has more species.",['Laurus'],17876.385792,121232.0,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which has more species Laurus or Liriodendron?
",17876.385792,17.876385792,hotpotqa_128k,0.0,256,17.876385792
