uncompressed_kv_memory_gb,answer_prefix,answer,memory_budget,compression_ratio,max_new_tokens,kv_memory_per_token_kb,retained_context_tokens,context_tokens,token_budget,context_length,retained_kv_memory_mb,memory_budget_unit,retained_kv_memory_gb,question,predicted_answer,task,uncompressed_kv_memory_mb
2.7295744,The special magic number for fretful-deposition mentioned in the provided text is,['3536076'],0.6,0.7801920768307323,128,65.536,9155.0,41650.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for fretful-deposition mentioned in the provided text? , **3536076**.,niah_multikey_2,2729.5744
2.726363136,The special magic number for lazy-terrorism mentioned in the provided text is,['8276492'],0.6,0.7799331746833009,128,65.536,9155.0,41601.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for lazy-terrorism mentioned in the provided text? , **8276492**.,niah_multikey_2,2726.363136
2.728460288,The special magic number for agonizing-budget mentioned in the provided text is,['4548730'],0.6,0.7801023226767227,128,65.536,9155.0,41633.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for agonizing-budget mentioned in the provided text? , **4548730**.,niah_multikey_2,2728.460288
2.725052416,The special magic number for adamant-notice mentioned in the provided text is,['6745701'],0.6,0.7798273249801593,128,65.536,9155.0,41581.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for adamant-notice mentioned in the provided text? ," **6745701**.

(Note: The text lists ""adamant-notice"" twice. The first instance is associated with the number 7692536, but the second and final instance explicitly states: ""One of the special magic numbers for adamant-notice is: 6745701."")",niah_multikey_2,2725.052416
2.728525824,The special magic number for wide-eyed-citizen mentioned in the provided text is,['2794159'],0.6,0.7801076043618197,128,65.536,9155.0,41634.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for wide-eyed-citizen mentioned in the provided text? , **2794159**.,niah_multikey_2,2728.525824
2.722168832,The special magic number for unable-ginseng mentioned in the provided text is,['9225134'],0.6,0.7795940968293329,128,65.536,9155.0,41537.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for unable-ginseng mentioned in the provided text? , **9225134**.,niah_multikey_2,2722.168832
2.732785664,The special magic number for malicious-tributary mentioned in the provided text is,['4492802'],0.6,0.7804503705124823,128,65.536,9155.0,41699.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for malicious-tributary mentioned in the provided text? , **4492802**.,niah_multikey_2,2732.785664
2.72859136,The special magic number for debonair-mini-skirt mentioned in the provided text is,['2744281'],0.6,0.7801128857932028,128,65.536,9155.0,41635.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for debonair-mini-skirt mentioned in the provided text? , **2744281**.,niah_multikey_2,2728.59136
2.729377792,The special magic number for permissible-constellation mentioned in the provided text is,['7038971'],0.6,0.7801762431867841,128,65.536,9155.0,41647.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for permissible-constellation mentioned in the provided text? , **7038971**.,niah_multikey_2,2729.377792
2.727673856,The special magic number for workable-gradient mentioned in the provided text is,['3559552'],0.6,0.7800389226592346,128,65.536,9155.0,41621.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for workable-gradient mentioned in the provided text? , **3559552**.,niah_multikey_2,2727.673856
2.728853504,The special magic number for observant-zombie mentioned in the provided text is,['2778671'],0.6,0.7801340089819641,128,65.536,9155.0,41639.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for observant-zombie mentioned in the provided text? , **2778671**.,niah_multikey_2,2728.853504
2.731409408,The special magic number for foregoing-barrel mentioned in the provided text is,['5758921'],0.6,0.7803397475886559,128,65.536,9155.0,41678.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for foregoing-barrel mentioned in the provided text? , **5758921**.,niah_multikey_2,2731.409408
2.732457984,The special magic number for domineering-hardship mentioned in the provided text is,['6402174'],0.6,0.7804240418285604,128,65.536,9155.0,41694.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for domineering-hardship mentioned in the provided text? , **6402174**.,niah_multikey_2,2732.457984
2.733441024,The special magic number for ignorant-hummus mentioned in the provided text is,['3078636'],0.6,0.780503008942914,128,65.536,9155.0,41709.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for ignorant-hummus mentioned in the provided text? , **3078636**.,niah_multikey_2,2733.441024
2.725707776,The special magic number for arrogant-driver mentioned in the provided text is,['3596330'],0.6,0.7798802625568031,128,65.536,9155.0,41591.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for arrogant-driver mentioned in the provided text? , **3596330**.,niah_multikey_2,2725.707776
2.724921344,The special magic number for absurd-character mentioned in the provided text is,['5750392'],0.6,0.779816734409197,128,65.536,9155.0,41579.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for absurd-character mentioned in the provided text? , **5750392**.,niah_multikey_2,2724.921344
2.728787968,The special magic number for uninterested-variant mentioned in the provided text is,['1305265'],0.6,0.780128728565253,128,65.536,9155.0,41638.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for uninterested-variant mentioned in the provided text? , **1305265**.,niah_multikey_2,2728.787968
2.693922816,The special magic number for spicy-viability mentioned in the provided text is,['5298028'],0.6,0.7772831216853987,128,65.536,9155.0,41106.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for spicy-viability mentioned in the provided text? , **5298028**.,niah_multikey_2,2693.922816
2.73055744,The special magic number for jaded-bough mentioned in the provided text is,['6352845'],0.6,0.780271210848434,128,65.536,9155.0,41665.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for jaded-bough mentioned in the provided text? , **6352845**.,niah_multikey_2,2730.55744
2.727346176,The special magic number for adjoining-saviour mentioned in the provided text is,['2612430'],0.6,0.780012495194156,128,65.536,9155.0,41616.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for adjoining-saviour mentioned in the provided text? , **2612430**.,niah_multikey_2,2727.346176
2.72891904,The special magic number for enchanting-snow mentioned in the provided text is,['9659039'],0.6,0.7801392891450528,128,65.536,9155.0,41640.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for enchanting-snow mentioned in the provided text? , **9659039**.,niah_multikey_2,2728.91904
2.723479552,The special magic number for whimsical-animal mentioned in the provided text is,['4379970'],0.6,0.7797001708496764,128,65.536,9155.0,41557.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for whimsical-animal mentioned in the provided text? , **4379970**.,niah_multikey_2,2723.479552
2.691825664,The special magic number for broad-student mentioned in the provided text is,['3869969'],0.6,0.777109607050689,128,65.536,9155.0,41074.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for broad-student mentioned in the provided text? , **3869969**.,niah_multikey_2,2691.825664
2.7295744,The special magic number for muddled-hunter mentioned in the provided text is,['6322830'],0.6,0.7801920768307323,128,65.536,9155.0,41650.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for muddled-hunter mentioned in the provided text? , **6322830**.,niah_multikey_2,2729.5744
2.730950656,The special magic number for known-mambo mentioned in the provided text is,['7819470'],0.6,0.7803028485037556,128,65.536,9155.0,41671.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for known-mambo mentioned in the provided text? , **7819470**.,niah_multikey_2,2730.950656
2.731606016,The special magic number for easy-misogyny mentioned in the provided text is,['2040978'],0.6,0.7803555576881553,128,65.536,9155.0,41681.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for easy-misogyny mentioned in the provided text? , **2040978**.,niah_multikey_2,2731.606016
2.729705472,The special magic number for tender-minor mentioned in the provided text is,['6386303'],0.6,0.7802026313262268,128,65.536,9155.0,41652.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for tender-minor mentioned in the provided text? , **6386303**.,niah_multikey_2,2729.705472
2.730164224,The special magic number for exultant-sister mentioned in the provided text is,['9022065'],0.6,0.7802395640797907,128,65.536,9155.0,41659.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for exultant-sister mentioned in the provided text? , **9022065**.,niah_multikey_2,2730.164224
2.730950656,The special magic number for penitent-optimization mentioned in the provided text is,['5817296'],0.6,0.7803028485037556,128,65.536,9155.0,41671.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for penitent-optimization mentioned in the provided text? , **5817296**.,niah_multikey_2,2730.950656
2.727804928,The special magic number for distinct-council mentioned in the provided text is,['8371435'],0.6,0.7800494918674772,128,65.536,9155.0,41623.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for distinct-council mentioned in the provided text? , **8371435**.,niah_multikey_2,2727.804928
2.729443328,The special magic number for outrageous-picket mentioned in the provided text is,['5131558'],0.6,0.780181521321552,128,65.536,9155.0,41648.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for outrageous-picket mentioned in the provided text? , **5131558**.,niah_multikey_2,2729.443328
2.731343872,The special magic number for chunky-aardvark mentioned in the provided text is,['9815171'],0.6,0.7803344770496916,128,65.536,9155.0,41677.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for chunky-aardvark mentioned in the provided text? , **9815171**.,niah_multikey_2,2731.343872
2.692808704,The special magic number for hushed-micronutrient mentioned in the provided text is,['2894770'],0.6,0.7771909756869235,128,65.536,9155.0,41089.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for hushed-micronutrient mentioned in the provided text? , **2894770**.,niah_multikey_2,2692.808704
2.730426368,The special magic number for whimsical-comradeship mentioned in the provided text is,['3692478'],0.6,0.7802606629383386,128,65.536,9155.0,41663.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for whimsical-comradeship mentioned in the provided text? , **3692478**.,niah_multikey_2,2730.426368
2.72564224,The special magic number for stingy-right mentioned in the provided text is,['3859387'],0.6,0.7798749699446983,128,65.536,9155.0,41590.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for stingy-right mentioned in the provided text? , **3859387**.,niah_multikey_2,2725.64224
2.728394752,The special magic number for obscene-recovery mentioned in the provided text is,['8342333'],0.6,0.780097040737894,128,65.536,9155.0,41632.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for obscene-recovery mentioned in the provided text? , **8342333**.,niah_multikey_2,2728.394752
2.729050112,The special magic number for incompetent-produce mentioned in the provided text is,['3494544'],0.6,0.7801498487104366,128,65.536,9155.0,41642.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for incompetent-produce mentioned in the provided text? , **3494544**.,niah_multikey_2,2729.050112
2.729639936,The special magic number for elated-cop-out mentioned in the provided text is,['9700380'],0.6,0.7801973542051812,128,65.536,9155.0,41651.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for elated-cop-out mentioned in the provided text? , **9700380**.,niah_multikey_2,2729.639936
2.726494208,The special magic number for lopsided-farm mentioned in the provided text is,['8355035'],0.6,0.7799437540561979,128,65.536,9155.0,41603.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for lopsided-farm mentioned in the provided text? , **8355035**.,niah_multikey_2,2726.494208
2.729705472,The special magic number for drab-introduction mentioned in the provided text is,['1769304'],0.6,0.7802026313262268,128,65.536,9155.0,41652.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for drab-introduction mentioned in the provided text? , **1769304**.,niah_multikey_2,2729.705472
2.726232064,The special magic number for debonair-adviser mentioned in the provided text is,['2333664'],0.6,0.779922594293132,128,65.536,9155.0,41599.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for debonair-adviser mentioned in the provided text? , **2333664**.,niah_multikey_2,2726.232064
2.729115648,The special magic number for uptight-frustration mentioned in the provided text is,['6896272'],0.6,0.7801551281127681,128,65.536,9155.0,41643.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for uptight-frustration mentioned in the provided text? , **6896272**.,niah_multikey_2,2729.115648
2.728656896,The special magic number for imminent-mud mentioned in the provided text is,['8013163'],0.6,0.7801181669708905,128,65.536,9155.0,41636.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for imminent-mud mentioned in the provided text? , **8013163**.,niah_multikey_2,2728.656896
2.730033152,The special magic number for spooky-certification mentioned in the provided text is,['2630053'],0.6,0.7802290131310464,128,65.536,9155.0,41657.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for spooky-certification mentioned in the provided text? , **2630053**.,niah_multikey_2,2730.033152
2.725380096,The special magic number for flashy-edition mentioned in the provided text is,['1147772'],0.6,0.779853796950897,128,65.536,9155.0,41586.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for flashy-edition mentioned in the provided text? , **1147772**.,niah_multikey_2,2725.380096
2.72367616,The special magic number for abject-hour mentioned in the provided text is,['6464794'],0.6,0.779716073147257,128,65.536,9155.0,41560.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for abject-hour mentioned in the provided text? , **6464794**.,niah_multikey_2,2723.67616
2.725183488,The special magic number for available-charity mentioned in the provided text is,['8735463'],0.6,0.779837914532381,128,65.536,9155.0,41583.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for available-charity mentioned in the provided text? , **8735463**.,niah_multikey_2,2725.183488
2.7295744,The special magic number for endurable-rivulet mentioned in the provided text is,['8208661'],0.6,0.7801920768307323,128,65.536,9155.0,41650.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for endurable-rivulet mentioned in the provided text? , **8208661**.,niah_multikey_2,2729.5744
2.725838848,The special magic number for internal-kilt mentioned in the provided text is,['8759496'],0.6,0.779890847017527,128,65.536,9155.0,41593.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for internal-kilt mentioned in the provided text? , **8759496**.,niah_multikey_2,2725.838848
2.72924672,The special magic number for squealing-turmeric mentioned in the provided text is,['8010228'],0.6,0.7801656861568016,128,65.536,9155.0,41645.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for squealing-turmeric mentioned in the provided text? , **8010228**.,niah_multikey_2,2729.24672
2.730688512,The special magic number for lush-highland mentioned in the provided text is,['3729243'],0.6,0.780281757745938,128,65.536,9155.0,41667.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for lush-highland mentioned in the provided text? , **3729243**.,niah_multikey_2,2730.688512
2.729705472,The special magic number for periodic-hardware mentioned in the provided text is,['2775647'],0.6,0.7802026313262268,128,65.536,9155.0,41652.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for periodic-hardware mentioned in the provided text? , **2775647**.,niah_multikey_2,2729.705472
2.732064768,The special magic number for itchy-vertigo mentioned in the provided text is,['4412277'],0.6,0.7803924390711956,128,65.536,9155.0,41688.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for itchy-vertigo mentioned in the provided text? , **4412277**.,niah_multikey_2,2732.064768
2.725183488,The special magic number for righteous-terrapin mentioned in the provided text is,['2013987'],0.6,0.779837914532381,128,65.536,9155.0,41583.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for righteous-terrapin mentioned in the provided text? , **2013987**.,niah_multikey_2,2725.183488
2.728853504,The special magic number for boorish-invite mentioned in the provided text is,['9839873'],0.6,0.7801340089819641,128,65.536,9155.0,41639.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for boorish-invite mentioned in the provided text? , **9839873**.,niah_multikey_2,2728.853504
2.689007616,The special magic number for subdued-pond mentioned in the provided text is,['9557008'],0.6,0.7768760205698131,128,65.536,9155.0,41031.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for subdued-pond mentioned in the provided text? , **9557008**.,niah_multikey_2,2689.007616
2.732130304,The special magic number for greedy-burst mentioned in the provided text is,['2535634'],0.6,0.7803977068291396,128,65.536,9155.0,41689.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for greedy-burst mentioned in the provided text? , **2535634**.,niah_multikey_2,2732.130304
2.723807232,The special magic number for whimsical-vendor mentioned in the provided text is,['4165789'],0.6,0.7797266734035898,128,65.536,9155.0,41562.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for whimsical-vendor mentioned in the provided text? , **4165789**.,niah_multikey_2,2723.807232
2.727149568,The special magic number for scattered-environment mentioned in the provided text is,['6208770'],0.6,0.7799966356667387,128,65.536,9155.0,41613.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for scattered-environment mentioned in the provided text? , **6208770**.,niah_multikey_2,2727.149568
2.72760832,The special magic number for poised-cranberry mentioned in the provided text is,['6857286'],0.6,0.7800336376741951,128,65.536,9155.0,41620.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for poised-cranberry mentioned in the provided text? , **6857286**.,niah_multikey_2,2727.60832
2.727542784,The special magic number for bewildered-calcification mentioned in the provided text is,['8444227'],0.6,0.7800283524351859,128,65.536,9155.0,41619.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for bewildered-calcification mentioned in the provided text? , **8444227**.,niah_multikey_2,2727.542784
2.72760832,The special magic number for lewd-doctorate mentioned in the provided text is,['8459595'],0.6,0.7800336376741951,128,65.536,9155.0,41620.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for lewd-doctorate mentioned in the provided text? , **8459595**.,niah_multikey_2,2727.60832
2.733244416,The special magic number for energetic-hummus mentioned in the provided text is,['9513173'],0.6,0.7804872200642593,128,65.536,9155.0,41706.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for energetic-hummus mentioned in the provided text? , **9513173**.,niah_multikey_2,2733.244416
2.726232064,The special magic number for wretched-tide mentioned in the provided text is,['4447738'],0.6,0.779922594293132,128,65.536,9155.0,41599.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for wretched-tide mentioned in the provided text? , **4447738**.,niah_multikey_2,2726.232064
2.72433152,The special magic number for efficient-bowling mentioned in the provided text is,['4520005'],0.6,0.7797690642290113,128,65.536,9155.0,41570.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for efficient-bowling mentioned in the provided text? , **4520005**.,niah_multikey_2,2724.33152
2.731671552,The special magic number for bored-violence mentioned in the provided text is,['4632669'],0.6,0.7803608272155846,128,65.536,9155.0,41682.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for bored-violence mentioned in the provided text? , **4632669**.,niah_multikey_2,2731.671552
2.730033152,The special magic number for mundane-design mentioned in the provided text is,['3842952'],0.6,0.7802290131310464,128,65.536,9155.0,41657.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for mundane-design mentioned in the provided text? , **3842952**.,niah_multikey_2,2730.033152
2.73088512,The special magic number for bumpy-helium mentioned in the provided text is,['1554375'],0.6,0.7802975761939045,128,65.536,9155.0,41670.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for bumpy-helium mentioned in the provided text? , **1554375**.,niah_multikey_2,2730.88512
2.73154048,The special magic number for animated-major-league mentioned in the provided text is,['7234273'],0.6,0.7803502879078694,128,65.536,9155.0,41680.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for animated-major-league mentioned in the provided text? , **7234273**.,niah_multikey_2,2731.54048
2.729443328,The special magic number for parched-dame mentioned in the provided text is,['3754534'],0.6,0.780181521321552,128,65.536,9155.0,41648.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for parched-dame mentioned in the provided text? , **3754534**.,niah_multikey_2,2729.443328
2.727215104,The special magic number for bewildered-abundance mentioned in the provided text is,['8717642'],0.6,0.7800019224299515,128,65.536,9155.0,41614.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for bewildered-abundance mentioned in the provided text? , **8717642**.,niah_multikey_2,2727.215104
2.732064768,The special magic number for relieved-synonym mentioned in the provided text is,['4032160'],0.6,0.7803924390711956,128,65.536,9155.0,41688.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for relieved-synonym mentioned in the provided text? , **4032160**.,niah_multikey_2,2732.064768
2.728394752,The special magic number for psychedelic-personnel mentioned in the provided text is,['6458062'],0.6,0.780097040737894,128,65.536,9155.0,41632.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for psychedelic-personnel mentioned in the provided text? , **6458062**.,niah_multikey_2,2728.394752
2.724265984,The special magic number for ahead-calibre mentioned in the provided text is,['4161671'],0.6,0.7797637662681325,128,65.536,9155.0,41569.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for ahead-calibre mentioned in the provided text? , **4161671**.,niah_multikey_2,2724.265984
2.731147264,The special magic number for ubiquitous-blush mentioned in the provided text is,['5270168'],0.6,0.7803186639151509,128,65.536,9155.0,41674.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for ubiquitous-blush mentioned in the provided text? , **5270168**.,niah_multikey_2,2731.147264
2.731737088,The special magic number for ambiguous-disparity mentioned in the provided text is,['6991270'],0.6,0.7803660964901759,128,65.536,9155.0,41683.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for ambiguous-disparity mentioned in the provided text? , **6991270**.,niah_multikey_2,2731.737088
2.728001536,The special magic number for vulgar-politician mentioned in the provided text is,['7447968'],0.6,0.7800653437755249,128,65.536,9155.0,41626.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for vulgar-politician mentioned in the provided text? , **7447968**.,niah_multikey_2,2728.001536
2.73055744,The special magic number for elfin-step-brother mentioned in the provided text is,['2904532'],0.6,0.780271210848434,128,65.536,9155.0,41665.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for elfin-step-brother mentioned in the provided text? , **2904532**.,niah_multikey_2,2730.55744
2.729443328,The special magic number for alert-scorn mentioned in the provided text is,['8051182'],0.6,0.780181521321552,128,65.536,9155.0,41648.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for alert-scorn mentioned in the provided text? , 8051182.,niah_multikey_2,2729.443328
2.731999232,The special magic number for frightened-tray mentioned in the provided text is,['3931546'],0.6,0.7803871710605225,128,65.536,9155.0,41687.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for frightened-tray mentioned in the provided text? , **3931546**.,niah_multikey_2,2731.999232
2.729705472,The special magic number for eager-television mentioned in the provided text is,['9282529'],0.6,0.7802026313262268,128,65.536,9155.0,41652.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for eager-television mentioned in the provided text? , **9282529**.,niah_multikey_2,2729.705472
2.733113344,The special magic number for rebellious-corporatism mentioned in the provided text is,['3857769'],0.6,0.7804766928831767,128,65.536,9155.0,41704.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for rebellious-corporatism mentioned in the provided text? , **3857769**.,niah_multikey_2,2733.113344
2.693398528,The special magic number for stingy-cotton mentioned in the provided text is,['7986828'],0.6,0.7772397683585576,128,65.536,9155.0,41098.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for stingy-cotton mentioned in the provided text? , **7986828**.,niah_multikey_2,2693.398528
2.720989184,The special magic number for elite-basin mentioned in the provided text is,['9741746'],0.6,0.7794985428358101,128,65.536,9155.0,41519.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for elite-basin mentioned in the provided text? , **9741746**.,niah_multikey_2,2720.989184
2.730754048,The special magic number for friendly-significance mentioned in the provided text is,['3837785'],0.6,0.7802870308150139,128,65.536,9155.0,41668.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for friendly-significance mentioned in the provided text? , **3837785**.,niah_multikey_2,2730.754048
2.727149568,The special magic number for inquisitive-normalisation mentioned in the provided text is,['4902158'],0.6,0.7799966356667387,128,65.536,9155.0,41613.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for inquisitive-normalisation mentioned in the provided text? , **4902158**.,niah_multikey_2,2727.149568
2.72007168,The special magic number for outstanding-gazelle mentioned in the provided text is,['8988938'],0.6,0.7794241657631611,128,65.536,9155.0,41505.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for outstanding-gazelle mentioned in the provided text? , **8988938**.,niah_multikey_2,2720.07168
2.730754048,The special magic number for venomous-zoologist mentioned in the provided text is,['4917051'],0.6,0.7802870308150139,128,65.536,9155.0,41668.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for venomous-zoologist mentioned in the provided text? , **4917051**.,niah_multikey_2,2730.754048
2.731802624,The special magic number for omniscient-serval mentioned in the provided text is,['2321903'],0.6,0.7803713655119471,128,65.536,9155.0,41684.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for omniscient-serval mentioned in the provided text? , **2321903**.,niah_multikey_2,2731.802624
2.730491904,The special magic number for icky-object mentioned in the provided text is,['6321002'],0.6,0.7802659370199693,128,65.536,9155.0,41664.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for icky-object mentioned in the provided text? , **6321002**.,niah_multikey_2,2730.491904
2.731409408,The special magic number for political-stick mentioned in the provided text is,['6336294'],0.6,0.7803397475886559,128,65.536,9155.0,41678.0,9155.0,32768,599.98208,GB,0.59998208,What is the special magic number for political-stick mentioned in the provided text? , **6336294**.,niah_multikey_2,2731.409408
