uncompressed_kv_memory_gb,question,predicted_answer,retained_context_tokens,task,uncompressed_kv_memory_mb,kv_memory_per_token_kb,context_length,retained_kv_memory_mb,context_tokens,answer,compression_ratio,max_new_tokens,retained_kv_memory_gb,answer_prefix
2.777939968,What is the special magic uuid for b740b2d4-4840-498c-a185-258cb1ff4af5 mentioned in the provided text? ,":

**87b8a762-1d1f-4e85-a5d1-caf284c95aa6**",42388.0,niah_multikey_3,2777.939968,65.536,32768,2777.939968,42388.0,['87b8a762-1d1f-4e85-a5d1-caf284c95aa6'],0.0,128,2.777939968,The special magic uuid for b740b2d4-4840-498c-a185-258cb1ff4af5 mentioned in the provided text is
2.779447296,What is the special magic uuid for c6126c8c-1022-4cec-a91a-8be1bb220c84 mentioned in the provided text? ,":

**337e76f0-f040-4feb-a4b4-222d5d7f35ac**",42411.0,niah_multikey_3,2779.447296,65.536,32768,2779.447296,42411.0,['337e76f0-f040-4feb-a4b4-222d5d7f35ac'],0.0,128,2.779447296,The special magic uuid for c6126c8c-1022-4cec-a91a-8be1bb220c84 mentioned in the provided text is
2.773680128,What is the special magic uuid for 7d4e6c7d-5a40-4f24-aaf8-e6e78aa06210 mentioned in the provided text? ,":

**cce29702-134a-460c-979b-6f7ee7895280**",42323.0,niah_multikey_3,2773.680128,65.536,32768,2773.680128,42323.0,['cce29702-134a-460c-979b-6f7ee7895280'],0.0,128,2.773680128,The special magic uuid for 7d4e6c7d-5a40-4f24-aaf8-e6e78aa06210 mentioned in the provided text is
2.77610496,What is the special magic uuid for 08815160-fba3-4f0f-a679-a78054dca409 mentioned in the provided text? ,":

**8bfd183e-4d77-41f8-a9d2-4b5cb8e9e6ca**",42360.0,niah_multikey_3,2776.10496,65.536,32768,2776.10496,42360.0,['8bfd183e-4d77-41f8-a9d2-4b5cb8e9e6ca'],0.0,128,2.77610496,The special magic uuid for 08815160-fba3-4f0f-a679-a78054dca409 mentioned in the provided text is
2.7820032,What is the special magic uuid for be98294b-980f-4776-98a1-54c235200760 mentioned in the provided text? ,":

**744389ab-52d6-4d34-8a27-a04b96589b0c**",42450.0,niah_multikey_3,2782.0032,65.536,32768,2782.0032,42450.0,['744389ab-52d6-4d34-8a27-a04b96589b0c'],0.0,128,2.7820032,The special magic uuid for be98294b-980f-4776-98a1-54c235200760 mentioned in the provided text is
2.783051776,What is the special magic uuid for 1d464bca-ba53-4d29-804f-ffe146aa63ab mentioned in the provided text? ,":

**ed344bfe-983f-4a21-af44-722e2517244c**",42466.0,niah_multikey_3,2783.051776,65.536,32768,2783.051776,42466.0,['ed344bfe-983f-4a21-af44-722e2517244c'],0.0,128,2.783051776,The special magic uuid for 1d464bca-ba53-4d29-804f-ffe146aa63ab mentioned in the provided text is
2.784165888,What is the special magic uuid for 2e28f3db-9a37-458f-9fee-2d4901de330d mentioned in the provided text? ,":

**4712ef99-a8d1-4388-8ca7-b08dd3505d77**",42483.0,niah_multikey_3,2784.165888,65.536,32768,2784.165888,42483.0,['4712ef99-a8d1-4388-8ca7-b08dd3505d77'],0.0,128,2.784165888,The special magic uuid for 2e28f3db-9a37-458f-9fee-2d4901de330d mentioned in the provided text is
2.776498176,What is the special magic uuid for 36b94a4f-ecd5-4075-a267-c5bfa68f855e mentioned in the provided text? ,":

**46969ce7-0da0-49f8-87b2-845e7b8ef100**",42366.0,niah_multikey_3,2776.498176,65.536,32768,2776.498176,42366.0,['46969ce7-0da0-49f8-87b2-845e7b8ef100'],0.0,128,2.776498176,The special magic uuid for 36b94a4f-ecd5-4075-a267-c5bfa68f855e mentioned in the provided text is
2.782593024,What is the special magic uuid for 70ec47fd-50e2-44fc-9d87-2b34e1d4e2b5 mentioned in the provided text? ,":

**7cff3c66-6860-49e6-8ba5-002162c250c0**",42459.0,niah_multikey_3,2782.593024,65.536,32768,2782.593024,42459.0,['7cff3c66-6860-49e6-8ba5-002162c250c0'],0.0,128,2.782593024,The special magic uuid for 70ec47fd-50e2-44fc-9d87-2b34e1d4e2b5 mentioned in the provided text is
2.775318528,What is the special magic uuid for 4a0de8fe-074d-4202-9286-e1d5c43acaaf mentioned in the provided text? ,":

**b63b4988-40bc-44b2-bf1c-ca95adbca4e9**",42348.0,niah_multikey_3,2775.318528,65.536,32768,2775.318528,42348.0,['b63b4988-40bc-44b2-bf1c-ca95adbca4e9'],0.0,128,2.775318528,The special magic uuid for 4a0de8fe-074d-4202-9286-e1d5c43acaaf mentioned in the provided text is
2.779512832,What is the special magic uuid for 7dbdda84-08a8-45bb-ad8b-03fa651e26ed mentioned in the provided text? ,":

**f7403fcd-0208-4cd5-a152-7de2f9786036**",42412.0,niah_multikey_3,2779.512832,65.536,32768,2779.512832,42412.0,['f7403fcd-0208-4cd5-a152-7de2f9786036'],0.0,128,2.779512832,The special magic uuid for 7dbdda84-08a8-45bb-ad8b-03fa651e26ed mentioned in the provided text is
2.778923008,What is the special magic uuid for 34665763-1526-4a21-890a-5c11b2d1e458 mentioned in the provided text? ,":

**6d94011c-f28a-4b0b-a2e2-fe34bb8b19a1**",42403.0,niah_multikey_3,2778.923008,65.536,32768,2778.923008,42403.0,['6d94011c-f28a-4b0b-a2e2-fe34bb8b19a1'],0.0,128,2.778923008,The special magic uuid for 34665763-1526-4a21-890a-5c11b2d1e458 mentioned in the provided text is
2.780758016,What is the special magic uuid for daee2090-1fdb-4586-bb66-eeca99b85ad8 mentioned in the provided text? ,":

**7c33bb00-4ab4-4e4f-a78e-39f8f06d63eb**",42431.0,niah_multikey_3,2780.758016,65.536,32768,2780.758016,42431.0,['7c33bb00-4ab4-4e4f-a78e-39f8f06d63eb'],0.0,128,2.780758016,The special magic uuid for daee2090-1fdb-4586-bb66-eeca99b85ad8 mentioned in the provided text is
2.777874432,What is the special magic uuid for 6221520c-17ca-4bba-a19d-5c26383a6364 mentioned in the provided text? ,":

**a1d9786d-0607-4c26-a5ca-a01731ad3175**",42387.0,niah_multikey_3,2777.874432,65.536,32768,2777.874432,42387.0,['a1d9786d-0607-4c26-a5ca-a01731ad3175'],0.0,128,2.777874432,The special magic uuid for 6221520c-17ca-4bba-a19d-5c26383a6364 mentioned in the provided text is
2.781478912,What is the special magic uuid for 169283cc-a25d-4213-aa80-0e31566acd0d mentioned in the provided text? ,":

**f748df48-d89c-4d9e-a3f7-7df5f0445d51**",42442.0,niah_multikey_3,2781.478912,65.536,32768,2781.478912,42442.0,['f748df48-d89c-4d9e-a3f7-7df5f0445d51'],0.0,128,2.781478912,The special magic uuid for 169283cc-a25d-4213-aa80-0e31566acd0d mentioned in the provided text is
2.782593024,What is the special magic uuid for 4f1f7138-2cca-4057-9409-9ea257c38831 mentioned in the provided text? ,":

**b7c6b586-713a-4907-ad24-5c4f25aeb769**",42459.0,niah_multikey_3,2782.593024,65.536,32768,2782.593024,42459.0,['b7c6b586-713a-4907-ad24-5c4f25aeb769'],0.0,128,2.782593024,The special magic uuid for 4f1f7138-2cca-4057-9409-9ea257c38831 mentioned in the provided text is
2.775252992,What is the special magic uuid for b85ecaf3-21a7-4f3a-9609-b69b9d71fd68 mentioned in the provided text? ,":

**5e65fb5e-3377-4463-9ee4-c6f6cac604dd**",42347.0,niah_multikey_3,2775.252992,65.536,32768,2775.252992,42347.0,['5e65fb5e-3377-4463-9ee4-c6f6cac604dd'],0.0,128,2.775252992,The special magic uuid for b85ecaf3-21a7-4f3a-9609-b69b9d71fd68 mentioned in the provided text is
2.773745664,What is the special magic uuid for 3ddcae8f-22fb-42be-9917-9851389f0bb1 mentioned in the provided text? ,":

**ac8a317b-a6bb-4327-90db-2a01622cb723**",42324.0,niah_multikey_3,2773.745664,65.536,32768,2773.745664,42324.0,['ac8a317b-a6bb-4327-90db-2a01622cb723'],0.0,128,2.773745664,The special magic uuid for 3ddcae8f-22fb-42be-9917-9851389f0bb1 mentioned in the provided text is
2.783051776,What is the special magic uuid for 07ae4b3a-cdee-4838-bf5a-c418f1d53c93 mentioned in the provided text? ,":

**692ca162-a3bd-4109-8935-a864e2c83337**",42466.0,niah_multikey_3,2783.051776,65.536,32768,2783.051776,42466.0,['692ca162-a3bd-4109-8935-a864e2c83337'],0.0,128,2.783051776,The special magic uuid for 07ae4b3a-cdee-4838-bf5a-c418f1d53c93 mentioned in the provided text is
2.788163584,What is the special magic uuid for f50fbd60-1d5f-4412-8ed0-534b8078a72f mentioned in the provided text? ,":

**b187b337-3132-4376-a500-9340102092ae**",42544.0,niah_multikey_3,2788.163584,65.536,32768,2788.163584,42544.0,['b187b337-3132-4376-a500-9340102092ae'],0.0,128,2.788163584,The special magic uuid for f50fbd60-1d5f-4412-8ed0-534b8078a72f mentioned in the provided text is
2.771386368,What is the special magic uuid for 4b43faa0-2624-4937-b8da-8b3dc94bfc2e mentioned in the provided text? ,":

**34b5ddd8-4fdc-4955-b38c-55740df865ef**",42288.0,niah_multikey_3,2771.386368,65.536,32768,2771.386368,42288.0,['34b5ddd8-4fdc-4955-b38c-55740df865ef'],0.0,128,2.771386368,The special magic uuid for 4b43faa0-2624-4937-b8da-8b3dc94bfc2e mentioned in the provided text is
2.780954624,What is the special magic uuid for 8998a21b-1cee-46ac-8295-267939117389 mentioned in the provided text? ,":

**358fe0e3-724e-4cfc-9ae0-d0873162626b**",42434.0,niah_multikey_3,2780.954624,65.536,32768,2780.954624,42434.0,['358fe0e3-724e-4cfc-9ae0-d0873162626b'],0.0,128,2.780954624,The special magic uuid for 8998a21b-1cee-46ac-8295-267939117389 mentioned in the provided text is
2.778660864,What is the special magic uuid for 36426796-fdbb-4edb-a369-e2e03a29d48c mentioned in the provided text? ,":

**2559fa56-dd0a-48d4-ba82-3ae2bf0a4b33**",42399.0,niah_multikey_3,2778.660864,65.536,32768,2778.660864,42399.0,['2559fa56-dd0a-48d4-ba82-3ae2bf0a4b33'],0.0,128,2.778660864,The special magic uuid for 36426796-fdbb-4edb-a369-e2e03a29d48c mentioned in the provided text is
2.780823552,What is the special magic uuid for 98274a34-ec4e-43d0-9adb-c6788d96c34c mentioned in the provided text? ,":

**7842feb5-e758-44cd-b73b-8ae08aa33142**",42432.0,niah_multikey_3,2780.823552,65.536,32768,2780.823552,42432.0,['7842feb5-e758-44cd-b73b-8ae08aa33142'],0.0,128,2.780823552,The special magic uuid for 98274a34-ec4e-43d0-9adb-c6788d96c34c mentioned in the provided text is
2.775711744,What is the special magic uuid for 5ed00160-6554-4a69-874b-827395ddc178 mentioned in the provided text? ,":

**a1196139-f6fa-4c18-b3da-b7bd50362ac7**",42354.0,niah_multikey_3,2775.711744,65.536,32768,2775.711744,42354.0,['a1196139-f6fa-4c18-b3da-b7bd50362ac7'],0.0,128,2.775711744,The special magic uuid for 5ed00160-6554-4a69-874b-827395ddc178 mentioned in the provided text is
2.772697088,What is the special magic uuid for 671f9982-ed95-4a86-b373-ba157807183d mentioned in the provided text? ,":

**eca19392-fce9-4f35-861f-81ec14c70024**",42308.0,niah_multikey_3,2772.697088,65.536,32768,2772.697088,42308.0,['eca19392-fce9-4f35-861f-81ec14c70024'],0.0,128,2.772697088,The special magic uuid for 671f9982-ed95-4a86-b373-ba157807183d mentioned in the provided text is
2.782134272,What is the special magic uuid for ef3e7ab9-5edc-439a-9dca-db7981746121 mentioned in the provided text? ,":

**7d3d40b2-4594-4573-b267-4c6270dd4425**",42452.0,niah_multikey_3,2782.134272,65.536,32768,2782.134272,42452.0,['7d3d40b2-4594-4573-b267-4c6270dd4425'],0.0,128,2.782134272,The special magic uuid for ef3e7ab9-5edc-439a-9dca-db7981746121 mentioned in the provided text is
2.775908352,What is the special magic uuid for ab37bbc4-e5a8-4c2c-8e08-9b64347684d0 mentioned in the provided text? ,":

**500b8a75-8f05-43f5-b9ad-46d47d4e33fc**",42357.0,niah_multikey_3,2775.908352,65.536,32768,2775.908352,42357.0,['500b8a75-8f05-43f5-b9ad-46d47d4e33fc'],0.0,128,2.775908352,The special magic uuid for ab37bbc4-e5a8-4c2c-8e08-9b64347684d0 mentioned in the provided text is
2.773614592,What is the special magic uuid for 5fd0ece6-075c-4f47-80eb-dca4a5e6e70a mentioned in the provided text? ,":

**86a867a7-6a98-4a02-b065-70a33bafafde**",42322.0,niah_multikey_3,2773.614592,65.536,32768,2773.614592,42322.0,['86a867a7-6a98-4a02-b065-70a33bafafde'],0.0,128,2.773614592,The special magic uuid for 5fd0ece6-075c-4f47-80eb-dca4a5e6e70a mentioned in the provided text is
2.780626944,What is the special magic uuid for fcca9773-b986-4d30-b4b1-a77ab247a6a3 mentioned in the provided text? ,":

**7c0f7fd2-237e-4c0f-b3f5-f43623551169**",42429.0,niah_multikey_3,2780.626944,65.536,32768,2780.626944,42429.0,['7c0f7fd2-237e-4c0f-b3f5-f43623551169'],0.0,128,2.780626944,The special magic uuid for fcca9773-b986-4d30-b4b1-a77ab247a6a3 mentioned in the provided text is
2.7869184,What is the special magic uuid for e9e430d6-a7ba-4a0f-ae17-1721b17ee9ed mentioned in the provided text? ,":

**b0e1f3f5-6570-437e-b8a1-f1b3f654e257**",42525.0,niah_multikey_3,2786.9184,65.536,32768,2786.9184,42525.0,['b0e1f3f5-6570-437e-b8a1-f1b3f654e257'],0.0,128,2.7869184,The special magic uuid for e9e430d6-a7ba-4a0f-ae17-1721b17ee9ed mentioned in the provided text is
2.773024768,What is the special magic uuid for aac76552-75a5-47fb-a963-6892d1f6568c mentioned in the provided text? ,":

**0153722a-70a8-4ec0-9f03-2b0930937e60**",42313.0,niah_multikey_3,2773.024768,65.536,32768,2773.024768,42313.0,['0153722a-70a8-4ec0-9f03-2b0930937e60'],0.0,128,2.773024768,The special magic uuid for aac76552-75a5-47fb-a963-6892d1f6568c mentioned in the provided text is
2.78626304,What is the special magic uuid for e0a136a9-6344-437a-a5ab-1572f40da0e2 mentioned in the provided text? ,":

**0a1ead51-0c39-4eeb-ac87-d146acdb1d4a**",42515.0,niah_multikey_3,2786.26304,65.536,32768,2786.26304,42515.0,['0a1ead51-0c39-4eeb-ac87-d146acdb1d4a'],0.0,128,2.78626304,The special magic uuid for e0a136a9-6344-437a-a5ab-1572f40da0e2 mentioned in the provided text is
2.783510528,What is the special magic uuid for 3f61597b-5bad-44da-b19d-ca2664a52950 mentioned in the provided text? ,":

**28abdb2a-b007-45e5-b1de-84396dc689c0**",42473.0,niah_multikey_3,2783.510528,65.536,32768,2783.510528,42473.0,['28abdb2a-b007-45e5-b1de-84396dc689c0'],0.0,128,2.783510528,The special magic uuid for 3f61597b-5bad-44da-b19d-ca2664a52950 mentioned in the provided text is
2.775187456,What is the special magic uuid for de56de44-2d67-425c-a3c1-12cea45846ed mentioned in the provided text? ,":

**ff686e85-3a9f-4635-95dd-f19e8ca68eb1**",42346.0,niah_multikey_3,2775.187456,65.536,32768,2775.187456,42346.0,['ff686e85-3a9f-4635-95dd-f19e8ca68eb1'],0.0,128,2.775187456,The special magic uuid for de56de44-2d67-425c-a3c1-12cea45846ed mentioned in the provided text is
2.780102656,What is the special magic uuid for 36a31469-651a-4d17-82d1-f996d2b57f03 mentioned in the provided text? ,":

**bccd56fa-8fba-4b59-a865-a3238a82c55c**",42421.0,niah_multikey_3,2780.102656,65.536,32768,2780.102656,42421.0,['bccd56fa-8fba-4b59-a865-a3238a82c55c'],0.0,128,2.780102656,The special magic uuid for 36a31469-651a-4d17-82d1-f996d2b57f03 mentioned in the provided text is
2.78069248,What is the special magic uuid for 375b9da9-ebe2-409f-ba65-811f398e896f mentioned in the provided text? ,":

**d6c37df1-f3ba-4215-8e1c-37a545a50111**",42430.0,niah_multikey_3,2780.69248,65.536,32768,2780.69248,42430.0,['d6c37df1-f3ba-4215-8e1c-37a545a50111'],0.0,128,2.78069248,The special magic uuid for 375b9da9-ebe2-409f-ba65-811f398e896f mentioned in the provided text is
2.776956928,What is the special magic uuid for a59d59aa-6e69-4349-b5f1-bfda14d741b3 mentioned in the provided text? ,":

**0358be0c-f8de-4dd0-b398-284cc2c84cc6**",42373.0,niah_multikey_3,2776.956928,65.536,32768,2776.956928,42373.0,['0358be0c-f8de-4dd0-b398-284cc2c84cc6'],0.0,128,2.776956928,The special magic uuid for a59d59aa-6e69-4349-b5f1-bfda14d741b3 mentioned in the provided text is
2.773614592,What is the special magic uuid for 84bfdeb9-b097-4c23-88af-2dcc5e6c9598 mentioned in the provided text? ,":

**88844164-3c16-437e-9687-b1201cfb6fea**",42322.0,niah_multikey_3,2773.614592,65.536,32768,2773.614592,42322.0,['88844164-3c16-437e-9687-b1201cfb6fea'],0.0,128,2.773614592,The special magic uuid for 84bfdeb9-b097-4c23-88af-2dcc5e6c9598 mentioned in the provided text is
2.77807104,What is the special magic uuid for 5ac1745a-1202-4374-b9ef-518734ab07f7 mentioned in the provided text? ,":

**18232419-fad3-444f-abc6-5dc8b22aa44a**",42390.0,niah_multikey_3,2778.07104,65.536,32768,2778.07104,42390.0,['18232419-fad3-444f-abc6-5dc8b22aa44a'],0.0,128,2.77807104,The special magic uuid for 5ac1745a-1202-4374-b9ef-518734ab07f7 mentioned in the provided text is
2.785017856,What is the special magic uuid for 5324d446-01fa-42a0-870a-14df2e619b47 mentioned in the provided text? ,":

**f74d93b9-1e45-44dd-b163-baa56ac81b25**",42496.0,niah_multikey_3,2785.017856,65.536,32768,2785.017856,42496.0,['f74d93b9-1e45-44dd-b163-baa56ac81b25'],0.0,128,2.785017856,The special magic uuid for 5324d446-01fa-42a0-870a-14df2e619b47 mentioned in the provided text is
2.78233088,What is the special magic uuid for 1bf1dbc6-faab-47a8-91b4-ec7ea021808d mentioned in the provided text? ,":

**350ec93a-1edc-4e1e-a5b1-c8f78fb4ffc3**",42455.0,niah_multikey_3,2782.33088,65.536,32768,2782.33088,42455.0,['350ec93a-1edc-4e1e-a5b1-c8f78fb4ffc3'],0.0,128,2.78233088,The special magic uuid for 1bf1dbc6-faab-47a8-91b4-ec7ea021808d mentioned in the provided text is
2.772369408,What is the special magic uuid for 061fd05e-9e3b-404a-a176-4827d43b009c mentioned in the provided text? ,":

**8d941f17-6af7-468b-a5fd-902b671b80ba**",42303.0,niah_multikey_3,2772.369408,65.536,32768,2772.369408,42303.0,['8d941f17-6af7-468b-a5fd-902b671b80ba'],0.0,128,2.772369408,The special magic uuid for 061fd05e-9e3b-404a-a176-4827d43b009c mentioned in the provided text is
2.786328576,What is the special magic uuid for 891093a3-109a-4ab3-971c-4c8ac47f3eb6 mentioned in the provided text? ,":

**ad565ff8-d1b0-4a3b-bb81-df72e9f17382**",42516.0,niah_multikey_3,2786.328576,65.536,32768,2786.328576,42516.0,['ad565ff8-d1b0-4a3b-bb81-df72e9f17382'],0.0,128,2.786328576,The special magic uuid for 891093a3-109a-4ab3-971c-4c8ac47f3eb6 mentioned in the provided text is
2.78528,What is the special magic uuid for d13a7ab9-4e30-4a70-8620-a3e3284fd6a8 mentioned in the provided text? ,":

**e1dc1736-5362-4adb-a47d-9cfda53d48dd**",42500.0,niah_multikey_3,2785.28,65.536,32768,2785.28,42500.0,['e1dc1736-5362-4adb-a47d-9cfda53d48dd'],0.0,128,2.78528,The special magic uuid for d13a7ab9-4e30-4a70-8620-a3e3284fd6a8 mentioned in the provided text is
2.777088,What is the special magic uuid for 85e6a7c7-9081-473d-ab8d-a8b063bab3f0 mentioned in the provided text? ,":

**897a3419-2494-4b55-8084-ab2e6f5f5640**",42375.0,niah_multikey_3,2777.088,65.536,32768,2777.088,42375.0,['897a3419-2494-4b55-8084-ab2e6f5f5640'],0.0,128,2.777088,The special magic uuid for 85e6a7c7-9081-473d-ab8d-a8b063bab3f0 mentioned in the provided text is
2.773352448,What is the special magic uuid for c6444584-7959-43f2-a146-329156ff6c53 mentioned in the provided text? ,":

**b684248b-a4de-4532-8df5-21f1fa3703c5**",42318.0,niah_multikey_3,2773.352448,65.536,32768,2773.352448,42318.0,['b684248b-a4de-4532-8df5-21f1fa3703c5'],0.0,128,2.773352448,The special magic uuid for c6444584-7959-43f2-a146-329156ff6c53 mentioned in the provided text is
