question,answers,retained_kv_memory_mb,uncompressed_kv_memory_gb,token_budget,task,retained_context_tokens,compression_ratio,split,answer_prefix,memory_budget_unit,max_new_tokens,retained_kv_memory_gb,uncompressed_kv_memory_mb,memory_budget,context_tokens,predicted_answer,kv_memory_per_token_kb
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Novels about families set in Boston and New England.
",['A Case of Need'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Mystery of the Yellow Room', 'The Invincible Constable', 'The Midnight Zoo']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 2009 Indian, or by Chetan Bhagat, novels
","['Five Point Someone' 'One Night @ the Call Center'
 'The 3 Mistakes of My Life']",999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Adventures of Jinbao', '1965 novel by Chetan Bhagat']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what are some Hungarian Revolution of 1956 or Austrian war films
",['Duel with Death' 'Fly Away Home (2016 film)' 'Sunshine (1999 film)'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Invincible Constable', 'The Invincible Constable (1958)']
- **The Invincible Constable** (ID: 75) is a 1958 Hungarian film that is considered a war film, which may be related to the Hungarian Revolution of 1956.
- **The Invincible Constable (1958)** (ID: 75) is a Hungarian film that is part of the historical and war film genre",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Finnish television and animated films
","['Moomins and the Comet Chase' 'Quest for a Heart'
 'Santa Claus and the Magic Drum']",999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Mystery of the Yellow Room', 'The Adventures of Jinbao', 'The Midnight Zoo']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Hispanic and Latino American novels set anywhere besides North America
",['At Night We Walk in Circles' 'La reina de América' 'Lost City Radio'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Adventures of Jinbao', 'The Midnight Zoo']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Swiss Films about stalking
",['One Way Trip 3D'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Invincible Constable', 'The Invincible Constable (1987)']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 2010s supernatural children's animated films
","['Lego Scooby-Doo! Blowout Beach Bash'
 'Scooby-Doo! and the Curse of the 13th Ghost' 'The Magic Snowflake']",999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Adventures of Jinbao', 'The Adventures of Jinbao']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1971 British thriller novels
",['Firecrest (novel)' 'Lament for Leto'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Bewitched', 'The Bewitched (1971 novel)']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Critical Jehovah's Witness books.
",['Crisis of Conscience'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Mystery of the Yellow Room', 'The Mystery of the Yellow Room', 'The Mystery of the Yellow Room']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what are some Novels set in Jiangsu, 1750s, or Novels by Charlotte Lennox?
","['Demi-Gods and Semi-Devils' 'The Adventures of Peregrine Pickle'
 'The History of Sir Charles Grandison']",999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Bewitched', '1934', 'The Midnight Zoo', '1967', 'The Adventures of Jinbao', '1972', 'The Story Without a Name', '1934']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Gene DeWeese novels
",['Chain of Attack' 'The Final Nexus' 'The Peacekeepers'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Invincible Constable', 'The Invincible Constable']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1980s political films about science and the United States Armed Forces
",['Best Defense' 'Red Dawn'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Invincible Constable', 'The Invincible Constable (1980 film)']  
['The Invincible Constable', 'The Invincible Constable (1980 film)']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 2010s speculative fiction novels about Washington (state) and the United States.
",['Seveneves'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Adventures of Jinbao', 'The Midnight Zoo']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Cebu films
","['Alega Gang: Public Enemy No.1 of Cebu' 'Lapu-Lapu (2002 film)'
 'Patay na si Hesus']",999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Restaurant at the End of the Universe', '2004', 'The Restaurant at the End of the Universe', '1984', 'The Restaurant at the End of the Universe', '1984', 'The Restaurant at the End of the Universe', '1984', 'The Restaurant at the End of the Universe', '1984', 'The Restaurant at the End of the Universe', '1984', 'The Restaurant at",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Crime novels set in Japan
",['All She Was Worth' 'Crossfire (novel)' 'Out (novel)'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Invincible Constable', 'The Invincible Constable']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1990's historical films about security and surveillance that are set in England
",['Elizabeth (film)'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Invincible Constable', 'The Invincible Constable (1995)']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1890s historical books and novels published by Harper & Brothers
",['Personal Recollections of Joan of Arc'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Mystery of the Yellow Room', 'The Invincible Constable', 'The Adventures of Jinbao']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 2021 films about action and comedy.
","[""Hitman's Wife's Bodyguard"" 'Red Notice (film)' ""The King's Man""]",999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Invincible Constable', 'The Invincible Constable']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: History/Adventure books about France from 1933
",['The Way of the Scarlet Pimpernel'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Bewitched', 'The Invincible Constable', 'The Adventures of Jinbao']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Films based on works by Bill Finger that are any genre except Animated action films
",['Batman & Bill' 'Batman & Robin (film)' 'Batman (serial)'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Adventures of Jinbao', 'The Adventure of the Chinese Hero']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Films based on works by Alan Moore or Wildstorm titles, or that are Czech superhero films
","['Batman: The Killing Joke (film)' 'Pérák: The Shadow over Prague'
 'The League of Extraordinary Gentlemen (film)']",999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Invincible Constable', 'The Invincible Constable', 'The Adventures of Jinbao', 'The Adventures of Jinbao', 'The Invincible Constable', 'The Adventures of Jinbao']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Crime novels that are both American crime novels and 1932 novels
",['Poison in Jest' 'The Waxworks Murder'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Bewitched', '1932 novel']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Debut novels released in 1953.
","['Battle Cry (Uris novel)' 'Go Tell It on the Mountain (novel)'
 'Junkie (novel)']",999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Debut of Jules Barbey d\'Aurevilly', '220']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Penal system documentary films that are not about law enforcement in the United States
",['P4W: Prison for Women' 'The Phantom (2021 film)' 'Waseskun'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Invincible Constable', 'The Invincible Constable']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1984 Fantasy novels about the United Kingdom
",['Mythago Wood' 'Nights at the Circus'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Adventures of Jinbao', 'The Adventures of Jinbao']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Novels published by Hutchinson about film director and producers
",['Laughing Gas (novel)'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Invincible Constable', 'The Invincible Constable']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: American medical novels set in the 1940's
",['Hannibal Rising' 'Jewel (novel)'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Invincible Constable', 'The Invincible Constable']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Canadian documentaries about homelessness and LGBT
",['Ryan (film)'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Invincible Constable', 'The Restaurant at the End of the Universe']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Films set in Italy that are 1982 television films
","['Cavalleria rusticana (1982 film)' 'The Deadly Game (1982 film)'
 'The Life of Verdi (miniseries)']",999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Mystery of the Yellow Room', 'The Invincible Constable', 'The Adventures of Jinbao']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Animated non-children films set in New York (state)
",['Hulk: Where Monsters Dwell' 'Resident Evil: Vendetta'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Invincible Constable', '1950s animated short films']  
- **The Invincible Constable (ID: 75)**: This 1950s Chinese animated short film is set in New York and features a story involving a character who is a former criminal.  
- **The Invincible Constable (ID: 75)**: The film is set in New York and is an example of animated non-children films from China.",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: mystery drama films that are Chinese
",['A Lingering Face' 'Looking Up (film)' 'Ni Jing: Thou Shalt Not Steal'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Adventures of Jinbao', '1968', 'The Invincible Constable', '1975', 'The Mystery of the Chinese Woman', '1982']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: exploitation films from the 1940s
","['Child Bride' 'I Accuse My Parents' ""The Devil's Sleep""]",999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Invincible Constable', 'The Invincible Constable (1940)']  
The exploitation films from the 1940s include:  
- ""The Invincible Constable"" (ID: 75)  
- ""The Invincible Constable"" (1940) (ID: 75)",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Erico Verissimo works adapted into films
",['Time and the Wind'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Adventures of Jinbao', '1968']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Contemporary fantasy romance novels, that aren't Urban fantasy
",['Midnight Sun (Meyer novel)' 'New Moon (novel)' 'Twilight (Meyer novel)'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Midnight Zoo', 'The Midnight Zoo']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Young adult novels set in Oceania that are not Australian or for children
",['Boy at War' 'The Changeover' 'The Firebird Rocket'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Adventures of Jinbao', 'The Adventures of Jinbao']  

The query asks for young adult novels set in Oceania that are not Australian or for children. Based on the provided documents, the only relevant work is ""The Adventures of Jinbao,"" which is a Chinese-Hong Kong computer-animated action comedy film. It is set in Oceania and is not specifically for children, making it a suitable match for the query.",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 2012 comedy films that are also about social issues in the United States.
",['Killing Them Softly' 'Mac & Devin Go to High School'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Adventures of Jinbao', '1967', 'The Story Without a Name', '1953', 'The Midnight Zoo', '1967', 'The Midnight Zoo', '1967', 'The Midnight Zoo', '1967', 'The Midnight Zoo', '1967', 'The Midnight Zoo', '1967', 'The Midnight Zoo', '1967', 'The Midnight Zoo', '19",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Iranian novels or books by Sadegh Hedayat
",['My Uncle Napoleon' 'Savushun' 'The Blind Owl'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Bewitched', 'The Bewitched (1922)']
['The Bewitched', 'The Bewitched (1922)']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Propaganda films that are epic and based on actual events.
",['Doctor Zhivago (film)'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Invincible Constable', 'The Invincible Constable (1967)']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1960 Catholic fiction books
",['The Picturegoers' 'The Violent Bear It Away'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Bewitched', 'The Midnight Zoo']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: NBC network original films about ideologies that are set in outer space.
",['Undercover with the KKK'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Invincible Constable', 'The Invincible Constable (1985)']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1930 non american crime films
","['An Obvious Situation' ""That Night's Wife"" 'The Copper (1930 film)']",999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Veteran (2011 film)', 'The Invincible Constable', 'The Story Without a Name (novel)']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 2010s legal mystery drama films
",['Ace Attorney (film)' 'True Story (film)'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Invincible Constable', 'The Midnight Zoo']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: French novels from 1913 or 1922, or that are mysteries
","['Le Grand Meaulnes' 'The Mysteries of Paris'
 'The Mystery of the Yellow Room']",999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Bewitched', 'The Mystery of the French Novel', 'The Midnight Zoo']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Films set in 1831 or 1809
",['Casta Diva (1935 film)' 'The Fire Devil' 'Under Capricorn'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Restaurant at the End of the Universe', '1985'], ['The Restaurant at the End of the Universe', '1985'], ['The Restaurant at the End of the Universe', '1985']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Andrew Jackson films or films about the War or 1812
","['First Invasion: The War of 1812' 'Last of the Buccaneers'
 'Mohawk (2017 film)']",999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Invincible Constable', 'The Invincible Constable']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Films about sportspeople set in 1972
",['Going Vertical' 'Prefontaine (film)'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Invincible Constable', '1975'], ['The Invincible Constable', '1975']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Dan Simmons novels
",['Ilium (novel)' 'Summer of Night' 'The Fall of Hyperion (novel)'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Invincible Constable', 'The Midnight Zoo']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1936 Alternate history novels and books based in Asia
",['We the Living'],999.899136,17.396416512,6781.0,quest_128k,6781.0,0.9425226951015876,test,Final Answer: ,GB,256,0.999899136,17396.416512,1.0,117977.0," ['The Bewitched', 'The Invincible Constable', 'The Midnight Zoo']",147.456
