retained_context_tokens,question,memory_budget_unit,answer_prefix,uncompressed_kv_memory_gb,token_budget,retained_kv_memory_mb,retained_kv_memory_gb,context_length,max_new_tokens,predicted_answer,context_tokens,answer,kv_memory_per_token_kb,memory_budget,task,uncompressed_kv_memory_mb,compression_ratio
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: According to the 2001 census, what was the population of the city in which Kirton End is located? ",GB,Answer:,2.273902592,3051.0,199.950336,0.199950336,32768,32, 330,34697.0,"['35,124']",65.536,0.2,qa_2,2273.902592,0.9120673257053924
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Are both Cypress and Ajuga genera? ",GB,Answer:,2.084962304,3051.0,199.950336,0.199950336,32768,32, Yes,31814.0,['no'],65.536,0.2,qa_2,2084.962304,0.9040988244169234
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What distinction is held by the former NBA player who was a member of the Charlotte Hornets during their 1992-93 season and was head coach for the WNBA team Charlotte Sting? ",GB,Answer:,2.1577728,3051.0,199.950336,0.199950336,32768,32, First overall pick in the 1992 NBA draft,32925.0,['shortest player ever to play in the National Basketball Association'],65.536,0.2,qa_2,2157.7728,0.9073348519362187
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What is the name of the executive producer of the film that has a score composed by Jerry Goldsmith? ",GB,Answer:,2.289958912,3051.0,199.950336,0.199950336,32768,32, John Cena,34942.0,['Ronald Shusett'],65.536,0.2,qa_2,2289.958912,0.9126838761375995
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was born earlier, Emma Bull or Virginia Woolf? ",GB,Answer:,2.2560768,3051.0,199.950336,0.199950336,32768,32, Virginia Woolf,34425.0,['Adeline Virginia Woolf'],65.536,0.2,qa_2,2256.0768,0.9113725490196078
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What was the Roud Folk Song Index of the nursery rhyme inspiring What Are Little Girls Made Of? ",GB,Answer:,2.089418752,3051.0,199.950336,0.199950336,32768,32, 19800,31882.0,['821'],65.536,0.2,qa_2,2089.418752,0.9043033686719779
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Scott Parkin has been a vocal critic of Exxonmobil and another corporation that has operations in how many countries ? ",GB,Answer:,2.12533248,3051.0,199.950336,0.199950336,32768,32, 140,32430.0,['more than 70 countries'],65.536,0.2,qa_2,2125.33248,0.9059204440333025
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What WB supernatrual drama series was Jawbreaker star Rose Mcgowan best known for being in? ",GB,Answer:,2.105081856,3051.0,199.950336,0.199950336,32768,32, Charmed,32121.0,['Charmed'],65.536,0.2,qa_2,2105.081856,0.9050154104791258
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Vince Phillips held a junior welterweight title by an organization recognized by what larger Hall of Fame? ",GB,Answer:,2.10305024,3051.0,199.950336,0.199950336,32768,32, Vince Phillips held a junior welterweight title by an organization recognized by the International Boxing Hall of Fame.,32090.0,['International Boxing Hall of Fame'],65.536,0.2,qa_2,2103.05024,0.9049236522281084
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What is the name of the singer who's song was released as the lead single from the album ""Confessions"", and that had popular song stuck behind for eight consecutive weeks? ",GB,Answer:,2.240741376,3051.0,199.950336,0.199950336,32768,32, Justin Roiland,34191.0,['Usher'],65.536,0.2,qa_2,2240.741376,0.9107659910502763
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: who is the younger brother of The episode guest stars of The Hard Easy  ",GB,Answer:,2.135097344,3051.0,199.950336,0.199950336,32768,32, Brian Kelley,32579.0,['Bill Murray'],65.536,0.2,qa_2,2135.097344,0.9063507167193591
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The 2017–18 Wigan Athletic F.C. season will be a year in which the team competes in the league cup known as what for sponsorship reasons? ",GB,Answer:,2.25247232,3051.0,199.950336,0.199950336,32768,32, The Carabao Cup,34370.0,['Carabao Cup'],65.536,0.2,qa_2,2252.47232,0.9112307244690137
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which of Tara Strong major voice role in animated series is an American animated television series based on the DC Comics fictional superhero team, the ""Teen Titans""? ",GB,Answer:,2.242117632,3051.0,199.950336,0.199950336,32768,32, Teen Titans Go!,34212.0,['Teen Titans Go!'],65.536,0.2,qa_2,2242.117632,0.9108207646439845
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What is the inhabitant of the city where  122nd SS-Standarte was formed in2014 ",GB,Answer:,2.206007296,3051.0,199.950336,0.199950336,32768,32, The 122nd SS-Standarte was not formed in 2014; it was a historical unit of the Waffen-SS formed in,33661.0,"['276,170 inhabitants']",65.536,0.2,qa_2,2206.007296,0.9093609815513503
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What color clothing do people of the Netherlands wear during Oranjegekte or to celebrate the national holiday Koningsdag?  ",GB,Answer:,2.276327424,3051.0,199.950336,0.199950336,32768,32, Orange,34734.0,['orange'],65.536,0.2,qa_2,2276.327424,0.9121609949904992
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What was the name of the 1996 loose adaptation of William Shakespeare's ""Romeo & Juliet"" written by James Gunn? ",GB,Answer:,2.23084544,3051.0,199.950336,0.199950336,32768,32," There is no 1996 loose adaptation of William Shakespeare's ""Romeo & Juliet"" written by James Gunn. The provided text mentions a ",34040.0,['Tromeo and Juliet'],65.536,0.2,qa_2,2230.84544,0.9103701527614572
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Robert Suettinger was the national intelligence officer under which former Governor of Arkansas? ",GB,Answer:,2.244345856,3051.0,199.950336,0.199950336,32768,32, Bill Clinton,34246.0,['William Jefferson Clinton'],65.536,0.2,qa_2,2244.345856,0.910909303276295
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What American professional Hawaiian surfer born 18 October 1992 won the Rip Curl Pro Portugal? ",GB,Answer:,2.091712512,3051.0,199.950336,0.199950336,32768,32, John John Florence,31917.0,['John John Florence'],65.536,0.2,qa_2,2091.712512,0.9044083090516026
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What is the middle name of the actress who plays Bobbi Bacha in Suburban Madness? ",GB,Answer:,2.251882496,3051.0,199.950336,0.199950336,32768,32, Ann,34361.0,['Ann'],65.536,0.2,qa_2,2251.882496,0.9112074735892436
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Alvaro Mexia had a diplomatic mission with which tribe of indigenous people? ",GB,Answer:,2.2183936,3051.0,199.950336,0.199950336,32768,32, The provided documents do not contain information about Alvaro Mexia or his diplomatic mission with any tribe of indigenous people.,33850.0,['Apalachees'],65.536,0.2,qa_2,2218.3936,0.9098670605612998
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What nationality were social anthropologists Alfred Gell and Edmund Leach? ",GB,Answer:,2.141782016,3051.0,199.950336,0.199950336,32768,32, British,32681.0,['British'],65.536,0.2,qa_2,2141.782016,0.9066430035800618
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: In which year was the King who made the 1925 Birthday Honours born? ",GB,Answer:,2.237202432,3051.0,199.950336,0.199950336,32768,32, 1865,34137.0,['1865'],65.536,0.2,qa_2,2237.202432,0.9106248352227788
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What is the county seat of the county where East Lempster, New Hampshire is located? ",GB,Answer:,2.245525504,3051.0,199.950336,0.199950336,32768,32, Lebanon,34264.0,['Newport'],65.536,0.2,qa_2,2245.525504,0.9109561055335046
3051.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The Album Against the Wind was the 11th Album of a Rock singer Robert C Seger born may 6 1945. What was the Rock singers stage name ? ",GB,Answer:,2.145255424,3051.0,199.950336,0.199950336,32768,32, Bob Seger,32734.0,['Bob Seger'],65.536,0.2,qa_2,2145.255424,0.9067941589784322
