token_budget,context_length,answer,retained_kv_memory_mb,task,question,retained_kv_memory_gb,answer_prefix,max_new_tokens,kv_memory_per_token_kb,compression_ratio,retained_context_tokens,memory_budget_unit,uncompressed_kv_memory_gb,predicted_answer,memory_budget,uncompressed_kv_memory_mb,context_tokens
15258.0,32768,['ed344bfe-983f-4a21-af44-722e2517244c'],999.948288,niah_multikey_3,What is the special magic uuid for 1d464bca-ba53-4d29-804f-ffe146aa63ab mentioned in the provided text? ,0.999948288,The special magic uuid for 1d464bca-ba53-4d29-804f-ffe146aa63ab mentioned in the provided text is,128,65.536,0.6407007959308624,15258.0,GB,2.783051776,":

**ed344bfe-983f-4a21-af44-722e2517244c**",1.0,2783.051776,42466.0
15258.0,32768,['4712ef99-a8d1-4388-8ca7-b08dd3505d77'],999.948288,niah_multikey_3,What is the special magic uuid for 2e28f3db-9a37-458f-9fee-2d4901de330d mentioned in the provided text? ,0.999948288,The special magic uuid for 2e28f3db-9a37-458f-9fee-2d4901de330d mentioned in the provided text is,128,65.536,0.640844573123367,15258.0,GB,2.784165888,":

**4712ef99-a8d1-438-8ca7-b08dd3505d77**

*(Note: Based on the text provided, the exact string is `4712ef99-a8d1-438-8ca7-b08dd3505d77`. However, standard UUIDs usually have 4 digits in the second segment. The text contains `438` instead of `4388` or similar. I will quote it exactly as it appears in the source text: `",1.0,2784.165888,42483.0
15258.0,32768,['46969ce7-0da0-49f8-87b2-845e7b8ef100'],999.948288,niah_multikey_3,What is the special magic uuid for 36b94a4f-ecd5-4075-a267-c5bfa68f855e mentioned in the provided text? ,0.999948288,The special magic uuid for 36b94a4f-ecd5-4075-a267-c5bfa68f855e mentioned in the provided text is,128,65.536,0.6398527120804418,15258.0,GB,2.776498176,":

**46969ce7-0da0-49f8-87b2-845e7b8ef100**",1.0,2776.498176,42366.0
15258.0,32768,['7cff3c66-6860-49e6-8ba5-002162c250c0'],999.948288,niah_multikey_3,What is the special magic uuid for 70ec47fd-50e2-44fc-9d87-2b34e1d4e2b5 mentioned in the provided text? ,0.999948288,The special magic uuid for 70ec47fd-50e2-44fc-9d87-2b34e1d4e2b5 mentioned in the provided text is,128,65.536,0.6406415600932664,15258.0,GB,2.782593024,":

**7cff3c66-6860-49e6-8ba5-002162c250c0**",1.0,2782.593024,42459.0
15258.0,32768,['b63b4988-40bc-44b2-bf1c-ca95adbca4e9'],999.948288,niah_multikey_3,What is the special magic uuid for 4a0de8fe-074d-4202-9286-e1d5c43acaaf mentioned in the provided text? ,0.999948288,The special magic uuid for 4a0de8fe-074d-4202-9286-e1d5c43acaaf mentioned in the provided text is,128,65.536,0.6396996316236894,15258.0,GB,2.775318528,":

**b63b4988-40bc-44b2-bf1c-ca95adbca4e9**",1.0,2775.318528,42348.0
15258.0,32768,['f7403fcd-0208-4cd5-a152-7de2f9786036'],999.948288,niah_multikey_3,What is the special magic uuid for 7dbdda84-08a8-45bb-ad8b-03fa651e26ed mentioned in the provided text? ,0.999948288,The special magic uuid for 7dbdda84-08a8-45bb-ad8b-03fa651e26ed mentioned in the provided text is,128,65.536,0.6402433273601811,15258.0,GB,2.779512832,":

**f7403fcd-0208-4cd5-a152-7de2f9786036**",1.0,2779.512832,42412.0
15258.0,32768,['6d94011c-f28a-4b0b-a2e2-fe34bb8b19a1'],999.948288,niah_multikey_3,What is the special magic uuid for 34665763-1526-4a21-890a-5c11b2d1e458 mentioned in the provided text? ,0.999948288,The special magic uuid for 34665763-1526-4a21-890a-5c11b2d1e458 mentioned in the provided text is,128,65.536,0.6401669693182086,15258.0,GB,2.778923008,":

**6d94011c-f28a-4b0b-a2e2-fe34bb8b19a1**",1.0,2778.923008,42403.0
15258.0,32768,['7c33bb00-4ab4-4e4f-a78e-39f8f06d63eb'],999.948288,niah_multikey_3,What is the special magic uuid for daee2090-1fdb-4586-bb66-eeca99b85ad8 mentioned in the provided text? ,0.999948288,The special magic uuid for daee2090-1fdb-4586-bb66-eeca99b85ad8 mentioned in the provided text is,128,65.536,0.6404044212957507,15258.0,GB,2.780758016,":

**7c33bb00-4ab4-4e4f-a78e-39f8f06d63eb**",1.0,2780.758016,42431.0
15258.0,32768,['a1d9786d-0607-4c26-a5ca-a01731ad3175'],999.948288,niah_multikey_3,What is the special magic uuid for 6221520c-17ca-4bba-a19d-5c26383a6364 mentioned in the provided text? ,0.999948288,The special magic uuid for 6221520c-17ca-4bba-a19d-5c26383a6364 mentioned in the provided text is,128,65.536,0.6400311416236111,15258.0,GB,2.777874432,":

**a1d9786d-0607-4c26-a5ca-a01731ad3175**",1.0,2777.874432,42387.0
15258.0,32768,['f748df48-d89c-4d9e-a3f7-7df5f0445d51'],999.948288,niah_multikey_3,What is the special magic uuid for 169283cc-a25d-4213-aa80-0e31566acd0d mentioned in the provided text? ,0.999948288,The special magic uuid for 169283cc-a25d-4213-aa80-0e31566acd0d mentioned in the provided text is,128,65.536,0.6404976202817964,15258.0,GB,2.781478912,":

**f748df48-d89c-4d9e-a3f7-7df5f0445d51**",1.0,2781.478912,42442.0
15258.0,32768,['b7c6b586-713a-4907-ad24-5c4f25aeb769'],999.948288,niah_multikey_3,What is the special magic uuid for 4f1f7138-2cca-4057-9409-9ea257c38831 mentioned in the provided text? ,0.999948288,The special magic uuid for 4f1f7138-2cca-4057-9409-9ea257c38831 mentioned in the provided text is,128,65.536,0.6406415600932664,15258.0,GB,2.782593024,":

**b7c6b586-713a-4907-ad24-5c4f25aeb769**",1.0,2782.593024,42459.0
15258.0,32768,['5e65fb5e-3377-4463-9ee4-c6f6cac604dd'],999.948288,niah_multikey_3,What is the special magic uuid for b85ecaf3-21a7-4f3a-9609-b69b9d71fd68 mentioned in the provided text? ,0.999948288,The special magic uuid for b85ecaf3-21a7-4f3a-9609-b69b9d71fd68 mentioned in the provided text is,128,65.536,0.6396911233381349,15258.0,GB,2.775252992,":

**5e65fb5e-3377-4463-9ee4-c6f6cac604dd**",1.0,2775.252992,42347.0
15258.0,32768,['ac8a317b-a6bb-4327-90db-2a01622cb723'],999.948288,niah_multikey_3,What is the special magic uuid for 3ddcae8f-22fb-42be-9917-9851389f0bb1 mentioned in the provided text? ,0.999948288,The special magic uuid for 3ddcae8f-22fb-42be-9917-9851389f0bb1 mentioned in the provided text is,128,65.536,0.6394953218032322,15258.0,GB,2.773745664,":

**ac8a317b-a6bb-4327-90db-2a01622cb723**",1.0,2773.745664,42324.0
15258.0,32768,['692ca162-a3bd-4109-8935-a864e2c83337'],999.948288,niah_multikey_3,What is the special magic uuid for 07ae4b3a-cdee-4838-bf5a-c418f1d53c93 mentioned in the provided text? ,0.999948288,The special magic uuid for 07ae4b3a-cdee-4838-bf5a-c418f1d53c93 mentioned in the provided text is,128,65.536,0.6407007959308624,15258.0,GB,2.783051776,":

**692ca162-a3bd-4109-8935-a864e2c83337**",1.0,2783.051776,42466.0
15258.0,32768,['b187b337-3132-4376-a500-9340102092ae'],999.948288,niah_multikey_3,What is the special magic uuid for f50fbd60-1d5f-4412-8ed0-534b8078a72f mentioned in the provided text? ,0.999948288,The special magic uuid for f50fbd60-1d5f-4412-8ed0-534b8078a72f mentioned in the provided text is,128,65.536,0.6413595336592703,15258.0,GB,2.788163584,":

**b187b337-3132-4376-a500-9340102092ae**",1.0,2788.163584,42544.0
15258.0,32768,['34b5ddd8-4fdc-4955-b38c-55740df865ef'],999.948288,niah_multikey_3,What is the special magic uuid for 4b43faa0-2624-4937-b8da-8b3dc94bfc2e mentioned in the provided text? ,0.999948288,The special magic uuid for 4b43faa0-2624-4937-b8da-8b3dc94bfc2e mentioned in the provided text is,128,65.536,0.6391884222474461,15258.0,GB,2.771386368,":

**34b5ddd8-4fdc-4955-b38c-55740df865ef**",1.0,2771.386368,42288.0
15258.0,32768,['358fe0e3-724e-4cfc-9ae0-d0873162626b'],999.948288,niah_multikey_3,What is the special magic uuid for 8998a21b-1cee-46ac-8295-267939117389 mentioned in the provided text? ,0.999948288,The special magic uuid for 8998a21b-1cee-46ac-8295-267939117389 mentioned in the provided text is,128,65.536,0.6404298439930245,15258.0,GB,2.780954624,":

**358fe0e3-724e-4cfc-9ae0-d0873162626b**",1.0,2780.954624,42434.0
15258.0,32768,['2559fa56-dd0a-48d4-ba82-3ae2bf0a4b33'],999.948288,niah_multikey_3,What is the special magic uuid for 36426796-fdbb-4edb-a369-e2e03a29d48c mentioned in the provided text? ,0.999948288,The special magic uuid for 36426796-fdbb-4edb-a369-e2e03a29d48c mentioned in the provided text is,128,65.536,0.6401330220052359,15258.0,GB,2.778660864,":

**2559fa56-dd0a-48d4-ba82-3ae2bf0a4b33**",1.0,2778.660864,42399.0
15258.0,32768,['7842feb5-e758-44cd-b73b-8ae08aa33142'],999.948288,niah_multikey_3,What is the special magic uuid for 98274a34-ec4e-43d0-9adb-c6788d96c34c mentioned in the provided text? ,0.999948288,The special magic uuid for 98274a34-ec4e-43d0-9adb-c6788d96c34c mentioned in the provided text is,128,65.536,0.6404128959276019,15258.0,GB,2.780823552,":

**7842feb5-e758-44cd-b73b-8ae08aa33142**",1.0,2780.823552,42432.0
15258.0,32768,['a1196139-f6fa-4c18-b3da-b7bd50362ac7'],999.948288,niah_multikey_3,What is the special magic uuid for 5ed00160-6554-4a69-874b-827395ddc178 mentioned in the provided text? ,0.999948288,The special magic uuid for 5ed00160-6554-4a69-874b-827395ddc178 mentioned in the provided text is,128,65.536,0.6397506728998441,15258.0,GB,2.775711744,":

**a1196139-f6fa-4c18-b3da-b7bd50362ac7**",1.0,2775.711744,42354.0
15258.0,32768,['eca19392-fce9-4f35-861f-81ec14c70024'],999.948288,niah_multikey_3,What is the special magic uuid for 671f9982-ed95-4a86-b373-ba157807183d mentioned in the provided text? ,0.999948288,The special magic uuid for 671f9982-ed95-4a86-b373-ba157807183d mentioned in the provided text is,128,65.536,0.6393589864800984,15258.0,GB,2.772697088,":

**eca19392-fce9-4f35-861f-81ec14c70024**",1.0,2772.697088,42308.0
15258.0,32768,['7d3d40b2-4594-4573-b267-4c6270dd4425'],999.948288,niah_multikey_3,What is the special magic uuid for ef3e7ab9-5edc-439a-9dca-db7981746121 mentioned in the provided text? ,0.999948288,The special magic uuid for ef3e7ab9-5edc-439a-9dca-db7981746121 mentioned in the provided text is,128,65.536,0.6405823047206256,15258.0,GB,2.782134272,":

**7d3d40b2-4594-4573-b267-4c6270dd4425**",1.0,2782.134272,42452.0
15258.0,32768,['500b8a75-8f05-43f5-b9ad-46d47d4e33fc'],999.948288,niah_multikey_3,What is the special magic uuid for ab37bbc4-e5a8-4c2c-8e08-9b64347684d0 mentioned in the provided text? ,0.999948288,The special magic uuid for ab37bbc4-e5a8-4c2c-8e08-9b64347684d0 mentioned in the provided text is,128,65.536,0.6397761881153057,15258.0,GB,2.775908352,":

**500b8a75-8f05-43f5-b9ad-46d47d4e33fc**",1.0,2775.908352,42357.0
15258.0,32768,['86a867a7-6a98-4a02-b065-70a33bafafde'],999.948288,niah_multikey_3,What is the special magic uuid for 5fd0ece6-075c-4f47-80eb-dca4a5e6e70a mentioned in the provided text? ,0.999948288,The special magic uuid for 5fd0ece6-075c-4f47-80eb-dca4a5e6e70a mentioned in the provided text is,128,65.536,0.6394782855252588,15258.0,GB,2.773614592,":

**86a867a7-6a98-4a02-b065-70a33bafafde**",1.0,2773.614592,42322.0
15258.0,32768,['7c0f7fd2-237e-4c0f-b3f5-f43623551169'],999.948288,niah_multikey_3,What is the special magic uuid for fcca9773-b986-4d30-b4b1-a77ab247a6a3 mentioned in the provided text? ,0.999948288,The special magic uuid for fcca9773-b986-4d30-b4b1-a77ab247a6a3 mentioned in the provided text is,128,65.536,0.6403874708336279,15258.0,GB,2.780626944,":

**7c0f7fd2-237e-4c0f-b3f5-f43623551169**",1.0,2780.626944,42429.0
15258.0,32768,['b0e1f3f5-6570-437e-b8a1-f1b3f654e257'],999.948288,niah_multikey_3,What is the special magic uuid for e9e430d6-a7ba-4a0f-ae17-1721b17ee9ed mentioned in the provided text? ,0.999948288,The special magic uuid for e9e430d6-a7ba-4a0f-ae17-1721b17ee9ed mentioned in the provided text is,128,65.536,0.6411992945326279,15258.0,GB,2.7869184,":

**b0e1f3f5-6570-437e-b8a1-f1b3f654e257**",1.0,2786.9184,42525.0
15258.0,32768,['0153722a-70a8-4ec0-9f03-2b0930937e60'],999.948288,niah_multikey_3,What is the special magic uuid for aac76552-75a5-47fb-a963-6892d1f6568c mentioned in the provided text? ,0.999948288,The special magic uuid for aac76552-75a5-47fb-a963-6892d1f6568c mentioned in the provided text is,128,65.536,0.6394016023444331,15258.0,GB,2.773024768,":

**0153722a-70a8-4ec0-9f03-2b0930937e60**",1.0,2773.024768,42313.0
15258.0,32768,['0a1ead51-0c39-4eeb-ac87-d146acdb1d4a'],999.948288,niah_multikey_3,What is the special magic uuid for e0a136a9-6344-437a-a5ab-1572f40da0e2 mentioned in the provided text? ,0.999948288,The special magic uuid for e0a136a9-6344-437a-a5ab-1572f40da0e2 mentioned in the provided text is,128,65.536,0.6411149006233094,15258.0,GB,2.78626304,":

**0a1ead51-0c39-4eeb-ac87-d146acdb1d4a**",1.0,2786.26304,42515.0
15258.0,32768,['28abdb2a-b007-45e5-b1de-84396dc689c0'],999.948288,niah_multikey_3,What is the special magic uuid for 3f61597b-5bad-44da-b19d-ca2664a52950 mentioned in the provided text? ,0.999948288,The special magic uuid for 3f61597b-5bad-44da-b19d-ca2664a52950 mentioned in the provided text is,128,65.536,0.6407600122430721,15258.0,GB,2.783510528,":

**28abdb2a-b007-45e5-b1de-84396dc689c0**",1.0,2783.510528,42473.0
15258.0,32768,['ff686e85-3a9f-4635-95dd-f19e8ca68eb1'],999.948288,niah_multikey_3,What is the special magic uuid for de56de44-2d67-425c-a3c1-12cea45846ed mentioned in the provided text? ,0.999948288,The special magic uuid for de56de44-2d67-425c-a3c1-12cea45846ed mentioned in the provided text is,128,65.536,0.6396826146507344,15258.0,GB,2.775187456,":

**ff686e85-3a9f-4635-95dd-f19e8ca68eb1**",1.0,2775.187456,42346.0
15258.0,32768,['bccd56fa-8fba-4b59-a865-a3238a82c55c'],999.948288,niah_multikey_3,What is the special magic uuid for 36a31469-651a-4d17-82d1-f996d2b57f03 mentioned in the provided text? ,0.999948288,The special magic uuid for 36a31469-651a-4d17-82d1-f996d2b57f03 mentioned in the provided text is,128,65.536,0.6403196530020508,15258.0,GB,2.780102656,":

**bccd56fa-8fba-4b59-a865-a3238a82c55c**",1.0,2780.102656,42421.0
15258.0,32768,['d6c37df1-f3ba-4215-8e1c-37a545a50111'],999.948288,niah_multikey_3,What is the special magic uuid for 375b9da9-ebe2-409f-ba65-811f398e896f mentioned in the provided text? ,0.999948288,The special magic uuid for 375b9da9-ebe2-409f-ba65-811f398e896f mentioned in the provided text is,128,65.536,0.6403959462644355,15258.0,GB,2.78069248,":

**d6c37df1-f3ba-4215-8e1c-37a545a50111**",1.0,2780.69248,42430.0
15258.0,32768,['0358be0c-f8de-4dd0-b398-284cc2c84cc6'],999.948288,niah_multikey_3,What is the special magic uuid for a59d59aa-6e69-4349-b5f1-bfda14d741b3 mentioned in the provided text? ,0.999948288,The special magic uuid for a59d59aa-6e69-4349-b5f1-bfda14d741b3 mentioned in the provided text is,128,65.536,0.6399122082458168,15258.0,GB,2.776956928,":

**0358be0c-f8de-4dd0-b398-284cc2c84cc6**",1.0,2776.956928,42373.0
15258.0,32768,['88844164-3c16-437e-9687-b1201cfb6fea'],999.948288,niah_multikey_3,What is the special magic uuid for 84bfdeb9-b097-4c23-88af-2dcc5e6c9598 mentioned in the provided text? ,0.999948288,The special magic uuid for 84bfdeb9-b097-4c23-88af-2dcc5e6c9598 mentioned in the provided text is,128,65.536,0.6394782855252588,15258.0,GB,2.773614592,":

**88844164-3c16-437e-9687-b1201cfb6fea**",1.0,2773.614592,42322.0
15258.0,32768,['18232419-fad3-444f-abc6-5dc8b22aa44a'],999.948288,niah_multikey_3,What is the special magic uuid for 5ac1745a-1202-4374-b9ef-518734ab07f7 mentioned in the provided text? ,0.999948288,The special magic uuid for 5ac1745a-1202-4374-b9ef-518734ab07f7 mentioned in the provided text is,128,65.536,0.6400566171266808,15258.0,GB,2.77807104,":

**18232419-fad3-444f-abc6-5dc8b22aa44a**",1.0,2778.07104,42390.0
15258.0,32768,['f74d93b9-1e45-44dd-b163-baa56ac81b25'],999.948288,niah_multikey_3,What is the special magic uuid for 5324d446-01fa-42a0-870a-14df2e619b47 mentioned in the provided text? ,0.999948288,The special magic uuid for 5324d446-01fa-42a0-870a-14df2e619b47 mentioned in the provided text is,128,65.536,0.6409544427710843,15258.0,GB,2.785017856,":

**f74d93b9-1e45-44dd-b163-baa56ac81b25**",1.0,2785.017856,42496.0
