split,context_tokens,question,uncompressed_kv_memory_gb,task,compression_ratio,kv_memory_per_token_kb,max_new_tokens,answers,retained_context_tokens,uncompressed_kv_memory_mb,retained_kv_memory_gb,predicted_answer,retained_kv_memory_mb,answer_prefix
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which American professional poker player also starred in the 2015 movie ""Extraction""?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Dan Bilzerian'],121232.0,17876.385792,17.876385792, ['Dan Bilzerian'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which film was released first, Laura's Star or Wonder Woman?
",17.876385792,hotpotqa_128k,0.0,147.456,256,"[""Laura's Star""]",121232.0,17876.385792,17.876385792, ['Laura's Star'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In what year did construction begin on the stadium where the 2013 America East Men's Lacrosse Tournament was held?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['in 2000'],121232.0,17876.385792,17.876385792,2002,17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the birth name of the woman that ""A Woman Called Moses"" is based on?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Araminta Ross'],121232.0,17876.385792,17.876385792, ['Harriet Tubman'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Arundel Castle was damaged during a war between which two groups?
",17.876385792,hotpotqa_128k,0.0,147.456,256,"['Parliamentarians (""Roundheads"") and Royalists (""Cavaliers"")']",121232.0,17876.385792,17.876385792," ['English and French forces', 'English and French forces']",17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which one of Ricardo Rodríguez Saá's relatives would become governor from 1983 to 2001?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Adolfo Rodríguez Saá'],121232.0,17876.385792,17.876385792, ['Adolfo Rodríguez Saá'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What year did the largest convention center in the U.S. state of Georgia open?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['1976'],121232.0,17876.385792,17.876385792,1976,17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: which board game has been around longer Obsession or Battle Sheep ?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Obsession'],121232.0,17876.385792,17.876385792, ['Battle Sheep'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which American film director and actor famous for his role as Donny ""The Bear Jew"" Donowitz wrote the 2012 film ""The Man with the Iron Fists""?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Eli Roth'],121232.0,17876.385792,17.876385792, ['RZA'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: After coaching the red raiders to several winning seasons, where does Mike Leach currently coach at?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Washington State'],121232.0,17876.385792,17.876385792, ['Washington State University'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the lead single from Boys Like Girls album on which frontman, Martin Johnson co-wrote a song with Taylor Swift? A: Love Drunk
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Love Drunk'],121232.0,17876.385792,17.876385792, ['Love Drunk'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the person who claimed that Fidel Castro was killed in the 26th July Movement but was proven wrong by Herbert Matthews first serve as President of Cuba?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['1940'],121232.0,17876.385792,17.876385792, ['1959'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which Avalanche happened first, Rigopiano avalanche or 1999 Galtür avalanche ?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['The Galtür avalanche'],121232.0,17876.385792,17.876385792, ['1999 Galtür avalanche'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which man, Ibn Tufail or Ali Qushji, is best known for the development of astronomical physics independent from natural philosophy?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Ali Qushji'],121232.0,17876.385792,17.876385792, ['Ibn Tufail'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When was the anthology, in which fisrt pages of The Incal"" were released, created?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['December 1974'],121232.0,17876.385792,17.876385792,1970,17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which internationl football team has had a player endorse the ""Nike Hypervenom"" football boot?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['England'],121232.0,17876.385792,17.876385792, ['England national team'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was born first,  Morgan Llywelyn or Robert Jordan?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Morgan Llywelyn'],121232.0,17876.385792,17.876385792, ['Morgan Llywelyn'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What Lithuanian producer is best known for a song that was one of the most popular songs in Ibiza in 2014?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Ten Walls'],121232.0,17876.385792,17.876385792, ['Ten Walls'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Former race car driver Jeff Wood made his CART debut at which 1983 Nissan/Datsun-sponsored race?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Caesars Palace Grand Prix'],121232.0,17876.385792,17.876385792, ['Caesars Palace Grand Prix'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Candace Flynn was voiced by the actress who achieved mainstream success on what show?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['The Suite Life of Zack & Cody'],121232.0,17876.385792,17.876385792, ['Phineas and Ferb'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Where did the architect of the Governor's House, located in Knutsford, graduate from college?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Cambridge University'],121232.0,17876.385792,17.876385792, ['University of Cambridge'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: A Big Daddy is a fictional character in a series that has sold more than how many copies?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['25 million copies'],121232.0,17876.385792,17.876385792, ['five million copies'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which actress does this Netflix's project by Nick Bernardone and Tina Fey star in the title role?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Ellie Kemper'],121232.0,17876.385792,17.876385792, ['Anjul Nigam'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What drum machine was introduced in 1989 and allowed 32 notes to be played simultaneously?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['The R-8 Human Rhythm Composer'],121232.0,17876.385792,17.876385792, ['Roland R-8'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the 1988 film starring Gene Bervoets that was based on the Dutch to English translated novel, ""The Vanishing""?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['The Vanishing'],121232.0,17876.385792,17.876385792, ['The Vanishing'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which player played for Nova Southeastern Sharks, MIlwaukee Brewers and Houston Astros?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Michael Bruce Fiers'],121232.0,17876.385792,17.876385792, ['Mike Fiers'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What summit is located in the county who's county seat is Helena?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Scapegoat Mountain'],121232.0,17876.385792,17.876385792, ['The I-35W Mississippi River bridge'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who created the NBC sitcom that Johnny Pemberton appears in as the character Bo Thompson?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Justin Spitzer'],121232.0,17876.385792,17.876385792, ['David Ondaatje'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Are both Götterdämmerung and Dafne considered operas?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['no'],121232.0,17876.385792,17.876385792," ['No', 'No']",17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Rome'],121232.0,17876.385792,17.876385792, ['Rome'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What retailer did Albert Heijn start up that eventually merged with the Delhaize Group?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Koninklijke Ahold N.V.'],121232.0,17876.385792,17.876385792, ['Ahold'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Blinding Edge Pictures produced which 2000 film starring Bruce Willis?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Unbreakable'],121232.0,17876.385792,17.876385792, ['The Fifth Element'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Stephen Graham starred in a film in 2006, directed by whom?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['directed by Shane Meadows'],121232.0,17876.385792,17.876385792, ['Berthold Viertel'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Wing Chun starred Michelle Yeoh and a Hong Kong actor, martial artist, and film director who won what tournament multiple times?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['world wushu tournament'],121232.0,17876.385792,17.876385792, ['Hong Kong International Action Film Festival'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is name of the city in Istanbul which has both Column of the Goths and Gül Mosque?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Turkey'],121232.0,17876.385792,17.876385792, ['Istanbul'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the company manged by Joseph Reiser based in Biel/Bienne, Switzerland?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Omega SA'],121232.0,17876.385792,17.876385792, ['Omega SA'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Luisa Miller is an opera with three acts, whereas Don Quichotte is an opera with how many acts?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['five'],121232.0,17876.385792,17.876385792,5,17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: jean Sagbo, considered ""Russia's Obama"" is considered to belong to what ethnic group based on his having African heritage or dark skin?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Afro-Russian'],121232.0,17876.385792,17.876385792, ['African'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which American politician who served as United States Senator from 1971 to 1989 was Governor of Florida before Buddy MacKay?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Lawton Chiles'],121232.0,17876.385792,17.876385792, ['Lawton Mainor Chiles'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When was the younger brother of Farshid Karimi born ?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['8 November 1978'],121232.0,17876.385792,17.876385792, ['1980'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In which county is this site located where Operation Buster–Jangle was conducted?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Nye County'],121232.0,17876.385792,17.876385792, ['Kościerzyna County'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Both Phaedranassa and Mitella are considered the classification of what level of species?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['genus'],121232.0,17876.385792,17.876385792, ['butterfly'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Are Anja Salomonowitz and Rod Lurie both directors?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['yes'],121232.0,17876.385792,17.876385792," ['Anja Salomonowitz', 'Rod Lurie']",17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the county seat of the county in which Keokuk Falls, Oklahoma is loated?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Shawnee'],121232.0,17876.385792,17.876385792, ['Oklahoma County'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What country is the member of Gujarat Legislative Assembly and parliament representing?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Jamnagar'],121232.0,17876.385792,17.876385792, ['India'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: William Pery served as Captain of the Yeomen of the Guard under the lord who served in what position from 1865 to 1868?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Viscount Cranborne'],121232.0,17876.385792,17.876385792, ['Lord John III of England'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was Richard Connell's best known work The Hounds of Zaroff also published as?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['The Most Dangerous Game'],121232.0,17876.385792,17.876385792, ['The Golden Egg'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the name of the lawyer who took the main role in the report that helped land Pete Rose a lifetime suspension from baseball?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['John M. Dowd'],121232.0,17876.385792,17.876385792, ['John M. Dowd'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What kind of creative artist was Howell Conant, famed for his work with Grace Kelly?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['photographer'],121232.0,17876.385792,17.876385792, ['screenwriter'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many legs does the animal, in which Karl Kraepelin discusses in ""Scorpiones und Pedipalpi,"" have?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['eight'],121232.0,17876.385792,17.876385792,8,17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Not Richard, But Dick was an album by the band formed in what city?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Philadelphia'],121232.0,17876.385792,17.876385792, ['Hollywood'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Are Isaac Asimov and Michael Cunningham both American writers?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['no'],121232.0,17876.385792,17.876385792, ['Yes'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Were the films ""Ten Who Dared"" and ""Tonka"" distributed by the same company?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['yes'],121232.0,17876.385792,17.876385792, ['No'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Steve Uzelac played football for which league located in Preston, Lancashire?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['North End Football Club'],121232.0,17876.385792,17.876385792, ['English Football League'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: ""Hold On"" is a song that features the vocals of a British singer whose debut album won what prize in 2017?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Mercury Prize'],121232.0,17876.385792,17.876385792, ['Padma Shri award'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Q: Who had more solo albums, Marty Raybon or Greg Graffin?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Gregory Walter Graffin'],121232.0,17876.385792,17.876385792, ['Marty Raybon'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Is there fruit juice in both a Fizz and a Painkiller cocktail?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['yes'],121232.0,17876.385792,17.876385792, ['Yes'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many people were killed in the collapse of the bridge featured in the drama film, The Public Domain ?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['13 people'],121232.0,17876.385792,17.876385792,13,17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the most populous city in the county where Caleb Stegall served as District attorney?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Valley Falls'],121232.0,17876.385792,17.876385792, ['Putnam'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many animals does the wall running between the West Gate Lodge and Cardiff Castle depict?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['15'],121232.0,17876.385792,17.876385792,15,17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Where is the American honky tonk country band, whose first studio album was Honky Tonks and Cheap Motels, based?
",17.876385792,hotpotqa_128k,0.0,147.456,256,"['Flint, Michigan, United States']",121232.0,17876.385792,17.876385792," ['Flint, Michigan']",17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Anna Aglatova made her first public appearance at which Moscow theatre in 2005?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Bolshoi Theatre'],121232.0,17876.385792,17.876385792, ['Bolshoi Theatre'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What other name is the Moor Park Mansion known as?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['The More'],121232.0,17876.385792,17.876385792, ['The Park'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which has more species Laurus or Liriodendron?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Laurus'],121232.0,17876.385792,17.876385792, ['Laurus'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What role in the military did the discoverer of the elliptical galaxy NGC 3610 have before reaching Britain ?
",17.876385792,hotpotqa_128k,0.0,147.456,256,"['Military Band of Hanover,']",121232.0,17876.385792,17.876385792, ['military officer'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Both Hatter and March Hare are characters in which book?
",17.876385792,hotpotqa_128k,0.0,147.456,256,"[""Alice's Adventures in Wonderland""]",121232.0,17876.385792,17.876385792, ['Alice's Adventures in Wonderland'],17876.385792,Final Answer: 
