split,task,retained_context_tokens,predicted_answer,context_tokens,answers,retained_kv_memory_mb,answer_prefix,question,max_new_tokens,compression_ratio,uncompressed_kv_memory_gb,retained_kv_memory_gb,uncompressed_kv_memory_mb,kv_memory_per_token_kb
test,hotpotqa_32k,49679.0, ['25 million copies'],49679.0,['25 million copies'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: A Big Daddy is a fictional character in a series that has sold more than how many copies?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Ashley Tisdale'],49679.0,['Ellie Kemper'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which actress does this Netflix's project by Nick Bernardone and Tina Fey star in the title role?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Roland R-8'],49679.0,['The R-8 Human Rhythm Composer'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What drum machine was introduced in 1989 and allowed 32 notes to be played simultaneously?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['The Vanishing'],49679.0,['The Vanishing'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the 1988 film starring Gene Bervoets that was based on the Dutch to English translated novel, ""The Vanishing""?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Mike Fiers'],49679.0,['Michael Bruce Fiers'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which player played for Nova Southeastern Sharks, MIlwaukee Brewers and Houston Astros?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Scapegoat Mountain'],49679.0,['Scapegoat Mountain'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What summit is located in the county who's county seat is Helena?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['John-Michael Tebelak'],49679.0,['Justin Spitzer'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who created the NBC sitcom that Johnny Pemberton appears in as the character Bo Thompson?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0," ['No', 'No']",49679.0,['no'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Are both Götterdämmerung and Dafne considered operas?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Rome'],49679.0,['Rome'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Ahold'],49679.0,['Koninklijke Ahold N.V.'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What retailer did Albert Heijn start up that eventually merged with the Delhaize Group?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Unbreakable'],49679.0,['Unbreakable'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Blinding Edge Pictures produced which 2000 film starring Bruce Willis?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Shane Meadows'],49679.0,['directed by Shane Meadows'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Stephen Graham starred in a film in 2006, directed by whom?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Kung Fu Fighting Tournament'],49679.0,['world wushu tournament'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Wing Chun starred Michelle Yeoh and a Hong Kong actor, martial artist, and film director who won what tournament multiple times?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Istanbul'],49679.0,['Turkey'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is name of the city in Istanbul which has both Column of the Goths and Gül Mosque?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Omega SA'],49679.0,['Omega SA'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the name of the company manged by Joseph Reiser based in Biel/Bienne, Switzerland?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['two acts'],49679.0,['five'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Luisa Miller is an opera with three acts, whereas Don Quichotte is an opera with how many acts?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Afro-Russians'],49679.0,['Afro-Russian'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: jean Sagbo, considered ""Russia's Obama"" is considered to belong to what ethnic group based on his having African heritage or dark skin?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Lawton Mainor Chiles Jr.'],49679.0,['Lawton Chiles'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which American politician who served as United States Senator from 1971 to 1989 was Governor of Florida before Buddy MacKay?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['1953'],49679.0,['8 November 1978'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When was the younger brother of Farshid Karimi born ?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Nye County'],49679.0,['Nye County'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In which county is this site located where Operation Buster–Jangle was conducted?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['genus'],49679.0,['genus'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Both Phaedranassa and Mitella are considered the classification of what level of species?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['No'],49679.0,['yes'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Are Anja Salomonowitz and Rod Lurie both directors?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0," ['Lawton, Oklahoma']",49679.0,['Shawnee'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the county seat of the county in which Keokuk Falls, Oklahoma is loated?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['India'],49679.0,['Jamnagar'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What country is the member of Gujarat Legislative Assembly and parliament representing?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Lord Robert Cecil'],49679.0,['Viscount Cranborne'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: William Pery served as Captain of the Yeomen of the Guard under the lord who served in what position from 1865 to 1868?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['The Most Dangerous Game'],49679.0,['The Most Dangerous Game'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was Richard Connell's best known work The Hounds of Zaroff also published as?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['John M. Dowd'],49679.0,['John M. Dowd'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the name of the lawyer who took the main role in the report that helped land Pete Rose a lifetime suspension from baseball?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0," ['screenwriter', 'film director', 'actor']",49679.0,['photographer'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What kind of creative artist was Howell Conant, famed for his work with Grace Kelly?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['eight legs'],49679.0,['eight'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many legs does the animal, in which Karl Kraepelin discusses in ""Scorpiones und Pedipalpi,"" have?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0," ['Philadelphia, Pennsylvania']",49679.0,['Philadelphia'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Not Richard, But Dick was an album by the band formed in what city?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Yes'],49679.0,['no'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Are Isaac Asimov and Michael Cunningham both American writers?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['No'],49679.0,['yes'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Were the films ""Ten Who Dared"" and ""Tonka"" distributed by the same company?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['English Football League'],49679.0,['North End Football Club'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Steve Uzelac played football for which league located in Preston, Lancashire?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Mercury Prize'],49679.0,['Mercury Prize'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: ""Hold On"" is a song that features the vocals of a British singer whose debut album won what prize in 2017?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Greg Graffin'],49679.0,['Gregory Walter Graffin'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Q: Who had more solo albums, Marty Raybon or Greg Graffin?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Yes'],49679.0,['yes'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Is there fruit juice in both a Fizz and a Painkiller cocktail?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['13 people'],49679.0,['13 people'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many people were killed in the collapse of the bridge featured in the drama film, The Public Domain ?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Pottawatomie County'],49679.0,['Valley Falls'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the most populous city in the county where Caleb Stegall served as District attorney?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['15 animals'],49679.0,['15'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many animals does the wall running between the West Gate Lodge and Cardiff Castle depict?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0," ['Flint, Michigan, United States']",49679.0,"['Flint, Michigan, United States']",7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Where is the American honky tonk country band, whose first studio album was Honky Tonks and Cheap Motels, based?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Bolshoi Theatre'],49679.0,['Bolshoi Theatre'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Anna Aglatova made her first public appearance at which Moscow theatre in 2005?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Manor of the More'],49679.0,['The More'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What other name is the Moor Park Mansion known as?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Liriodendron'],49679.0,['Laurus'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which has more species Laurus or Liriodendron?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Military Band of Hanover'],49679.0,"['Military Band of Hanover,']",7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What role in the military did the discoverer of the elliptical galaxy NGC 3610 have before reaching Britain ?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Alice's Adventures in Wonderland'],49679.0,"[""Alice's Adventures in Wonderland""]",7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Both Hatter and March Hare are characters in which book?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
