uncompressed_kv_memory_gb,question,predicted_answer,memory_budget_unit,retained_context_tokens,task,uncompressed_kv_memory_mb,kv_memory_per_token_kb,context_length,retained_kv_memory_mb,context_tokens,answer,compression_ratio,memory_budget,token_budget,max_new_tokens,retained_kv_memory_gb,answer_prefix
1.959133184,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," tezdoq, jcwxrm, and ulrrzp.",GB,15258.0,fwe,1959.133184,65.536,32768,999.948288,29894.0,['tezdoq' 'jcwxrm' 'ulrrzp'],0.4895965745634575,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.070347776,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," tozmgv, jtagsw, uwykbb.",GB,15258.0,fwe,2070.347776,65.536,32768,999.948288,31591.0,['tozmgv' 'jtagsw' 'uwykbb'],0.5170143395270805,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.99786496,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," tmugem, kiuzxx, ulyrri.",GB,15258.0,fwe,1997.86496,65.536,32768,999.948288,30485.0,['tmugem' 'kiuzxx' 'ulyrri'],0.4994915532228965,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.944518656,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," twztrz, jzpfpc, and uuieeb.",GB,15258.0,fwe,1944.518656,65.536,32768,999.948288,29671.0,['twztrz' 'jzpfpc' 'uuieeb'],0.4857605068922517,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.127495168,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," tsoyfe, kbvhrg, and ungmlj.",GB,15258.0,fwe,2127.495168,65.536,32768,999.948288,32463.0,['tsoyfe' 'kbvhrg' 'ungmlj'],0.5299879863228907,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.99032832,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," sowrdw, ivypqr, uaqpmz.",GB,15258.0,fwe,1990.32832,65.536,32768,999.948288,30370.0,['sowrdw' 'ivypqr' 'uaqpmz'],0.4975963121501482,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.995374592,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tlzbge
2. keelzz
3. ulcagx",GB,15258.0,fwe,1995.374592,65.536,32768,999.948288,30447.0,['tlzbge' 'keelzz' 'ulcagx'],0.49886688343679175,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.991573504,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. ssndpx
2. jaddpb
3. twrlhf",GB,15258.0,fwe,1991.573504,65.536,32768,999.948288,30389.0,['ssndpx' 'jaddpb' 'twrlhf'],0.4979104281154365,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.785790464,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tatsjf
2. ktruag
3. uboihe",GB,15258.0,fwe,1785.790464,65.536,32768,999.948288,27249.0,['tatsjf' 'ktruag' 'uboihe'],0.44005284597599914,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.991049216,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. trrlbn
2. jnavpb
3. uodecj",GB,15258.0,fwe,1991.049216,65.536,32768,999.948288,30381.0,['trrlbn' 'jnavpb' 'uodecj'],0.49777821664856325,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.02604544,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," tfgcax, kefhac, and ucfeus.",GB,15258.0,fwe,2026.04544,65.536,32768,999.948288,30915.0,['tfgcax' 'kefhac' 'ucfeus'],0.5064531780688986,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.090336256,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," sskhgc, jrcxma, udivog.",GB,15258.0,fwe,2090.336256,65.536,32768,999.948288,31896.0,['sskhgc' 'jrcxma' 'udivog'],0.5216328066215199,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.061303808,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," tlnhmy, jylexj, and uhonsv.",GB,15258.0,fwe,2061.303808,65.536,32768,999.948288,31453.0,['tlnhmy' 'jylexj' 'uhonsv'],0.5148952405175977,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.084765696,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tvzqhi
2. jdyvur
3. uspksd",GB,15258.0,fwe,2084.765696,65.536,32768,999.948288,31811.0,['tvzqhi' 'jdyvur' 'uspksd'],0.5203545943227186,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.080243712,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," udnqzy, jkrgww, vaotio.",GB,15258.0,fwe,2080.243712,65.536,32768,999.948288,31742.0,['udnqzy' 'jkrgww' 'vaotio'],0.5193119526179825,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.119499776,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tvkqvn
2. jxbbfc
3. uvbytx",GB,15258.0,fwe,2119.499776,65.536,32768,999.948288,32341.0,['tvkqvn' 'jxbbfc' 'uvbytx'],0.528214959339538,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.983053824,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tmdcaa
2. joyrjr
3. uobisu",GB,15258.0,fwe,1983.053824,65.536,32768,999.948288,30259.0,['tmdcaa' 'joyrjr' 'uobisu'],0.4957533295878912,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.08011264,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," trcvmw, kdlfyq, and ultjxn.",GB,15258.0,fwe,2080.11264,65.536,32768,999.948288,31740.0,['trcvmw' 'kdlfyq' 'ultjxn'],0.519281663516068,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.830813696,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," tldomt, khqqia, ujggwd.",GB,15258.0,fwe,1830.813696,65.536,32768,999.948288,27936.0,['tldomt' 'khqqia' 'ujggwd'],0.45382302405498287,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.103508992,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," tbwfer, izpmpv, ugpqdh.",GB,15258.0,fwe,2103.508992,65.536,32768,999.948288,32097.0,['tbwfer' 'izpmpv' 'ugpqdh'],0.5246284699504626,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.036793344,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. todxse
2. jzbqrq
3. uxncvn",GB,15258.0,fwe,2036.793344,65.536,32768,999.948288,31079.0,['todxse' 'jzbqrq' 'uxncvn'],0.509057562984652,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.993670656,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," svwwxl, jjupmi, ubrbof.",GB,15258.0,fwe,1993.670656,65.536,32768,999.948288,30421.0,['svwwxl' 'jjupmi' 'ubrbof'],0.49843857861345786,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.139357184,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," tmsxpg, kenqlx, and unshhq.",GB,15258.0,fwe,2139.357184,65.536,32768,999.948288,32644.0,['tmsxpg' 'kenqlx' 'unshhq'],0.5325940448474451,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.021261312,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," thgrqa, jsbetc, uenqdu.",GB,15258.0,fwe,2021.261312,65.536,32768,999.948288,30842.0,['thgrqa' 'jsbetc' 'uenqdu'],0.5052850009726996,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.019295232,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," tjlgaw, kgosrp, ufwgdz.",GB,15258.0,fwe,2019.295232,65.536,32768,999.948288,30812.0,['tjlgaw' 'kgosrp' 'ufwgdz'],0.5048033233805012,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.074476544,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tpvjlo
2. kxxypk
3. uqskhr",GB,15258.0,fwe,2074.476544,65.536,32768,999.948288,31654.0,['tpvjlo' 'kxxypk' 'uqskhr'],0.5179756112971504,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
1.97165056,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tlsivw
2. kbhsld
3. upxpjm",GB,15258.0,fwe,1971.65056,65.536,32768,999.948288,30085.0,['tlsivw' 'kbhsld' 'upxpjm'],0.49283696194116666,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.059075584,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tpvbyq
2. jxpnst
3. ungnye",GB,15258.0,fwe,2059.075584,65.536,32768,999.948288,31419.0,['tpvbyq' 'jxpnst' 'ungnye'],0.5143702854960375,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.060320768,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tgcbzp
2. kwdkuh
3. ujftth",GB,15258.0,fwe,2060.320768,65.536,32768,999.948288,31438.0,['tgcbzp' 'kwdkuh' 'ujftth'],0.5146637826833769,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.046558208,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ,"
1. tcmsqh
2. jrjetn
3. uiaauu",GB,15258.0,fwe,2046.558208,65.536,32768,999.948288,31228.0,['tcmsqh' 'jrjetn' 'uiaauu'],0.5114000256180351,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.071658496,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," stnihu, jlyufo, tuptjn.",GB,15258.0,fwe,2071.658496,65.536,32768,999.948288,31611.0,['stnihu' 'jlyufo' 'tuptjn'],0.5173199202809149,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
2.026242048,Question: Do not provide any explanation. Please ignore the dots '....'. What are the three most frequently appeared words in the above coded text? ," tntvox, kiakkr, ulyavn.",GB,15258.0,fwe,2026.242048,65.536,32768,999.948288,30918.0,['tntvox' 'kiakkr' 'ulyavn'],0.5065010673394139,1.0,15258.0,50,0.999948288,"Answer: According to the coded text above, the three most frequently appeared words are:"
