uncompressed_kv_memory_gb,memory_budget,answer_prefix,memory_budget_unit,max_new_tokens,retained_kv_memory_gb,token_budget,context_id,compression_ratio,context_length,kv_memory_per_token_kb,task,retained_context_tokens,predicted_answer,question,answer,uncompressed_kv_memory_mb,context_tokens,retained_kv_memory_mb
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_C29F19DB3AD0,"Query KEY: K_239CB45ED1F0
Return only its VALUE.",['V_C29F19DB3AD0'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_53475D65A441,"Query KEY: K_E82547294739
Return only its VALUE.",['V_53475D65A441'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_248EA5E5A5AB,"Query KEY: K_B5E65EC42E08
Return only its VALUE.",['V_248EA5E5A5AB'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_ECAD29D4BEEF,"Query KEY: K_7D57BAA80DD4
Return only its VALUE.",['V_ECAD29D4BEEF'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_70718E944239,"Query KEY: K_8A366123FDF7
Return only its VALUE.",['V_70718E944239'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_1CA3C6A7EE39,"Query KEY: K_A608AF42E12F
Return only its VALUE.",['V_1CA3C6A7EE39'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_21E3448AAA9E,"Query KEY: K_CD6550C187FC
Return only its VALUE.",['V_21E3448AAA9E'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_FF9BA7CAD415,"Query KEY: K_6CDD508EBAD7
Return only its VALUE.",['V_FF9BA7CAD415'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_477D43CF2FDE,"Query KEY: K_4926757750A9
Return only its VALUE.",['V_477D43CF2FDE'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_B957663F1C97,"Query KEY: K_DB5B95A76D79
Return only its VALUE.",['V_B957663F1C97'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_FCAE827050A8,"Query KEY: K_46D3FF5E9FF0
Return only its VALUE.",['V_FCAE827050A8'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_51E9A0A04DC4,"Query KEY: K_4E411C11F735
Return only its VALUE.",['V_51E9A0A04DC4'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_EFA4FF01CF99,"Query KEY: K_C50010435A10
Return only its VALUE.",['V_EFA4FF01CF99'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_3AA6B88139B9,"Query KEY: K_80B9877409A9
Return only its VALUE.",['V_3AA6B88139B9'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_96451C8EAEE9,"Query KEY: K_AE2BA4161293
Return only its VALUE.",['V_96451C8EAEE9'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_01A974273CA3,"Query KEY: K_50FA6F4CC69A
Return only its VALUE.",['V_01A974273CA3'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_65D79BE578C7,"Query KEY: K_367BE9A1FA6F
Return only its VALUE.",['V_65D79BE578C7'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_52B6C333E861,"Query KEY: K_BF712720797D
Return only its VALUE.",['V_52B6C333E861'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_394604FC6D82,"Query KEY: K_FA2A52FBE43B
Return only its VALUE.",['V_394604FC6D82'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_7A994EB93EFF,"Query KEY: K_B9D8EDD96831
Return only its VALUE.",['V_7A994EB93EFF'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_2852F26B4776,"Query KEY: K_7B530ED42F1A
Return only its VALUE.",['V_2852F26B4776'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_548B8CBFEDB0,"Query KEY: K_4063C40DB9B4
Return only its VALUE.",['V_548B8CBFEDB0'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_BF30A65E688E,"Query KEY: K_CC484FCCA39A
Return only its VALUE.",['V_BF30A65E688E'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_7EED1EFA2197,"Query KEY: K_E729847FD9B4
Return only its VALUE.",['V_7EED1EFA2197'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_0AC5568CC69B,"Query KEY: K_20C83985C3CF
Return only its VALUE.",['V_0AC5568CC69B'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_1E24A18FF6B6,"Query KEY: K_03AE38602AB6
Return only its VALUE.",['V_1E24A18FF6B6'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_1015E7C99B26,"Query KEY: K_22823A9BEDD4
Return only its VALUE.",['V_1015E7C99B26'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_8E943CEDDF2D,"Query KEY: K_A92DDC1110C1
Return only its VALUE.",['V_8E943CEDDF2D'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_7C6A7900F7F9,"Query KEY: K_F888AB4220A7
Return only its VALUE.",['V_7C6A7900F7F9'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_D06ACEB81F9D,"Query KEY: K_F229C8DCD19F
Return only its VALUE.",['V_D06ACEB81F9D'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_B5666E595ED3,"Query KEY: K_304B30BEB45F
Return only its VALUE.",['V_B5666E595ED3'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_1BBCBAA4B71A,"Query KEY: K_D27B6C6FA611
Return only its VALUE.",['V_1BBCBAA4B71A'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_37F2DC96925E,"Query KEY: K_1F081931E9EE
Return only its VALUE.",['V_37F2DC96925E'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_47C572D8567D,"Query KEY: K_62183FA7F104
Return only its VALUE.",['V_47C572D8567D'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_ECDD474EBC19,"Query KEY: K_5DF26C006F61
Return only its VALUE.",['V_ECDD474EBC19'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_9B95001A9A8B,"Query KEY: K_2698EC5B227C
Return only its VALUE.",['V_32218CE21EA3'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_2FC0F8102383,"Query KEY: K_078ED605E770
Return only its VALUE.",['V_2FC0F8102383'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_D0152A935D62,"Query KEY: K_7906D9441FA5
Return only its VALUE.",['V_D0152A935D62'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_544B0F02BAD0,"Query KEY: K_F6747C52FA17
Return only its VALUE.",['V_544B0F02BAD0'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_C7E5FC3D3348,"Query KEY: K_011A610461E3
Return only its VALUE.",['V_C7E5FC3D3348'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_F92CB7E99ACA,"Query KEY: K_920C747B6DBA
Return only its VALUE.",['V_F92CB7E99ACA'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_6F764BF50B52,"Query KEY: K_613A27A0C3D7
Return only its VALUE.",['V_6F764BF50B52'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_1F358ACD4E10,"Query KEY: K_1DF1F7FD5646
Return only its VALUE.",['V_1F358ACD4E10'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_19AC0EA2622B,"Query KEY: K_A090BF7B539B
Return only its VALUE.",['V_19AC0EA2622B'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_1D1F284D82E5,"Query KEY: K_F41D958CA9BA
Return only its VALUE.",['V_1D1F284D82E5'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_22CB98543881,"Query KEY: K_23152F923996
Return only its VALUE.",['V_22CB98543881'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_145998326856,"Query KEY: K_CEBB3C365296
Return only its VALUE.",['V_145998326856'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_A1FB85D51695,"Query KEY: K_29F99E8FC965
Return only its VALUE.",['V_A1FB85D51695'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_A0DCB758588D,"Query KEY: K_8583EF48E8D5
Return only its VALUE.",['V_A0DCB758588D'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_4302655238A6,"Query KEY: K_87FE3D1A85DD
Return only its VALUE.",['V_4302655238A6'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_04C412922F83,"Query KEY: K_EA194CCC9BC2
Return only its VALUE.",['V_04C412922F83'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_43D143E42CAF,"Query KEY: K_3330FF002D4D
Return only its VALUE.",['V_43D143E42CAF'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_9851B3EE4D3B,"Query KEY: K_B2B1EEEA163E
Return only its VALUE.",['V_2338E1805081'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_91E95E9953D2,"Query KEY: K_7D12E117DAC3
Return only its VALUE.",['V_91E95E9953D2'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_9AE3B41B3143,"Query KEY: K_E059286218B8
Return only its VALUE.",['V_9AE3B41B3143'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_87682260E70F,"Query KEY: K_3509A9D3D7C7
Return only its VALUE.",['V_87682260E70F'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_904245B89CD9,"Query KEY: K_4F968DA01097
Return only its VALUE.",['V_904245B89CD9'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_AF8EB7B56EA7,"Query KEY: K_6BD79AD620AB
Return only its VALUE.",['V_AF8EB7B56EA7'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_1A02D89A40C0,"Query KEY: K_80927D106C60
Return only its VALUE.",['V_1A02D89A40C0'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_AAC700E85ECE,"Query KEY: K_169246D483F3
Return only its VALUE.",['V_AAC700E85ECE'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_52BA430F801D,"Query KEY: K_42FAC56811CD
Return only its VALUE.",['V_52BA430F801D'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_39470279B6A6,"Query KEY: K_E238BDC14F1F
Return only its VALUE.",['V_39470279B6A6'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_12728BABCE3B,"Query KEY: K_4C50E767DCEA
Return only its VALUE.",['V_12728BABCE3B'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_DC0D25E97977,"Query KEY: K_BD09D5A804EB
Return only its VALUE.",['V_DC0D25E97977'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_BAB34EEA04E7,"Query KEY: K_156A20A04502
Return only its VALUE.",['V_BAB34EEA04E7'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_B732E61FECC0,"Query KEY: K_146DDC570131
Return only its VALUE.",['V_B732E61FECC0'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_7935EE0CAEB5,"Query KEY: K_B5151A50AEC3
Return only its VALUE.",['V_7935EE0CAEB5'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_5AA6CF8EBC5A,"Query KEY: K_5333DD56CC94
Return only its VALUE.",['V_5AA6CF8EBC5A'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_5BD50658663A,"Query KEY: K_D318E1A47E10
Return only its VALUE.",['V_5BD50658663A'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_7F0FCF8D446A,"Query KEY: K_D2CCEE49F329
Return only its VALUE.",['V_7F0FCF8D446A'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_C3DC1BAC27A7,"Query KEY: K_5182444D610B
Return only its VALUE.",['V_C3DC1BAC27A7'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_F0FEDBCCC477,"Query KEY: K_13D3DF465290
Return only its VALUE.",['V_F0FEDBCCC477'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_B30675D66ED4,"Query KEY: K_662E38F16A81
Return only its VALUE.",['V_B30675D66ED4'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_CC033170F437,"Query KEY: K_72233A43B2BA
Return only its VALUE.",['V_CC033170F437'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_238BDD463C09,"Query KEY: K_8EA55408F9AC
Return only its VALUE.",['V_238BDD463C09'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_A98C89456F27,"Query KEY: K_B3C94774BC58
Return only its VALUE.",['V_A98C89456F27'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_85BDF86C2CA2,"Query KEY: K_0E21F071D879
Return only its VALUE.",['V_85BDF86C2CA2'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_B0FD6F3F920C,"Query KEY: K_139643F59A85
Return only its VALUE.",['V_B0FD6F3F920C'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_3B3582EC9F2D,"Query KEY: K_DF6F504D281F
Return only its VALUE.",['V_3B3582EC9F2D'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_62382095EEF6,"Query KEY: K_6152939B462D
Return only its VALUE.",['V_16B941357E8C'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_64E1ABAE4F43,"Query KEY: K_DF42B572F3D0
Return only its VALUE.",['V_64E1ABAE4F43'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_3FCED9178793,"Query KEY: K_DCD35D3D9E56
Return only its VALUE.",['V_3FCED9178793'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_62382095EEF6,"Query KEY: K_A701688C7015
Return only its VALUE.",['V_62382095EEF6'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_591AE71E43A6,"Query KEY: K_C21FF0BBAC67
Return only its VALUE.",['V_591AE71E43A6'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_9B95001A9A8B,"Query KEY: K_CFE94D0B0D1A
Return only its VALUE.",['V_9B95001A9A8B'],4714.16832,31970.0,1999.945728
4.71416832,2.0,Answer: ,GB,32,1.999945728,13563.0,context_0000,0.57575852361589,31967,147.456,synthetic_kv_32k,13563.0, V_A4FDA79AC9AA,"Query KEY: K_6B9D49732D6C
Return only its VALUE.",['V_A4FDA79AC9AA'],4714.16832,31970.0,1999.945728
