answers,memory_budget_unit,task,token_budget,compression_ratio,split,answer_prefix,predicted_answer,memory_budget,retained_kv_memory_mb,retained_context_tokens,uncompressed_kv_memory_gb,uncompressed_kv_memory_mb,context_tokens,question,retained_kv_memory_gb,max_new_tokens,kv_memory_per_token_kb
"[""2018 Kentucky Bank Tennis Championships – Men's Singles""
 ""2018 Kunming Open – Men's Doubles""
 ""2018 Stockton Challenger – Men's Singles""
 ""2019 Burnie International – Men's Doubles""
 ""2019 Launceston Tennis International – Men's Singles""]",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['2015 King Cup Final', '2015 Saudi Super Cup', '2016 King Cup Final', '2017–18 Saudi Professional League', '2018 BNP Paribas Primrose Bordeaux']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which competition did the tennis man Lloyd Harris win?
",3.999891456,256,147.456
"['Dead Heavens' 'Gorilla Biscuits' 'Quicksand' 'Rival Schools'
 'Walking Concert']",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['Gorilla Biscuits', 'Quicksand', 'Rival Schools', 'Dead Heavens']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What groups was Walter Schreifels a member of?
",3.999891456,256,147.456
['Arabsat-1A' 'Arabsat-1B' 'Arabsat-5A' 'Badr-4' 'INSAT-2DT'],GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['Arabsat-1A', 'Arabsat-1B', 'Arabsat-5A', 'Badr-4']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What does the Arab Satellite Communications Organization own?
",3.999891456,256,147.456
['Diplopedia' 'RationalWiki' 'Uncyclopedia' 'Veropedia' 'Wiktionary'],GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['Uncyclopedia', 'Veropedia', 'Diplopedia', 'Wiktionary', 'RationalWiki']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What are the existing wiki projects ?
",3.999891456,256,147.456
"['Byeongsan Seowon' 'Dosan Seowon' 'Oksan Seowon' 'Seoak Seowon'
 'Sosu Seowon']",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['Baekundong Seowon', 'Dosan Seowon', 'Oksan Seowon', 'Sosu Seowon', 'Seoak Seowon']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What are some of the notable seowons ?
",3.999891456,256,147.456
"[""2015 Wimbledon Championships – Boys' Singles""
 ""2016 Charlottesville Men's Pro Challenger – singles""
 '2018 BNP Paribas Primrose Bordeaux – singles'
 '2018 JSM Challenger of Champaign–Urbana – singles'
 '2018 Knoxville Challenger – singles']",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['2015 King Cup Final', '2015 Saudi Super Cup', '2016 King Cup Final', '2018 BNP Paribas Primrose Bordeaux', '2018 Kunming Open – Men\'s Doubles', '2018 St. Petersburg Open – Singles']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In which sports competition did Reilly Opelka emerge victorious?
",3.999891456,256,147.456
"['Christian Peter' 'Howard Barbieri' 'Jeff Kunkel' 'Knowshon Moreno'
 'Melanie McGuire']",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['Knowshon Moreno', 'Melanie McGuire', 'Michael McHugh', 'William Deane', 'Rudolf Kolisch']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who graduated from Middletown High School South?
",3.999891456,256,147.456
"['2015 Città di Caltanissetta – singles'
 '2016 Open Città della Disfida – singles' '2016 Stockholm Open – doubles'
 '2017 Internationaux de Tennis de Vendée – singles'
 '2017 Internazionali di Tennis del Friuli Venezia Giulia – singles']",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['2015 King Cup Final', '2015 Saudi Super Cup', '2016 King Cup Final', '2017–18 Saudi Professional League', '2018–19 Saudi Professional League']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What competition did Elias Ymer win?
",3.999891456,256,147.456
"['Antonio London' 'Bryan Morris' 'Dewon Brazelton' 'Dustin Lynch'
 'Jordan Sheffield']",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['Dewon Brazelton', 'Jordan Sheffield', 'Knowshon Moreno', 'Melanie McGuire', 'Mick Walker', 'Dustin Lynch', 'Connor Walsh', 'Bryan Morris', 'Dewon Brazelton', 'Jordan Sheffield', 'Knowshon Moreno', 'Melanie McGuire', 'Mick Walker', 'Dustin Lynch', 'Connor Walsh', 'Bryan Morris']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who are Tullahoma High School alumni?
",3.999891456,256,147.456
"['Conditional release' 'Ghost' 'The Bright Day' 'The Sale'
 'The Traces of Light']",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['The Bright Day', 'The Sale', 'The Secret History of Vampires', 'The Five Chinese Brothers', 'The Story About Ping']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: For which motion picture was Hossein Shahabi responsible for production?
",3.999891456,256,147.456
['Ego Ferguson' 'Jerry Janes' 'Ron Rivera' 'Roquan Smith' 'Will Sutton'],GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: , ['Chicago Bears'],4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What lineback was drafted by the Chicago Bears?
",3.999891456,256,147.456
['Amy Fote' 'Connor Walsh' 'Jun Shuang Huang' 'Simon Ball' 'Stanton Welch'],GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['Connor Walsh', 'Stanton Welch']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is employed by the Houston Ballet?
",3.999891456,256,147.456
"['After the Rain' ""Alice's Adventures in Wonderland""
 'An American in Paris' 'Carousel' 'Liturgy']",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['Carousel (A Dance)', 'An American in Paris', 'After the Rain']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which ballet features dances were choreographed by Christopher Wheeldon?
",3.999891456,256,147.456
"['Asterix and Cleopatra' ""Asterix and the Chieftain's Shield""
 'Asterix and the Great Crossing' 'Asterix in Belgium' 'Obelix and Co.']",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['Asterix and the Chieftain's Shield', 'Asterix and Cleopatra', 'Asterix and the Great Crossing', 'Obelix and Co.', 'Asterix in Belgium']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Albert Uderzo illustrated what comic?
",3.999891456,256,147.456
"['Battle Creek' 'Better Call Saul' 'Breaking Bad' 'The Lone Gunmen'
 'The X-Files']",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['Breaking Bad', 'Better Call Saul', 'The Lone Gunmen', 'Battle Creek']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Vince Gilligan was the executive producer of what television program?
",3.999891456,256,147.456
"['MS European Seaway' 'MS Pride of Burgundy' 'MS Pride of Calais'
 'MS Pride of Dover' 'MS Spirit of France']",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['MS Spirit of France', 'MS Pride of Calais', 'MS Pride of Dover', 'MS European Seaway', 'MS Pride of Burgundy']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which vessels had a home port of Dover?
",3.999891456,256,147.456
['argon' 'helium' 'krypton' 'neon' 'xenon'],GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['Krypton', 'Neon', 'Xenon', 'Argon']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What did WIlliam Ramsey discover?
",3.999891456,256,147.456
"['Detention River Christian Community' 'Elmendorf Christian Community'
 'Milltown Hutterite Colony' 'Owa Hutterite Colony' 'Schmiedeleut']",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['Elmendorf Christian Community', 'Milltown Hutterite Colony', 'Schmiedeleut', 'Owa Hutterite Colony', 'Detention River Christian Community']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What group or person identifies itself as Hutterite?
",3.999891456,256,147.456
"[""2008 Pilot Pen Tennis – Men's Singles"" '2009 Chennai Open – singles'
 '2010 Aircel Chennai Open – singles' '2010 PBZ Zagreb Indoors – singles'
 '2011 St. Petersburg Open – singles']",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['2009 Chennai Open – Singles', '2010 Aircel Chennai Open – Singles', '2011 St. Petersburg Open – Singles', '2015 King Cup Final', '2015 Saudi Super Cup', '2017–18 Saudi Professional League']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Marin Čilić was the victor of which competition?
",3.999891456,256,147.456
"['Agys Ramsaran Verma' 'Lokendra Singh' 'Mithlesh Kumar'
 'Mukund Lal Agrawal' 'Virendra Singh']",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['Mukund Lal Agrawal', 'Mithlesh Kumar', 'Lokendra Singh', 'Virendra Singh', 'Agys Ramsaran Verma']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is a former student from Bareilly College?
",3.999891456,256,147.456
['Breakfast' 'Rush TV' 'Us Girls' 'Wazzup Wazzup' 'Y Speak'],GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['Breakfast', 'Beached Az', 'Twentysomething', 'Us Girls', 'Wazzup Wazzup']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What TV show originally was broadcast by Studio 23?
",3.999891456,256,147.456
"['Edward Kennion' 'Eleanor Coade' 'Theodora Cowan' 'William Pether'
 'William Wynne Ryland']",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['Eleanor Coade', 'Edward Kennion', 'William Pether', 'William Wynne Ryland']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: The Society of Artists has which person as a member?
",3.999891456,256,147.456
['Nirel' 'Oriyardori Asal' 'Rang' 'Sompa' 'Suddha'],GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: , ['Suddha'],4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which movie originally had dialogue spoken in Tulu?
",3.999891456,256,147.456
"['1998 Asian Super Cup' '2015 King Cup Final' '2015 Saudi Super Cup'
 '2016 King Cup Final' '2017–18 Saudi Professional League']",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['2015 Saudi Super Cup', '2015 King Cup', '2016 King Cup', '2017–18 Saudi Professional League', '2018 St. Petersburg Open']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which contests did Al-Nassr take part in?
",3.999891456,256,147.456
['Bobby Hope' 'Harold Bodle' 'John Barton' 'Kevin Poole' 'Mick Walker'],GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['Harold Bodle', 'John Barton', 'Howard Barbieri', 'Michael McHugh', 'Mick Walker']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What person was in charge of Burton Albion F.C.?
",3.999891456,256,147.456
"['Coppélia' 'La Vivandière or Markitenka' 'La source' 'Pâquerette'
 'The Little Humpbacked Horse']",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['Bambi, A Life in the Woods', 'The Hound of Florence', 'An American in Paris', 'The Little Humpbacked Horse', 'After the Rain']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Arthur Saint-Léon choreographed what kind of dance?
",3.999891456,256,147.456
['Amdo Tibetan' 'Central Tibetan' 'Khams Tibetan' 'Ladakhi' 'Tibetan'],GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: , ['Tibetan'],4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which language is native to Tibet?
",3.999891456,256,147.456
['Auguste Piccard' 'Ben Franklin' 'F.-A. Forel' 'Goliath' 'Titan'],GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['Giovanola produced Goliath, the hypercoaster at Six Flags Magic Mountain; the Yaquina Bay Bridge, an arch bridge in Oregon; the Conde B. McCullough Memorial Bridge, a cantilever bridge in Oregon; and the MS Spirit of France, a cross-channel ferry operated by P&O Ferries']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What items did Giovanola produce?
",3.999891456,256,147.456
"['Adam Wakeman' 'Geoff Nicholls' 'Neil Murray' 'Tony Martin'
 'Vinny Appice']",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['Tony Martin', 'Neil Murray', 'Adam Wakeman', 'Geoff Nicholls', 'Raghu Kumar']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Black Sabbath had who as a member?
",3.999891456,256,147.456
"['633 Squadron' 'The Great Escape' 'The Satan Bug' 'To Sir, with Love'
 'Walk Like a Dragon']",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['The Great Escape', 'To Sir, with Love', '633 Squadron', 'The Satan Bug', 'Walk Like a Dragon']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: James Clavell was screenwriter for what movie?
",3.999891456,256,147.456
"['Bad Astronaut' ""Joey Cape's Bad Loud"" 'Lagwagon'
 'Me First and the Gimme Gimmes' 'The Playing Favorites']",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['Gorilla Biscuits', 'Quicksand', 'Rival Schools', 'Dead Heavens', 'Walking Concert']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Joey Cape is part of what musical group?
",3.999891456,256,147.456
"['Blaine Island' 'Magic Island' 'Scotts Island' 'Tyler Island'
 'Wilson Island (West Virginia)']",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: , ['Kanawha County'],4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What geographic entity is next to Kanawha River?
",3.999891456,256,147.456
"['Arthur Mann' 'George Kerr' 'Jimmy Cringan' ""Ray O'Brien"" 'Rob Scott']",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['Rob Scott', 'Arthur Mann', 'John Barton', 'Mick Walker', 'Kevin Poole']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was the coach of Boston United FC?
",3.999891456,256,147.456
"['Death Stalks the Night' 'Sleep No More' 'Three Tales of Horror'
 'Who Knocks?' 'Worse Things Waiting']",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['The Little Humpbacked Horse', 'Sleep No More', 'Who Knocks?', 'Three Tales of Horror', 'Worse Things Waiting']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What piece of literature featured illustrations by Lee Brown Coye?
",3.999891456,256,147.456
"['Black Thorn, White Rose' 'Ruby Slippers, Golden Tears'
 'Salon Fantastique' 'Snow White, Blood Red'
 ""Year's Best Fantasy and Horror""]",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['Salon Fantastique', 'The Bright Day', 'The Sale', 'Ruby Slippers, Golden Tears', 'Year's Best Fantasy and Horror']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which work of literature did Terri Windling edit?
",3.999891456,256,147.456
['Central Ojibwa' 'Eastern Ojibwa' 'Mohawk' 'Northwestern Ojibwa' 'Oneida'],GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: , ['Ojibwa'],4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is Ontario's native language ?
",3.999891456,256,147.456
['Aneroid Lake' 'Bonny Lakes' 'Dollar Lake' 'Legore Lake' 'Roger Lake'],GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['Bonny Lakes', 'Dollar Lake', 'LeGore Lake', 'Aneroid Lake', 'Roger Lake']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which landform is located in the protected area Eagle Cap Wilderness?
",3.999891456,256,147.456
"['A Girl Worth Fighting For' 'Beautiful Disaster' 'Break My Stride'
 'Honor to Us All' 'Mulan' 'Reflection']",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['Break My Stride', 'Reflection', 'Beautiful Disaster', 'A Girl Worth Fighting For', 'Honor to Us All']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What tracks did Matthew Wilder compose?
",3.999891456,256,147.456
"['Frank Kitto' 'John Toohey' 'Michael McHugh' 'Patrick Keane'
 'William Deane']",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['Michael McHugh', 'John Leslie Toohey', 'Patrick Anthony Keane', 'Frank Kitto', 'William Deane']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who served on the High Court of Australia as a Justice?
",3.999891456,256,147.456
['Dan Panosian' 'Jim Zub' 'Marc Silvestri' 'Riley Rossmo' 'Sam Liu'],GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['Marc Silvestri', 'Jim Zub', 'Riley Rossmo', 'Dan Panosian', 'Marc Silvestri']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is employed by Image Comics?
",3.999891456,256,147.456
"['Aattakatha' 'Onnum Mindatha Bharya' 'Paavam Poornima'
 'Thakilu Kottampuram' 'Visa']",GB,qampari_32k,27126.0,0.4412540166433221,test,Final Answer: ," ['The Producers', 'The Five Chinese Brothers', 'The Story About Ping', 'Oriyardori Asal', 'Suddha']",4.0,3999.891456,27126.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What movie did Balu Kiriyath screenwrite for?
",3.999891456,256,147.456
