uncompressed_kv_memory_gb,memory_budget_unit,uncompressed_kv_memory_mb,retained_kv_memory_gb,predicted_answer,compression_ratio,task,split,context_tokens,max_new_tokens,answer_prefix,retained_kv_memory_mb,question,memory_budget,kv_memory_per_token_kb,answers,token_budget,retained_context_tokens
17.723031552,MB,17723.031552,0.511967232,"1. **TITLE**: What does the Arab Satellite Communications Organization own?  
   **ID**: 1

   - The Arab Satellite Communications Organization (ASCO) owns and operates the **ArabSat** satellite.  
   - It also manages the **ArabSat Network**, which includes multiple satellites and services.  
   - The organization is responsible for providing satellite communication services across the Arab world.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What does the Arab Satellite Communications Organization own?
",512.0,147.456,['Arabsat-1A' 'Arabsat-1B' 'Arabsat-5A' 'Badr-4' 'INSAT-2DT'],3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232," 1. **Title**: Wikipedia:Wiki projects  
   **ID**: 1  
   **Answer**: The existing wiki projects include:  
   - Wikipedia (the main English-language wiki)  
   - Wikimedia projects such as Wikidata, Wikimedia Commons, and Wikipedia in other languages  
   - Specific projects like the ""Wikipedia"" and ""Wikipedia in other languages"" initiatives  
   - The ""Wikipedia"" and ""Wikipedia in other languages"" projects are part of the broader Wikimedia",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What are the existing wiki projects ?
",512.0,147.456,['Diplopedia' 'RationalWiki' 'Uncyclopedia' 'Veropedia' 'Wiktionary'],3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""Who was a notable triathlete ?""  
   **ID:** 1  
   **Answer:** A notable triathlete is David ""Momy"" Mufi, who was a Philippine triathlete and served as a member of the Philippine National Team. He was also known for his contributions to the sport and his role in the triathlon community.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was a notable triathlete ?
",512.0,147.456,"['Chris McCormack' 'Chrissie Wellington' 'Helen Jenkins' 'Magali Messmer'
 'Pete Jacobs']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title**: What are the existing reagent compounds ?  
   **ID**: 1  
   **Answer**: The existing reagent compounds are:  
   - **Compound A** (ID: 2)  
   - **Compound B** (ID: 3)  
   - **Compound C** (ID: 4)  
   - **Compound D** (ID: 5)  
   - **Compound E** (ID: 6)  
   -",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What are the existing reagent compounds ?
",512.0,147.456,['Ammonia' 'Collins reagent' 'Dimethylformamide' 'Ethanol' 'Sodium azide'],3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** Seowon (Seowon)  
   **ID:** 1  
   - Seowon is a traditional Korean educational institution, often associated with Confucian academies. It was established during the Joseon Dynasty as a place for scholars to study and live, emphasizing moral and intellectual development.  

2. **Title:** Seowon (Seowon)  
   **ID:** 1  
   - Seowon played a significant role in the cultural",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What are some of the notable seowons ?
",512.0,147.456,"['Byeongsan Seowon' 'Dosan Seowon' 'Oksan Seowon' 'Seoak Seowon'
 'Sosu Seowon']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""Reilly Opelka""  
   **ID:** 2  
   **Answer:** Reilly Opelka emerged victorious in the 2008 U.S. Open.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In which sports competition did Reilly Opelka emerge victorious?
",512.0,147.456,"[""2015 Wimbledon Championships – Boys' Singles""
 ""2016 Charlottesville Men's Pro Challenger – singles""
 '2018 BNP Paribas Primrose Bordeaux – singles'
 '2018 JSM Challenger of Champaign–Urbana – singles'
 '2018 Knoxville Challenger – singles']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""Who graduated from Middletown High School South?""  
   **ID:** 1  
   **Answer:** The document does not provide specific names of individuals who graduated from Middletown High School South. It only mentions that the school is part of the Middletown Township in New Jersey and that it is known for its strong academic programs. 

2. **Title:** ""Who graduated from Middletown High School South?""  
   **ID",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who graduated from Middletown High School South?
",512.0,147.456,"['Christian Peter' 'Howard Barbieri' 'Jeff Kunkel' 'Knowshon Moreno'
 'Melanie McGuire']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""Elias Ymer""  
   **ID:** 1  
   **Answer:** Elias Ymer won the 2020 Internationaux de Tennis de Paris competition.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What competition did Elias Ymer win?
",512.0,147.456,"['2015 Città di Caltanissetta – singles'
 '2016 Open Città della Disfida – singles' '2016 Stockholm Open – doubles'
 '2017 Internationaux de Tennis de Vendée – singles'
 '2017 Internazionali di Tennis del Friuli Venezia Giulia – singles']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""Tullahoma High School""  
   **ID:** 1  
   **Answer:** Tullahoma High School alumni include notable figures such as **Bill Douglas**, who is mentioned as a former head of the **Tennessee Volunteers** and is associated with the school.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who are Tullahoma High School alumni?
",512.0,147.456,"['Antonio London' 'Bryan Morris' 'Dewon Brazelton' 'Dustin Lynch'
 'Jordan Sheffield']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1973's ""The Cooler"" (also known as ""The Cooler"" or ""The Hitman"")  
Document Title: The 1973 film ""The Cooler""  
Document ID: 10674987654321  

Final Answer: 1973's ""The Cooler""  
Document Title: The 1973 film ""The Cooler""  
Document ID: 106749876",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: For which motion picture was Hossein Shahabi responsible for production?
",512.0,147.456,"['Conditional release' 'Ghost' 'The Bright Day' 'The Sale'
 'The Traces of Light']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""What linebacker was drafted by the Chicago Bears?""  
   **ID:** 1  
   **Answer:** The linebacker drafted by the Chicago Bears is **Deion Jones**.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What lineback was drafted by the Chicago Bears?
",512.0,147.456,['Ego Ferguson' 'Jerry Janes' 'Ron Rivera' 'Roquan Smith' 'Will Sutton'],3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""Who habitated the Kingdom of Mysore?""  
   **ID:** 2  
   **Answer:** The Kingdom of Mysore was habitated by the people of the Mysore region, primarily the Wodeyar dynasty, which ruled the area for centuries.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who habitated the Kingdom of Mysore?
",512.0,147.456,"['Chamarajendra Wadiyar X' 'Kanthirava Narasaraja I'
 'Kanthirava Narasaraja II' 'Krishnaraja Wadiyar II'
 'Krishnaraja Wadiyar III' 'Mir Ghulam Ali']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title**: ""Gourdou-Leseurre""  
   **ID**: 2  
   **Answer**: Gourdou-Leseurre produced a ""Gourdou-Leseurre"" which is a French term for a type of traditional folk music or performance.  

2. **Title**: ""Gourdou-Leseurre""  
   **ID**: 2  
   **Answer**: Gourdou-Leseurre produced a ""Gourdou-Leseurre"" which is",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is something that Gourdou-Leseurre produced?
",512.0,147.456,"['Gourdou-Leseurre GL-812 HY' 'Gourdou-Leseurre GL-832 HY'
 'Gourdou-Leseurre GL.2' 'Gourdou-Leseurre GL.30' 'Gourdou-Leseurre GL.50']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""Who spoke Sioux as their mother tongue?""  
   **ID:** 1

   **Answer:**  
   - **Title:** ""Who spoke Sioux as their mother tongue?""  
     **ID:** 1  
     **Answer:** The document does not provide specific information about who spoke Sioux as their mother tongue. However, it mentions that the Sioux language is part of the larger Siouan language family and that it is spoken by some Native American tribes.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who spoke Sioux as their mother tongue?
",512.0,147.456,['Charles Eastman' 'Little Crow' 'Sitting Bull' 'Spotted Elk' 'Zitkala-Sa'],3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""Who is employed by the Houston Ballet?""  
   **ID:** 1  
   **Answer:** The Houston Ballet employs dancers and other staff members. Specific individuals mentioned include Colin Richardson, who is a principal dancer, and others who are part of the ballet company.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is employed by the Houston Ballet?
",512.0,147.456,['Amy Fote' 'Connor Walsh' 'Jun Shuang Huang' 'Simon Ball' 'Stanton Welch'],3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""Who provided coaching for the Boca Juniors athletic team?""  
   **ID:** 2  
   **Answer:** The Boca Juniors athletic team was coached by the Boca Juniors' own coaching staff, which included individuals like the late John Leslie, who was a notable figure in the team's history.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who provided coaching for the Boca Juniors athletic team?
",512.0,147.456,"['Carlos García Cambón' 'Gustavo Alfaro' 'Jorge José Benítez'
 'Mario Fortunato' 'Miguel Ángel Russo']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""The Tempest""  
   **ID:** 2  
   **Answer:** The ballet ""The Tempest"" features dances that were choreographed by Christopher Wheeldon.

2. **Title:** ""The Winter's Tale""  
   **ID:** 3  
   **Answer:** The ballet ""The Winter's Tale"" features dances that were choreographed by Christopher Wheeldon.

3. **Title:** ""The Nutcracker""  
   **ID:** 4",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which ballet features dances were choreographed by Christopher Wheeldon?
",512.0,147.456,"['After the Rain' ""Alice's Adventures in Wonderland""
 'An American in Paris' 'Carousel' 'Liturgy']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""Famous People in the Philippines""  
   **ID:** 2  
   **Answer:** The famous person remembered for serving in the Philippine Marine Corps is **General Douglas MacArthur**.  

2. **Title:** ""Facts about the Philippine Marine Corps""  
   **ID:** 3  
   **Answer:** The famous person remembered for serving in the Philippine Marine Corps is **General Douglas MacArthur**.  

**List of Answers:**  
- General Douglas",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What famous person was remembered for serving in the Philippine Marine corps?
",512.0,147.456,"['Custodio Parcon' 'Domingo Deluana' 'Herminigildo Yurong'
 'Lolinato To-ong' 'Tomas Campo Jr.']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""The 1980s"" - **ID:** 2  
2. **Title:** ""The 1980s"" - **ID:** 3  
3. **Title:** ""The 1980s"" - **ID:** 4  
4. **Title:** ""The 1980s"" - **ID:** 5  
5. **Title:** ""The 1980s"" - **",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Albert Uderzo illustrated what comic?
",512.0,147.456,"['Asterix and Cleopatra' ""Asterix and the Chieftain's Shield""
 'Asterix and the Great Crossing' 'Asterix in Belgium' 'Obelix and Co.']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""The 2006 Chicago Show""  
   **ID:** 2  
   **Answer:** Vince Gilligan was the executive producer of the television program ""The 2006 Chicago Show"".",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Vince Gilligan was the executive producer of what television program?
",512.0,147.456,"['Battle Creek' 'Better Call Saul' 'Breaking Bad' 'The Lone Gunmen'
 'The X-Files']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""Eduard Čech""  
   **ID:** 1  
   **Answer:** Eduard Čech was the doctoral advisor to David H. Farkas.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Eduard Čech was the doctoral advisor to whom?
",512.0,147.456,"['Ivo Babuška' 'Petr Vopěnka' 'Vlastimil Dlab' 'Věra Trnková'
 'Zdeněk Frolík']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""The Home Port of the Vessels""  
   **ID:** 1  
   **Answer:** The vessel with a home port of Dover is not explicitly mentioned in the provided documents. However, based on the context, the ""Dover"" mentioned in the text could refer to a vessel or a location, but no specific vessel is identified as having Dover as its home port.

2. **Title:** ""The Vessels of the Fleet""  
   **",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which vessels had a home port of Dover?
",512.0,147.456,"['MS European Seaway' 'MS Pride of Burgundy' 'MS Pride of Calais'
 'MS Pride of Dover' 'MS Spirit of France']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title**: ""W. R. Ramsey and the Discovery of the Atomic Structure of Matter""  
   **ID**: 1  
   **Answer**: William Ramsey discovered the atomic structure of matter, specifically the arrangement of electrons in atoms, which led to the understanding of the periodic table and the nature of chemical elements.

2. **Title**: ""The Discovery of the Noble Gases""  
   **ID**: 2  
   **Answer**: William Ramsey discovered the noble gases, including",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What did WIlliam Ramsey discover?
",512.0,147.456,['argon' 'helium' 'krypton' 'neon' 'xenon'],3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** Hutterite Colony  
   **ID:** 1  
   **Answer:** The Hutterite colony is a group of people who identify themselves as Hutterites. They are a religious and cultural group that follows the teachings of Menno Simons and are known for their communal living and strict adherence to their faith.

2. **Title:** Hutterite  
   **ID:** 2  
   **Answer:** The Hutterite is a group of people who identify",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What group or person identifies itself as Hutterite?
",512.0,147.456,"['Detention River Christian Community' 'Elmendorf Christian Community'
 'Milltown Hutterite Colony' 'Owa Hutterite Colony' 'Schmiedeleut']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title**: ""The cause of death was scleroderma""  
   **ID**: 1  
   **Answer**: The cause of death was scleroderma for the person mentioned in the first document.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Whose cause of death was scleroderma?
",512.0,147.456,['Alice Lon' 'Elena Jahn' 'Paul Klee' 'Perry DeAngelis' 'Will Sampson'],3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"2015 Croatia Open

**Title:** ""Marin Čilić was the victor of which competition?""  
**ID:** 1",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Marin Čilić was the victor of which competition?
",512.0,147.456,"[""2008 Pilot Pen Tennis – Men's Singles"" '2009 Chennai Open – singles'
 '2010 Aircel Chennai Open – singles' '2010 PBZ Zagreb Indoors – singles'
 '2011 St. Petersburg Open – singles']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""Who is a former student from Bareilly College?""  
   **ID:** 1  
   **Answer:** The document does not provide specific information about former students from Bareilly College.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is a former student from Bareilly College?
",512.0,147.456,"['Agys Ramsaran Verma' 'Lokendra Singh' 'Mithlesh Kumar'
 'Mukund Lal Agrawal' 'Virendra Singh']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232," [""The Hit Show"", ""HS-001""]",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What TV show originally was broadcast by Studio 23?
",512.0,147.456,['Breakfast' 'Rush TV' 'Us Girls' 'Wazzup Wazzup' 'Y Speak'],3472.0,3472.0
