token_budget,context_length,answer,retained_kv_memory_mb,task,question,retained_kv_memory_gb,answer_prefix,max_new_tokens,kv_memory_per_token_kb,compression_ratio,retained_context_tokens,memory_budget_unit,uncompressed_kv_memory_gb,predicted_answer,memory_budget,uncompressed_kv_memory_mb,context_tokens
3051.0,32768,['911' '911' '911'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When was the Duchy of Normandy founded? ",0.199950336,Answer:,32,65.536,0.9078303425774877,3051.0,GB,2.169372672, The provided documents do not contain information about when the Duchy of Normandy was founded.,0.2,2169.372672,33102.0
3051.0,32768,['King Charles III' 'King Charles III' 'King Charles III'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who did Rollo sign the treaty of Saint-Clair-sur-Epte with? ",0.199950336,Answer:,32,65.536,0.9096321307979385,3051.0,GB,2.212626432, King Charles III of West Francia,0.2,2212.626432,33762.0
3051.0,32768,['Seine' 'Epte' 'Seine'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What river originally bounded the Duchy ",0.199950336,Answer:,32,65.536,0.9068880275887325,3051.0,GB,2.147418112, The Seine,0.2,2147.418112,32767.0
3051.0,32768,['Rollo' 'Rollo' 'Rollo'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who upon arriving gave the original viking settlers a common identity? ",0.199950336,Answer:,32,65.536,0.9048406212962385,3051.0,GB,2.101215232, Rollo,0.2,2101.215232,32062.0
3051.0,32768,['Catholicism' 'Catholicism' 'Catholicism'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What was the Norman religion? ",0.199950336,Answer:,32,65.536,0.9069675255374294,3051.0,GB,2.14925312, Christianity,0.2,2149.25312,32795.0
3051.0,32768,['north' 'the north' 'north'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What part of France were the Normans located? ",0.199950336,Answer:,32,65.536,0.9069107551487414,3051.0,GB,2.1479424, the north of France,0.2,2147.9424,32775.0
3051.0,32768,['fighting horsemen' 'fighting horsemen' 'fighting horsemen'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What was one of the Norman's major exports? ",0.199950336,Answer:,32,65.536,0.9025239616613419,3051.0,GB,2.0512768, fighting horsemen,0.2,2051.2768,31300.0
3051.0,32768,"['Seljuk Turks'
 'the Pechenegs, the Bulgars, and especially the Seljuk Turks'
 'the Seljuk Turks']",199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia? ",0.199950336,Answer:,32,65.536,0.9065400520753562,3051.0,GB,2.13942272," The Normans' main enemy in Italy, the Byzantine Empire, and Armenia was the Byzantine Empire.",0.2,2139.42272,32645.0
3051.0,32768,['1050s' 'in the 1050s' 'in the 1050s'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When did Herve serve as a Byzantine general? ",0.199950336,Answer:,32,65.536,0.9076769449571822,3051.0,GB,2.165768192, The provided documents do not contain information about when Herve served as a Byzantine general.,0.2,2165.768192,33047.0
3051.0,32768,['1060s' 'In the 1060s' 'In the 1060s'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When did Robert Crispin go up against the Turks? ",0.199950336,Answer:,32,65.536,0.9099468713105077,3051.0,GB,2.22035968," The provided documents do not contain information about when Robert Crispin went up against the Turks. The text mentions a ""Robert Crispin"" in the context",0.2,2220.35968,33880.0
3051.0,32768,['Alexius Komnenos' 'Alexius Komnenos' 'Alexius Komnenos'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who ruined Roussel de Bailleul's plans for an independent state? ",0.199950336,Answer:,32,65.536,0.9096909779777409,3051.0,GB,2.214068224," Roussel de Bailleul's plans for an independent state were ruined by the British, who captured him and imprisoned him in the Tower of London.",0.2,2214.068224,33784.0
3051.0,32768,['Afranji' 'Afranji' 'Afranji'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What was the name of the Norman castle? ",0.199950336,Answer:,32,65.536,0.910217173797893,3051.0,GB,2.227044352, The documents do not provide the name of a specific Norman castle.,0.2,2227.044352,33982.0
3051.0,32768,['Oursel' 'Oursel' 'Oursel'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was the leader when the Franks entered the Euphrates valley? ",0.199950336,Answer:,32,65.536,0.9026235158942933,3051.0,GB,2.053373952, Not answerable,0.2,2053.373952,31332.0
3051.0,32768,['Turkish forces' 'Turkish forces' 'Turkish forces'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who did the Normans team up with in Anatolia? ",0.199950336,Answer:,32,65.536,0.9034676960070873,3051.0,GB,2.071330816, Turkish forces,0.2,2071.330816,31606.0
3051.0,32768,"['Norman mercenary' 'an Italo-Norman named Raoul'
 'descended from an Italo-Norman named Raoul']",199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What were the origins of the Raouliii family? ",0.199950336,Answer:,32,65.536,0.9051099430846267,3051.0,GB,2.107179008, The Raouliii family was of Norman origin.,0.2,2107.179008,32153.0
3051.0,32768,['Robert Guiscard' 'Robert Guiscard' 'Robert Guiscard'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What was the name of the count of Apulia  ",0.199950336,Answer:,32,65.536,0.9071289419213442,3051.0,GB,2.152988672, Robert Guiscard,0.2,2152.988672,32852.0
3051.0,32768,['1082' 'February 1082' 'February 1082'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When did Dyrrachium  fall to the Normans? ",0.199950336,Answer:,32,65.536,0.9062816771617264,3051.0,GB,2.13352448, The provided documents do not contain information about when Dyrrachium fell to the Normans.,0.2,2133.52448,32555.0
3051.0,32768,"['30,000' '30,000' '30,000']",199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: How many men were in Robert's army? ",0.199950336,Answer:,32,65.536,0.9086362819668203,3051.0,GB,2.188509184," 30,000",0.2,2188.509184,33394.0
3051.0,32768,['Deabolis' 'Deabolis' 'Deabolis'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Where did the Normans and Byzantines sign the peace treaty? ",0.199950336,Answer:,32,65.536,0.9099149639777961,3051.0,GB,2.219573248, The provided documents do not contain information about where the Normans and Byzantines signed a peace treaty.,0.2,2219.573248,33868.0
3051.0,32768,['Bohemond' 'Bohemond' 'Bohemond'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was Robert's son? ",0.199950336,Answer:,32,65.536,0.9047990514228657,3051.0,GB,2.100297728, John,0.2,2100.297728,32048.0
3051.0,32768,['Deabolis' 'the river Deabolis' 'Deabolis'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What river was Petrela located by? ",0.199950336,Answer:,32,65.536,0.9060305531600346,3051.0,GB,2.127822848, the river Deabolis,0.2,2127.822848,32468.0
3051.0,32768,['1185' 'in 1185' '1185'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When did the Normans attack Dyrrachium? ",0.199950336,Answer:,32,65.536,0.9087401292175161,3051.0,GB,2.190999552, The provided documents do not contain information about when the Normans attacked Dyrrachium.,0.2,2190.999552,33432.0
3051.0,32768,['Dyrrachium' 'Dyrrachium' 'Dyrrachium'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What was the naval base called? ",0.199950336,Answer:,32,65.536,0.9099920346933357,3051.0,GB,2.221473792, The naval base was called the naval base of the Adriatic.,0.2,2221.473792,33897.0
3051.0,32768,['the Adriatic' 'the Adriatic' 'Adriatic'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Where was Dyrrachium located? ",0.199950336,Answer:,32,65.536,0.9101351948396218,3051.0,GB,2.225012736, Albania,0.2,2225.012736,33951.0
3051.0,32768,['King Ethelred II' 'Ethelred II' 'King Ethelred II'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who did Emma Marry? ",0.199950336,Answer:,32,65.536,0.9088682457660026,3051.0,GB,2.194079744, Not answerable,0.2,2194.079744,33479.0
3051.0,32768,['Duke Richard II' 'Duke Richard II' 'Duke Richard II'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was Emma's brother? ",0.199950336,Answer:,32,65.536,0.9096669133974833,3051.0,GB,2.2134784, Not mentioned in the provided documents.,0.2,2213.4784,33775.0
3051.0,32768,['Normandy' 'Normandy' 'Normandy'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: To where did Ethelred flee? ",0.199950336,Answer:,32,65.536,0.9014725828327843,3051.0,GB,2.029387776, The provided documents do not contain information about where Ethelred fled.,0.2,2029.387776,30966.0
3051.0,32768,['Sweyn Forkbeard' 'Sweyn Forkbeard' 'Sweyn Forkbeard'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who kicked Ethelred out? ",0.199950336,Answer:,32,65.536,0.9063420923379175,3051.0,GB,2.134900736, The provided documents do not contain information about who kicked Ethelred out.,0.2,2134.900736,32576.0
3051.0,32768,['Harthacnut' 'Harthacnut' 'Harthacnut'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was Edward the Confessor's half-brother? ",0.199950336,Answer:,32,65.536,0.9059639389736477,3051.0,GB,2.12631552, Not mentioned in the provided documents.,0.2,2126.31552,32445.0
3051.0,32768,['1041' 'in 1041' '1041'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When did Edward return? ",0.199950336,Answer:,32,65.536,0.9079110198907367,3051.0,GB,2.171273216, The provided documents do not contain information about when Edward returned.,0.2,2171.273216,33131.0
3051.0,32768,['Robert of Jumièges' 'Robert of Jumièges' 'Robert of Jumièges'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who did Edward make archbishop of Canterbury? ",0.199950336,Answer:,32,65.536,0.9071487263763353,3051.0,GB,2.153447424, Robert de Jumièges,0.2,2153.447424,32859.0
3051.0,32768,['Battle of Hastings' 'the Battle of Hastings' 'at the Battle of Hastings'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Where did Harold II die? ",0.199950336,Answer:,32,65.536,0.9081162475530794,3051.0,GB,2.17612288, England,0.2,2176.12288,33205.0
3051.0,32768,['William II' 'Duke William II' 'Duke William II'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who killed Harold II?  ",0.199950336,Answer:,32,65.536,0.9089960031020701,3051.0,GB,2.197159936, William the Conqueror,0.2,2197.159936,33526.0
3051.0,32768,['1066' 'In 1066' '1066'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When was the Battle of Hastings? ",0.199950336,Answer:,32,65.536,0.9093367407583501,3051.0,GB,2.205417472, 1066,0.2,2205.417472,33652.0
3051.0,32768,['Anglo-Saxons' 'the Anglo-Saxons' 'Anglo-Saxons'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was the ruling class ahead of the Normans? ",0.199950336,Answer:,32,65.536,0.9103280037620504,3051.0,GB,2.229796864, The Anglo-Saxons,0.2,2229.796864,34024.0
3051.0,32768,['Modern English' 'Modern English' 'Modern English'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What was the Anglo-Norman language's final form? ",0.199950336,Answer:,32,65.536,0.9043573667711599,3051.0,GB,2.0905984, Middle English,0.2,2090.5984,31900.0
3051.0,32768,['1169' '1169' '1169'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: In what year did the Norman's invade at Bannow Bay? ",0.199950336,Answer:,32,65.536,0.9043663605303577,3051.0,GB,2.090795008, 1171,0.2,2090.795008,31903.0
3051.0,32768,['Ireland' 'Ireland' 'Ireland'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What country did the Normans invade in 1169? ",0.199950336,Answer:,32,65.536,0.9076964966418588,3051.0,GB,2.166226944, Ireland,0.2,2166.226944,33054.0
3051.0,32768,['Irish' 'Irish' 'Irish'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What culture did the Normans combine with in Ireland? ",0.199950336,Answer:,32,65.536,0.9084113832853026,3051.0,GB,2.183135232, The Normans combined with the native Irish culture.,0.2,2183.135232,33312.0
3051.0,32768,['Edgar' 'Edgar' 'Edgar Atheling'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was Margaret's brother? ",0.199950336,Answer:,32,65.536,0.9071459005417251,3051.0,GB,2.153381888, Geoffrey Chaucer,0.2,2153.381888,32858.0
3051.0,32768,['King Malcolm III of Scotland' 'King Malcolm III' 'King Malcolm III'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was Margaret's husband? ",0.199950336,Answer:,32,65.536,0.906634432951833,3051.0,GB,2.141585408, Not answerable,0.2,2141.585408,32678.0
3051.0,32768,['1072' '1072' '1072'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When was Scotland invaded by William? ",0.199950336,Answer:,32,65.536,0.9089987174516062,3051.0,GB,2.197225472, The provided documents do not contain information about when Scotland was invaded by William.,0.2,2197.225472,33527.0
3051.0,32768,['Duncan' 'Duncan' 'Duncan'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was the hostage? ",0.199950336,Answer:,32,65.536,0.9006091800501678,3051.0,GB,2.011758592, Not mentioned in the provided documents.,0.2,2011.758592,30697.0
3051.0,32768,['Sybilla of Normandy' 'Sybilla of Normandy' 'Sybilla'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who did Alexander I marry? ",0.199950336,Answer:,32,65.536,0.9082074733738492,3051.0,GB,2.178285568, Not answerable,0.2,2178.285568,33238.0
3051.0,32768,['Norman' 'Norman' 'Norman'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What culture's arrival in Scotland is know as the ""Davidian Revolution""? ",0.199950336,Answer:,32,65.536,0.9104911107199437,3051.0,GB,2.233860096, Norman,0.2,2233.860096,34086.0
3051.0,32768,['Hereford' 'Hereford' 'Hereford'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Where was Ralph earl of? ",0.199950336,Answer:,32,65.536,0.9075426528076609,3051.0,GB,2.162622464, Ralph was not an earl; he was a Norman general.,0.2,2162.622464,32999.0
3051.0,32768,['the Welsh' 'the Welsh' 'the Welsh'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was Ralph in charge of being at war with? ",0.199950336,Answer:,32,65.536,0.8982728727660709,3051.0,GB,1.965555712, The Welsh,0.2,1965.555712,29992.0
3051.0,32768,['Edward the Confessor' 'Edward the Confessor' 'Edward the Confessor'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who made Ralph earl? ",0.199950336,Answer:,32,65.536,0.9103069143932268,3051.0,GB,2.229272576, Not answerable,0.2,2229.272576,34016.0
3051.0,32768,['Wales' 'Wales' 'Wales'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What country was under the control of Norman barons? ",0.199950336,Answer:,32,65.536,0.9085568709725761,3051.0,GB,2.18660864, Wales,0.2,2186.60864,33365.0
3051.0,32768,['1018' '1064' '1018'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What year did Roger de Tosny fail to accomplish what he set out to do? ",0.199950336,Answer:,32,65.536,0.9041319717203457,3051.0,GB,2.0856832, 1068,0.2,2085.6832,31825.0
3051.0,32768,['William of Montreuil' 'William of Montreuil' 'William of Montreuil'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was in charge of the papal army in the War of Barbastro? ",0.199950336,Answer:,32,65.536,0.9053924152686905,3051.0,GB,2.113470464, Roger de Tosny,0.2,2113.470464,32249.0
3051.0,32768,['1097' '1097' '1097'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When did the Siege of Antioch take place? ",0.199950336,Answer:,32,65.536,0.9073320374195116,3051.0,GB,2.157707264, The provided documents do not contain information about when the Siege of Antioch took place.,0.2,2157.707264,32924.0
3051.0,32768,['Tancred' 'Tancred' 'Tancred'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What was the name of Bohemond's nephew? ",0.199950336,Answer:,32,65.536,0.9034249177006837,3051.0,GB,2.070413312, The name of Bohemond's nephew is not mentioned in the provided documents.,0.2,2070.413312,31592.0
3051.0,32768,['Jerusalem' 'Jerusalem' 'Jerusalem'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What major conquest did Tancred play a roll in? ",0.199950336,Answer:,32,65.536,0.9042012057272042,3051.0,GB,2.087190528, The provided documents do not contain information about Tancred or the major conquests he played a role in.,0.2,2087.190528,31848.0
3051.0,32768,['380 years' '380 years' '380 years'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: How long did Western Europe control Cyprus? ",0.199950336,Answer:,32,65.536,0.9086909678577841,3051.0,GB,2.189819904, The provided documents do not contain information about how long Western Europe controlled Cyprus.,0.2,2189.819904,33414.0
3051.0,32768,['a storm' 'a storm' 'a storm'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What ruined Richard's plans to reach Acre? ",0.199950336,Answer:,32,65.536,0.9086773025232722,3051.0,GB,2.189492224, It is not mentioned in the provided documents.,0.2,2189.492224,33409.0
3051.0,32768,['Berengaria' 'Berengaria' 'Berengaria'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was Richard's fiancee? ",0.199950336,Answer:,32,65.536,0.9066115702479339,3051.0,GB,2.14106112, The provided documents do not contain information about Richard's fiancee.,0.2,2141.06112,32670.0
3051.0,32768,['1191' '1191' '1191'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What year did the storm hit Richard's fleet? ",0.199950336,Answer:,32,65.536,0.9075930581215738,3051.0,GB,2.163802112, The provided documents do not contain information about a storm hitting Richard's fleet.,0.2,2163.802112,33017.0
3051.0,32768,['Isaac Komnenos' 'Isaac' 'Isaac Komnenos'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who ruled Cyprus in 1191? ",0.199950336,Answer:,32,65.536,0.9070921769846828,3051.0,GB,2.152136704, Richard the Lion-Heart,0.2,2152.136704,32839.0
3051.0,32768,['Conrad of Montferrat' 'Conrad of Montferrat' 'Conrad of Montferrat'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was Guy's Rival? ",0.199950336,Answer:,32,65.536,0.9084690846908469,3051.0,GB,2.184511488, The provided documents do not contain information about a person named Guy or his rival.,0.2,2184.511488,33333.0
3051.0,32768,['silver' 'silver' 'silver'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What were Isaac's chains made out of? ",0.199950336,Answer:,32,65.536,0.9101775252450908,3051.0,GB,2.226061312, Not mentioned in the provided documents.,0.2,2226.061312,33967.0
3051.0,32768,['Guy de Lusignan' 'Guy de Lusignan' 'Guy de Lusignan'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who led Richard's troops when Cyprus was conquered? ",0.199950336,Answer:,32,65.536,0.9078720898632122,3051.0,GB,2.170355712, The provided documents do not contain information about who led Richard's troops when Cyprus was conquered.,0.2,2170.355712,33117.0
3051.0,32768,['Africa' 'Africa' 'Africa'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What continent are the Canarian Islands off the coast of? ",0.199950336,Answer:,32,65.536,0.9095195729537366,3051.0,GB,2.20987392, Africa,0.2,2209.87392,33720.0
3051.0,32768,['Bethencourt' 'Bethencourt' 'Bethencourt'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who became the King of the Canary Islands? ",0.199950336,Answer:,32,65.536,0.9094551282051282,3051.0,GB,2.208301056, No one became the King of the Canary Islands.,0.2,2208.301056,33696.0
3051.0,32768,"['Enrique Pérez de Guzmán' 'Enrique Pérez de Guzmán'
 'Enrique Pérez de Guzmán']",199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who bought the rights? ",0.199950336,Answer:,32,65.536,0.9004502740798748,3051.0,GB,2.008547328, The question cannot be answered based on the provided documents.,0.2,2008.547328,30648.0
3051.0,32768,['Maciot de Bethencourt' 'Maciot de Bethencourt' 'Maciot de Bethencourt'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who sold the rights? ",0.199950336,Answer:,32,65.536,0.9045100309849456,3051.0,GB,2.093940736," Jean's nephew, Jean, sold the rights.",0.2,2093.940736,31951.0
3051.0,32768,['Channel Islands' 'the Channel Islands' 'the Channel Islands'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Where are Jersey and Guernsey ",0.199950336,Answer:,32,65.536,0.9046234643158586,3051.0,GB,2.096431104, The provided documents do not contain information about the location of Jersey and Guernsey.,0.2,2096.431104,31989.0
3051.0,32768,['two' 'two' 'two'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: How many customaries does Norman customary law have? ",0.199950336,Answer:,32,65.536,0.9065944158706833,3051.0,GB,2.140667904, Two,0.2,2140.667904,32664.0
3051.0,32768,['Romanesque' 'Romanesque' 'Romanesque'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What is the Norman architecture idiom? ",0.199950336,Answer:,32,65.536,0.9091964285714286,3051.0,GB,2.2020096," A unique style of Norman architecture that succeeded the Anglo-Saxon and preceded the Early Gothic, characterized by its distinct idiom in both England and Italy.",0.2,2202.0096,33600.0
3051.0,32768,['rounded' 'rounded' 'rounded'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What kind of arches does Norman architecture have? ",0.199950336,Answer:,32,65.536,0.9021299801116315,3051.0,GB,2.043019264, Norman architecture has rounded arches.,0.2,2043.019264,31174.0
3051.0,32768,['Early Gothic' 'Early Gothic' 'Early Gothic'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What architecture type came after Norman in England? ",0.199950336,Answer:,32,65.536,0.9071826229807429,3051.0,GB,2.154233856, Gothic,0.2,2154.233856,32871.0
3051.0,32768,['Anglo-Saxon' 'Anglo-Saxon' 'Anglo-Saxon'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What architecture type came before Norman in England? ",0.199950336,Answer:,32,65.536,0.9095168895874729,3051.0,GB,2.209808384, Anglo-Saxon,0.2,2209.808384,33719.0
3051.0,32768,['Sicily' 'Sicily' 'Kingdom of Sicily'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What place had the Norman Arab architectural style? ",0.199950336,Answer:,32,65.536,0.9099946899522096,3051.0,GB,2.221539328, Southern Italy,0.2,2221.539328,33898.0
3051.0,32768,['early 11th century' '11th century' 'in the early 11th century'],199.950336,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When did the church reform begin? ",0.199950336,Answer:,32,65.536,0.9103806838209376,3051.0,GB,2.231107584, The church reform began in the early 1990s.,0.2,2231.107584,34044.0
