memory_budget,retained_context_tokens,task,uncompressed_kv_memory_gb,answer_prefix,predicted_answer,kv_memory_per_token_kb,token_budget,compression_ratio,context_length,retained_kv_memory_mb,memory_budget_unit,context_tokens,retained_kv_memory_gb,context_id,question,uncompressed_kv_memory_mb,answer,max_new_tokens
4096.0,27777.0,synthetic_kv_64k,8.622784512,,6C30B2B9437A,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 28DFCE4A2BBD? Return only the value.,8622.784512,['6C30B2B9437A'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,18A41C4760A5,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 4722571AA876? Return only the value.,8622.784512,['371E27CD8130'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,574689468109,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key C374F50BEA63? Return only the value.,8622.784512,['1A2A562B0F79'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,0F841931E9EE,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 614217BE3111? Return only the value.,8622.784512,['5BE618C26797'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,43B79A8DCA03,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 580DD8F56413? Return only the value.,8622.784512,['43B79A8DCA03'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,310C3FA7F104,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 0B1FCE9FF57F? Return only the value.,8622.784512,['759CBACFB3D0'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,EC1BF91E1D4C,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 1FF489463E85? Return only the value.,8622.784512,['EC1BF91E1D4C'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,D20E4E20FD1A,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 142C60E7A113? Return only the value.,8622.784512,['4B0D8D5288F1'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,4F08C2874F06,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key A0EED453DD32? Return only the value.,8622.784512,['E2AC9E574F7A'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,313993CD59BF,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 5C94DC98D2C1? Return only the value.,8622.784512,['313993CD59BF'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,A9480BBB2599,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 11CEB45ED1F0? Return only the value.,8622.784512,['A9480BBB2599'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,CD4E568933A9,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key C5E73A578A8E? Return only the value.,8622.784512,['FC374A15544D'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,313993CD59BF,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key DAF6146D3F31? Return only the value.,8622.784512,['DDD13B982EF8'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,EA697C54535F,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 614F19DB3AD0? Return only the value.,8622.784512,['741247294739'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,A49B9082889E,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key D588A2BC372F? Return only the value.,8622.784512,['29A35D65A441'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,4048BF58588D,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 5AF35EC42E08? Return only the value.,8622.784512,['AB9035A240AE'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,AE90A65E688E,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key B3AA4458A885? Return only the value.,8622.784512,['AEFCEFC89849'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,A28D9BF00273,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 1247A5E5A5AB? Return only the value.,8622.784512,['A28D9BF00273'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,5417CA56588D,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 88BD2BCFBE01? Return only the value.,8622.784512,['3EABBAA80DD4'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,90E0FBDD3933,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 765629D4BEEF? Return only the value.,8622.784512,['451B6123FDF7'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,D394263A487E,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key ECE6FD5166E6? Return only the value.,8622.784512,['B02BA3D70628'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,5048BF5A688E,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 38388E944239? Return only the value.,8622.784512,['5304AF42E12F'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,EE3A8895229A,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key C4B0D7C524A5? Return only the value.,8622.784512,['0E51C6A7EE39'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,5417CE64688D,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key D2613AA2E4F9? Return only the value.,8622.784512,['CE170837B8A3'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,7C056CD66193,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 66B250C187FC? Return only the value.,8622.784512,['10F1448AAA9E'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,A1A27E8C542A,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key E9C33602F8AC? Return only the value.,8622.784512,['9132F16287E4'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,473796DA1DAC,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key B7C9E059A0EE? Return only the value.,8622.784512,['366E508EBAD7'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,4E7E455AC762,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 7FCDA7CAD415? Return only the value.,8622.784512,['E27A654821D0'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,37123755484E,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key A491EA1FCA65? Return only the value.,8622.784512,['2493757750A9'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,BEB73F22FAF8,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 23BE43CF2FDE? Return only the value.,8622.784512,['BEB73F22FAF8'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,5048BF7B539B,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 89FA8FB5D27B? Return only the value.,8622.784512,['BF3C434308BC'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,404844848484,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 6DAD95A76D79? Return only the value.,8622.784512,['9562E5D7B875'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,506EB757CB10,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 5CAB663F1C97? Return only the value.,8622.784512,['FF50382567B8'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,500A2C304E6C,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 2369FF5E9FF0? Return only the value.,8622.784512,['7E57827050A8'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,BF85AD64B56C,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key C17A1745D6D8? Return only the value.,8622.784512,['DC710C0FD195'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,D00907FC584E,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 27201C11F735? Return only the value.,8622.784512,['28F4A0A04DC4'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,500314348259,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key AE34CAC5B68C? Return only the value.,8622.784512,['98AE6C12ACE8'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,988C61B1CD22,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 628010435A10? Return only the value.,8622.784512,['988C61B1CD22'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,905C877409A9,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 77D2FF01CF99? Return only the value.,8622.784512,['405C877409A9'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,4F0E9C574F06,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 8DA0F89897B9? Return only the value.,8622.784512,['F143DC5C0EED'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,393706D148E4,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key AE2702F06B90? Return only the value.,8622.784512,['1D53B88139B9'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,9360C3FE8A29,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key E281AE849217? Return only the value.,8622.784512,['C0398976E334'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,50482775484C,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key C4C2444EA7C8? Return only the value.,8622.784512,['5715A4161293'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,48E095024C4D,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 4B221C8EAEE9? Return only the value.,8622.784512,['287D6F4CC69A'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,B8DBF42D47CC,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 00D474273CA3? Return only the value.,8622.784512,['B8DBF42D47CC'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,3D41843D588D,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key B83CE037E5ED? Return only the value.,8622.784512,['F8CD436D76E2'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,6F9695D40C2D,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key C30F8026695F? Return only the value.,8622.784512,['81F72DBC2134'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,4E8D4B85444D,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 1B3DE9A1FA6F? Return only the value.,8622.784512,['A013DEDA4E16'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,54C689456F27,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key D7774C66E0A8? Return only the value.,8622.784512,['81F6A39231A7'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,7394843F0E7C,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 32EB9BE578C7? Return only the value.,8622.784512,['5FB82720797D'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,5417CAAA5BBE,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 295BC333E861? Return only the value.,8622.784512,['F4188A14BE62'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,5462F43BA052,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key EC24C754108F? Return only the value.,8622.784512,['EB2287C5421E'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,E5D618318AA3,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 995400257AD1? Return only the value.,8622.784512,['7D1552FBE43B'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,5CECEDD96831,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 1CA304FC6D82? Return only the value.,8622.784512,['5CECEDD96831'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,5FA59B1495A2,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key FC3EE0F3EAB0? Return only the value.,8622.784512,['CE88D4E80839'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,38730B85443F,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 3D4C4EB93EFF? Return only the value.,8622.784512,['3DA90ED42F1A'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,4654DE67A278,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 913EE0C53CB8? Return only the value.,8622.784512,['1429F26B4776'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,DEE1C369DEE1,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key BB5E15ED6269? Return only the value.,8622.784512,['D0E67C69DEE1'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,885FC2B6D2C5,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key FA5D11B7E948? Return only the value.,8622.784512,['885FC2B6D2C5'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,5048BF57CB10,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 2031C40DB9B4? Return only the value.,8622.784512,['A8E520DE435D'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,5048BF57CB10,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key F26479AC1B1E? Return only the value.,8622.784512,['2A458CBFEDB0'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,271EB1A6B1F1,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 871543DAC043? Return only the value.,8622.784512,['9B49DF57C59A'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,E39E6843E33C,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key F6E06C52C49F? Return only the value.,8622.784512,['EDCD36386821'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,348890882EAF,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key C1598A0F4EFB? Return only the value.,8622.784512,['B09BBADCC32A'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,0C904185300D,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key B683337EA2DF? Return only the value.,8622.784512,['66244FCCA39A'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,5F98A65E688E,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key ABF3FEC21BBE? Return only the value.,8622.784512,['5F98A65E688E'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,759426A524E3,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key E64D702753A1? Return only the value.,8622.784512,['7394847FD9B4'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,5F98A65E688E,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 3F761EFA2197? Return only the value.,8622.784512,['10643985C3CF'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,0E5DCBD00EF2,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 0562568CC69B? Return only the value.,8622.784512,['8DCD969B6662'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,3878609C2E6C,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 96A43AE8CC93? Return only the value.,8622.784512,['01D738602AB6'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,0F12A18FF6B6,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key B535122C9A56? Return only the value.,8622.784512,['0F12A18FF6B6'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,080AE7C99B26,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 11413A9BEDD4? Return only the value.,8622.784512,['080AE7C99B26'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,9458C2874F06,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 5496DC1110C1? Return only the value.,8622.784512,['839F1223B513'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,2493757750A9,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 474A3CEDDF2D? Return only the value.,8622.784512,['7C44AB4220A7'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,5C62F43BA052,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 8A0B36D8393A? Return only the value.,8622.784512,['B92D21DF306F'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,774C7F4D487E,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key E1E3EF7DDC76? Return only the value.,8622.784512,['9382922FE15A'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,3A943E68908E,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 3E357900F7F9? Return only the value.,8622.784512,['7914C8DCD19F'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,46704CEDA164,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 6835CEB81F9D? Return only the value.,8622.784512,['182530BEB45F'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,5F98A65B343E,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key A8B318D0752B? Return only the value.,8622.784512,['5AB36E595ED3'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,500A2C3750A9,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 693D6C6FA611? Return only the value.,8622.784512,['DD24778EEDB3'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,0BA64639447B,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 0DDEBAA4B71A? Return only the value.,8622.784512,['A748AC619E63'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,0F841931E9EE,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key A56CFBF24050? Return only the value.,8622.784512,['0F841931E9EE'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,C249018E648C,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key BA6C6712303A? Return only the value.,8622.784512,['CCF356DC8907'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,310C3FA7F104,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 1BF9DC96925E? Return only the value.,8622.784512,['310C3FA7F104'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,3C0BA757CB10,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 894A30B187EF? Return only the value.,8622.784512,['23E272D8567D'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,509426A58C8E,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 2EF96C006F61? Return only the value.,8622.784512,['766E474EBC19'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,5C4432DF8D45,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key DFDE3FF350BF? Return only the value.,8622.784512,['134CEC5B227C'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,E1CDEC955A8C,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key CEDA71710434? Return only the value.,8622.784512,['DB20DC815FE7'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,43D20D2784E0,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 19108CE21EA3? Return only the value.,8622.784512,['A6F20CF35B58'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,E442877409A9,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 8A63FFD0F9D5? Return only the value.,8622.784512,['03C7D605E770'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,B57698549F22,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 17E0F8102383? Return only the value.,8622.784512,['C0E9ED2662E9'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,680A2A935D62,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 3C83D9441FA5? Return only the value.,8622.784512,['680A2A935D62'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,DD5936B82481,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 7B3A7C52FA17? Return only the value.,8622.784512,['DD5936B82481'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,2A250F02BAD0,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key E70666AA9385? Return only the value.,8622.784512,['2A250F02BAD0'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,3948C2874F06,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 008D610461E3? Return only the value.,8622.784512,['63F2FC3D3348'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,2493757750A9,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key ED3043E458FC? Return only the value.,8622.784512,['C8FEC8B8D9C6'],32
4096.0,27777.0,synthetic_kv_64k,8.622784512,,F891DD3F487E,147.456,27777.0,0.5249927321853036,62995,4095.885312,MB,58477.0,4.095885312,context_0000,What is the value associated with key 4906747B6DBA? Return only the value.,8622.784512,['B2536C4A37EA'],32
