context_tokens,memory_budget_unit,uncompressed_kv_memory_mb,predicted_answer,answers,compression_ratio,kv_memory_per_token_kb,uncompressed_kv_memory_gb,answer_prefix,max_new_tokens,token_budget,memory_budget,retained_context_tokens,retained_kv_memory_gb,task,split,question,retained_kv_memory_mb
44955.0,GB,6628.88448, ['Heath Ledger'],['Ledger'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who plays joker in batman the dark knight
",999.899136
44955.0,GB,6628.88448, ['gravity'],"['Gravity' 'Gravity, or gravitation']",0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what is the common name for gravitational force
",999.899136
44955.0,GB,6628.88448, ['Abu Dhabi'],['The Lykan Hypersport'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: fast and furious 7 red car abu dhabi
",999.899136
44955.0,GB,6628.88448, ['John Joseph Patrick Ryan'],['Jack Lord' 'John Joseph Patrick Ryan'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who played the original steve mcgarrett on hawaii five-o
",999.899136
44955.0,GB,6628.88448, ['non-ferrous metal'],['non-ferrous'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: is aluminium a ferrous or non ferrous metal
",999.899136
44955.0,GB,6628.88448," ['Gandalf', 'Sauron']",['Sauron'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who has a ring of power in lotr
",999.899136
44955.0,GB,6628.88448," ['the Mughal Empire', 'the Mughal emperors', 'the Mughal Empire']",['Akbar the Great' 'Babur'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: the era of the great mughals began with the accession of
",999.899136
44955.0,GB,6628.88448, ['1948'],['24 November 1949'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did hyderabad became a part of india
",999.899136
44955.0,GB,6628.88448," ['India', 'Nepal']",['Nepal'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: vikram samvat calender is official in which country
",999.899136
44955.0,GB,6628.88448, ['The Godfather'],['Rocky'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who won the oscar for best picture in 1976
",999.899136
44955.0,GB,6628.88448, ['In the cell nucleus'],['cell nucleus' 'in the cell nucleus'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where is the protien made in the cell
",999.899136
44955.0,GB,6628.88448, ['Black Tiger'],['Richard Parker'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what is the tigers name in life of pi
",999.899136
44955.0,GB,6628.88448, ['David Bowie'],"['Geoffrey Dyson Palmer' 'Geoffrey Dyson Palmer, OBE']",0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who played lionel in as time goes by
",999.899136
44955.0,GB,6628.88448, ['in the month of February'],['9 to 25 February 2018'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when does mexico play in the winter olympics
",999.899136
44955.0,GB,6628.88448, ['CeCe Drake'],['CeCe Drake'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who is the head a in pretty little liars
",999.899136
44955.0,GB,6628.88448, ['G. Callen'],['Grisha'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what does g stand for in ncis los angeles
",999.899136
44955.0,GB,6628.88448, ['serous membrane'],['Serous Membrane' 'the visceral membrane'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what is the membrane on the surface of the stomach called
",999.899136
44955.0,GB,6628.88448," ['December 23, 1942']","['June 22, 1942']",0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did it become law to stand for the national anthem
",999.899136
44955.0,GB,6628.88448, ['Phosphorus pentoxide'],['Phosphorus pentoxide'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what is the name of the compound p4010
",999.899136
44955.0,GB,6628.88448, ['rubidium-85'],['rubidium-85'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: krypton-85 decays by emission of a beta particle. the product of this decay is
",999.899136
44955.0,GB,6628.88448," ['Episode ""Kobol's Last Gleaming""']","['""Nelson\'s Sparrow""' ""Nelson's Sparrow""]",0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: which episode does gideon die in criminal minds
",999.899136
44955.0,GB,6628.88448, ['G. Sankara Kurup'],['Malayalam'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: first jnanpith award was an autor of which language
",999.899136
44955.0,GB,6628.88448, ['David Ben-Gurion'],['David Ben-Gurion'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who was the first signatory of the israeli declaration of independence
",999.899136
44955.0,GB,6628.88448, ['The dynasty was founded by the Jurchen Aisin Gioro clan in Manchuria.'],['Manchuria'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where did the rulers of the qing dynasty originate
",999.899136
44955.0,GB,6628.88448, ['2015'],"['February 27, 2015' 'February\xa027,\xa02015']",0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did where are you now come out
",999.899136
44955.0,GB,6628.88448," ['USA', 'Michael Jackson', 'Lionel Richie']",['produced by Quincy Jones'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who made the song we are the world
",999.899136
44955.0,GB,6628.88448, ['Justin Bieber'],['Ludacris'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who sings the rap in baby by justin bieber
",999.899136
44955.0,GB,6628.88448," ['The Jawaharlal Nehru Centre for Advanced Scientific Research (JNCASR) is a multidisciplinary research institute located at Jakkur, Bangalore, India.']","['Jakkur, Bangalore, India']",0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: jawaharlal nehru centre for advanced scientific research jakkur campus
",999.899136
44955.0,GB,6628.88448," ['To condense the steam coming out of the cylinders or turbines, reducing back pressure and increasing power while recycling boiler-water.']",['condense the steam'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: why does cooling water run through the condenser
",999.899136
44955.0,GB,6628.88448," ['During metaphase', 'During the S-stage of interphase']",['metaphase'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when does a cell have condensed visible chromosomes also known as sister chromatids
",999.899136
44955.0,GB,6628.88448, ['sugarcane'],['coffee' 'honey' 'livestock' 'macadamia nuts' 'pineapple' 'sugarcane'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what was hawaii's primary export to the united states
",999.899136
44955.0,GB,6628.88448," ['Empire', 'centralized power', 'monarchy', 'Confucian styles and institutions of bureaucratic government']",['imperial rule'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what type of government did the ming dynasty have
",999.899136
44955.0,GB,6628.88448, [''.java''],['.java'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what is the filename extension used for all java source files
",999.899136
44955.0,GB,6628.88448, ['1999'],['2003'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when was the last time unc did not make the ncaa tournament
",999.899136
44955.0,GB,6628.88448," ['Corey', 'Corey', 'Corey', 'Corey', 'Corey']",['Coire' 'Corey' 'Corie' 'Correy' 'Corrie' 'Cory' 'Khouri' 'Kori' 'Kory'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: different ways to spell corey for a boy
",999.899136
44955.0,GB,6628.88448, ['2% naturally blond'],['2%'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what percentage of the population is naturally blonde
",999.899136
44955.0,GB,6628.88448, ['Vanessa Morgan'],['Amanda Leighton'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who plays poppy in the beat goes on
",999.899136
44955.0,GB,6628.88448, ['Castleford'],['Castleford'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: a town in west yorkshire on the river aire home to a rugby league team
",999.899136
44955.0,GB,6628.88448,4.37 light-years (1.34 pc),['4.37 light-years'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what is alpha centauri's approximate distance from earth
",999.899136
44955.0,GB,6628.88448,9,['9' '9 seasons'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: how many seasons of the rugrats are there
",999.899136
44955.0,GB,6628.88448," ['The United States is a federal republic in which the president, Congress, and federal courts share powers reserved to the national government according to its Constitution.']",['federal republic'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what is the democracy of the united states
",999.899136
44955.0,GB,6628.88448,2003,['2003' 'at age 18 in 2003'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did cristiano ronaldo go to manchester united
",999.899136
44955.0,GB,6628.88448, ['1994'],['1994' '1994 season' 'for the 1994 season' 'the 1994 season'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did the nfl adopt a salary cap
",999.899136
44955.0,GB,6628.88448," ['tibia is located in the lower leg, and the fibula is located on the lateral side of the tibia']",['leg'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where is the tibia and fibula bone located
",999.899136
44955.0,GB,6628.88448, ['in Italy'],['Moscazzano'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where is the villa in call me by your name
",999.899136
44955.0,GB,6628.88448," ['The fifth season is set to begin airing on December 1, 2017']","['December 1, 2017']",0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when does agents of shield season five start
",999.899136
44955.0,GB,6628.88448, ['Johnny Carson'],['Wimpy'],0.8491602713824936,147.456,6.62888448,Final Answer: ,256,6781.0,1.0,6781.0,0.999899136,nq_32k,test,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who said i'll gladly pay you tuesday
",999.899136
