question,token_budget,predicted_answer,task,retained_context_tokens,answer_prefix,retained_kv_memory_gb,kv_memory_per_token_kb,retained_kv_memory_mb,uncompressed_kv_memory_gb,max_new_tokens,compression_ratio,uncompressed_kv_memory_mb,memory_budget_unit,context_length,memory_budget,answer,context_tokens
Question: What are the 10 most common words in the above list? ,15258.0,"
1. **diner** (23 times)
2. **tabby** (22 times)
3. **homely** (21 times)
4. **operate** (20 times)
5. **receive** (19 times)
6. **takeover** (19 times)
7. **fearless** (18 times)
8. **gorgeous** (18 times)
9. **notoriety** (17 times)
10. **use** (16 times",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.915434496,120,0.6570156903295419,2915.434496,GB,32768,1.0,"['diner' 'tabby' 'gorgeous' 'notoriety' 'receive' 'homely' 'fearless'
 'takeover' 'operate' 'use']",44486.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. burrito
2. modeling
3. economic
4. puppy
5. jackal
6. orient
7. login
8. deodorant
9. aspic
10. jalapeño",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.916745216,120,0.6571698197995776,2916.745216,GB,32768,1.0,"['jalapeño' 'orient' 'jackal' 'aspic' 'economic' 'deodorant' 'burrito'
 'puppy' 'login' 'modeling']",44506.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. **train**
2. **redundant**
3. **constraint**
4. **step-grandfather**
5. **pruner**
6. **tatami**
7. **appeal**
8. **aftershave**
9. **race**
10. **icon**",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.916876288,120,0.6571852251280669,2916.876288,GB,32768,1.0,"['tatami' 'train' 'race' 'step-grandfather' 'redundant' 'appeal' 'icon'
 'constraint' 'aftershave' 'pruner']",44508.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. exploration
2. smash
3. prestige
4. obnoxious
5. potty
6. basement
7. lesbian
8. oboe
9. bunghole
10. proximal",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.922381312,120,0.6578310010764263,2922.381312,GB,32768,1.0,"['oboe' 'basement' 'bunghole' 'obnoxious' 'lesbian' 'potty' 'smash'
 'prestige' 'proximal' 'exploration']",44592.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. avocado
2. spending
3. criminal
4. sympathy
5. hacienda
6. didactic
7. ecliptic
8. tinkle
9. confront
10. adrenaline",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.914123776,120,0.656861422210228,2914.123776,GB,32768,1.0,"['sympathy' 'didactic' 'tinkle' 'spending' 'criminal' 'confront'
 'hacienda' 'avocado' 'ecliptic' 'adrenaline']",44466.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. **breakfast** (22 times)
2. **democracy** (21 times)
3. **week** (20 times)
4. **deer** (19 times)
5. **leek** (18 times)
6. **chase** (17 times)
7. **swear** (16 times)
8. **testimonial** (16 times)
9. **utilization** (15 times)
10. **zoot-suit** (14 times)",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.918776832,120,0.6574084469093113,2918.776832,GB,32768,1.0,"['zoot-suit' 'deer' 'swear' 'utilization' 'breakfast' 'chase'
 'testimonial' 'democracy' 'leek' 'week']",44537.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. **circulation** (23 times)
2. **experience** (22 times)
3. **perfume** (21 times)
4. **majestic** (20 times)
5. **graft** (19 times)
6. **pavement** (18 times)
7. **repeat** (17 times)
8. **standardization** (16 times)
9. **shootdown** (15 times)
10. **puny** (14 times)",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.918121472,120,0.657331506726256,2918.121472,GB,32768,1.0,"['pavement' 'puny' 'repeat' 'majestic' 'graft' 'perfume' 'circulation'
 'standardization' 'shootdown' 'experience']",44527.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. pottery
2. glacier
3. continuity
4. innovation
5. carboxyl
6. alpenglow
7. mill
8. jealous
9. testy
10. wildlife",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.913468416,120,0.6567842360986144,2913.468416,GB,32768,1.0,"['alpenglow' 'testy' 'pottery' 'mill' 'continuity' 'glacier' 'jealous'
 'wildlife' 'innovation' 'carboxyl']",44456.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. **tradition** (23 times)
2. **shoulder** (22 times)
3. **owl** (21 times)
4. **liner** (20 times)
5. **plane** (19 times)
6. **earnings** (18 times)
7. **withdrawal** (17 times)
8. **suggest** (16 times)
9. **pie** (15 times)
10. **tailbud** (14 times)",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.912616448,120,0.6566838422248723,2912.616448,GB,32768,1.0,"['withdrawal' 'pie' 'owl' 'suggest' 'shoulder' 'liner' 'earnings' 'plane'
 'tailbud' 'tradition']",44443.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. harbour
2. priesthood
3. combination
4. laughter
5. whisper
6. trouble
7. spider
8. rainbow
9. late
10. causal",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.897215488,120,0.6548588490770901,2897.215488,GB,32768,1.0,"['causal' 'combination' 'laughter' 'whisper' 'priesthood' 'late' 'rainbow'
 'spider' 'trouble' 'harbour']",44208.0
Question: What are the 10 most common words in the above list? ,15258.0, 1. experience 2. voter 3. councilor 4. astrolabe 5. refusal 6. stot 7. confuse 8. impropriety 9. chino 10. clearance,cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.927624192,120,0.6584437679083095,2927.624192,GB,32768,1.0,"['stot' 'chino' 'councilor' 'experience' 'refusal' 'confuse' 'voter'
 'clearance' 'impropriety' 'astrolabe']",44672.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. **muddy** (23 times)
2. **extend** (22 times)
3. **brilliant** (21 times)
4. **overhear** (20 times)
5. **rawhide** (19 times)
6. **weasel** (18 times)
7. **penitent** (17 times)
8. **arise** (16 times)
9. **mailbox** (16 times)
10. **overconfident** (15 times",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.925068288,120,0.6581453184863217,2925.068288,GB,32768,1.0,"['arise' 'overconfident' 'muddy' 'rawhide' 'overhear' 'mailbox' 'penitent'
 'brilliant' 'extend' 'weasel']",44633.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. **scientist** (23 times)
2. **minion** (22 times)
3. **woodchuck** (21 times)
4. **thinking** (20 times)
5. **strive** (19 times)
6. **councilperson** (18 times)
7. **lung** (17 times)
8. **headphones** (16 times)
9. **service** (15 times)
10. **counter** (14 times)

",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.919104512,120,0.6574469040456199,2919.104512,GB,32768,1.0,"['headphones' 'service' 'counter' 'minion' 'lung' 'thinking'
 'councilperson' 'scientist' 'strive' 'woodchuck']",44542.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. **hippodrome** (23 times)
2. **creativity** (22 times)
3. **bonding** (21 times)
4. **weekender** (20 times)
5. **alder** (19 times)
6. **headline** (19 times)
7. **renaissance** (18 times)
8. **perfect** (17 times)
9. **object** (16 times)
10. **yellow** (16 times)

*(",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.925592576,120,0.658206581393786,2925.592576,GB,32768,1.0,"['alder' 'perfect' 'hippodrome' 'renaissance' 'bonding' 'object'
 'headline' 'yellow' 'creativity' 'weekender']",44641.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. thank
2. meet
3. modernity
4. condemned
5. baboon
6. chainstay
7. faucet
8. outlet
9. compress
10. wreck",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.907045888,120,0.6560259705126471,2907.045888,GB,32768,1.0,"['thank' 'faucet' 'wreck' 'chainstay' 'outlet' 'condemned' 'compress'
 'baboon' 'modernity' 'meet']",44358.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. **vaccine**
2. **guitarist**
3. **lizard**
4. **violet**
5. **subroutine**
6. **attacker**
7. **barn**
8. **update**
9. **chrysalis**
10. **keystone**",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.91569664,120,0.6570465273095077,2915.69664,GB,32768,1.0,"['chrysalis' 'barn' 'vaccine' 'update' 'guitarist' 'violet' 'attacker'
 'keystone' 'subroutine' 'lizard']",44490.0
Question: What are the 10 most common words in the above list? ,15258.0, 1. planet 2. swamp 3. footstep 4. blouse 5. sherry 6. permissible 7. numeracy 8. creationist 9. sight 10. midline,cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.915500032,120,0.6570234000944096,2915.500032,GB,32768,1.0,"['midline' 'sherry' 'numeracy' 'blouse' 'creationist' 'permissible'
 'footstep' 'sight' 'swamp' 'planet']",44487.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. **founding** (22 times)
2. **attend** (21 times)
3. **investigate** (20 times)
4. **complexity** (19 times)
5. **assessment** (18 times)
6. **stimulation** (17 times)
7. **grasshopper** (16 times)
8. **amazon** (15 times)
9. **doubter** (14 times)
10. **hungry** (13 times)",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.925920256,120,0.6582448595618868,2925.920256,GB,32768,1.0,"['hungry' 'attend' 'founding' 'complexity' 'amazon' 'grasshopper'
 'stimulation' 'doubter' 'assessment' 'investigate']",44646.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. everybody
2. assessment
3. literature
4. compare
5. heavy
6. make
7. rip
8. pimp
9. duckling
10. band",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.9147136,120,0.6569308600337268,2914.7136,GB,32768,1.0,"['make' 'band' 'literature' 'assessment' 'compare' 'heavy' 'duckling'
 'everybody' 'pimp' 'rip']",44475.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. bubble
2. chamber
3. review
4. enjoyment
5. philosopher
6. operator
7. accompanist
8. crowded
9. nucleotidase
10. down",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.926903296,120,0.6583596426412306,2926.903296,GB,32768,1.0,"['crowded' 'nucleotidase' 'bubble' 'philosopher' 'operator' 'chamber'
 'accompanist' 'down' 'review' 'enjoyment']",44661.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. tower
2. bog
3. tanker
4. newsletter
5. rear
6. invasion
7. detect
8. kayak
9. courthouse
10. anise",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.91897344,120,0.6574315222272116,2918.97344,GB,32768,1.0,"['kayak' 'invasion' 'anise' 'courthouse' 'tanker' 'tower' 'bog' 'detect'
 'newsletter' 'rear']",44540.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. **odyssey** (23 times)
2. **viability** (22 times)
3. **gown** (21 times)
4. **mandarin** (20 times)
5. **halibut** (19 times)
6. **obedient** (18 times)
7. **enterprise** (17 times)
8. **dynamite** (16 times)
9. **poppy** (15 times)
10. **conflict** (1",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.9229056,120,0.6578923766816144,2922.9056,GB,32768,1.0,"['gown' 'poppy' 'conflict' 'viability' 'dynamite' 'obedient' 'enterprise'
 'mandarin' 'halibut' 'odyssey']",44600.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. **improvement** (23 times)
2. **kidney** (22 times)
3. **bury** (21 times)
4. **homosexuality** (20 times)
5. **cage** (19 times)
6. **profile** (18 times)
7. **replace** (17 times)
8. **ride** (16 times)
9. **shut** (15 times)
10. **baggy** (14 times)

",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.914451456,120,0.6569000022486564,2914.451456,GB,32768,1.0,"['replace' 'baggy' 'shut' 'kidney' 'bury' 'improvement' 'ride'
 'homosexuality' 'cage' 'profile']",44471.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. familiarity
2. everybody
3. bake
4. drummer
5. milkshake
6. warn
7. sad
8. last
9. recess
10. overshoot",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.916548608,120,0.657146709210615,2916.548608,GB,32768,1.0,"['everybody' 'recess' 'sad' 'overshoot' 'familiarity' 'warn' 'last'
 'drummer' 'milkshake' 'bake']",44503.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. buffalo
2. moonlight
3. counsel
4. compare
5. reboot
6. gender
7. rightful
8. infiltration
9. buck
10. con",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.90947072,120,0.6563126478207005,2909.47072,GB,32768,1.0,"['infiltration' 'moonlight' 'buck' 'buffalo' 'reboot' 'counsel' 'rightful'
 'con' 'gender' 'compare']",44395.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. **brisket** (23 times)
2. **blush** (22 times)
3. **filthy** (21 times)
4. **accessory** (20 times)
5. **involvement** (19 times)
6. **sexuality** (18 times)
7. **burrow** (17 times)
8. **rake** (16 times)
9. **detainee** (15 times)
10. **blow** (1",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.915893248,120,0.6570696514058392,2915.893248,GB,32768,1.0,"['sexuality' 'blush' 'detainee' 'filthy' 'brisket' 'blow' 'burrow'
 'accessory' 'involvement' 'rake']",44493.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. **trot** (23 times)
2. **elevator** (22 times)
3. **manatee** (21 times)
4. **translation** (20 times)
5. **witness** (19 times)
6. **canal** (18 times)
7. **urn** (18 times)
8. **artery** (17 times)
9. **labourer** (16 times)
10. **top-hat** (15 times",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.922119168,120,0.6578003050148022,2922.119168,GB,32768,1.0,"['elevator' 'witness' 'translation' 'labourer' 'manatee' 'artery' 'trot'
 'canal' 'top-hat' 'urn']",44588.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. **description** (23 times)
2. **timeline** (22 times)
3. **sneaker** (21 times)
4. **founding** (20 times)
5. **immortal** (19 times)
6. **appreciation** (18 times)
7. **shoestring** (17 times)
8. **zoot-suit** (16 times)
9. **archeology** (15 times)
10. **soundness**",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.923102208,120,0.6579153868573863,2923.102208,GB,32768,1.0,"['soundness' 'archeology' 'immortal' 'zoot-suit' 'shoestring' 'timeline'
 'description' 'founding' 'appreciation' 'sneaker']",44603.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. **barley**
2. **tongue**
3. **cursor**
4. **omnivore**
5. **astonishing**
6. **cleric**
7. **counter-force**
8. **handover**
9. **fleck**
10. **yoke**

*(Note: The counts for these words are very close, with ""barley"" appearing 23 times, ""tongue"" 22 times, ""cursor"" 21 times, ""omnivore"" ",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.92323328,120,0.6579307252550163,2923.23328,GB,32768,1.0,"['fleck' 'handover' 'counter-force' 'astonishing' 'cursor' 'barley'
 'tongue' 'cleric' 'yoke' 'omnivore']",44605.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. reading
2. database
3. cassava
4. ketch
5. loop
6. chain
7. saviour
8. invincible
9. guard
10. step-brother",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.915958784,120,0.6570773587449994,2915.958784,GB,32768,1.0,"['loop' 'cassava' 'ketch' 'invincible' 'saviour' 'guard' 'reading'
 'step-brother' 'chain' 'database']",44494.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. generator
2. partnership
3. graphic
4. classification
5. isogloss
6. quill
7. garden
8. rubbish
9. fuel
10. let",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.91438592,120,0.6568922869350124,2914.38592,GB,32768,1.0,"['partnership' 'garden' 'quill' 'classification' 'generator' 'isogloss'
 'rubbish' 'fuel' 'let' 'graphic']",44470.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. melody
2. ethnicity
3. regulator
4. manatee
5. enterprise
6. usual
7. norm
8. publicity
9. elk
10. itchy",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.919366656,120,0.6574776635388138,2919.366656,GB,32768,1.0,"['melody' 'ethnicity' 'usual' 'elk' 'manatee' 'regulator' 'itchy'
 'publicity' 'enterprise' 'norm']",44546.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. **mechanism** (23 times)
2. **fertilizer** (22 times)
3. **synod** (21 times)
4. **comptroller** (20 times)
5. **detect** (19 times)
6. **prow** (19 times)
7. **bus** (18 times)
8. **foot** (18 times)
9. **drawbridge** (17 times)
10. **confused** (16 times)",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.915762176,120,0.6570542356881167,2915.762176,GB,32768,1.0,"['comptroller' 'drawbridge' 'prow' 'mechanism' 'confused' 'bus' 'detect'
 'fertilizer' 'synod' 'foot']",44491.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. manner
2. container
3. addition
4. separate
5. patrol
6. jazz
7. wombat
8. goodie
9. analgesia
10. misunderstand",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.919563264,120,0.6575007295337718,2919.563264,GB,32768,1.0,"['patrol' 'misunderstand' 'separate' 'addition' 'jazz' 'wombat' 'goodie'
 'analgesia' 'manner' 'container']",44549.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. illustration
2. howitzer
3. cape
4. chutney
5. mango
6. aunt
7. deranged
8. creative
9. composite
10. cord",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.92257792,120,0.6578540195089135,2922.57792,GB,32768,1.0,"['composite' 'illustration' 'creative' 'cord' 'cape' 'mango' 'aunt'
 'deranged' 'howitzer' 'chutney']",44595.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. tiger
2. monk
3. celebrity
4. rambler
5. simplify
6. damage
7. plain
8. cagey
9. fiber
10. originality",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.915762176,120,0.6570542356881167,2915.762176,GB,32768,1.0,"['fiber' 'simplify' 'originality' 'celebrity' 'plain' 'cagey' 'tiger'
 'monk' 'damage' 'rambler']",44491.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. **skin** (23 times)
2. **documentary** (22 times)
3. **manufacturing** (21 times)
4. **stimulate** (20 times)
5. **arithmetic** (19 times)
6. **wink** (19 times)
7. **barn** (18 times)
8. **rubric** (18 times)
9. **underneath** (17 times)
10. **step-mother** (16 times",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.902458368,120,0.6554822976878613,2902.458368,GB,32768,1.0,"['wink' 'documentary' 'stimulate' 'underneath' 'step-mother'
 'manufacturing' 'barn' 'arithmetic' 'rubric' 'skin']",44288.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. turning
2. vessel
3. apron
4. karate
5. aunt
6. whiskey
7. memo
8. secretion
9. wildlife
10. solidity",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.911567872,120,0.6565601998784523,2911.567872,GB,32768,1.0,"['apron' 'vessel' 'whiskey' 'solidity' 'wildlife' 'memo' 'karate'
 'turning' 'secretion' 'aunt']",44427.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. exhibit
2. turnstile
3. worried
4. lonely
5. apparel
6. pimp
7. mushy
8. bacterium
9. subcomponent
10. call",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.922840064,120,0.6578847059351107,2922.840064,GB,32768,1.0,"['mushy' 'call' 'pimp' 'subcomponent' 'worried' 'lonely' 'exhibit'
 'turnstile' 'apparel' 'bacterium']",44599.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. daisy
2. font
3. scraper
4. organizing
5. rightful
6. boy
7. lizard
8. earring
9. blackbird
10. artificer",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.918907904,120,0.6574238307999731,2918.907904,GB,32768,1.0,"['lizard' 'earring' 'artificer' 'font' 'organizing' 'daisy' 'scraper'
 'boy' 'rightful' 'blackbird']",44539.0
Question: What are the 10 most common words in the above list? ,15258.0,"
1. **barracks** (23 times)
2. **innervation** (22 times)
3. **sombrero** (21 times)
4. **gliding** (20 times)
5. **cloudy** (19 times)
6. **stay** (18 times)
7. **activity** (17 times)
8. **jewelry** (16 times)
9. **overexertion** (15 times)
10. **low** (14 times",cwe,15258.0,Answer: The top 10 words that appear most often in the list are:,0.999948288,65.536,999.948288,2.925002752,120,0.6581376590786879,2925.002752,GB,32768,1.0,"['stay' 'activity' 'jewelry' 'gliding' 'barracks' 'innervation' 'cloudy'
 'low' 'sombrero' 'overexertion']",44632.0
