context_length,answer,retained_kv_memory_mb,task,question,retained_kv_memory_gb,answer_prefix,max_new_tokens,kv_memory_per_token_kb,compression_ratio,retained_context_tokens,uncompressed_kv_memory_gb,predicted_answer,uncompressed_kv_memory_mb,context_tokens
32768,['Battle of Hastings' 'the Battle of Hastings' 'at the Battle of Hastings'],2176.12288,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Where did Harold II die? ",2.17612288,Answer:,32,65.536,0.0,33205.0,2.17612288, At the Battle of Hastings.,2176.12288,33205.0
32768,['William II' 'Duke William II' 'Duke William II'],2197.159936,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who killed Harold II?  ",2.197159936,Answer:,32,65.536,0.0,33526.0,2.197159936, Duke William II of Normandy,2197.159936,33526.0
32768,['1066' 'In 1066' '1066'],2205.417472,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When was the Battle of Hastings? ",2.205417472,Answer:,32,65.536,0.0,33652.0,2.205417472, 1066,2205.417472,33652.0
32768,['Anglo-Saxons' 'the Anglo-Saxons' 'Anglo-Saxons'],2229.796864,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was the ruling class ahead of the Normans? ",2.229796864,Answer:,32,65.536,0.0,34024.0,2.229796864, The Anglo-Saxons,2229.796864,34024.0
32768,['Modern English' 'Modern English' 'Modern English'],2090.5984,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What was the Anglo-Norman language's final form? ",2.0905984,Answer:,32,65.536,0.0,31900.0,2.0905984, Modern English,2090.5984,31900.0
32768,['1169' '1169' '1169'],2090.795008,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: In what year did the Norman's invade at Bannow Bay? ",2.090795008,Answer:,32,65.536,0.0,31903.0,2.090795008, 1169,2090.795008,31903.0
32768,['Ireland' 'Ireland' 'Ireland'],2166.226944,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What country did the Normans invade in 1169? ",2.166226944,Answer:,32,65.536,0.0,33054.0,2.166226944, Ireland,2166.226944,33054.0
32768,['Irish' 'Irish' 'Irish'],2183.135232,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What culture did the Normans combine with in Ireland? ",2.183135232,Answer:,32,65.536,0.0,33312.0,2.183135232, Irish culture,2183.135232,33312.0
32768,['Edgar' 'Edgar' 'Edgar Atheling'],2153.381888,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was Margaret's brother? ",2.153381888,Answer:,32,65.536,0.0,32858.0,2.153381888, Edgar Atheling,2153.381888,32858.0
32768,['King Malcolm III of Scotland' 'King Malcolm III' 'King Malcolm III'],2141.585408,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was Margaret's husband? ",2.141585408,Answer:,32,65.536,0.0,32678.0,2.141585408, King Malcolm III of Scotland,2141.585408,32678.0
32768,['1072' '1072' '1072'],2197.225472,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When was Scotland invaded by William? ",2.197225472,Answer:,32,65.536,0.0,33527.0,2.197225472, 1072,2197.225472,33527.0
32768,['Duncan' 'Duncan' 'Duncan'],2011.758592,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was the hostage? ",2.011758592,Answer:,32,65.536,0.0,30697.0,2.011758592, Duncan,2011.758592,30697.0
32768,['Sybilla of Normandy' 'Sybilla of Normandy' 'Sybilla'],2178.285568,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who did Alexander I marry? ",2.178285568,Answer:,32,65.536,0.0,33238.0,2.178285568, Sybilla of Normandy,2178.285568,33238.0
32768,['Norman' 'Norman' 'Norman'],2233.860096,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What culture's arrival in Scotland is know as the ""Davidian Revolution""? ",2.233860096,Answer:,32,65.536,0.0,34086.0,2.233860096, Norman culture,2233.860096,34086.0
32768,['Hereford' 'Hereford' 'Hereford'],2162.622464,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Where was Ralph earl of? ",2.162622464,Answer:,32,65.536,0.0,32999.0,2.162622464, Hereford,2162.622464,32999.0
32768,['the Welsh' 'the Welsh' 'the Welsh'],1965.555712,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was Ralph in charge of being at war with? ",1.965555712,Answer:,32,65.536,0.0,29992.0,1.965555712, the Welsh,1965.555712,29992.0
32768,['Edward the Confessor' 'Edward the Confessor' 'Edward the Confessor'],2229.272576,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who made Ralph earl? ",2.229272576,Answer:,32,65.536,0.0,34016.0,2.229272576, Edward the Confessor,2229.272576,34016.0
32768,['Wales' 'Wales' 'Wales'],2186.60864,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What country was under the control of Norman barons? ",2.18660864,Answer:,32,65.536,0.0,33365.0,2.18660864, Wales,2186.60864,33365.0
32768,['1018' '1064' '1018'],2085.6832,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What year did Roger de Tosny fail to accomplish what he set out to do? ",2.0856832,Answer:,32,65.536,0.0,31825.0,2.0856832, 1018,2085.6832,31825.0
32768,['William of Montreuil' 'William of Montreuil' 'William of Montreuil'],2113.470464,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was in charge of the papal army in the War of Barbastro? ",2.113470464,Answer:,32,65.536,0.0,32249.0,2.113470464, William of Montreuil,2113.470464,32249.0
32768,['1097' '1097' '1097'],2157.707264,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When did the Siege of Antioch take place? ",2.157707264,Answer:,32,65.536,0.0,32924.0,2.157707264, 1097,2157.707264,32924.0
32768,['Tancred' 'Tancred' 'Tancred'],2070.413312,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What was the name of Bohemond's nephew? ",2.070413312,Answer:,32,65.536,0.0,31592.0,2.070413312, Tancred,2070.413312,31592.0
32768,['Jerusalem' 'Jerusalem' 'Jerusalem'],2087.190528,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What major conquest did Tancred play a roll in? ",2.087190528,Answer:,32,65.536,0.0,31848.0,2.087190528, The conquest of Jerusalem.,2087.190528,31848.0
32768,['380 years' '380 years' '380 years'],2189.819904,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: How long did Western Europe control Cyprus? ",2.189819904,Answer:,32,65.536,0.0,33414.0,2.189819904, 380 years,2189.819904,33414.0
32768,['a storm' 'a storm' 'a storm'],2189.492224,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What ruined Richard's plans to reach Acre? ",2.189492224,Answer:,32,65.536,0.0,33409.0,2.189492224, A storm dispersed the fleet.,2189.492224,33409.0
32768,['Berengaria' 'Berengaria' 'Berengaria'],2141.06112,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was Richard's fiancee? ",2.14106112,Answer:,32,65.536,0.0,32670.0,2.14106112, Berengaria,2141.06112,32670.0
32768,['1191' '1191' '1191'],2163.802112,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What year did the storm hit Richard's fleet? ",2.163802112,Answer:,32,65.536,0.0,33017.0,2.163802112, 1191,2163.802112,33017.0
32768,['Isaac Komnenos' 'Isaac' 'Isaac Komnenos'],2152.136704,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who ruled Cyprus in 1191? ",2.152136704,Answer:,32,65.536,0.0,32839.0,2.152136704, Isaac Komnenos,2152.136704,32839.0
32768,['Conrad of Montferrat' 'Conrad of Montferrat' 'Conrad of Montferrat'],2184.511488,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was Guy's Rival? ",2.184511488,Answer:,32,65.536,0.0,33333.0,2.184511488, Conrad of Montferrat,2184.511488,33333.0
32768,['silver' 'silver' 'silver'],2226.061312,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What were Isaac's chains made out of? ",2.226061312,Answer:,32,65.536,0.0,33967.0,2.226061312, silver,2226.061312,33967.0
32768,['Guy de Lusignan' 'Guy de Lusignan' 'Guy de Lusignan'],2170.355712,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who led Richard's troops when Cyprus was conquered? ",2.170355712,Answer:,32,65.536,0.0,33117.0,2.170355712, Guy de Lusignan,2170.355712,33117.0
32768,['Africa' 'Africa' 'Africa'],2209.87392,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What continent are the Canarian Islands off the coast of? ",2.20987392,Answer:,32,65.536,0.0,33720.0,2.20987392, Africa,2209.87392,33720.0
32768,['Bethencourt' 'Bethencourt' 'Bethencourt'],2208.301056,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who became the King of the Canary Islands? ",2.208301056,Answer:,32,65.536,0.0,33696.0,2.208301056, Bethencourt,2208.301056,33696.0
32768,"['Enrique Pérez de Guzmán' 'Enrique Pérez de Guzmán'
 'Enrique Pérez de Guzmán']",2008.547328,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who bought the rights? ",2.008547328,Answer:,32,65.536,0.0,30648.0,2.008547328," Enrique Pérez de Guzmán, 2nd Count de Niebla",2008.547328,30648.0
32768,['Maciot de Bethencourt' 'Maciot de Bethencourt' 'Maciot de Bethencourt'],2093.940736,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who sold the rights? ",2.093940736,Answer:,32,65.536,0.0,31951.0,2.093940736, Jean's nephew Maciot de Bethencourt,2093.940736,31951.0
32768,['Channel Islands' 'the Channel Islands' 'the Channel Islands'],2096.431104,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Where are Jersey and Guernsey ",2.096431104,Answer:,32,65.536,0.0,31989.0,2.096431104, Jersey and Guernsey are in the Channel Islands.,2096.431104,31989.0
32768,['two' 'two' 'two'],2140.667904,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: How many customaries does Norman customary law have? ",2.140667904,Answer:,32,65.536,0.0,32664.0,2.140667904, Two,2140.667904,32664.0
32768,['Romanesque' 'Romanesque' 'Romanesque'],2202.0096,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What is the Norman architecture idiom? ",2.2020096,Answer:,32,65.536,0.0,33600.0,2.2020096," A unique Romanesque idiom characterized by rounded arches, particularly over windows and doorways, and massive proportions.",2202.0096,33600.0
32768,['rounded' 'rounded' 'rounded'],2043.019264,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What kind of arches does Norman architecture have? ",2.043019264,Answer:,32,65.536,0.0,31174.0,2.043019264, Rounded arches,2043.019264,31174.0
32768,['Early Gothic' 'Early Gothic' 'Early Gothic'],2154.233856,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What architecture type came after Norman in England? ",2.154233856,Answer:,32,65.536,0.0,32871.0,2.154233856, Early Gothic,2154.233856,32871.0
32768,['Anglo-Saxon' 'Anglo-Saxon' 'Anglo-Saxon'],2209.808384,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What architecture type came before Norman in England? ",2.209808384,Answer:,32,65.536,0.0,33719.0,2.209808384, Anglo-Saxon,2209.808384,33719.0
32768,['Sicily' 'Sicily' 'Kingdom of Sicily'],2221.539328,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What place had the Norman Arab architectural style? ",2.221539328,Answer:,32,65.536,0.0,33898.0,2.221539328, The Kingdom of Sicily,2221.539328,33898.0
32768,['early 11th century' '11th century' 'in the early 11th century'],2231.107584,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When did the church reform begin? ",2.231107584,Answer:,32,65.536,0.0,34044.0,2.231107584, early 11th century,2231.107584,34044.0
32768,['dukes' 'the dukes' 'dukes'],2205.024256,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who used the church to unify themselves? ",2.205024256,Answer:,32,65.536,0.0,33646.0,2.205024256, The dukes of Normandy,2205.024256,33646.0
32768,['16th century' 'the 16th century' 'in the 16th century'],2206.400512,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When were the French wars of religion? ",2.206400512,Answer:,32,65.536,0.0,33667.0,2.206400512, 16th century,2206.400512,33667.0
32768,['embroidery' 'embroidery' 'embroidery'],2173.108224,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What kind of needlework was used in the creation of the Bayeux Tapestry? ",2.173108224,Answer:,32,65.536,0.0,33159.0,2.173108224, embroidery,2173.108224,33159.0
32768,['Bayeux Tapestry' 'the Bayeux Tapestry' 'the Bayeux Tapestry'],2138.898432,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What is Norman art's most well known piece? ",2.138898432,Answer:,32,65.536,0.0,32637.0,2.138898432, The Bayeux Tapestry,2138.898432,32637.0
32768,['Odo' 'Odo' 'Odo'],2205.417472,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who commissioned the Tapestry? ",2.205417472,Answer:,32,65.536,0.0,33652.0,2.205417472," Odo, the Bishop of Bayeux and first Earl of Kent",2205.417472,33652.0
32768,['mosaics' 'mosaics' 'mosaics'],2084.306944,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What is the most important type of Norman art preserved in churches? ",2.084306944,Answer:,32,65.536,0.0,31804.0,2.084306944, mosaics,2084.306944,31804.0
32768,['11th' 'the 11th' '11th'],2172.911616,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: In what century did important classical music developments occur in Normandy? ",2.172911616,Answer:,32,65.536,0.0,33156.0,2.172911616, 11th century,2172.911616,33156.0
32768,"['William of Volpiano and John of Ravenna'
 'William of Volpiano and John of Ravenna'
 'William of Volpiano and John of Ravenna']",2115.108864,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who were the two abbots at Fécamp Abbey? ",2.115108864,Answer:,32,65.536,0.0,32274.0,2.115108864, William of Volpiano and John of Ravenna,2115.108864,32274.0
32768,['southern Italy' 'southern Italy' 'southern Italy'],2224.61952,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Where did the monks flee to? ",2.22461952,Answer:,32,65.536,0.0,33945.0,2.22461952, southern Italy,2224.61952,33945.0
32768,"[""Latin monastery at Sant'Eufemia."" ""a Latin monastery at Sant'Eufemia""
 ""Sant'Eufemia""]",2049.572864,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What monastery did the Saint-Evroul monks establish in Italy? ",2.049572864,Answer:,32,65.536,0.0,31274.0,2.049572864, Sant'Eufemia,2049.572864,31274.0
32768,['Robert Guiscard' 'Robert Guiscard' 'Robert Guiscard'],2114.125824,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who patronized the monks in Italy?  ",2.114125824,Answer:,32,65.536,0.0,32259.0,2.114125824, Robert Guiscard,2114.125824,32259.0
32768,['singing' 'singing' 'singing'],2040.266752,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What tradition were the Saint-Evroul monks known for? ",2.040266752,Answer:,32,65.536,0.0,31132.0,2.040266752, singing,2040.266752,31132.0
32768,"['Computational complexity theory' 'Computational complexity theory'
 'Computational complexity theory']",2200.633344,qa_1,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What branch of theoretical computer science deals with broadly classifying computational problems by difficulty and class of relationship? ",2.200633344,Answer:,32,65.536,0.0,33579.0,2.200633344, Computational complexity theory,2200.633344,33579.0
