memory_budget_unit,uncompressed_kv_memory_gb,predicted_answer,retained_context_tokens,memory_budget,compression_ratio,question,token_budget,context_tokens,kv_memory_per_token_kb,context_id,answer_prefix,max_new_tokens,context_length,task,retained_kv_memory_mb,uncompressed_kv_memory_mb,retained_kv_memory_gb,answer
MB,4.280025088,3EABBAA80DD4,7812.0,512.0,0.8803821890120659,Query key: K_1247A5E5A5AB,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_A28D9BF00273']
MB,4.280025088,3EABBAA80DD4,7812.0,512.0,0.8803821890120659,Query key: K_88BD2BCFBE01,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_3EABBAA80DD4']
MB,4.280025088,451B6123FDF7,7812.0,512.0,0.8803821890120659,Query key: K_765629D4BEEF,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_451B6123FDF7']
MB,4.280025088,0,7812.0,512.0,0.8803821890120659,Query key: K_ECE6FD5166E6,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_B02BA3D70628']
MB,4.280025088,5304AF42E12F,7812.0,512.0,0.8803821890120659,Query key: K_38388E944239,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_5304AF42E12F']
MB,4.280025088,0E51C6A7EE39,7812.0,512.0,0.8803821890120659,Query key: K_C4B0D7C524A5,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_0E51C6A7EE39']
MB,4.280025088,6EB736B82481,7812.0,512.0,0.8803821890120659,Query key: K_D2613AA2E4F9,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_CE170837B8A3']
MB,4.280025088,10F1448AAA9E,7812.0,512.0,0.8803821890120659,Query key: K_66B250C187FC,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_10F1448AAA9E']
MB,4.280025088,9132F16287E4,7812.0,512.0,0.8803821890120659,Query key: K_E9C33602F8AC,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_9132F16287E4']
MB,4.280025088,366E508EBAD7,7812.0,512.0,0.8803821890120659,Query key: K_B7C9E059A0EE,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_366E508EBAD7']
MB,4.280025088,2493757750A9,7812.0,512.0,0.8803821890120659,Query key: K_7FCDA7CAD415,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_E27A654821D0']
MB,4.280025088,2493757750A9,7812.0,512.0,0.8803821890120659,Query key: K_A491EA1FCA65,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_2493757750A9']
MB,4.280025088,5958EEEA163E,7812.0,512.0,0.8803821890120659,Query key: K_23BE43CF2FDE,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_BEB73F22FAF8']
MB,4.280025088,2493757750A9,7812.0,512.0,0.8803821890120659,Query key: K_89FA8FB5D27B,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_BF3C434308BC']
MB,4.280025088,9562E5D7B875,7812.0,512.0,0.8803821890120659,Query key: K_6DAD95A76D79,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_9562E5D7B875']
MB,4.280025088,5CAB663F1C97,7812.0,512.0,0.8803821890120659,Query key: K_5CAB663F1C97,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_FF50382567B8']
MB,4.280025088,7E57827050A8,7812.0,512.0,0.8803821890120659,Query key: K_2369FF5E9FF0,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_7E57827050A8']
MB,4.280025088,09CB43F59A85,7812.0,512.0,0.8803821890120659,Query key: K_C17A1745D6D8,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_DC710C0FD195']
MB,4.280025088,27201C11F735,7812.0,512.0,0.8803821890120659,Query key: K_27201C11F735,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_28F4A0A04DC4']
MB,4.280025088,98AE6C12ACE8,7812.0,512.0,0.8803821890120659,Query key: K_AE34CAC5B68C,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_98AE6C12ACE8']
MB,4.280025088,988C61B1CD22,7812.0,512.0,0.8803821890120659,Query key: K_628010435A10,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_988C61B1CD22']
MB,4.280025088,405C877409A9,7812.0,512.0,0.8803821890120659,Query key: K_77D2FF01CF99,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_405C877409A9']
MB,4.280025088,134CEC5B227C,7812.0,512.0,0.8803821890120659,Query key: K_8DA0F89897B9,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_F143DC5C0EED']
MB,4.280025088,1D53B88139B9,7812.0,512.0,0.8803821890120659,Query key: K_AE2702F06B90,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_1D53B88139B9']
MB,4.280025088,1,7812.0,512.0,0.8803821890120659,Query key: K_E281AE849217,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_C0398976E334']
MB,4.280025088,5715A4161293,7812.0,512.0,0.8803821890120659,Query key: K_C4C2444EA7C8,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_5715A4161293']
MB,4.280025088,287D6F4CC69A,7812.0,512.0,0.8803821890120659,Query key: K_4B221C8EAEE9,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_287D6F4CC69A']
MB,4.280025088,1238743B65A2,7812.0,512.0,0.8803821890120659,Query key: K_00D474273CA3,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_B8DBF42D47CC']
MB,4.280025088,113934C1C3EA,7812.0,512.0,0.8803821890120659,Query key: K_B83CE037E5ED,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_F8CD436D76E2']
MB,4.280025088,81F72DBC2134,7812.0,512.0,0.8803821890120659,Query key: K_C30F8026695F,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_81F72DBC2134']
MB,4.280025088,5FB82720797D,7812.0,512.0,0.8803821890120659,Query key: K_1B3DE9A1FA6F,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_A013DEDA4E16']
MB,4.280025088,81F6A39231A7,7812.0,512.0,0.8803821890120659,Query key: K_D7774C66E0A8,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_81F6A39231A7']
MB,4.280025088,5FB82720797D,7812.0,512.0,0.8803821890120659,Query key: K_32EB9BE578C7,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_5FB82720797D']
MB,4.280025088,13398BABCE3B,7812.0,512.0,0.8803821890120659,Query key: K_295BC333E861,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_F4188A14BE62']
MB,4.280025088,09CB43F59A85,7812.0,512.0,0.8803821890120659,Query key: K_EC24C754108F,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_EB2287C5421E']
MB,4.280025088,7D1552FBE43B,7812.0,512.0,0.8803821890120659,Query key: K_995400257AD1,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_7D1552FBE43B']
MB,4.280025088,5CECEDD96831,7812.0,512.0,0.8803821890120659,Query key: K_1CA304FC6D82,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_5CECEDD96831']
MB,4.280025088,0CF20577AEA9,7812.0,512.0,0.8803821890120659,Query key: K_FC3EE0F3EAB0,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_CE88D4E80839']
MB,4.280025088,3DA90ED42F1A,7812.0,512.0,0.8803821890120659,Query key: K_3D4C4EB93EFF,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_3DA90ED42F1A']
MB,4.280025088,1429F26B4776,7812.0,512.0,0.8803821890120659,Query key: K_913EE0C53CB8,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_1429F26B4776']
MB,4.280025088,1,7812.0,512.0,0.8803821890120659,Query key: K_BB5E15ED6269,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_D0E67C69DEE1']
MB,4.280025088,885FC2B6D2C5,7812.0,512.0,0.8803821890120659,Query key: K_FA5D11B7E948,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_885FC2B6D2C5']
MB,4.280025088,2A458CBFEDB0,7812.0,512.0,0.8803821890120659,Query key: K_2031C40DB9B4,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_A8E520DE435D']
MB,4.280025088,2A458CBFEDB0,7812.0,512.0,0.8803821890120659,Query key: K_F26479AC1B1E,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_2A458CBFEDB0']
MB,4.280025088,9B49DF57C59A,7812.0,512.0,0.8803821890120659,Query key: K_871543DAC043,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_9B49DF57C59A']
MB,4.280025088,2A458CBFEDB0,7812.0,512.0,0.8803821890120659,Query key: K_F6E06C52C49F,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_EDCD36386821']
MB,4.280025088,6A758769538A,7812.0,512.0,0.8803821890120659,Query key: K_C1598A0F4EFB,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_B09BBADCC32A']
MB,4.280025088,66244FCCA39A,7812.0,512.0,0.8803821890120659,Query key: K_B683337EA2DF,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_66244FCCA39A']
MB,4.280025088,5F98A65E688E,7812.0,512.0,0.8803821890120659,Query key: K_ABF3FEC21BBE,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_5F98A65E688E']
MB,4.280025088,7394847FD9B4,7812.0,512.0,0.8803821890120659,Query key: K_E64D702753A1,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_7394847FD9B4']
MB,4.280025088,10643985C3CF,7812.0,512.0,0.8803821890120659,Query key: K_3F761EFA2197,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_10643985C3CF']
MB,4.280025088,8DCD969B6662,7812.0,512.0,0.8803821890120659,Query key: K_0562568CC69B,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_8DCD969B6662']
MB,4.280025088,01D738602AB6,7812.0,512.0,0.8803821890120659,Query key: K_96A43AE8CC93,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_01D738602AB6']
MB,4.280025088,0F841931E9EE,7812.0,512.0,0.8803821890120659,Query key: K_B535122C9A56,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_0F12A18FF6B6']
MB,4.280025088,080AE7C99B26,7812.0,512.0,0.8803821890120659,Query key: K_11413A9BEDD4,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_080AE7C99B26']
MB,4.280025088,839F1223B513,7812.0,512.0,0.8803821890120659,Query key: K_5496DC1110C1,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_839F1223B513']
MB,4.280025088,11C5DD463C09,7812.0,512.0,0.8803821890120659,Query key: K_474A3CEDDF2D,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_7C44AB4220A7']
MB,4.280025088,1,7812.0,512.0,0.8803821890120659,Query key: K_8A0B36D8393A,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_B92D21DF306F']
MB,4.280025088,9382922FE15A,7812.0,512.0,0.8803821890120659,Query key: K_E1E3EF7DDC76,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_9382922FE15A']
MB,4.280025088,7914C8DCD19F,7812.0,512.0,0.8803821890120659,Query key: K_3E357900F7F9,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_7914C8DCD19F']
MB,4.280025088,182530BEB45F,7812.0,512.0,0.8803821890120659,Query key: K_6835CEB81F9D,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_182530BEB45F']
MB,4.280025088,182530BEB45F,7812.0,512.0,0.8803821890120659,Query key: K_A8B318D0752B,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_5AB36E595ED3']
MB,4.280025088,182530BEB45F,7812.0,512.0,0.8803821890120659,Query key: K_693D6C6FA611,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_DD24778EEDB3']
MB,4.280025088,134CEC5B227C,7812.0,512.0,0.8803821890120659,Query key: K_0DDEBAA4B71A,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_A748AC619E63']
MB,4.280025088,0F841931E9EE,7812.0,512.0,0.8803821890120659,Query key: K_A56CFBF24050,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_0F841931E9EE']
MB,4.280025088,0C3CC7E53BBB,7812.0,512.0,0.8803821890120659,Query key: K_BA6C6712303A,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_CCF356DC8907']
MB,4.280025088,310C3FA7F104,7812.0,512.0,0.8803821890120659,Query key: K_1BF9DC96925E,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_310C3FA7F104']
MB,4.280025088,23E272D8567D,7812.0,512.0,0.8803821890120659,Query key: K_894A30B187EF,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_23E272D8567D']
MB,4.280025088,766E474EBC19,7812.0,512.0,0.8803821890120659,Query key: K_2EF96C006F61,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_766E474EBC19']
MB,4.280025088,134CEC5B227C,7812.0,512.0,0.8803821890120659,Query key: K_DFDE3FF350BF,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_134CEC5B227C']
MB,4.280025088,134CEC5B227C,7812.0,512.0,0.8803821890120659,Query key: K_CEDA71710434,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_DB20DC815FE7']
MB,4.280025088,19108CE21EA3,7812.0,512.0,0.8803821890120659,Query key: K_19108CE21EA3,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_A6F20CF35B58']
MB,4.280025088,03C7D605E770,7812.0,512.0,0.8803821890120659,Query key: K_8A63FFD0F9D5,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_03C7D605E770']
MB,4.280025088,09CB43F59A85,7812.0,512.0,0.8803821890120659,Query key: K_17E0F8102383,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_C0E9ED2662E9']
MB,4.280025088,680A2A935D62,7812.0,512.0,0.8803821890120659,Query key: K_3C83D9441FA5,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_680A2A935D62']
MB,4.280025088,09CB43F59A85,7812.0,512.0,0.8803821890120659,Query key: K_7B3A7C52FA17,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_DD5936B82481']
MB,4.280025088,2A250F02BAD0,7812.0,512.0,0.8803821890120659,Query key: K_E70666AA9385,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_2A250F02BAD0']
MB,4.280025088,63F2FC3D3348,7812.0,512.0,0.8803821890120659,Query key: K_008D610461E3,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_63F2FC3D3348']
MB,4.280025088,63F2FC3D3348,7812.0,512.0,0.8803821890120659,Query key: K_ED3043E458FC,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_C8FEC8B8D9C6']
MB,4.280025088,0,7812.0,512.0,0.8803821890120659,Query key: K_4906747B6DBA,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_B2536C4A37EA']
MB,4.280025088,09648CD321B0,7812.0,512.0,0.8803821890120659,Query key: K_BB02F512C4C3,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_C88AFED4057D']
MB,4.280025088,7C96B7E99ACA,7812.0,512.0,0.8803821890120659,Query key: K_A9708E46D534,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_7C96B7E99ACA']
MB,4.280025088,37BB4BF50B52,7812.0,512.0,0.8803821890120659,Query key: K_309D27A0C3D7,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_37BB4BF50B52']
MB,4.280025088,5048BF7B539B,7812.0,512.0,0.8803821890120659,Query key: K_0EF8F7FD5646,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_BC59944528C0']
MB,4.280025088,5048BF7B539B,7812.0,512.0,0.8803821890120659,Query key: K_0F9A8ACD4E10,7812.0,65308.0,65.536,context_0000,Answer: ,32,62995,synthetic_kv_64k,511.967232,4280.025088,0.511967232,['V_5048BF7B539B']
