answers,memory_budget_unit,task,token_budget,compression_ratio,split,answer_prefix,predicted_answer,memory_budget,retained_kv_memory_mb,retained_context_tokens,uncompressed_kv_memory_gb,uncompressed_kv_memory_mb,context_tokens,question,retained_kv_memory_gb,max_new_tokens,kv_memory_per_token_kb
"[""2018 Kentucky Bank Tennis Championships – Men's Singles""
 ""2018 Kunming Open – Men's Doubles""
 ""2018 Stockton Challenger – Men's Singles""
 ""2019 Burnie International – Men's Doubles""
 ""2019 Launceston Tennis International – Men's Singles""]",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['2009 Chennai Open – Singles', '2009 Chennai Open – Singles']  
- The tennis man Lloyd Harris won the 2009 Chennai Open – Singles competition.",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which competition did the tennis man Lloyd Harris win?
",0.255983616,256,147.456
"['Dead Heavens' 'Gorilla Biscuits' 'Quicksand' 'Rival Schools'
 'Walking Concert']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['group1', 'group2']  
**Answer:**  
- The ""Young Americans"" group  
- The ""New York City"" group",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What groups was Walter Schreifels a member of?
",0.255983616,256,147.456
['Arabsat-1A' 'Arabsat-1B' 'Arabsat-5A' 'Badr-4' 'INSAT-2DT'],MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['Arab Satellite Communications Organization', '2008-001']  
- The Arab Satellite Communications Organization owns the satellite known as ""ArabSat 1A"" and ""ArabSat 1B"".",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What does the Arab Satellite Communications Organization own?
",0.255983616,256,147.456
['Diplopedia' 'RationalWiki' 'Uncyclopedia' 'Veropedia' 'Wiktionary'],MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['TITLE: ""2008-09-15-00133"", ID: ""2008-09-15-00133""]  
['TITLE: ""2008-09-15-00133"", ID: ""2008-09-15-00133""]  
- The existing wiki projects include ""The Addams Family"" and ""The New",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What are the existing wiki projects ?
",0.255983616,256,147.456
"['Byeongsan Seowon' 'Dosan Seowon' 'Oksan Seowon' 'Seoak Seowon'
 'Sosu Seowon']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['The Mountaineer (Katoomba)', '1']  
['The Mountaineer (Katoomba)', '1']",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What are some of the notable seowons ?
",0.255983616,256,147.456
"[""2015 Wimbledon Championships – Boys' Singles""
 ""2016 Charlottesville Men's Pro Challenger – singles""
 '2018 BNP Paribas Primrose Bordeaux – singles'
 '2018 JSM Challenger of Champaign–Urbana – singles'
 '2018 Knoxville Challenger – singles']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['2008-01-01', '2008-01-01']  
['2008-01-01']  
['2008-01-01']  
['2008-01-01']  
['2008-01-01']  
['2008-01-01']  
['2008-01-0",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In which sports competition did Reilly Opelka emerge victorious?
",0.255983616,256,147.456
"['Christian Peter' 'Howard Barbieri' 'Jeff Kunkel' 'Knowshon Moreno'
 'Melanie McGuire']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['Middletown High School South', 'Middletown High School South']  
['Middletown High School South', 'Middletown High School South']",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who graduated from Middletown High School South?
",0.255983616,256,147.456
"['2015 Città di Caltanissetta – singles'
 '2016 Open Città della Disfida – singles' '2016 Stockholm Open – doubles'
 '2017 Internationaux de Tennis de Vendée – singles'
 '2017 Internazionali di Tennis del Friuli Venezia Giulia – singles']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['Elias Ymer', 'Elias Ymer', 'Elias Ymer', 'Elias Ymer', 'Elias Ymer', 'Elias Ymer', 'Elias Ymer', 'Elias Ymer', 'Elias Ymer', 'Elias Ymer', 'Elias Ymer', 'Elias Ymer', 'Elias Ymer', 'Elias Ymer', 'Elias Ymer', 'Elias Ymer', 'Elias Y",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What competition did Elias Ymer win?
",0.255983616,256,147.456
"['Antonio London' 'Bryan Morris' 'Dewon Brazelton' 'Dustin Lynch'
 'Jordan Sheffield']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['Tullahoma High School alumni', 'Tullahoma High School alumni']  
- The document titled ""Tullahoma High School alumni"" mentions that the musician who is the main focus of the article, ""Tullahoma High School alumni"", is a former student of Tullahoma High School.",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who are Tullahoma High School alumni?
",0.255983616,256,147.456
"['Conditional release' 'Ghost' 'The Bright Day' 'The Sale'
 'The Traces of Light']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['The 2008 Primetime Emmy Awards', 'The 2008 Primetime Emmy Awards']  
The 2008 Primetime Emmy Awards",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: For which motion picture was Hossein Shahabi responsible for production?
",0.255983616,256,147.456
['Ego Ferguson' 'Jerry Janes' 'Ron Rivera' 'Roquan Smith' 'Will Sutton'],MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['2008-Publication-10', '2008-Publication-11']  
- The Chicago Bears drafted a linebacker named ""L. L. Bean"" (likely a reference to a player's name or a nickname).",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What lineback was drafted by the Chicago Bears?
",0.255983616,256,147.456
['Amy Fote' 'Connor Walsh' 'Jun Shuang Huang' 'Simon Ball' 'Stanton Welch'],MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['query', 'answer']  
[  
  {""title"": ""The Mountaineer (Katoomba)"", ""id"": ""5"", ""answer"": ""The document does not provide specific information about who is employed by the Houston Ballet. However, it mentions that Richard Aitson was employed by the Houston Ballet and was involved in the Houston Ballet's operations.""},  
  {""title"": ""The Mountaineer (Katoomba)"", ""id"": ""5"", ""answer"": """,256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is employed by the Houston Ballet?
",0.255983616,256,147.456
"['After the Rain' ""Alice's Adventures in Wonderland""
 'An American in Paris' 'Carousel' 'Liturgy']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['The Nutcracker', 'NUTCRACKER']  
['The Nutcracker']",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which ballet features dances were choreographed by Christopher Wheeldon?
",0.255983616,256,147.456
"['Asterix and Cleopatra' ""Asterix and the Chieftain's Shield""
 'Asterix and the Great Crossing' 'Asterix in Belgium' 'Obelix and Co.']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['The Adventures of Tintin', 'The Adventures of Tintin']",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Albert Uderzo illustrated what comic?
",0.255983616,256,147.456
"['Battle Creek' 'Better Call Saul' 'Breaking Bad' 'The Lone Gunmen'
 'The X-Files']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['The Breaking Bad Television Series', 'Breaking Bad (TV series)']  
Vince Gilligan was the executive producer of the television program ""Breaking Bad"".",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Vince Gilligan was the executive producer of what television program?
",0.255983616,256,147.456
"['MS European Seaway' 'MS Pride of Burgundy' 'MS Pride of Calais'
 'MS Pride of Dover' 'MS Spirit of France']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['1936-01-01-10', '1936-01-01-11']  
List of vessels with a home port of Dover:  
- ""1936-01-01-10"": ""1936-01-01-10""  
- ""1936-01-01-11"": ""1936-01-0",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which vessels had a home port of Dover?
",0.255983616,256,147.456
['argon' 'helium' 'krypton' 'neon' 'xenon'],MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['The First World War', 'The First World War', 'The First World War', 'The First World War', 'The First World War', 'The First World War', 'The First World War', 'The First World War', 'The First World War', 'The First World War', 'The First World War', 'The First World War', 'The First World War', 'The First World War', 'The First World War', 'The First World War', 'The First World",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What did WIlliam Ramsey discover?
",0.255983616,256,147.456
"['Detention River Christian Community' 'Elmendorf Christian Community'
 'Milltown Hutterite Colony' 'Owa Hutterite Colony' 'Schmiedeleut']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['Hutterite', 'Hutterite']  
['Hutterite', 'Hutterite']  
**Answer:**  
- The group that identifies itself as Hutterite is the **Hutterite** people.  
- The ID of the document used is **Hutterite**.",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What group or person identifies itself as Hutterite?
",0.255983616,256,147.456
"[""2008 Pilot Pen Tennis – Men's Singles"" '2009 Chennai Open – singles'
 '2010 Aircel Chennai Open – singles' '2010 PBZ Zagreb Indoors – singles'
 '2011 St. Petersburg Open – singles']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['2009 Chennai Open – Singles', '2009 Chennai Open – Singles']",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Marin Čilić was the victor of which competition?
",0.255983616,256,147.456
"['Agys Ramsaran Verma' 'Lokendra Singh' 'Mithlesh Kumar'
 'Mukund Lal Agrawal' 'Virendra Singh']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['5', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is a former student from Bareilly College?
",0.255983616,256,147.456
['Breakfast' 'Rush TV' 'Us Girls' 'Wazzup Wazzup' 'Y Speak'],MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['TV Show: The Young Frankenstein', 'ID: 1']  
['The Young Frankenstein']",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What TV show originally was broadcast by Studio 23?
",0.255983616,256,147.456
"['Edward Kennion' 'Eleanor Coade' 'Theodora Cowan' 'William Pether'
 'William Wynne Ryland']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['The Society of Artists has which person as a member?', 'The Society of Artists has which person as a member?']

The Society of Artists has which person as a member?  
- **TITLE**: ""The Society of Artists has which person as a member?""  
- **ID**: ""The Society of Artists has which person as a member?""  

**Answer:**  
- The Society of Artists has **Jeffrey E. Johnson** as a member.",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: The Society of Artists has which person as a member?
",0.255983616,256,147.456
['Nirel' 'Oriyardori Asal' 'Rang' 'Sompa' 'Suddha'],MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: , ['2008 Internationaux de Lausanne - 2008 Internationaux de Lausanne - 2008 Internationaux de Lausanne - 2008 Internationaux de Lausanne - 2008 Internationaux de Lausanne - 2008 Internationaux de Lausanne - 2008 Internationaux de Lausanne - 2008 Internationaux de,256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which movie originally had dialogue spoken in Tulu?
",0.255983616,256,147.456
"['1998 Asian Super Cup' '2015 King Cup Final' '2015 Saudi Super Cup'
 '2016 King Cup Final' '2017–18 Saudi Professional League']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['2009 Chennai Open – Singles', '2009 Chennai Open – Singles']  
['Chennai Open']",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which contests did Al-Nassr take part in?
",0.255983616,256,147.456
['Bobby Hope' 'Harold Bodle' 'John Barton' 'Kevin Poole' 'Mick Walker'],MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['query', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '2",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What person was in charge of Burton Albion F.C.?
",0.255983616,256,147.456
"['Coppélia' 'La Vivandière or Markitenka' 'La source' 'Pâquerette'
 'The Little Humpbacked Horse']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['Arthur Saint-Léon', 'Arthur Saint-Léon']  
- Arthur Saint-Léon choreographed a ballet.",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Arthur Saint-Léon choreographed what kind of dance?
",0.255983616,256,147.456
['Amdo Tibetan' 'Central Tibetan' 'Khams Tibetan' 'Ladakhi' 'Tibetan'],MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['Chinese', 'Chinese']  
[  
  {""title"": ""Which language is native to Tibet?"", ""id"": ""query""},  
  {""title"": ""The 2008 Beijing Summer Olympics"", ""id"": ""2008 Beijing Summer Olympics""}  
]",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which language is native to Tibet?
",0.255983616,256,147.456
['Auguste Piccard' 'Ben Franklin' 'F.-A. Forel' 'Goliath' 'Titan'],MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['Giovanola', 'Giovanola']  
['Giovanola', 'Giovanola']  
['Giovanola', 'Giovanola']  
['Giovanola', 'Giovanola']  
['Giovanola', 'Giovanola']  
['Giovanola', 'Giovanola']  
['Giovanola', 'Giovanola']  
['Giovanola', 'Gio",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What items did Giovanola produce?
",0.255983616,256,147.456
"['Adam Wakeman' 'Geoff Nicholls' 'Neil Murray' 'Tony Martin'
 'Vinny Appice']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['Black Sabbath had who as a member?', 'Black Sabbath (band)']
['Black Sabbath had who as a member?', 'Black Sabbath (band)']",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Black Sabbath had who as a member?
",0.255983616,256,147.456
"['633 Squadron' 'The Great Escape' 'The Satan Bug' 'To Sir, with Love'
 'Walk Like a Dragon']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['The 1985 movie ""The Young Victoria""']  
['The Young Victoria']",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: James Clavell was screenwriter for what movie?
",0.255983616,256,147.456
"['Bad Astronaut' ""Joey Cape's Bad Loud"" 'Lagwagon'
 'Me First and the Gimme Gimmes' 'The Playing Favorites']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['Joey Cape is part of what musical group?', 'Joey Cape is part of what musical group?']

**Answer:**
- The musical group mentioned in the query is ""Joey Cape"" which is part of the ""Joel and the Gorilla"" group. This information is derived from the document titled ""Joey Cape's Band"" with ID: ""Joey Cape's Band"".",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Joey Cape is part of what musical group?
",0.255983616,256,147.456
"['Blaine Island' 'Magic Island' 'Scotts Island' 'Tyler Island'
 'Wilson Island (West Virginia)']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['Kanawha River', '10']  
['Kanawha River'] is a geographic entity, and the document mentions that the ""Kanawha River"" is located in the U.S. state of West Virginia. The ""Kanawha River"" is also noted as being adjacent to the ""Kanawha River"" in the context of the ""Kanawha River"" and ""Kanawha River"" being the same entity. However, the",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What geographic entity is next to Kanawha River?
",0.255983616,256,147.456
"['Arthur Mann' 'George Kerr' 'Jimmy Cringan' ""Ray O'Brien"" 'Rob Scott']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['query', 'answer', 'references']
['query', 'answer', 'references']",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was the coach of Boston United FC?
",0.255983616,256,147.456
"['Death Stalks the Night' 'Sleep No More' 'Three Tales of Horror'
 'Who Knocks?' 'Worse Things Waiting']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['The Story About Pookkal', 'The Story About Pookkal']  
The piece of literature that featured illustrations by Lee Brown Coye is ""The Story About Pookkal"".",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What piece of literature featured illustrations by Lee Brown Coye?
",0.255983616,256,147.456
"['Black Thorn, White Rose' 'Ruby Slippers, Golden Tears'
 'Salon Fantastique' 'Snow White, Blood Red'
 ""Year's Best Fantasy and Horror""]",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['The 2008 Primetime Emmy Awards', 'The 2008 Primetime Emmy Awards']  
- ""The 2008 Primetime Emmy Awards""",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which work of literature did Terri Windling edit?
",0.255983616,256,147.456
['Central Ojibwa' 'Eastern Ojibwa' 'Mohawk' 'Northwestern Ojibwa' 'Oneida'],MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['Ontario's native language is English.']
  
**Title:** Ontario's native language  
**ID:** 2015-04-01-001",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is Ontario's native language ?
",0.255983616,256,147.456
['Aneroid Lake' 'Bonny Lakes' 'Dollar Lake' 'Legore Lake' 'Roger Lake'],MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['Eagle Cap Wilderness', '10']  
List:  
- Eagle Cap Wilderness (ID: 10)",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which landform is located in the protected area Eagle Cap Wilderness?
",0.255983616,256,147.456
