uncompressed_kv_memory_gb,answer_prefix,answer,memory_budget,compression_ratio,max_new_tokens,kv_memory_per_token_kb,retained_context_tokens,context_tokens,token_budget,context_length,retained_kv_memory_mb,memory_budget_unit,retained_kv_memory_gb,question,predicted_answer,task,uncompressed_kv_memory_mb
2.7295744,The special magic number for fretful-deposition mentioned in the provided text is,['3536076'],0.8,0.7069147659063626,128,65.536,12207.0,41650.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for fretful-deposition mentioned in the provided text? , **3536076**.,niah_multikey_2,2729.5744
2.726363136,The special magic number for lazy-terrorism mentioned in the provided text is,['8276492'],0.8,0.7065695536164995,128,65.536,12207.0,41601.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for lazy-terrorism mentioned in the provided text? , **8276492**.,niah_multikey_2,2726.363136
2.728460288,The special magic number for agonizing-budget mentioned in the provided text is,['4548730'],0.8,0.70679509043307,128,65.536,12207.0,41633.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for agonizing-budget mentioned in the provided text? , **4548730**.,niah_multikey_2,2728.460288
2.725052416,The special magic number for adamant-notice mentioned in the provided text is,['6745701'],0.8,0.7064284168249921,128,65.536,12207.0,41581.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for adamant-notice mentioned in the provided text? ," **6745701**.

(Note: The text lists ""adamant-notice"" twice. The first instance is associated with the number 7176611, but the second and final instance lists the number 6745701. Based on the order of appearance in the text, the last mentioned value is 6745701.)

*Correction*: Upon re-reading the text carefully, there are two entries for ""adamant-notice"":
1. ""One of the special magic numbers for adamant-notice is: **717661",niah_multikey_2,2725.052416
2.728525824,The special magic number for wide-eyed-citizen mentioned in the provided text is,['2794159'],0.8,0.7068021328721719,128,65.536,12207.0,41634.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for wide-eyed-citizen mentioned in the provided text? , **2794159**.,niah_multikey_2,2728.525824
2.722168832,The special magic number for unable-ginseng mentioned in the provided text is,['9225134'],0.8,0.7061174374653922,128,65.536,12207.0,41537.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for unable-ginseng mentioned in the provided text? , **9225134**.,niah_multikey_2,2722.168832
2.732785664,The special magic number for malicious-tributary mentioned in the provided text is,['4492802'],0.8,0.707259166886496,128,65.536,12207.0,41699.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for malicious-tributary mentioned in the provided text? , **4492802**.,niah_multikey_2,2732.785664
2.72859136,The special magic number for debonair-mini-skirt mentioned in the provided text is,['2744281'],0.8,0.7068091749729795,128,65.536,12207.0,41635.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for debonair-mini-skirt mentioned in the provided text? , **2744281**.,niah_multikey_2,2728.59136
2.729377792,The special magic number for permissible-constellation mentioned in the provided text is,['7038971'],0.8,0.7068936538045958,128,65.536,12207.0,41647.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for permissible-constellation mentioned in the provided text? , **7038971**.,niah_multikey_2,2729.377792
2.727673856,The special magic number for workable-gradient mentioned in the provided text is,['3559552'],0.8,0.7067105547680257,128,65.536,12207.0,41621.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for workable-gradient mentioned in the provided text? , **3559552**.,niah_multikey_2,2727.673856
2.728853504,The special magic number for observant-zombie mentioned in the provided text is,['2778671'],0.8,0.7068373399937559,128,65.536,12207.0,41639.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for observant-zombie mentioned in the provided text? , **2778671**.,niah_multikey_2,2728.853504
2.731409408,The special magic number for foregoing-barrel mentioned in the provided text is,['5758921'],0.8,0.7071116656269495,128,65.536,12207.0,41678.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for foregoing-barrel mentioned in the provided text? , **5758921**.,niah_multikey_2,2731.409408
2.732457984,The special magic number for domineering-hardship mentioned in the provided text is,['6402174'],0.8,0.7072240610159735,128,65.536,12207.0,41694.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for domineering-hardship mentioned in the provided text? , **6402174**.,niah_multikey_2,2732.457984
2.733441024,The special magic number for ignorant-hummus mentioned in the provided text is,['3078636'],0.8,0.707329353376969,128,65.536,12207.0,41709.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for ignorant-hummus mentioned in the provided text? , **3078636**.,niah_multikey_2,2733.441024
2.725707776,The special magic number for arrogant-driver mentioned in the provided text is,['3596330'],0.8,0.7064990021879733,128,65.536,12207.0,41591.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for arrogant-driver mentioned in the provided text? , **3596330**.,niah_multikey_2,2725.707776
2.724921344,The special magic number for absurd-character mentioned in the provided text is,['5750392'],0.8,0.7064142956781068,128,65.536,12207.0,41579.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for absurd-character mentioned in the provided text? , **5750392**.,niah_multikey_2,2724.921344
2.728787968,The special magic number for uninterested-variant mentioned in the provided text is,['1305265'],0.8,0.7068302992458811,128,65.536,12207.0,41638.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for uninterested-variant mentioned in the provided text? , **1305265**.,niah_multikey_2,2728.787968
2.693922816,The special magic number for spicy-viability mentioned in the provided text is,['5298028'],0.8,0.7030360531309299,128,65.536,12207.0,41106.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for spicy-viability mentioned in the provided text? , **5298028**.,niah_multikey_2,2693.922816
2.73055744,The special magic number for jaded-bough mentioned in the provided text is,['6352845'],0.8,0.7070202808112325,128,65.536,12207.0,41665.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for jaded-bough mentioned in the provided text? , **6352845**.,niah_multikey_2,2730.55744
2.727346176,The special magic number for adjoining-saviour mentioned in the provided text is,['2612430'],0.8,0.7066753171856979,128,65.536,12207.0,41616.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for adjoining-saviour mentioned in the provided text? , **2612430**.,niah_multikey_2,2727.346176
2.72891904,The special magic number for enchanting-snow mentioned in the provided text is,['9659039'],0.8,0.7068443804034582,128,65.536,12207.0,41640.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for enchanting-snow mentioned in the provided text? , **9659039**.,niah_multikey_2,2728.91904
2.723479552,The special magic number for whimsical-animal mentioned in the provided text is,['4379970'],0.8,0.7062588733546695,128,65.536,12207.0,41557.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for whimsical-animal mentioned in the provided text? , **4379970**.,niah_multikey_2,2723.479552
2.691825664,The special magic number for broad-student mentioned in the provided text is,['3869969'],0.8,0.7028046939669864,128,65.536,12207.0,41074.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for broad-student mentioned in the provided text? , **3869969**.,niah_multikey_2,2691.825664
2.7295744,The special magic number for muddled-hunter mentioned in the provided text is,['6322830'],0.8,0.7069147659063626,128,65.536,12207.0,41650.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for muddled-hunter mentioned in the provided text? , **6322830**.,niah_multikey_2,2729.5744
2.730950656,The special magic number for known-mambo mentioned in the provided text is,['7819470'],0.8,0.7070624655035876,128,65.536,12207.0,41671.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for known-mambo mentioned in the provided text? , **7819470**.,niah_multikey_2,2730.950656
2.731606016,The special magic number for easy-misogyny mentioned in the provided text is,['2040978'],0.8,0.7071327463352607,128,65.536,12207.0,41681.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for easy-misogyny mentioned in the provided text? , **2040978**.,niah_multikey_2,2731.606016
2.729705472,The special magic number for tender-minor mentioned in the provided text is,['6386303'],0.8,0.7069288389513109,128,65.536,12207.0,41652.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for tender-minor mentioned in the provided text? , **6386303**.,niah_multikey_2,2729.705472
2.730164224,The special magic number for exultant-sister mentioned in the provided text is,['9022065'],0.8,0.70697808396745,128,65.536,12207.0,41659.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for exultant-sister mentioned in the provided text? , **9022065**.,niah_multikey_2,2730.164224
2.730950656,The special magic number for penitent-optimization mentioned in the provided text is,['5817296'],0.8,0.7070624655035876,128,65.536,12207.0,41671.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for penitent-optimization mentioned in the provided text? , **5817296**.,niah_multikey_2,2730.950656
2.727804928,The special magic number for distinct-council mentioned in the provided text is,['8371435'],0.8,0.7067246474305071,128,65.536,12207.0,41623.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for distinct-council mentioned in the provided text? , **8371435**.,niah_multikey_2,2727.804928
2.729443328,The special magic number for outrageous-picket mentioned in the provided text is,['5131558'],0.8,0.7069006915097964,128,65.536,12207.0,41648.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for outrageous-picket mentioned in the provided text? , **5131558**.,niah_multikey_2,2729.443328
2.731343872,The special magic number for chunky-aardvark mentioned in the provided text is,['9815171'],0.8,0.7071046380497636,128,65.536,12207.0,41677.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for chunky-aardvark mentioned in the provided text? , **9815171**.,niah_multikey_2,2731.343872
2.692808704,The special magic number for hushed-micronutrient mentioned in the provided text is,['2894770'],0.8,0.7029131884445958,128,65.536,12207.0,41089.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for hushed-micronutrient mentioned in the provided text? , **2894770**.,niah_multikey_2,2692.808704
2.730426368,The special magic number for whimsical-comradeship mentioned in the provided text is,['3692478'],0.8,0.7070062165470561,128,65.536,12207.0,41663.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for whimsical-comradeship mentioned in the provided text? , **3692478**.,niah_multikey_2,2730.426368
2.72564224,The special magic number for stingy-right mentioned in the provided text is,['3859387'],0.8,0.7064919451791296,128,65.536,12207.0,41590.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for stingy-right mentioned in the provided text? , **3859387**.,niah_multikey_2,2725.64224
2.728394752,The special magic number for obscene-recovery mentioned in the provided text is,['8342333'],0.8,0.7067880476556495,128,65.536,12207.0,41632.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for obscene-recovery mentioned in the provided text? , **8342333**.,niah_multikey_2,2728.394752
2.729050112,The special magic number for incompetent-produce mentioned in the provided text is,['3494544'],0.8,0.7068584602084433,128,65.536,12207.0,41642.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for incompetent-produce mentioned in the provided text? , **3494544**.,niah_multikey_2,2729.050112
2.729639936,The special magic number for elated-cop-out mentioned in the provided text is,['9700380'],0.8,0.7069218025977768,128,65.536,12207.0,41651.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for elated-cop-out mentioned in the provided text? , **9700380**.,niah_multikey_2,2729.639936
2.726494208,The special magic number for lopsided-farm mentioned in the provided text is,['8355035'],0.8,0.7065836598322237,128,65.536,12207.0,41603.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for lopsided-farm mentioned in the provided text? , **8355035**.,niah_multikey_2,2726.494208
2.729705472,The special magic number for drab-introduction mentioned in the provided text is,['1769304'],0.8,0.7069288389513109,128,65.536,12207.0,41652.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for drab-introduction mentioned in the provided text? , **1769304**.,niah_multikey_2,2729.705472
2.726232064,The special magic number for debonair-adviser mentioned in the provided text is,['2333664'],0.8,0.7065554460443761,128,65.536,12207.0,41599.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for debonair-adviser mentioned in the provided text? , **2333664**.,niah_multikey_2,2726.232064
2.729115648,The special magic number for uptight-frustration mentioned in the provided text is,['6896272'],0.8,0.7068654996037749,128,65.536,12207.0,41643.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for uptight-frustration mentioned in the provided text? , **6896272**.,niah_multikey_2,2729.115648
2.728656896,The special magic number for imminent-mud mentioned in the provided text is,['8013163'],0.8,0.7068162167355174,128,65.536,12207.0,41636.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for imminent-mud mentioned in the provided text? , **8013163**.,niah_multikey_2,2728.656896
2.730033152,The special magic number for spooky-certification mentioned in the provided text is,['2630053'],0.8,0.7069640156516313,128,65.536,12207.0,41657.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for spooky-certification mentioned in the provided text? , **2630053**.,niah_multikey_2,2730.033152
2.725380096,The special magic number for flashy-edition mentioned in the provided text is,['1147772'],0.8,0.7064637137498196,128,65.536,12207.0,41586.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for flashy-edition mentioned in the provided text? , **1147772**.,niah_multikey_2,2725.380096
2.72367616,The special magic number for abject-hour mentioned in the provided text is,['6464794'],0.8,0.7062800769971126,128,65.536,12207.0,41560.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for abject-hour mentioned in the provided text? , **6464794**.,niah_multikey_2,2723.67616
2.725183488,The special magic number for available-charity mentioned in the provided text is,['8735463'],0.8,0.70644253661352,128,65.536,12207.0,41583.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for available-charity mentioned in the provided text? , **8735463**.,niah_multikey_2,2725.183488
2.7295744,The special magic number for endurable-rivulet mentioned in the provided text is,['8208661'],0.8,0.7069147659063626,128,65.536,12207.0,41650.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for endurable-rivulet mentioned in the provided text? , **8208661**.,niah_multikey_2,2729.5744
2.725838848,The special magic number for internal-kilt mentioned in the provided text is,['8759496'],0.8,0.7065131151876518,128,65.536,12207.0,41593.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for internal-kilt mentioned in the provided text? , **8759496**.,niah_multikey_2,2725.838848
2.72924672,The special magic number for squealing-turmeric mentioned in the provided text is,['8010228'],0.8,0.7068795773802377,128,65.536,12207.0,41645.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for squealing-turmeric mentioned in the provided text? , **8010228**.,niah_multikey_2,2729.24672
2.730688512,The special magic number for lush-highland mentioned in the provided text is,['3729243'],0.8,0.7070343437252502,128,65.536,12207.0,41667.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for lush-highland mentioned in the provided text? , **3729243**.,niah_multikey_2,2730.688512
2.729705472,The special magic number for periodic-hardware mentioned in the provided text is,['2775647'],0.8,0.7069288389513109,128,65.536,12207.0,41652.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for periodic-hardware mentioned in the provided text? , **2775647**.,niah_multikey_2,2729.705472
2.732064768,The special magic number for itchy-vertigo mentioned in the provided text is,['4412277'],0.8,0.707181922855498,128,65.536,12207.0,41688.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for itchy-vertigo mentioned in the provided text? , **4412277**.,niah_multikey_2,2732.064768
2.725183488,The special magic number for righteous-terrapin mentioned in the provided text is,['2013987'],0.8,0.70644253661352,128,65.536,12207.0,41583.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for righteous-terrapin mentioned in the provided text? , **2013987**.,niah_multikey_2,2725.183488
2.728853504,The special magic number for boorish-invite mentioned in the provided text is,['9839873'],0.8,0.7068373399937559,128,65.536,12207.0,41639.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for boorish-invite mentioned in the provided text? , **9839873**.,niah_multikey_2,2728.853504
2.689007616,The special magic number for subdued-pond mentioned in the provided text is,['9557008'],0.8,0.7024932368209402,128,65.536,12207.0,41031.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for subdued-pond mentioned in the provided text? , **9557008**.,niah_multikey_2,2689.007616
2.732130304,The special magic number for greedy-burst mentioned in the provided text is,['2535634'],0.8,0.7071889467245556,128,65.536,12207.0,41689.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for greedy-burst mentioned in the provided text? , **2535634**.,niah_multikey_2,2732.130304
2.723807232,The special magic number for whimsical-vendor mentioned in the provided text is,['4165789'],0.8,0.7062942110581781,128,65.536,12207.0,41562.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for whimsical-vendor mentioned in the provided text? , **4165789**.,niah_multikey_2,2723.807232
2.727149568,The special magic number for scattered-environment mentioned in the provided text is,['6208770'],0.8,0.7066541705716963,128,65.536,12207.0,41613.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for scattered-environment mentioned in the provided text? , **6208770**.,niah_multikey_2,2727.149568
2.72760832,The special magic number for poised-cranberry mentioned in the provided text is,['6857286'],0.8,0.7067035079288804,128,65.536,12207.0,41620.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for poised-cranberry mentioned in the provided text? , **6857286**.,niah_multikey_2,2727.60832
2.727542784,The special magic number for bewildered-calcification mentioned in the provided text is,['8444227'],0.8,0.7066964607510993,128,65.536,12207.0,41619.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for bewildered-calcification mentioned in the provided text? , **8444227**.,niah_multikey_2,2727.542784
2.72760832,The special magic number for lewd-doctorate mentioned in the provided text is,['8459595'],0.8,0.7067035079288804,128,65.536,12207.0,41620.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for lewd-doctorate mentioned in the provided text? , **8459595**.,niah_multikey_2,2727.60832
2.733244416,The special magic number for energetic-hummus mentioned in the provided text is,['9513173'],0.8,0.7073083009638901,128,65.536,12207.0,41706.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for energetic-hummus mentioned in the provided text? , **9513173**.,niah_multikey_2,2733.244416
2.726232064,The special magic number for wretched-tide mentioned in the provided text is,['4447738'],0.8,0.7065554460443761,128,65.536,12207.0,41599.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for wretched-tide mentioned in the provided text? , **4447738**.,niah_multikey_2,2726.232064
2.72433152,The special magic number for efficient-bowling mentioned in the provided text is,['4520005'],0.8,0.706350733702189,128,65.536,12207.0,41570.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for efficient-bowling mentioned in the provided text? , **4520005**.,niah_multikey_2,2724.33152
2.731671552,The special magic number for bored-violence mentioned in the provided text is,['4632669'],0.8,0.7071397725636965,128,65.536,12207.0,41682.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for bored-violence mentioned in the provided text? , **4632669**.,niah_multikey_2,2731.671552
2.730033152,The special magic number for mundane-design mentioned in the provided text is,['3842952'],0.8,0.7069640156516313,128,65.536,12207.0,41657.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for mundane-design mentioned in the provided text? , **3842952**.,niah_multikey_2,2730.033152
2.73088512,The special magic number for bumpy-helium mentioned in the provided text is,['1554375'],0.8,0.7070554355651548,128,65.536,12207.0,41670.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for bumpy-helium mentioned in the provided text? , **1554375**.,niah_multikey_2,2730.88512
2.73154048,The special magic number for animated-major-league mentioned in the provided text is,['7234273'],0.8,0.7071257197696736,128,65.536,12207.0,41680.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for animated-major-league mentioned in the provided text? , **7234273**.,niah_multikey_2,2731.54048
2.729443328,The special magic number for parched-dame mentioned in the provided text is,['3754534'],0.8,0.7069006915097964,128,65.536,12207.0,41648.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for parched-dame mentioned in the provided text? , **3754534**.,niah_multikey_2,2729.443328
2.727215104,The special magic number for bewildered-abundance mentioned in the provided text is,['8717642'],0.8,0.7066612197818042,128,65.536,12207.0,41614.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for bewildered-abundance mentioned in the provided text? , **8717642**.,niah_multikey_2,2727.215104
2.732064768,The special magic number for relieved-synonym mentioned in the provided text is,['4032160'],0.8,0.707181922855498,128,65.536,12207.0,41688.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for relieved-synonym mentioned in the provided text? , **4032160**.,niah_multikey_2,2732.064768
2.728394752,The special magic number for psychedelic-personnel mentioned in the provided text is,['6458062'],0.8,0.7067880476556495,128,65.536,12207.0,41632.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for psychedelic-personnel mentioned in the provided text? , **6458062**.,niah_multikey_2,2728.394752
2.724265984,The special magic number for ahead-calibre mentioned in the provided text is,['4161671'],0.8,0.706343669561452,128,65.536,12207.0,41569.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for ahead-calibre mentioned in the provided text? , **4161671**.,niah_multikey_2,2724.265984
2.731147264,The special magic number for ubiquitous-blush mentioned in the provided text is,['5270168'],0.8,0.7070835532946201,128,65.536,12207.0,41674.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for ubiquitous-blush mentioned in the provided text? , **5270168**.,niah_multikey_2,2731.147264
2.731737088,The special magic number for ambiguous-disparity mentioned in the provided text is,['6991270'],0.8,0.7071467984550057,128,65.536,12207.0,41683.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for ambiguous-disparity mentioned in the provided text? , **6991270**.,niah_multikey_2,2731.737088
2.728001536,The special magic number for vulgar-politician mentioned in the provided text is,['7447968'],0.8,0.7067457838850718,128,65.536,12207.0,41626.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for vulgar-politician mentioned in the provided text? , **7447968**.,niah_multikey_2,2728.001536
2.73055744,The special magic number for elfin-step-brother mentioned in the provided text is,['2904532'],0.8,0.7070202808112325,128,65.536,12207.0,41665.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for elfin-step-brother mentioned in the provided text? , **2904532**.,niah_multikey_2,2730.55744
2.729443328,The special magic number for alert-scorn mentioned in the provided text is,['8051182'],0.8,0.7069006915097964,128,65.536,12207.0,41648.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for alert-scorn mentioned in the provided text? , **8051182**.,niah_multikey_2,2729.443328
2.731999232,The special magic number for frightened-tray mentioned in the provided text is,['3931546'],0.8,0.707174898649459,128,65.536,12207.0,41687.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for frightened-tray mentioned in the provided text? , **3931546**.,niah_multikey_2,2731.999232
2.729705472,The special magic number for eager-television mentioned in the provided text is,['9282529'],0.8,0.7069288389513109,128,65.536,12207.0,41652.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for eager-television mentioned in the provided text? , **9282529**.,niah_multikey_2,2729.705472
2.733113344,The special magic number for rebellious-corporatism mentioned in the provided text is,['3857769'],0.8,0.7072942643391521,128,65.536,12207.0,41704.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for rebellious-corporatism mentioned in the provided text? , **3857769**.,niah_multikey_2,2733.113344
2.693398528,The special magic number for stingy-cotton mentioned in the provided text is,['7986828'],0.8,0.702978247116648,128,65.536,12207.0,41098.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for stingy-cotton mentioned in the provided text? , **7986828**.,niah_multikey_2,2693.398528
2.720989184,The special magic number for elite-basin mentioned in the provided text is,['9741746'],0.8,0.7059900286615766,128,65.536,12207.0,41519.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for elite-basin mentioned in the provided text? , **9741746**.,niah_multikey_2,2720.989184
2.730754048,The special magic number for friendly-significance mentioned in the provided text is,['3837785'],0.8,0.7070413746760104,128,65.536,12207.0,41668.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for friendly-significance mentioned in the provided text? , **3837785**.,niah_multikey_2,2730.754048
2.727149568,The special magic number for inquisitive-normalisation mentioned in the provided text is,['4902158'],0.8,0.7066541705716963,128,65.536,12207.0,41613.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for inquisitive-normalisation mentioned in the provided text? , **4902158**.,niah_multikey_2,2727.149568
2.72007168,The special magic number for outstanding-gazelle mentioned in the provided text is,['8988938'],0.8,0.7058908565233104,128,65.536,12207.0,41505.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for outstanding-gazelle mentioned in the provided text? , **8988938**.,niah_multikey_2,2720.07168
2.730754048,The special magic number for venomous-zoologist mentioned in the provided text is,['4917051'],0.8,0.7070413746760104,128,65.536,12207.0,41668.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for venomous-zoologist mentioned in the provided text? , **4917051**.,niah_multikey_2,2730.754048
2.731802624,The special magic number for omniscient-serval mentioned in the provided text is,['2321903'],0.8,0.7071538240092121,128,65.536,12207.0,41684.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for omniscient-serval mentioned in the provided text? , **2321903**.,niah_multikey_2,2731.802624
2.730491904,The special magic number for icky-object mentioned in the provided text is,['6321002'],0.8,0.7070132488479263,128,65.536,12207.0,41664.0,12207.0,32768,799.997952,GB,0.799997952,What is the special magic number for icky-object mentioned in the provided text? , **6321002**.,niah_multikey_2,2730.491904
