id,answers,prediction,tokens,latency_s,score
loft:quest_128k:31,"[""Child Bride"", ""I Accuse My Parents"", ""The Devil's Sleep""]",[],3679,34.32,0.0
loft:quest_128k:32,"[""Time and the Wind""]","[{'TITLE': 'Time and the Wind', 'ID': '185'}]",5772,16.26,0.0
loft:quest_128k:33,"[""Midnight Sun (Meyer novel)"", ""New Moon (novel)"", ""Twilight (Meyer novel)""]","[{'title': 'The Changeover', 'id': '46'}]",7291,58.04,0.0
loft:quest_128k:34,"[""Boy at War"", ""The Changeover"", ""The Firebird Rocket""]",,3670,90.69,0.0
loft:quest_128k:35,"[""Killing Them Softly"", ""Mac & Devin Go to High School""]","No, there is no 2012 comedy film about social issues in the United States based on the provided text. The text does not mention such a film, and the information given is unrelated to a comedy film addressing social issues. Therefore, neither a title nor an ID can be extracted.",6708,66.3,0.0
loft:quest_128k:36,"[""My Uncle Napoleon"", ""Savushun"", ""The Blind Owl""]",ID: 35 | TITLE: The Blind Owl,7123,33.94,0.0
loft:quest_128k:37,"[""Doctor Zhivago (film)""]",,10064,63.82,0.0
loft:quest_128k:38,"[""The Picturegoers"", ""The Violent Bear It Away""]",,1961,35.31,0.0
loft:quest_128k:39,"[""Undercover with the KKK""]",,3524,34.85,0.0
loft:quest_128k:40,"[""An Obvious Situation"", ""That Night's Wife"", ""The Copper (1930 film)""]","[{'TITLE': 'The Copper (1930 film)', 'ID': '92'}, {'TITLE': 'An Obvious Situation', 'ID': '203'}, {'TITLE': ""That Night's Wife"", 'ID': '231'}]",10616,40.22,0.0
loft:quest_128k:41,"[""Ace Attorney (film)"", ""True Story (film)""]",,1780,21.47,0.0
loft:quest_128k:42,"[""Le Grand Meaulnes"", ""The Mysteries of Paris"", ""The Mystery of the Yellow Room""]",,25246,137.84,0.0
loft:quest_128k:43,"[""Casta Diva (1935 film)"", ""The Fire Devil"", ""Under Capricorn""]",[],1808,32.93,0.0
loft:quest_128k:44,"[""First Invasion: The War of 1812"", ""Last of the Buccaneers"", ""Mohawk (2017 film)""]",,5744,30.42,0.0
loft:quest_128k:45,"[""Going Vertical"", ""Prefontaine (film)""]","[{'TITLE': 'Going Vertical', 'ID': '122'}]",10602,57.88,0.0
loft:quest_128k:46,"[""Ilium (novel)"", ""Summer of Night"", ""The Fall of Hyperion (novel)""]","- Summer of Night  
- Children of the Night  
- Fires of Eden  
- A Winter Haunting",1976,21.63,0.3333333333333333
loft:quest_128k:47,"[""We the Living""]",,6862,66.22,0.0
loft:quest_128k:48,"[""Le Divorce"", ""Peppermint Soda"", ""Two English Girls""]","Yes, the text describes a film about sisters shot in Paris.

TITLE: Peppermint Soda, ID: 138",3706,36.07,0.0
loft:quest_128k:49,"[""Aftermath (1994 film)"", ""Amoklauf"", ""Aya: Imagined Autobiography""]","[{'title': 'Aftermath', 'origin': 'Spain'}]",8575,55.16,0.0
loft:quest_128k:50,"[""Circe (novel)"", ""Julian (novel)""]",no,11710,68.94,0.0
loft:quest_128k:51,"[""Alice's Adventures in Wonderland"", ""Prince Caspian"", ""The Magician's Nephew""]",,7153,32.88,0.0
loft:quest_128k:52,"[""A.P.E.X.""]",,9016,26.45,0.0
loft:quest_128k:53,"[""Babes in Toyland (1934 film)"", ""Mad Monster Party?""]","TITLE: None  
ID: None  
['No']",13411,40.22,0.0
loft:quest_128k:54,"[""Come in Spinner"", ""The Thorn Birds"", ""Zuleika Dobson""]","TITLE: Illywhacker, ID: 20",4133,33.34,0.0
