id,answers,prediction,tokens,latency_s,score
loft:qampari_128k:13,"[""Chamarajendra Wadiyar X"", ""Kanthirava Narasaraja I"", ""Kanthirava Narasaraja II"", ""Krishnaraja Wadiyar II"", ""Krishnaraja Wadiyar III"", ""Mir Ghulam Ali""]"," ['Krishnaraja Wadiyar II', 'Krishnaraja Wadiyar III', 'Chamarajendra Wadiyar X']",120277,,0.5
loft:qampari_128k:14,"[""Gourdou-Leseurre GL-812 HY"", ""Gourdou-Leseurre GL-832 HY"", ""Gourdou-Leseurre GL.2"", ""Gourdou-Leseurre GL.30"", ""Gourdou-Leseurre GL.50""]"," ['Gourdou-Leseurre GL.2', 'Gourdou-Leseurre GL-812 HY', 'Gourdou-Leseurre GL.30', 'Gourdou-Leseurre GL.50']",120298,,0.8
loft:qampari_128k:15,"[""Charles Eastman"", ""Little Crow"", ""Sitting Bull"", ""Spotted Elk"", ""Zitkala-Sa""]", ['Little Crow'],120249,,0.2
loft:qampari_128k:16,"[""Amy Fote"", ""Connor Walsh"", ""Jun Shuang Huang"", ""Simon Ball"", ""Stanton Welch""]"," ['Chalnessa Eames', 'Connor Walsh', 'Jun Shuang Huang', 'Simon Ball', 'Philip Farkas']",120273,,0.6
loft:qampari_128k:17,"[""Carlos García Cambón"", ""Gustavo Alfaro"", ""Jorge José Benítez"", ""Mario Fortunato"", ""Miguel Ángel Russo""]"," ['Miguel Ángel Russo', 'Gustavo Alfaro', 'Jorge José Benítez', 'Custodio Parcon', 'Frankie James']",120286,,0.6
loft:qampari_128k:18,"[""After the Rain"", ""Alice's Adventures in Wonderland"", ""An American in Paris"", ""Carousel"", ""Liturgy""]"," ['After the Rain', 'Carousel (A Dance)', 'La Vivandière or Markitenka', 'The Spiderwick Chronicles', 'An American in Paris']",120282,,0.4
loft:qampari_128k:19,"[""Custodio Parcon"", ""Domingo Deluana"", ""Herminigildo Yurong"", ""Lolinato To-ong"", ""Tomas Campo Jr.""]"," ['Lolinato G. To-ong', 'Domingo J. Deluana', 'Herminigildo J. Yurong', 'Custodio J. Parcon']",120291,,0.0
loft:qampari_128k:20,"[""Asterix and Cleopatra"", ""Asterix and the Chieftain's Shield"", ""Asterix and the Great Crossing"", ""Asterix in Belgium"", ""Obelix and Co.""]"," ['Asterix and the Great Crossing', 'Asterix and the Chieftain's Shield', 'Asterix and the Secret of the Magic Sword', 'Asterix and the Black Gold', 'Asterix and the Golden Sun', 'Asterix and the Lost Village', 'Asterix and the Secret of the Magic Sword', 'Asterix and the Secret of the Magic Sword', 'Asterix and the Secret of the Magic Sword', 'Asterix and the Secret of the Magic Sword']",120354,,0.4
loft:qampari_128k:21,"[""Battle Creek"", ""Better Call Saul"", ""Breaking Bad"", ""The Lone Gunmen"", ""The X-Files""]", ['Better Call Saul'],120254,,0.2
loft:qampari_128k:22,"[""Ivo Babuška"", ""Petr Vopěnka"", ""Vlastimil Dlab"", ""Věra Trnková"", ""Zdeněk Frolík""]"," ['Ivo Babuška', 'Zdeněk Frolík', 'Petr Štěpánek', 'Vlastimil Dlab', 'Petr Štěpánek', 'Petr Štěpánek']",120308,,0.6
loft:qampari_128k:23,"[""MS European Seaway"", ""MS Pride of Burgundy"", ""MS Pride of Calais"", ""MS Pride of Dover"", ""MS Spirit of France""]"," ['MS Pride of Dover', 'MS Pride of Calais', 'MS European Seaway', 'MS Spirit of France', 'MS Pride of Burgundy']",120278,,1.0
loft:qampari_128k:24,"[""argon"", ""helium"", ""krypton"", ""neon"", ""xenon""]", ['Neon'],120249,,0.2
loft:qampari_128k:25,"[""Detention River Christian Community"", ""Elmendorf Christian Community"", ""Milltown Hutterite Colony"", ""Owa Hutterite Colony"", ""Schmiedeleut""]"," ['Elmendorf Christian Community', 'Owa Hutterite Colony', 'Dariusleut', 'Hutterite Colony', 'Hutterite', 'Dariusleut', 'Hutterite Colony', 'Hutterite', 'Hutterite Colony', 'Hutterite', 'Hutterite Colony', 'Hutterite', 'Hutterite Colony', 'Hutterite', 'Hutterite Colony', 'Hutterite', 'Hutterite Colony', 'Hutterite', 'Hutterite Colony', 'Hutterite', 'Hutterite Colony', 'Hutterite', 'Hutterite Colony', 'Hutterite', 'Hutterite Colony', 'Hutterite', 'Hutterite Colony', 'Hutterite', 'Hutterite Colony', 'Hutterite', 'Hutterite Colony', 'Hutterite', 'Hutterite Colony', 'Hutterite', 'Hutterite Colony', 'Hutterite', 'Hutterite Colony', 'Hutterite', 'Hutterite Colony', 'Hutterite', 'Hutterite Colony', 'Hutterite', 'Hutterite Colony', 'Hutterite', 'Hutterite Colony', 'H",120504,,0.4
loft:qampari_128k:26,"[""Alice Lon"", ""Elena Jahn"", ""Paul Klee"", ""Perry DeAngelis"", ""Will Sampson""]"," ['Perry DeAngelis', 'Paul Klee', 'Richard Aitson', 'Solomon Levy', 'Teri Greeves', 'William Deane', 'William Pether', 'Zdeněk Frolík']",120297,,0.4
loft:qampari_128k:27,"[""2008 Pilot Pen Tennis – Men's Singles"", ""2009 Chennai Open – singles"", ""2010 Aircel Chennai Open – singles"", ""2010 PBZ Zagreb Indoors – singles"", ""2011 St. Petersburg Open – singles""]"," ['2010 PBZ Zagreb Indoors – Singles', '2011 U.S. Open Cup Final', '2015 Saudi Super Cup', '2016 Open Città della Disfida – Singles', '2018 Stockton Challenger – Men's Singles', '2018 Kunming Open – Men's Doubles', '2018 Senior Open Championship', '2019 Senior Open Championship', '2019 King Cup Final', '2019 Internationaux de Tennis de Vendée – Singles', '2019 BNP Paribas Primrose Bordeaux – Singles', '2019 Internationaux de Tennis del Friuli Venezia Giulia – Singles', '2018 JSM Challenger of Champaign–Urbana – Singles', '2017 Internationaux de Tennis de Vendée – Singles', '2017 Senior Open Championship', '2017 Supertaça Cândido de Oliveira', '2016 King Cup Final', '2015 King Cup Final', '2014 Senior Open Championship', '2013 Senior Open Championship', '2012 Sup",120506,,0.2
loft:qampari_128k:28,"[""Agys Ramsaran Verma"", ""Lokendra Singh"", ""Mithlesh Kumar"", ""Mukund Lal Agrawal"", ""Virendra Singh""]"," ['Mukund Lal Agrawal', 'Virendra Singh', 'Agys Ramsaran Verma']",120271,,0.6
loft:qampari_128k:29,"[""Breakfast"", ""Rush TV"", ""Us Girls"", ""Wazzup Wazzup"", ""Y Speak""]"," ['Breakfast', 'Y Speak', 'Rush TV']",120262,,0.6
loft:qampari_128k:30,"[""Edward Kennion"", ""Eleanor Coade"", ""Theodora Cowan"", ""William Pether"", ""William Wynne Ryland""]"," ['Eleanor Coade', 'William Pether', 'Fionnuala Ní Aoláin', 'Paul Seaton', 'Matti Lives in Finland', 'Noy Lives in Thailand']",120290,,0.4
loft:qampari_128k:31,"[""Nirel"", ""Oriyardori Asal"", ""Rang"", ""Sompa"", ""Suddha""]"," ['Suddha', 'Mukhamukham', 'Nadu Naduve', 'Oriyardori Asal', 'Aakraman']",120280,,0.4
loft:qampari_128k:32,"[""Bright Eyes"", ""Conor Oberst and the Mystic Valley Band"", ""Desaparecidos"", ""Monsters of Folk"", ""Park Ave.""]"," ['Bright Eyes', 'Desaparecidos', 'The Playing Favorites']",120263,,0.4
loft:qampari_128k:33,"[""1998 Asian Super Cup"", ""2015 King Cup Final"", ""2015 Saudi Super Cup"", ""2016 King Cup Final"", ""2017–18 Saudi Professional League""]"," ['2015 King Cup Final', '2016 King Cup Final']",120266,,0.4
loft:qampari_128k:34,"[""Baojun 510"", ""Baojun 530"", ""Baojun 630"", ""Baojun 730"", ""Baojun E300""]"," ['Baojun 510', 'Baojun 530', 'Baojun 630', 'Baojun 730']",120283,,0.8
loft:qampari_128k:35,"[""Bobby Hope"", ""Harold Bodle"", ""John Barton"", ""Kevin Poole"", ""Mick Walker""]"," ['Harold Bodle', 'John Toohey', 'Paul Smith (footballer, born 1979)', 'Miguel Ángel Russo', 'Geraldine Smith', 'Ronald Eugene Rivera', 'Jameson Irish Whiskey', 'P. J. Brown', 'Dewon Brazelton', 'Miguel Ángel Russo', 'Geraldine Smith', 'Ronald Eugene Rivera', 'Jameson Irish Whiskey', 'P. J. Brown', 'Dewon Brazelton']",120361,,0.2
loft:qampari_128k:36,"[""330 West 42nd Street"", ""Ideal House"", ""Ocean Forest Hotel"", ""Rockefeller Center"", ""Scranton Cultural Center""]","330 West 42nd Street, Ideal House, St. Mary at Stoke, The Blue Mountains Advertiser, The Blue Mountains Times, The Mountaineer (Katoomba), The Blue Mountain Echo, The Blackheath Bulletin, The Hound of Florence, The Story About Ping, The Five Chinese Brothers, Bambi, a Life in the Woods, The Great Escape (film), The Producers (musical), To Be or Not to Be (The Hitler Rap), High Anxiety, Springtime for Hitler (song), Young Frankenstein (musical), The Five Chinese Brothers, The Story About Ping, The Hound of Florence, Bambi, a Life in the Woods, The Great Escape (film), The Producers (musical), To Be or Not to Be (The Hitler Rap), High Anxiety, Springtime for Hitler (song), Young Frankenstein (musical), The Five Chinese Brothers, The Story About Ping, The Hound of Florence, Bambi, a Life in the Woods, The Great Escape (film), The Producers (musical), To Be or Not to Be (The Hitler Rap), High Anxiety, Springtime for Hitler (song), Young Frankenstein (musical), The Five Chinese Brothers, The Story About",120501,,0.4
loft:qampari_128k:37,"[""Coppélia"", ""La Vivandière or Markitenka"", ""La source"", ""Pâquerette"", ""The Little Humpbacked Horse""]"," ['La Vivandière or Markitenka', 'The Little Humpbacked Horse', 'A Girl Worth Fighting For', 'Carousel (ballet)', 'After the Rain', 'The Spiderwick Chronicles', 'The Grandest Fleet', 'The Blue Mountains Advertiser', 'The Blue Mountains Times', 'The Mountaineer (Katoomba)']",120322,,0.4
loft:qampari_128k:38,"[""Amdo Tibetan"", ""Central Tibetan"", ""Khams Tibetan"", ""Ladakhi"", ""Tibetan""]"," ['Lhasa Tibetan', 'Khams Tibetan', 'Amdo Tibetan']",120261,,0.4
loft:qampari_128k:39,"[""Good Morning Britain"", ""Hey, Hey, It's Saturday!"", ""The Shoe People"", ""Wacaday"", ""Wide Awake Club""]"," ['Wide Awake Club', 'Wacaday', 'The Blackheath Bulletin', 'The Mountaineer (Katoomba)']",120275,,0.4
loft:qampari_128k:40,"[""Geita Gold Mine"", ""Sadiola Gold Mine"", ""Sunrise Dam Gold Mine"", ""TauTona Mine"", ""Yatela Mine""]"," ['Sunrise Dam Gold Mine', 'Yatela Mine', 'Geita Gold Mine', 'Sadiola Gold Mine', 'Morila Gold Mine']",120278,,0.8
loft:qampari_128k:41,"[""Auguste Piccard"", ""Ben Franklin"", ""F.-A. Forel"", ""Goliath"", ""Titan""]"," ['Gourdou-Leseurre GL.2', 'Gourdou-Leseurre GL-812 HY', 'Gourdou-Leseurre GL.30', 'Gourdou-Leseurre GL.50', 'F-35B', 'F-35B', 'F-35B', 'F-35B', 'F-35B', 'F-35B', 'F-35B', 'F-35B', 'F-35B', 'F-35B', 'F-35B', 'F-35B', 'F-35B', 'F-35B', 'F-35B', 'F-35B', 'F-35B', 'F-35B', 'F-35B', 'F-35B', 'F-35B', 'F-35B', 'F-35B', 'F-35B', 'F-35B', 'F-35B', 'F-35B', 'F-35B', 'F-35B', 'F-3",120501,,0.0
loft:qampari_128k:42,"[""Adam Wakeman"", ""Geoff Nicholls"", ""Neil Murray"", ""Tony Martin"", ""Vinny Appice""]"," ['Tony Martin (British singer)', 'Paul Kostabi', 'Nathan Aguilar', 'Walter Schreifels', 'Drew Thomas']",120277,,0.0
loft:qampari_128k:43,"[""633 Squadron"", ""The Great Escape"", ""The Satan Bug"", ""To Sir, with Love"", ""Walk Like a Dragon""]", ['The Great Escape (film)'],120256,,0.0
loft:qampari_128k:44,"[""Bad Astronaut"", ""Joey Cape's Bad Loud"", ""Lagwagon"", ""Me First and the Gimme Gimmes"", ""The Playing Favorites""]"," ['Dead Heavens', 'Quicksand (American band)', 'Rival Schools (band)']",120268,,0.0
loft:qampari_128k:45,"[""Blaine Island"", ""Magic Island"", ""Scotts Island"", ""Tyler Island"", ""Wilson Island (West Virginia)""]"," ['Wilson Island', 'Blaine Island', 'Boulder River Wilderness', 'Barreiro/Anhemas Sustainable Development Reserve', 'Caverna do Diabo State Park', 'Mukhamukham', 'Aneroid Lake', 'Bonny Lakes', 'Dollar Lake', 'Roger Lake', 'Takalik Abaj', 'Saddleback Mountain', 'Pine Mountain', 'Mountaineer', 'Twin Peaks', 'Pine Mountain', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin Peaks', 'Twin",120504,,0.2
loft:qampari_128k:46,"[""Arthur Mann"", ""George Kerr"", ""Jimmy Cringan"", ""Ray O'Brien"", ""Rob Scott""]"," ['John Barton (footballer, born 1953)']",120261,,0.0
loft:qampari_128k:47,"[""Colton Greene"", ""David Rice Atchison"", ""Frank James"", ""M. Jeff Thompson"", ""Sterling Price""]"," ['David S. Ward', 'John Barton (footballer, born 1953)', 'David Paulson', 'Mick Walker (footballer, born 1940)', 'Richard Pettis', 'David S. Blitzer', 'Gordon Smith', 'John Paul Jones', 'John C. Smith', 'John W. Smith', 'John M. Smith', 'John R. Smith', 'John T. Smith', 'John S. Smith', 'John P. Smith', 'John L. Smith', 'John K. Smith', 'John H. Smith', 'John F. Smith', 'John D. Smith', 'John B. Smith', 'John A. Smith', 'John C. Smith', 'John E. Smith', 'John W. Smith', 'John M. Smith', 'John R. Smith', 'John S. Smith', 'John T. Smith', 'John P. Smith', 'John L. Smith', 'John K. Smith', 'John H. Smith', 'John F. Smith', 'John D. Smith', 'John B. Smith', 'John A. Smith', 'John C. Smith', 'John E. Smith', 'John W. Smith', 'John",120501,,0.0
loft:qampari_128k:48,"[""Death Stalks the Night"", ""Sleep No More"", ""Three Tales of Horror"", ""Who Knocks?"", ""Worse Things Waiting""]"," ['Sleep No More (anthology)', 'Three Tales of Horror', 'The Secret History of Vampires', 'Worse Things Waiting', 'Another Round at the Spaceport Bar', 'Alternate Empires', 'Alternate Heroes', 'Alternate Wars', 'The Spiderwick Chronicles', 'The Lone Gunmen', 'The Grandest Fleet', 'The Life Aquatic with Steve Zissou', 'The Producers (musical)', 'The Five Chinese Brothers', 'The Story About Ping', 'A Girl Worth Fighting For', 'The Secret History of Vampires', 'The Secret History of Vampires', 'The Secret History of Vampires', 'The Secret History of Vampires', 'The Secret History of Vampires', 'The Secret History of Vampires', 'The Secret History of Vampires', 'The Secret History of Vampires', 'The Secret History of Vampires', 'The Secret History of Vampires', 'The Secret History of Vampires', 'The Secret History of Vampires', 'The Secret History of Vampires', 'The Secret History of Vampires', 'The Secret History of Vampires', 'The Secret History of Vampires', 'The Secret History of",120505,,0.4
loft:qampari_128k:49,"[""Black Thorn, White Rose"", ""Ruby Slippers, Golden Tears"", ""Salon Fantastique"", ""Snow White, Blood Red"", ""Year's Best Fantasy and Horror""]"," ['Snow White, Blood Red', 'Black Thorn, White Rose', 'The Best Horror of the Year']",120270,,0.4
loft:qampari_128k:50,"[""Central Ojibwa"", ""Eastern Ojibwa"", ""Mohawk"", ""Northwestern Ojibwa"", ""Oneida""]", ['Ojibwe'],120250,,0.0
loft:qampari_128k:51,"[""Florida State Road 112"", ""Florida State Road 836"", ""Florida State Road 874"", ""Florida State Road 878"", ""Florida State Road 924""]"," ['State Road 874', 'State Road 878', 'Florida State Road 924']",120278,,0.2
loft:qampari_128k:52,"[""Aneroid Lake"", ""Bonny Lakes"", ""Dollar Lake"", ""Legore Lake"", ""Roger Lake""]"," ['Aneroid Lake', 'Bonny Lakes', 'Dollar Lake', 'Roger Lake', 'Twin Peaks']",120275,,0.8
loft:qampari_128k:53,"[""A Girl Worth Fighting For"", ""Beautiful Disaster"", ""Break My Stride"", ""Honor to Us All"", ""Mulan"", ""Reflection""]"," ['Reflection', 'Beautiful Disaster', 'Honor to Us All', 'You Walk So Softly']",120266,,0.5
loft:qampari_128k:54,"[""Bee and PuppyCat"", ""Castlevania"", ""My Life as a Teenage Robot"", ""Oh Yeah! Cartoons"", ""Random! Cartoons""]"," ['Bee and PuppyCat', 'The Perfect General', 'The Secret History of Vampires', 'The Walking Concert', 'The X-Files', 'The Lone Gunmen', 'The Producers', 'The Secret History of Vampires', 'The Walking Concert', 'The X-Files', 'The Lone Gunmen', 'The Producers', 'The Secret History of Vampires', 'The Walking Concert', 'The X-Files', 'The Lone Gunmen', 'The Producers', 'The Secret History of Vampires', 'The Walking Concert', 'The X-Files', 'The Lone Gunmen', 'The Producers', 'The Secret History of Vampires', 'The Walking Concert', 'The X-Files', 'The Lone Gunmen', 'The Producers', 'The Secret History of Vampires', 'The Walking Concert', 'The X-Files', 'The Lone Gunmen', 'The Producers', 'The Secret History of Vampires', 'The Walking Concert', 'The X-Files', 'The Lone Gunmen', 'The Producers', 'The Secret History of Vampires', 'The Walking Concert', 'The X-Files', 'The Lone Gunmen', '",120502,,0.2
