id,answers,prediction,tokens,latency_s,score
loft:quest_128k:45,"[""Going Vertical"", ""Prefontaine (film)""]", [],118035,,0.0
loft:quest_128k:46,"[""Ilium (novel)"", ""Summer of Night"", ""The Fall of Hyperion (novel)""]", ['Seveneves'],118031,,0.0
loft:quest_128k:47,"[""We the Living""]", ['We the Living'],118041,,1.0
loft:quest_128k:48,"[""Le Divorce"", ""Peppermint Soda"", ""Two English Girls""]", [],118030,,0.0
loft:quest_128k:49,"[""Aftermath (1994 film)"", ""Amoklauf"", ""Aya: Imagined Autobiography""]", [],118036,,0.0
loft:quest_128k:50,"[""Circe (novel)"", ""Julian (novel)""]", [],118041,,0.0
loft:quest_128k:51,"[""Alice's Adventures in Wonderland"", ""Prince Caspian"", ""The Magician's Nephew""]", [],118051,,0.0
loft:quest_128k:52,"[""A.P.E.X.""]", ['A.P.E.X.'],118039,,1.0
loft:quest_128k:53,"[""Babes in Toyland (1934 film)"", ""Mad Monster Party?""]", ['Mad Monster Party?'],118036,,0.5
loft:quest_128k:54,"[""Come in Spinner"", ""The Thorn Birds"", ""Zuleika Dobson""]"," ['The Lives of Animals', 'The Story Without a Name (novel)']",118061,,0.0
